bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.58342,,,,,,,,,,,,620953d8-e875-4349-8c4a-1da9edfd7ad8,17,,"[27.1, 64.3]",3825892,0,,,,,-2.3335996,,Left Foot,,,,"[9.8, 46.2]",,Ground Pass,25.037971,,,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Right Center Back,3,Granada,1049,['7657a7df-1b5c-4f3d-93c0-f443aebfd3de'],32,,,,,,,,,,,,,,,,,,Granada,1049,00:00:32.450,Pass,
,,,,,,,,,,,,,,,,3.543436,,,,,,,,,,,,657ca4bc-774a-43bd-a7d5-c1ea532eeb7a,20,,"[9.8, 46.2]",3825892,0,,,,,0.04109527,,Right Foot,,,,"[70.6, 48.7]",,High Pass,60.851376,,,Incomplete,,Youssef El-Arabi,27109.0,,,,,,1,From Free Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,3,Granada,1049,"['17fd8181-7c10-4490-b99f-f1c59783f3f6', '73f27dcc-dad9-4b2f-8643-7cc1cbcbbd44']",35,,,,,,,,,,,,,,,,,,Granada,1049,00:00:35.114,Pass,
,,,,,,,,,,,,,,,,2.062935,,,,,,,,,,,,73f27dcc-dad9-4b2f-8643-7cc1cbcbbd44,23,,"[49.5, 31.4]",3825892,0,,,,True,-1.0421065,,,,,,"[55.4, 21.3]",,High Pass,11.697008,,,,,Sergio Canales Madrazo,6673.0,,,,,Recovery,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,3,Granada,1049,"['40ce29aa-bc1c-488c-b936-98e2c9c04788', '657ca4bc-774a-43bd-a7d5-c1ea532eeb7a', '7255e8e9-d64a-4267-9a82-452da53d68f8']",38,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:38.657,Pass,True
,,,,,,,,,,,,,,,,2.264064,,,,,,,,,,,,4c78a98d-0830-4900-99bf-4e372bf71c0a,26,,"[55.4, 21.3]",3825892,0,,,,,0.0,,Right Foot,,,,"[76.6, 21.3]",,High Pass,21.2,,,Incomplete,,Imanol Agirretxe Arruti,6677.0,,,,,,1,From Free Kick,Sergio Canales Madrazo,6673.0,Left Wing,3,Granada,1049,"['3d7c5f64-8331-4728-8b98-7d1f2c969b59', '49f3964e-ec28-4e1f-9b38-380e0af50e21']",40,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:40.726,Pass,
,,,,,,,,,,,,,,,,1.848459,,,,,,,,,,,,49f3964e-ec28-4e1f-9b38-380e0af50e21,28,,"[43.5, 58.8]",3825892,0,,,,,-0.26283392,,Head,,,,"[65.8, 52.8]",,High Pass,23.093073,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Right Center Back,3,Granada,1049,"['4c78a98d-0830-4900-99bf-4e372bf71c0a', 'b92472fc-7bf9-413a-8e61-33708db8e0b6']",42,,,,,,,,,,,,,,,,,,Granada,1049,00:00:42.990,Pass,
,,,,,,,,,,,,,,,,1.677637,,,,,,,,,,,,b92472fc-7bf9-413a-8e61-33708db8e0b6,29,,"[54.3, 27.3]",3825892,0,,,,,0.35432908,,Head,,,,"[71.6, 33.7]",,High Pass,18.445868,,,Incomplete,,Imanol Agirretxe Arruti,6677.0,,,,,Recovery,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,3,Granada,1049,"['49f3964e-ec28-4e1f-9b38-380e0af50e21', '7a2edadb-d494-428e-9622-edcb6105cc66', '7ad1e121-6a2d-44a9-8512-647f64da8565']",44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.839,Pass,
,,,,,,,,,,,,,,,,2.574239,,,,,,,,,,,,7ad1e121-6a2d-44a9-8512-647f64da8565,31,,"[48.5, 46.4]",3825892,0,,,,,-3.0296366,,Head,,,,"[14.7, 42.6]",,High Pass,34.01294,,,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,Recovery,1,From Free Kick,Rene Krhin,3160.0,Right Defensive Midfield,3,Granada,1049,"['9c0e451e-4573-4d74-9ba3-b4f0e64351be', 'b92472fc-7bf9-413a-8e61-33708db8e0b6']",46,,,,,,,,,,,,,,,,,,Granada,1049,00:00:46.516,Pass,
,,,,,,,,,,,,,,,,5.939045,,,,,,,,,,,,5402f697-dad6-4b2b-baf9-67f011af8128,34,,"[8.5, 45.8]",3825892,0,,,,,0.51663804,,Right Foot,,,,"[68.7, 80.0]",,High Pass,69.236404,,,Out,,Isaac Ajayi Success,6918.0,,,,,,1,From Free Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,3,Granada,1049,['4fc49c3c-9c1d-4ff3-ada7-9fbb56f631e8'],51,,,,,,,,,,,,,,,,,,Granada,1049,00:00:51.578,Pass,
,,,,,,,,,,,,,,,,1.714129,,,,,,,,,,,,59b24f12-07a7-486c-a73b-746e3f9fa7b8,36,,"[52.7, 0.1]",3825892,1,,,,,2.9072258,,,,,,"[23.8, 7.0]",,Low Pass,29.712288,,,,,Íñigo Martínez Berridi,6665.0,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,4,Real Sociedad,210,['807a6a8a-46d8-4ba7-8c0e-52650b5f7e8b'],5,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:05.961,Pass,
,,,,,,,,,,,,,,,,1.948965,,,,,,,,,,,,dc59180a-de79-4fa8-b253-35d1c12c61ff,39,,"[18.2, 8.1]",3825892,1,,,,,1.85579,,Right Foot,,,,"[10.7, 33.7]",,Ground Pass,26.67602,,,,,Oier Olazábal Paredes,6692.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['22e9790f-b96d-4f6b-b1c0-89db8d90c5ba'],9,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:09.223,Pass,
,,,,,,,,,,,,,,,,1.826948,,,,,,,,,,,,648e0ea9-1750-4b55-ac36-d6a6de2fe6f7,42,,"[10.8, 33.7]",3825892,1,,,,,1.3011458,,Left Foot,,,,"[16.3, 53.6]",,Ground Pass,20.646065,,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Throw In,Oier Olazábal Paredes,6692.0,Goalkeeper,4,Real Sociedad,210,['b07a2871-3d55-489e-9da1-68c5243b3f42'],11,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:11.368,Pass,
,,,,,,,,,,,,,,,,0.692631,,,,,,,,,,,,9f4e1d60-0b81-4a96-925c-96c99e3ad40e,45,,"[52.1, 62.0]",3825892,1,,,,,-0.3966104,,Right Foot,,,,"[63.8, 57.1]",,Ground Pass,12.684636,,,,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,4,Real Sociedad,210,['ade4aca7-6da1-4d6c-b327-bed2253b72ac'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:20.596,Pass,
,,,,,,,,,,,,,,,,1.229314,,,,,,,,,,,,548eb78e-93dc-4571-a529-095bb1c3911c,49,,"[56.3, 6.3]",3825892,1,,,,,-2.7326849,,Left Foot,,,,"[53.3, 5.0]",,Ground Pass,3.2695565,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Edgar Antonio Méndez Ortega,26387.0,Left Wing,4,Real Sociedad,210,['43827832-1382-4cb3-a6df-59b2640295e0'],23,,,,,,,,,,,,,,,,,,Granada,1049,00:01:23.327,Pass,
,,,,,,,,,,,,,,,,0.082435,,,,,,,,,,,,511f1bcb-a8e9-413d-b801-e7c0a08ee1d7,57,,"[27.5, 6.0]",3825892,1,,,,,0.4918092,,Left Foot,,,,"[30.3, 7.5]",,Low Pass,3.176476,,,Incomplete,,,,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,4,Real Sociedad,210,['dd444e81-52e8-4d6b-af7a-c24ce0f46430'],30,,,,,,,,,,,,,,,,,,Granada,1049,00:01:30.432,Pass,
,,,,,,,,,,,,,,,,1.731279,,,,,,,,,,,,88344435-af5d-4d64-8bd9-3f180fe7ee19,59,,"[36.4, 0.1]",3825892,1,,,,,0.43609554,,,,,,"[57.0, 9.7]",,High Pass,22.727076,,,,,Javier Márquez Moreno,24783.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,5,Granada,1049,['fa56e372-0a87-4da7-86ee-a29902f5b277'],36,,,,,,,,,,,,,,,,,,Granada,1049,00:01:36.728,Pass,
,,,,,,,,,,,,,,,,0.970523,,,,,,,,,,,,a700bba4-2d0c-4be6-b4d3-d1ac645a9169,61,,"[57.0, 9.7]",3825892,1,,,,,-0.13664316,,Head,,,,"[73.0, 7.5]",,High Pass,16.150541,,,Incomplete,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Left Defensive Midfield,5,Granada,1049,"['1f176b07-b834-4462-8748-4bf1ca8aaf77', '94992a03-088a-4561-8cce-a30bbde15958']",38,,,,,,,,,,,,,,,,,,Granada,1049,00:01:38.459,Pass,
,,,,,,,,,,,,,,,,0.730561,,,,,,,,,,,,94992a03-088a-4561-8cce-a30bbde15958,63,,"[47.1, 72.6]",3825892,1,,,,,-0.25877088,,Left Foot,,,,"[57.3, 69.9]",,Ground Pass,10.551303,,,,,Esteban Félix Granero Molina,6770.0,,,,,Recovery,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,6,Real Sociedad,210,"['67197e27-2ae3-426c-9d2d-c726dadf7738', 'a700bba4-2d0c-4be6-b4d3-d1ac645a9169']",39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:39.430,Pass,
,,,,,,,,,,,,,,,,0.876505,,,,,,,,,,,,75aea82f-a856-400d-8e9a-ceae905e86b6,66,,"[56.9, 69.9]",3825892,1,,,,,-1.3134726,,Right Foot,,,,"[58.9, 62.3]",,Ground Pass,7.858753,,,,,David Zurutuza Veillet,6669.0,,,,,,1,Regular Play,Esteban Félix Granero Molina,6770.0,Right Defensive Midfield,6,Real Sociedad,210,['3b7dcb6f-2c6a-437d-88a9-e3188d9b49ef'],40,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:40.668,Pass,
,,,,,,,,,,,,,,,,1.950617,,,,,,,,,,,,d2f2f1d0-18ab-4b2d-a78a-d0692c59225c,69,,"[58.0, 61.0]",3825892,1,,,,,-2.4709527,,Right Foot,,,,"[40.1, 46.8]",,Ground Pass,22.848413,,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,Regular Play,David Zurutuza Veillet,6669.0,Center Attacking Midfield,6,Real Sociedad,210,['860a50b6-504d-40dc-8cd1-09db16dcbb55'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:42.387,Pass,
,,,,,,,,,,,,,,,,1.058717,,,,,,,,,,,,3b88e726-9ecf-4574-9568-ce6282999d95,72,,"[40.0, 38.2]",3825892,1,,,,,-0.618428,,Left Foot,,,,"[55.6, 27.1]",,Ground Pass,19.146017,,,,,Esteban Félix Granero Molina,6770.0,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,6,Real Sociedad,210,['6184159a-488c-46ad-a73a-7c8995eb7ad5'],44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:44.811,Pass,
,,,,,,,,,,,,,,,,1.583983,,,,,,,,,,,,ac9747c7-8917-4b7f-bccf-f90dbc65e732,76,,"[36.0, 77.4]",3825892,1,,,,,-1.7979878,,Left Foot,,,,"[31.7, 58.8]",,Ground Pass,19.090574,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,Recovery,1,Regular Play,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,7,Granada,1049,['b3968266-9ba0-4d5f-87ce-1a53cbbdb632'],49,,,,,,,,,,,,,,,,,,Granada,1049,00:01:49.225,Pass,
,,,,,,,,,,,,,,,,4.82351,,,,,,,,,,,,36f0d0d4-ca4f-4e36-8c89-38fda15c16f9,79,,"[33.0, 58.1]",3825892,1,,,,,0.19766301,,Right Foot,,,,"[104.9, 72.5]",,High Pass,73.32783,,,,,Isaac Ajayi Success,6918.0,,,,,,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,7,Granada,1049,['ba794833-c48b-4a75-bf36-c02922feb968'],51,,,,,,,,,,,,,,,,,,Granada,1049,00:01:51.822,Pass,
,,,,,,,,,,,,,,,,0.824458,,,,,,,,,,,,68062b37-145c-4eb3-b63b-1bb6b653b821,85,,"[105.3, 80.0]",3825892,2,,,,,-2.3799994,,,,,,"[96.7, 71.8]",,Low Pass,11.882761,,,,,Rubén Rochina Naixes,6680.0,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,8,Granada,1049,['bf8b7aab-1d56-4367-94a3-41172fbff5ec'],9,,,,,,,,,,,,,,,,,,Granada,1049,00:02:09.903,Pass,
,,,,,,,,,,,,,,,,0.774722,,,,,,,,,,,,6a4ce2fd-4ddc-4d0e-b23e-7aa16dbe4010,88,,"[96.7, 71.8]",3825892,2,,,,,0.49221125,,Left Foot,,,,"[103.6, 75.5]",,Low Pass,7.8294315,,,Incomplete,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,1,From Throw In,Rubén Rochina Naixes,6680.0,Center Attacking Midfield,8,Granada,1049,"['3d0dd0e2-6293-4602-b693-07db030beef1', 'f525f383-88fe-4f29-b2d0-aaae9f27b67e']",10,,,,,,,,,,,,,,,,,,Granada,1049,00:02:10.767,Pass,
,,,,,,,,,,True,,,,,,0.574884,,,,,,,,,,,,f525f383-88fe-4f29-b2d0-aaae9f27b67e,90,,"[16.5, 4.6]",3825892,2,,,,,0.60916346,,Left Foot,,,,"[25.1, 10.6]",,Low Pass,10.486181,,,,,David Zurutuza Veillet,6669.0,,,,,Interception,1,From Counter,Alberto De La Bella Madureño,6674.0,Left Back,9,Real Sociedad,210,"['4cf5c2b7-4ead-4ca3-b387-f9c1e175a507', '6a4ce2fd-4ddc-4d0e-b23e-7aa16dbe4010']",11,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:11.542,Pass,
,,,,,,,,,,,,,,,,1.099625,,,,,,,,,,,,d352eb61-2ba6-45ff-8345-8ad4a0524c7c,93,,"[24.0, 11.1]",3825892,2,,,,,-0.3902503,,Left Foot,,,,"[38.1, 5.3]",,Low Pass,15.246311,,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Counter,David Zurutuza Veillet,6669.0,Center Attacking Midfield,9,Real Sociedad,210,['a9930f2c-7edc-4a77-9564-a6366e10e105'],13,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:13.417,Pass,
,,,,,,,,,,,,,,,,0.954482,,,,,,,,,,,,db934519-411f-4532-9475-823dbe873c10,100,,"[40.7, 3.4]",3825892,2,,,,,1.0047414,,Right Foot,,,,"[46.8, 13.0]",,Ground Pass,11.374093,,,,,David Zurutuza Veillet,6669.0,,,,,,1,From Counter,Alberto De La Bella Madureño,6674.0,Left Back,9,Real Sociedad,210,['ec0e724f-7af1-4e55-ba39-e07820480031'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:16.699,Pass,
,,,,,,,,,,,,,,,,2.087068,,,,,,,,,,,,6a6750f6-a539-48ea-89aa-10872dac7c12,104,,"[48.5, 11.9]",3825892,2,,,,,-0.635453,,Left Foot,,,,"[64.5, 0.1]",,Ground Pass,19.880644,,,Out,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Counter,David Zurutuza Veillet,6669.0,Center Attacking Midfield,9,Real Sociedad,210,"['407cc703-ab39-4274-b1a3-347117e755e2', '8001b59f-961c-4044-a036-5bceb50ffe2d']",18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:18.220,Pass,True
,,,,,,,,,,,,,,,,1.727233,,,,,,,,,,,,4a7a75d2-ea6e-4858-98b9-4a906c0ea89f,106,,"[62.1, 80.0]",3825892,2,,,,,-0.49555168,,,,,,"[76.9, 72.0]",,High Pass,16.823793,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,10,Granada,1049,['03571445-d212-445e-a9ba-9962a2290dd0'],28,,,,,,,,,,,,,,,,,,Granada,1049,00:02:28.020,Pass,
,,,,,,,,,,,,,,,,0.089929,,,,,,,,,,,,c3c42cdc-1e2c-42cd-95a2-6415e8ffc6e4,111,,"[84.4, 74.8]",3825892,2,,,,,2.9441972,,Right Foot,,,,"[81.4, 75.4]",,Ground Pass,3.0594118,,,Incomplete,,,,,,,,,1,From Throw In,Isaac Ajayi Success,6918.0,Right Wing,10,Granada,1049,"['144dbb16-7e52-494d-bd82-553d2bb50e6a', '446ef372-27b4-4fb1-a4d4-e234365d225e']",32,,,,,,,,,,,,,,,,,,Granada,1049,00:02:32.757,Pass,True
,,,,,,,,,,,,,,,,1.066972,,,,,,,,,,,,e391eaea-4846-42da-9fe4-bc255959c4d7,113,,"[93.8, 80.0]",3825892,2,,,,,-1.3574277,,,,,,"[96.4, 68.0]",,Low Pass,12.278437,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,11,Granada,1049,['763bd80f-5a45-481a-9d5b-bf0137ff18ef'],43,,,,,,,,,,,,,,,,,,Granada,1049,00:02:43.528,Pass,
