ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,02b00f66-197d-48b8-8652-51e146f99834,1,,,,3825769,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,34db18e6-3d8b-4b76-b6ff-c482bad47eb9,2,,,,3825769,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 31}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4e365b5d-e1b7-4eca-8397-fdcb75385f0a,3,,,,3825769,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['4d4d83b3-e7e0-4bda-bcdf-f3f3879b4c78'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4d4d83b3-e7e0-4bda-bcdf-f3f3879b4c78,4,,,,3825769,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['4e365b5d-e1b7-4eca-8397-fdcb75385f0a'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2d3017c9-3c35-4ff2-a680-e03f7d0c39ed,1900,,,,3825769,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Málaga,223,['9f4fff2f-fb01-4291-bae1-871e39bf465b'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9f4fff2f-fb01-4291-bae1-871e39bf465b,1901,,,,3825769,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Málaga,223,['2d3017c9-3c35-4ff2-a680-e03f7d0c39ed'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.463485,,,,,,,,,,,,,,71b4b00a-6011-41b1-a77e-c832ce1802d6,5,,,"[60.0, 40.0]",3825769,0,,,,,-1.6539376,,Right Foot,,,,"[59.7, 36.4]",,Ground Pass,,3.6124783,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,Kick Off,1,From Kick Off,Duje Čop,8419.0,Right Center Forward,2,Málaga,223,['c2149272-8842-4ed6-ba5b-1c45d4e641c5'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.577,Pass,
,,,,,,,,,,,,,,2.272752,,,,,,,,,,,,,,7838bba1-dfdf-4d35-b252-78b1808c0270,8,,,"[59.5, 36.4]",3825769,0,,,,,2.9597669,,Right Foot,,,,"[37.2, 40.5]",,Ground Pass,,22.673773,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,2,Málaga,223,['96ab6235-8fbc-4246-8c3d-08d210def920'],1,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.120,Pass,
,,,,,,,,,,,,,,2.440223,,,,,,,,,,,,,,fff47565-12a5-49c1-be2f-1ec310bfe2bd,12,,,"[36.2, 39.9]",3825769,0,,,,,1.2444795,,Right Foot,,,,"[47.3, 72.7]",,Ground Pass,,34.6273,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,"['e37bb1fc-c465-4157-95d0-8dc63515c498', 'ecec3c8d-af5c-4304-84aa-3f74f41c820c']",4,,,,,,,,,,,,,,,,,Málaga,223,00:00:04.434,Pass,True
,,,,,,,,,,,,,,1.875935,,,,,,,,,,,,,,00f8b8ff-5bf8-411e-99f5-e83b90e087d6,16,,,"[48.7, 67.2]",3825769,0,,,,,-0.016618969,,Left Foot,,,,"[84.8, 66.6]",,High Pass,,36.104984,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['f7179b9a-b67d-4173-b5f1-b76f1328fa86'],9,,,,,,,,,,,,,,,,,Málaga,223,00:00:09.025,Pass,
,,,,,,,,,,,,,,1.621329,,,,,,,,,,,,,,b0188965-be1f-45ba-a00d-cfc60ffc4831,19,,,"[84.8, 66.6]",3825769,0,,,,True,-2.6721647,,,,,,"[77.9, 63.1]",,High Pass,,7.7369246,,,,Ignacio Camacho Barnola,8234.0,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,2,Málaga,223,"['7bec0c14-7ffd-49d9-b348-dd90269a0d6a', '999e5395-dba3-4220-bff5-d309c3dfd2b8']",10,,,,,,,,,,,,,,,,,Málaga,223,00:00:10.941,Pass,True
,,,,,,,,,,,,,,1.040133,,,,,,,,,,,,,,9d3a9320-ab9d-48d7-b3d7-24fdc3ef442e,22,,,"[77.9, 63.1]",3825769,0,,,,True,0.24977478,,,,,,"[87.7, 65.6]",,Low Pass,,10.113852,,Incomplete,,Duje Čop,8419.0,,,,,,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,2,Málaga,223,"['3747a06a-9f5c-4de2-b735-349721911f4b', 'd4c661ca-bae3-457e-a412-e962ffc61b1c', 'fd0a6bd0-2b6a-4e0e-9385-e3994bf974cf']",12,,,,,,,,,,,,,,,,,Málaga,223,00:00:12.647,Pass,True
