50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82039737-6615-4660-9a84-aee7c792f85d,1,,,3825579,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9fe6cd27-194e-4e54-a4cc-0c2b952290f6,2,,,3825579,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3cbfc8b6-2634-4935-9629-4f74678a7359,3,,,3825579,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['12d5f178-fbab-4381-bb4d-036803f25fd2'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12d5f178-fbab-4381-bb4d-036803f25fd2,4,,,3825579,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['3cbfc8b6-2634-4935-9629-4f74678a7359'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c46c7aac-c01f-4463-8b8c-fac844bc9702,1581,,,3825579,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,Atlético Madrid,212,['527da4a7-c071-4a1c-afe9-31998be64691'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,527da4a7-c071-4a1c-afe9-31998be64691,1582,,,3825579,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,Atlético Madrid,212,['c46c7aac-c01f-4463-8b8c-fac844bc9702'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.07719,,,,,,,,,,,,,,7f0b7c9f-b7c2-4f38-a6c9-3fe90664ff21,5,,"[61.0, 40.1]",3825579,0,,True,,,2.284887,,Right Foot,,,"[59.7, 41.6]",,Ground Pass,,1.9849433,,,,José Antonio Reyes Calderón,23816.0,,,,Kick Off,1,From Kick Off,Fernando Llorente Torres,3486.0,Center Forward,2,Sevilla,213,['4ab0aff0-2eca-4df5-ad2c-537671b7dbf2'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.422,Pass,
,,,,,,,,,,,,,,,,,,,1.241565,,,,,,,,,,,,,,4791e326-1619-4224-a2fa-477396dfcd1f,7,,"[58.8, 42.0]",3825579,0,,,,,3.0258334,,Left Foot,,,"[50.2, 43.0]",,Ground Pass,,8.657945,,,,Vicente Iborra De La Fuente,3497.0,,,,,1,From Kick Off,José Antonio Reyes Calderón,23816.0,Left Wing,2,Sevilla,213,['aa1715cc-e644-4c2c-a4c4-2cc82e6b7eb8'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.579,Pass,
,,,,,,,,,,,,,,,,,,,2.640487,,,,,,,,,,,,,,3d3c0912-af80-4bc1-a6ce-6a7bca66a678,10,,"[49.2, 42.1]",3825579,0,,,,,2.5064301,,Right Foot,,,"[24.1, 60.6]",,Ground Pass,,31.181084,,,,Adil Rami,3253.0,,,,,1,From Kick Off,Vicente Iborra De La Fuente,3497.0,Right Defensive Midfield,2,Sevilla,213,['77979814-a97d-44f7-857b-987c86f9ed54'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:00:03.212,Pass,
,,,,,,,,,,,,,,,,,,,1.250377,,,,,,,,,,,,,,f06e8fa3-e561-4486-96df-f2b2ae19a782,13,,"[24.1, 61.8]",3825579,0,,,,,-1.8259788,,Right Foot,,,"[16.9, 34.2]",,Ground Pass,,28.523674,,,,Grzegorz Krychowiak,3637.0,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Sevilla,213,['969c30f9-3415-4ae6-8435-b3c19f36226c'],7,,,,,,,,,,,,,,,,,Sevilla,213,00:00:07.096,Pass,
