bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bfdf2c95-33b4-4439-980d-e0b5d1e12b37,1,,,,3825580,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cb70b7c0-8672-41b2-ad36-cf5f12ddc26e,2,,,,3825580,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fa3e886e-34fc-49d4-9593-c6c5a7ee7389,3,,,,3825580,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['cda917f2-e79a-41d5-b0f3-9b4e8353ba20'],0,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cda917f2-e79a-41d5-b0f3-9b4e8353ba20,4,,,,3825580,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['fa3e886e-34fc-49d4-9593-c6c5a7ee7389'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,180c54a9-855f-42d5-9101-bf74bd30b351,1716,,,,3825580,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Sevilla,213,['99d99198-2215-4bc0-a5b2-c6c330fc8607'],0,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99d99198-2215-4bc0-a5b2-c6c330fc8607,1717,,,,3825580,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Sevilla,213,['180c54a9-855f-42d5-9101-bf74bd30b351'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,2.950395,,,,,,,,,,,,,,c5ec22ec-0cc9-4222-bda7-337a8b83d2ea,5,,,"[61.0, 40.1]",3825580,0,,,,,-1.6079309,,Right Foot,,,,"[59.8, 7.8]",,Ground Pass,,32.322285,,,,Benoît Trémoulinas,27483.0,,,,,Kick Off,1,From Kick Off,Kevin Gameiro,6401.0,Left Center Forward,2,Sevilla,213,['376fd2cf-3aca-4652-ba24-b2985ef3788f'],0,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.537,Pass,
,,,,,,,,,,,,,,,,2.6487,,,,,,,,,,,,,,1ca9e78d-7ad5-4d8d-aee0-c2e03d4c6903,8,,,"[62.8, 10.0]",3825580,0,,,,,1.0196114,,Left Foot,,,,"[92.0, 57.5]",,High Pass,,55.75742,,Incomplete,,Víctor Machín Pérez,6841.0,,True,,,,1,From Kick Off,Benoît Trémoulinas,27483.0,Left Back,2,Sevilla,213,"['5264a437-929f-4f8e-8f92-5a3bd62e2e8c', 'fa30bcc1-8dea-46e3-920c-cbce31b3da07']",5,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:05.454,Pass,
,,,,,,,,,,,,,,,,2.356151,,,,,,,,,,,,,,b1448b5d-8a0d-4f65-a3ae-5983fe333300,14,,,"[28.8, 33.8]",3825580,0,,,,,1.4259838,,Right Foot,,,,"[31.6, 53.0]",,High Pass,,19.403093,,,,José Luis Morales Nogales,6668.0,,,,,Recovery,1,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,3,Levante UD,221,"['1f0154af-6f5e-41f0-abda-9976e0cd69d3', '8653f80b-29b0-4054-aaf9-3a050beeaaa2', 'bb7ea54a-ff5d-4775-b29c-f096fcb2fbe8']",10,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.582,Pass,True
,,,,,,,,,,,,,,,,3.248809,,,,,,,,,,,,,,6a267829-cb12-45b1-b7b2-bfb38eb686ef,18,,,"[32.0, 54.0]",3825580,0,,,,,0.19023176,,Right Foot,,,,"[77.7, 62.8]",,High Pass,,46.539555,,Incomplete,,Nabil Ghilas,27250.0,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Wing Back,3,Levante UD,221,"['9848bdb6-30b5-4025-a90d-2bf1eb6f772f', 'ca6a076d-ad03-464b-aa6e-f50c89fa1e93']",13,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:13.059,Pass,
