bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,95bc5c92-8f6c-436c-a154-d4090f008030,1,,,,3825740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c17c4521-e52f-4d4c-8738-6ee5d6a8e280,2,,,,3825740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 16338, 'name': 'Uche Henry Agbo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9a79368e-5e96-4ad9-85fc-8216a2c7146e,3,,,,3825740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Eibar,322,['142021b0-c416-4978-b679-02a0eeafe2ad'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,142021b0-c416-4978-b679-02a0eeafe2ad,4,,,,3825740,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Eibar,322,['9a79368e-5e96-4ad9-85fc-8216a2c7146e'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,971abd6d-18d5-47f8-aec2-dd47a2235a60,1351,,,,3825740,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,,86,Eibar,322,['abe42b70-667c-43dc-aa27-c5393acb5b54'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abe42b70-667c-43dc-aa27-c5393acb5b54,1352,,,,3825740,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,,86,Eibar,322,['971abd6d-18d5-47f8-aec2-dd47a2235a60'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.427485,,,,,,,,,,,,,fb9231e9-841e-4e27-886b-008543d1e297,5,,,"[60.0, 40.0]",3825740,0,,,,1.080839,,Right Foot,,,"[60.8, 41.5]",,Ground Pass,,1.7,,,,,Borja González Tomás,6566.0,,,,,Kick Off,1,From Kick Off,Sergio Enrich Ametller,6700.0,,Right Center Forward,2,Eibar,322,['bc9b2e5b-8020-4051-86ae-bf0b27452c19'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.446,Pass,
,,,,,,,,,,,,,,,,1.302664,,,,,,,,,,,,,943d1438-ee1f-49fd-972a-c83c6f4fc89b,7,,,"[60.6, 42.0]",3825740,0,,,,-2.896614,,Right Foot,,,"[49.8, 39.3]",,Ground Pass,,11.132385,,,,,Adrián González Morales,6557.0,,,,,,1,From Kick Off,Borja González Tomás,6566.0,,Left Center Forward,2,Eibar,322,['40f9d137-29d6-47c3-ac85-ca8c46fa95ff'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.874,Pass,
,,,,,,,,,,,,,,,,1.830016,,,,,,,,,,,,,70cd6d9d-d389-40a5-935b-474fd9b31529,10,,,"[49.8, 38.8]",3825740,0,,,,-1.8307699,,Left Foot,,,"[41.9, 9.1]",,Ground Pass,,30.73272,,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Kick Off,Adrián González Morales,6557.0,,Left Defensive Midfield,2,Eibar,322,['4f9e7f87-5db4-4d7e-8138-c16f59e25125'],2,,,,,,,,,,,,,,,,,Eibar,322,00:00:02.503,Pass,
,,,,,,,,,,,,,,,,0.709062,,,,,,,,,,,,,77a7c24e-92c9-4b66-9c1e-c9c253403ba5,13,,,"[42.4, 9.3]",3825740,0,,,,1.0982994,,Left Foot,,,"[49.3, 22.8]",,Ground Pass,,15.161135,,,,,Adrián González Morales,6557.0,,,,,,1,From Kick Off,Antonio Manuel Luna Rodríguez,6675.0,,Left Back,2,Eibar,322,['fba3d1ac-c8ee-40fa-a4ed-1c7b6be05d10'],5,,,,,,,,,,,,,,,,,Eibar,322,00:00:05.811,Pass,
