50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db8e73cf-d8d5-4c9d-aa96-3b371ab1162e,1,,,3825813,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe316d2c-876c-4d6a-a314-bcb8254ba179,2,,,3825813,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 26209, 'name': 'Manuel Pablo García Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 26288, 'name': 'Jonathan Javier Rodríguez Portillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5f01a240-3f3a-40b1-b15f-27b56b68e29b,3,,,3825813,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['2aefaaca-d4cd-4044-8a6c-13460709ebaa'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2aefaaca-d4cd-4044-8a6c-13460709ebaa,4,,,3825813,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['5f01a240-3f3a-40b1-b15f-27b56b68e29b'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7876e5b6-652b-4fe9-a072-7598a4c309f9,1921,,,3825813,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Atlético Madrid,212,['a9322352-6af1-46a3-bcb5-c0c1fd887d5c'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a9322352-6af1-46a3-bcb5-c0c1fd887d5c,1922,,,3825813,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Atlético Madrid,212,['7876e5b6-652b-4fe9-a072-7598a4c309f9'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.338291,,,,,,,,,,,,8c9aa526-3aea-4067-b2a0-986868aae183,5,,"[61.0, 40.1]",3825813,0,,,,2.070143,,Right Foot,,,"[59.8, 42.3]",,Ground Pass,,2.505993,,,,Jorge Resurrección Merodio,5199.0,,,,,Kick Off,1,From Kick Off,Luciano Vietto,6744.0,Right Center Forward,2,Atlético Madrid,212,['874fa970-31eb-42ed-8cbb-95bf479cb517'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.467,Pass,
,,,,,,,,,,,,,,,1.18039,,,,,,,,,,,,f6daca3d-0e68-460f-9c10-cc5ac30ffdb8,8,,"[58.8, 42.1]",3825813,0,,,,-3.0180867,,Right Foot,,,"[44.3, 40.3]",,Ground Pass,,14.611297,,,,José María Giménez de Vargas,5259.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,2,Atlético Madrid,212,['41205831-b5c6-46a3-8f00-288b94f018c4'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.330,Pass,
,,,,,,,,,,,,,,,2.687781,,,,,,,,,,,,03c09deb-ead1-4109-b3a1-56de0e6b04f6,11,,"[46.9, 43.1]",3825813,0,,,,0.5080435,,Right Foot,,,"[91.8, 68.1]",,High Pass,,51.39076,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Atlético Madrid,212,['55a6961a-e8cd-4b5d-9f32-b69cbc2ee6a0'],4,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.321,Pass,
,,,,,,,,,,,,,,,0.531467,,,,,,,,,,,,56162f64-8728-4467-824a-83cb51d3e283,13,,"[92.2, 68.3]",3825813,0,,,,-0.2156417,,Head,,,"[102.7, 66.0]",,Low Pass,,10.748954,,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Kick Off,Saúl Ñíguez Esclapez,6381.0,Right Midfield,2,Atlético Madrid,212,"['65bbecdd-6599-441b-9674-dbc428b365e3', 'b818a50c-59b1-4f86-a289-e48a8c267f00']",7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:07.049,Pass,
