bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b76c610c-d7d0-4f75-807f-bc3266e5623d,1,,,3825772,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15193ee9-e23a-450f-b76b-8434b21aded7,2,,,3825772,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 23924, 'name': 'Mamadou Sylla Diallo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aeeca839-383e-403d-88b5-6bdf9ded4d29,3,,,3825772,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['d3ab3527-c989-49c3-a5c6-32adfbd50d1a'],0,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d3ab3527-c989-49c3-a5c6-32adfbd50d1a,4,,,3825772,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['aeeca839-383e-403d-88b5-6bdf9ded4d29'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1276d74-36e9-4acb-b752-5911203c8197,1501,,,3825772,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Valencia,207,['17b5ae3c-ef1b-4267-b89b-fafdbe2e84d6'],0,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17b5ae3c-ef1b-4267-b89b-fafdbe2e84d6,1502,,,3825772,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Valencia,207,['c1276d74-36e9-4acb-b752-5911203c8197'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.32551,,,,,,,,,,,,,6e26a3b3-b714-41a9-aff6-d3eacde4fb74,5,,"[61.0, 40.1]",3825772,0,,True,,,-2.4668517,,Left Foot,,,"[59.0, 38.5]",,Ground Pass,,2.5612497,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Kick Off,1,From Kick Off,Mamadou Sylla Diallo,23924.0,Left Center Forward,2,Espanyol,214,['d60a5841-f5d7-49c4-a6d0-53ab63926a8a'],1,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:01.286,Pass,
,,,,,,,,,,,,,,,,,1.59811,,,,,,,,,,,,,76eb360b-561d-49a1-9134-45eacc4dc021,7,,"[58.1, 39.9]",3825772,0,,,,,2.7626836,,Right Foot,,,"[36.5, 48.5]",,Ground Pass,,23.249086,,,Álvaro González Soberón,6762.0,,,,,,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,2,Espanyol,214,['a73e7fc9-6e2c-43f5-8cfe-cf1e4c104004'],2,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:02.033,Pass,
,,,,,,,,,,,,,,,,,3.331735,,,,,,,,,,,,,405014fc-d4c8-4ab3-a4d9-d963705860a1,10,,"[35.6, 51.5]",3825772,0,,,,,0.28605145,,Right Foot,,,"[78.1, 64.0]",,High Pass,,44.300114,Unknown,,,,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Espanyol,214,,5,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:05.182,Pass,
,,,,,,,,,,,,,,,,,1.880375,,,,,,,,,,,,,b0357eeb-d64f-4ede-a413-149ee0fac556,13,,"[37.3, 14.2]",3825772,0,,,,,1.4883748,,Left Foot,,,"[39.2, 37.2]",,Ground Pass,,23.078344,,,Enzo Nicolás Pérez,5741.0,,,,,Free Kick,1,From Free Kick,Aymen Abdennour,4406.0,Left Center Back,3,Valencia,207,['56aff4bf-fdca-4789-92cb-a01f9fad3673'],20,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:20.034,Pass,
