ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,044c678d-95e3-4125-8cc9-24a4498ecf25,1,,,3825797,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,97ca6a1b-249e-4617-8b04-47cca15fae95,2,,,3825797,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20086, 'name': 'Stipe Pletikosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 25997, 'name': 'Jonás Manuel Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,11d62667-a999-4b62-b51d-5674f4268222,3,,,3825797,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['8c347f93-cd0c-4b22-8dec-b479a97ec262'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8c347f93-cd0c-4b22-8dec-b479a97ec262,4,,,3825797,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['11d62667-a999-4b62-b51d-5674f4268222'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d8936da2-ed4e-4aa4-b3c9-a6f4358f4252,1894,,,3825797,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Athletic Club,215,['e25e380e-fd01-4acc-864f-341cd1b79b35'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e25e380e-fd01-4acc-864f-341cd1b79b35,1895,,,3825797,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Athletic Club,215,['d8936da2-ed4e-4aa4-b3c9-a6f4358f4252'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.605131,,,,,,,,,,,,5c5c578d-803f-4b3b-8489-c2400deb915b,5,,"[61.0, 40.1]",3825797,0,,True,,,-0.92092586,,Right Foot,,,,"[62.9, 37.6]",,Ground Pass,,3.1400638,,Lucas Pérez Martínez,6732.0,,,,,Kick Off,1,From Kick Off,Oriol Riera Magem,27243.0,Right Center Forward,2,RC Deportivo La Coruña,219,['4a7569e1-2d4d-4e99-9e94-6eedfbcc7920'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.178,Pass,
,,,,,,,,,,,,,,0.726438,,,,,,,,,,,,4d5fff30-f049-41e1-9f62-c88c4b5f82e0,8,,"[64.6, 38.5]",3825797,0,,,,,-1.5453781,,Left Foot,,,,"[64.9, 26.7]",,Ground Pass,,11.803813,,Celso Borges Mora,5582.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Left Center Forward,2,RC Deportivo La Coruña,219,"['2a66cfcf-3de5-43b0-a86f-4367516594ed', 'bf2320c7-2a2e-49c4-841e-f9bde48cd7ec']",2,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:02.512,Pass,True
,,,,,,,,,,,,,,1.254718,,,,,,,,,,,,03d13380-3e0f-4fed-9f35-5c2cbb0bd8db,10,,"[64.9, 26.7]",3825797,0,,,,,2.2538912,,Left Foot,,,,"[53.1, 41.2]",,Ground Pass,,18.694653,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Celso Borges Mora,5582.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,['b863c9d7-21ea-476f-a976-1d54d7c549b0'],3,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:03.239,Pass,
,,,,,,,,,,,,,,1.991442,,,,,,,,,,,,fee8541b-65eb-42fb-9e0f-e1a049553a19,13,,"[53.1, 41.2]",3825797,0,,,,,1.5910834,,Left Foot,,,,"[52.4, 75.7]",,Ground Pass,,34.5071,,Laureano Sanabria Ruiz,23800.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['8a7f12d4-df7f-4f7f-ba16-d5b6cfca840e'],5,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:05.577,Pass,
