50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.362685,,,,,,,,,,,ed1e554f-4a52-4089-8665-f7f2940a9bcc,15,,,"[43.8, 22.9]",3825608,0,,,,,-0.3831766,,Head,,,,"[69.6, 12.5]",,High Pass,,27.81726,,Incomplete,,Takashi Inui,5687.0,,,,,,Recovery,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Celta Vigo,209,"['038eb540-afac-417c-a359-e7beb6b45ac9', '125eb12b-ba41-4bdc-a105-00ddd266270f', '16ecb66d-c62e-4b1a-b87a-6410e7244cdc']",8,,,,,,,,,,,,,,,,,Eibar,322,00:00:08.301,Pass,
,,,,,,,,,,,,,,,,,,1.049801,,,,,,,,,,,16ecb66d-c62e-4b1a-b87a-6410e7244cdc,18,,,"[50.5, 67.6]",3825608,0,,,,True,0.025635408,,,,,,"[62.2, 67.9]",,Low Pass,,11.703846,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,Recovery,1,From Kick Off,Jonathan Castro Otto,6802.0,Right Back,2,Celta Vigo,209,"['b34ee3e4-ad51-4806-adbe-d6691bd11610', 'd0853ed8-d2a2-4940-abdc-8b4a22bb0d53', 'ed1e554f-4a52-4089-8665-f7f2940a9bcc']",10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:10.663,Pass,True
,,,,,,,,,,,,,,,,,,0.869278,,,,,,,,,,,35eb37ec-2efe-4083-a868-64e14c3778d0,22,,,"[62.8, 68.5]",3825608,0,,,,,-0.53439546,,Left Foot,,,,"[67.7, 65.6]",,Low Pass,,5.6938562,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Kick Off,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Right Wing,2,Celta Vigo,209,"['08ee2bb4-b879-4aed-b9ef-46b7b911b222', '90bc36a3-9975-40ad-8ee8-57739af52ca7']",11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:11.726,Pass,True
,,,,,,,,,,,,,,,,,,0.156798,,,,,,,,,,,76db3972-21d5-4f4f-895a-fbba584d1349,28,,,"[52.1, 10.6]",3825608,0,,,,,1.1659045,,Left Foot,,,,"[53.6, 14.1]",,Low Pass,,3.8078866,,,,Adrián González Morales,6557.0,,,,,,Recovery,1,Regular Play,David Juncà Reñé,6776.0,Left Back,3,Eibar,322,['f001399f-fdbe-4957-9491-6a8b9e5a4a4a'],13,,,,,,,,,,,,,,,,,Eibar,322,00:00:13.397,Pass,
,,,,,,,,,,,,,,,,,,0.604732,,,,,,,,,,,bb746e85-d21c-446b-81d0-3f7f1d192054,32,,,"[69.2, 62.0]",3825608,0,,,,,0.7179331,,Left Foot,,,,"[77.1, 68.9]",,Low Pass,,10.489042,,Incomplete,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,Recovery,1,Regular Play,Pedro Pablo Hernández,6801.0,Left Center Midfield,3,Eibar,322,"['0414e4cd-6d11-4804-876a-4e911cccf18d', '1425f700-bb72-4b90-be55-5bc63801fdc4', '64e78338-9549-45b8-bfeb-ee10c17ba635']",14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:14.900,Pass,True
,,,,,,,,,,,,,,,,,,1.915035,,,,,,,,,,,0414e4cd-6d11-4804-876a-4e911cccf18d,34,,,"[43.0, 11.2]",3825608,0,,,,,1.19029,,Right Foot,,,,"[53.8, 38.2]",,High Pass,,29.07989,,,,Saúl Berjón Pérez,24070.0,,,,,,Recovery,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,3,Eibar,322,"['28d8e618-4038-4300-baa7-cfc72a1e6886', 'bb746e85-d21c-446b-81d0-3f7f1d192054']",15,,,,,,,,,,,,,,,,,Eibar,322,00:00:15.504,Pass,
,,,,,,,,,,,,,,,,,,1.112724,,,,,,,,,,,fe420716-cec0-44c8-8911-c546b40ea161,36,,,"[53.8, 38.2]",3825608,0,,,,,-2.7610862,,Head,,,,"[42.8, 33.8]",,High Pass,,11.8473625,,,,Daniel García Carrillo,6775.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Right Midfield,3,Eibar,322,['a60e0672-041e-43b6-8610-8f78399e9d19'],17,,,,,,,,,,,,,,,,,Eibar,322,00:00:17.419,Pass,
,,,,,,,,,,,,,,,,,,3.849049,,,,,,,,,,,b510f302-053f-4547-80bc-f49c855e4222,39,,,"[43.6, 46.7]",3825608,0,,,,,0.6104439,,Right Foot,,,,"[91.2, 80.0]",,High Pass,,58.09174,,Out,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,3,Eibar,322,['0f8c2f43-f77d-4ee4-8ade-b8f8a73cf12e'],20,,,,,,,,,,,,,,,,,Eibar,322,00:00:20.660,Pass,
,,,,,,,,,,,,,,,,,,1.479702,,,,,,,,,,,912561eb-e069-417e-95f3-dc74814ec616,41,,,"[34.8, 0.1]",3825608,0,,,,,0.09915025,,,,,,"[53.9, 2.0]",,High Pass,,19.19427,,,,Pedro Pablo Hernández,6801.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['ec979c11-340d-46f2-9d2b-c9d72ec3b716'],38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:38.123,Pass,
,,,,,,,,,,,,,,,,,,1.588241,,,,,,,,,,,28a93c02-824e-47dc-bd3f-4376b385c173,43,,,"[53.9, 2.0]",3825608,0,,,,,0.29446205,,Head,,,,"[66.1, 5.7]",,High Pass,,12.748726,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Left Center Midfield,4,Celta Vigo,209,"['52fdacf0-56db-4aef-9010-3eba2ee697d6', 'a27f00b0-c4e2-4441-97b8-dce6305d1a70']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:39.602,Pass,
,,,,,,,,,,,,,,,,,,1.060147,,,,,,,,,,,d6410d8f-59c1-4f18-b0db-7952f066aae9,47,,,"[54.6, 74.2]",3825608,0,,,,,-1.4601392,,Left Foot,,,,"[55.6, 65.2]",,Low Pass,,9.055386,,,,Adrián González Morales,6557.0,,,,,,Recovery,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,5,Eibar,322,['aec91819-ef1c-47a6-a44a-3ea415d7de59'],41,,,,,,,,,,,,,,,,,Eibar,322,00:00:41.995,Pass,
,,,,,,,,,,,,,,,,,,0.769152,,,,,,,,,,,62cd7d16-39a2-49e2-9b1b-8fce13f6345c,50,,,"[55.6, 65.2]",3825608,0,,,,,-2.7039614,,Left Foot,,,,"[44.7, 60.1]",,Ground Pass,,12.034118,,,,Aleksandar Pantić,27239.0,,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,5,Eibar,322,['5ade86c7-cfd9-4878-8374-40099968f406'],43,,,,,,,,,,,,,,,,,Eibar,322,00:00:43.105,Pass,
,,,,,,,,,,,,,,,,,,2.10675,,,,,,,,,,,e1152886-0e7b-4ca9-8436-0fc7faf5d1ed,53,,,"[44.7, 60.1]",3825608,0,,,,,0.95003843,,Right Foot,,,,"[58.0, 78.7]",,High Pass,,22.865913,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,5,Eibar,322,['fef14a70-32de-4593-9760-e5aad91fed14'],43,,,,,,,,,,,,,,,,,Eibar,322,00:00:43.924,Pass,
,,,,,,,,,,,,,,,,,,0.903142,,,,,,,,,,,61407174-88db-4831-a46b-db33f92dd537,55,,,"[58.0, 78.7]",3825608,0,,,,,-1.3909428,,Right Foot,,,,"[59.2, 72.1]",,Low Pass,,6.708204,,,,Daniel García Carrillo,6775.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Right Midfield,5,Eibar,322,['221b9c8f-bff3-4f0f-93f7-669fecf64a2d'],46,,,,,,,,,,,,,,,,,Eibar,322,00:00:46.031,Pass,
,,,,,,,,,,,,,,,,,,0.757737,,,,,,,,,,,098436ec-332e-4afb-bacf-531864166fa3,58,,,"[59.2, 72.1]",3825608,0,,,,,-0.049342632,,Right Foot,,,,"[75.4, 71.3]",,Ground Pass,,16.219742,,,,Borja González Tomás,6566.0,,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,5,Eibar,322,['07bbae64-2aab-4d05-af10-3e81b5ab603f'],47,,,,,,,,,,,,,,,,,Eibar,322,00:00:47.087,Pass,
,,,,,,,,,,,,,,,,,,0.842531,,,,,,,,,,,64ece6e1-f850-4937-a9ae-66153f082dd6,62,,,"[73.7, 72.9]",3825608,0,,,,,2.4558632,,Right Foot,,,,"[67.1, 78.3]",,Ground Pass,,8.527602,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Borja González Tomás,6566.0,Right Center Forward,5,Eibar,322,"['537ca133-b7e7-4ef7-b99f-05bd7f945233', '79609c29-f84c-446b-894c-57c55cc7ab90']",48,,,,,,,,,,,,,,,,,Eibar,322,00:00:48.911,Pass,True
,,,,,,,,,,,,,,,,,,2.939524,,,,,,,,,,,08560aae-e536-4308-ac1e-bf6bb23278bf,68,,,"[67.4, 73.5]",3825608,1,,,,,-0.94688684,,Right Foot,,,,"[100.8, 27.1]",,High Pass,,57.17097,,,,Sergio Enrich Ametller,6700.0,,,True,,,Free Kick,1,From Free Kick,Mauro Javier Dos Santos,6837.0,Right Center Back,6,Eibar,322,['0299dab4-fc50-4817-ae4c-2d7fb85cac10'],10,,,,,,,,,,,,,,,,,Eibar,322,00:01:10.932,Pass,
,,,,,,,,,,,,,,,,,,3.527932,,,,,,,,,,,0f045d44-862d-4319-af27-23e2fbc48f44,73,,,"[90.3, 27.8]",3825608,1,,,,,2.2407677,,Right Foot,,,,"[78.1, 43.2]",,High Pass,,19.646883,,,,Daniel García Carrillo,6775.0,,,,,,Recovery,1,From Free Kick,Adrián González Morales,6557.0,Left Defensive Midfield,6,Eibar,322,"['7ba85985-91bf-47a1-a633-a365cd8eabbc', 'e72438e6-f8b4-43fb-8eab-8d4c43f29efd']",15,,,,,,,,,,,,,,,,,Eibar,322,00:01:15.636,Pass,True
,,,,,,,,,,,,,,,,,,2.575479,,,,,,,,,,,c5074019-62d7-4289-9355-8f7f10dd3bac,76,,,"[78.1, 42.2]",3825608,1,,,,,0.51048833,,Right Foot,,,,"[98.1, 53.4]",,High Pass,,22.922478,,,,Borja González Tomás,6566.0,,,,,,,1,From Free Kick,Daniel García Carrillo,6775.0,Right Defensive Midfield,6,Eibar,322,['d874777b-be0f-48f2-83f8-6fcafb901c2b'],19,,,,,,,,,,,,,,,,,Eibar,322,00:01:19.164,Pass,
,,,,,,,,,,,,,,,,,,0.857261,,,,,,,,,,,6bec5bac-d225-4bd5-a737-e51cbe9e59d1,80,,,"[98.9, 58.3]",3825608,1,,,,,2.1211822,,Right Foot,,,,"[93.5, 67.1]",,Ground Pass,,10.324728,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Free Kick,Borja González Tomás,6566.0,Right Center Forward,6,Eibar,322,['346d6a28-f31f-470e-a965-0a55124273bb'],23,,,,,,,,,,,,,,,,,Eibar,322,00:01:23.005,Pass,
,,,,,,,,,,,,,,,,,,0.910227,,,,,,,,,,,f0a2ea9a-98be-47fe-9133-b55e1cf636b2,83,,,"[97.2, 67.5]",3825608,1,,,,,-1.4269688,,Right Foot,,,,"[99.3, 53.0]",,Ground Pass,,14.651279,,,,Borja González Tomás,6566.0,,,,,,,1,From Free Kick,Saúl Berjón Pérez,24070.0,Right Midfield,6,Eibar,322,['b63c9d06-cb54-41e7-9e8d-4e44c3cef4cf'],24,,,,,,,,,,,,,,,,,Eibar,322,00:01:24.906,Pass,
,,,,,,,,,,,,,,,,,,0.391119,,,,,,,,,,,2d9cf49a-d725-4f3c-9dff-cbe2b3239881,86,,,"[99.7, 52.6]",3825608,1,,,,,0.35072795,,Right Foot,,,,"[103.8, 54.1]",,High Pass,,4.365776,,Incomplete,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Free Kick,Borja González Tomás,6566.0,Right Center Forward,6,Eibar,322,"['66a099ff-0dd3-4d83-85ad-aa85093580ca', '97e1572e-6138-41f5-87dc-62dffd1e8b22', 'c9375fb5-2da2-4844-9f64-8b5e0cd56b81']",25,,,,,,,,,,,,,,,,,Eibar,322,00:01:25.817,Pass,True
,,,,,,,,,,,,,,,,,,1.712495,,,,,,,,,,,42dfb8a3-ed9b-4d24-b835-abd619f874ee,91,,,"[96.0, 55.1]",3825608,1,,,,,-2.567926,,Right Foot,,,,"[89.5, 50.9]",,Low Pass,,7.738863,,Incomplete,,Daniel García Carrillo,6775.0,,,,,,Recovery,1,From Free Kick,Borja González Tomás,6566.0,Right Center Forward,6,Eibar,322,"['2900429a-855c-4569-832f-25cfbe50e718', '4f819e4c-cf76-4ab1-b4f9-8fc08b27a24c', '7672c956-5145-4a91-8444-8e4408115238', 'c5561852-8a68-43cc-8368-23994c0ffff3']",27,,,,,,,,,,,,,,,,,Eibar,322,00:01:27.794,Pass,True
,,,,,,,,,,,,,,,,,,0.088996,,,,,,,,,,,c5561852-8a68-43cc-8368-23994c0ffff3,94,,,"[30.6, 29.2]",3825608,1,,,,,-0.5880026,,Right Foot,,,,"[31.8, 28.4]",,Ground Pass,,1.4422206,,Incomplete,,,,,,,,,Interception,1,From Free Kick,Augusto Matías Fernández,19668.0,Right Center Midfield,6,Eibar,322,"['2b9f8863-888c-4728-b86f-5ed9ffc2a550', '42dfb8a3-ed9b-4d24-b835-abd619f874ee', 'bafae9ac-fce6-4fa7-bea3-10037dbefa8e']",29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:29.506,Pass,True
,,,,,,,,,,,,,,,,,,0.976428,,,,,,,,,,,7172821c-cc3f-493d-b967-b001e7a88e44,96,,,"[76.2, 27.4]",3825608,1,,,,,0.6604708,,Right Foot,,,,"[88.3, 36.8]",,Low Pass,,15.3222065,,,,Sergio Enrich Ametller,6700.0,,,,,,Recovery,1,From Free Kick,David Juncà Reñé,6776.0,Left Back,6,Eibar,322,['80f5bf14-423d-4003-81ee-ed4d96dbf628'],31,,,,,,,,,,,,,,,,,Eibar,322,00:01:31.694,Pass,
,,,,,,,,,,,,,,,,,,0.888805,,,,,,,,,,,2a25d70a-7242-44b3-874a-52dad80af275,104,,,"[84.8, 35.5]",3825608,1,,,,,2.7439647,,Right Foot,,,,"[74.8, 39.7]",,Ground Pass,,10.846197,,,,Adrián González Morales,6557.0,,,,,,,1,From Free Kick,Sergio Enrich Ametller,6700.0,Left Center Forward,6,Eibar,322,['8c389d17-fd0b-42b3-a79f-88c623b66be0'],34,,,,,,,,,,,,,,,,,Eibar,322,00:01:34.606,Pass,
,,,,,,,,,,,,,,,,,,1.86405,,,,,,,,,,,abd0193a-0d8e-4edb-9cae-e299d3cfc011,107,,,"[75.8, 41.3]",3825608,1,,,,,0.7755753,,Right Foot,,,,"[101.5, 66.5]",,High Pass,,35.993473,,,,Ander Capa Rodríguez,6699.0,,,,,,,1,From Free Kick,Adrián González Morales,6557.0,Left Defensive Midfield,6,Eibar,322,['244374fd-bf0e-4a38-8183-587a5c69a16a'],36,,,,,,,,,,,,,,,,,Eibar,322,00:01:36.197,Pass,
,,,,,,,,,,,,,,,,,,0.096136,,,,,,,,,,,b2bd1b19-aa7f-4ee8-9515-f1297c9a5a45,110,,,"[109.3, 65.4]",3825608,1,,,,,-0.86217004,,Right Foot,,,,"[111.1, 63.3]",,Ground Pass,,2.7658634,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Free Kick,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,"['7fc6206e-8730-4203-be65-0fa01332d780', 'b0579184-c954-4ab8-bb27-1a74ebfb7a8f']",40,,,,,,,,,,,,,,,,,Eibar,322,00:01:40.955,Pass,
,,,,,,,,,,,,,,,,,,1.175519,,,,,,,,,,,8f112b5e-76c1-4916-816b-3df072568a23,113,,,"[120.0, 80.0]",3825608,2,,,,,-1.7098253,,Right Foot,,,,"[115.9, 50.7]",,High Pass,,29.58547,,,True,Sergio Enrich Ametller,6700.0,,,,Outswinging,,Corner,1,From Corner,Saúl Berjón Pérez,24070.0,Right Midfield,7,Eibar,322,['51d4e42f-ff42-4d24-b467-f9ae48c72316'],7,,,,,,,,,,,,,,,,,Eibar,322,00:02:07.861,Pass,
,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,27247372-48bb-4923-b259-5ffed587e739,115,,,"[115.9, 50.7]",3825608,2,,,,,-1.4084449,c0d36553-3efb-43f8-bd3b-46319be58b7a,Head,,,,"[117.8, 39.1]",True,Low Pass,,11.754574,,,,Borja González Tomás,6566.0,,,,,,,1,From Corner,Sergio Enrich Ametller,6700.0,Left Center Forward,7,Eibar,322,['d1da2537-06f6-44df-a7d8-2a53c35b9666'],9,,,,,,,,,,,,,,,,,Eibar,322,00:02:09.037,Pass,
,,,,,,,,,,,,,,,,,,2.127515,,,,,,,,,,,029c2319-654a-4102-b451-a7f73626967c,120,,,"[60.0, 40.0]",3825608,3,,True,,,-2.9344616,,Right Foot,,,,"[32.4, 34.2]",,Ground Pass,,28.202837,,,,Sergi Gómez Solà,6804.0,,,,,,Kick Off,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Center Forward,8,Celta Vigo,209,['99e0a78f-8039-4aa0-9523-39e67dbc924b'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:01.588,Pass,
