ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e43806f2-0baa-456e-9373-069c81ad56fb,1,,,,3825874,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f5ac720e-4089-427a-9e65-821f4e7e6431,2,,,,3825874,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5c8735f7-e47b-47f9-bf4f-0d9dab956dd3,3,,,,3825874,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['e6232228-d46d-4900-a151-4a0cd12ca8ae'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e6232228-d46d-4900-a151-4a0cd12ca8ae,4,,,,3825874,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['5c8735f7-e47b-47f9-bf4f-0d9dab956dd3'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2a9b7c31-3f20-44e6-ae66-3e2a8cd04d11,1543,,,,3825874,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,91,Getafe,216,['ebe7635e-a52e-4ad7-974a-c91cae6d2b15'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ebe7635e-a52e-4ad7-974a-c91cae6d2b15,1544,,,,3825874,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,91,Getafe,216,['2a9b7c31-3f20-44e6-ae66-3e2a8cd04d11'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.454497,,,,,,,,,,,,,,270a2c2c-7f3f-43fb-8f1d-b469cb783899,5,,,"[60.0, 40.0]",3825874,0,True,,,1.6332152,,Left Foot,,,"[59.9, 41.6]",,Ground Pass,,1.603122,,,Stefan Šćepović,23416.0,,,,,Kick Off,1,From Kick Off,Pablo Sarabia García,6720.0,Center Attacking Midfield,2,Getafe,216,['e66cf2e2-0302-47ff-bbe3-48fd50c99676'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.296,Pass,
,,,,,,,,,,,,,2.152924,,,,,,,,,,,,,,4c64ae5b-77ba-4dd7-8a85-9dcfb28cc03b,7,,,"[59.9, 42.0]",3825874,0,True,,,-2.6412385,,Right Foot,,,"[32.1, 26.8]",,Ground Pass,,31.684065,,,Alexis Ruano Delgado,6614.0,,,,,,1,From Kick Off,Stefan Šćepović,23416.0,Center Forward,2,Getafe,216,['883e606e-5022-4d52-bad4-e0a300e844d2'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.791,Pass,
,,,,,,,,,,,,,2.019429,,,,,,,,,,,,,,554b256a-5965-4c38-88c7-c67491c50bbf,9,,,"[31.9, 27.9]",3825874,0,,,,0.64500886,,Right Foot,,,"[74.3, 59.8]",,High Pass,,53.06006,,,Pedro León Sánchez Gil,6907.0,,,,,,1,From Kick Off,Alexis Ruano Delgado,6614.0,Left Center Back,2,Getafe,216,['e304f5aa-a166-4383-a43e-61f63fd74a4a'],4,,,,,,,,,,,,,,,,,,Getafe,216,00:00:04.723,Pass,
,,,,,,,,,,,,,3.741462,,,,,,,,,,,,,,3a562bce-62e6-4798-a97f-b07e25bfb634,11,,,"[74.3, 59.8]",3825874,0,,,,-0.9776258,,Head,,,"[86.3, 42.0]",,High Pass,,21.467184,Incomplete,,Stefan Šćepović,23416.0,,,,,,1,From Kick Off,Pedro León Sánchez Gil,6907.0,Right Wing,2,Getafe,216,"['10d35993-b7c4-4146-ac9e-0e0da0cc322f', 'a31f2968-725a-4803-aa1e-1f008a627c53']",6,,,,,,,,,,,,,,,,,,Getafe,216,00:00:06.783,Pass,
