bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.284692,,,,,,,,,,,,,,,1350e527-36fc-4179-9479-9bce985b2874,18,,"[84.7, 64.5]",3825634,0,,,,,-1.4116596,,Left Foot,,,,"[86.0, 56.4]",High Pass,,8.203658,,,Rubén Castro Martín,6832.0,,,,,Recovery,1,From Kick Off,Vincenzo Renato Rennella,24277.0,Right Center Forward,2,Real Betis,218,"['815aed76-a6ab-4621-bb51-8d7368edd05b', 'b65e5902-7ff3-4f93-94e6-b3239ae99424']",11,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:11.913,Pass,True
,,,,,,,,,,,,,,,,,,0.689747,,,,,,,,,,,,,,,6627d022-274d-4a8a-90b2-6d23b5b0f6e4,20,,"[86.0, 56.4]",3825634,0,,,,,3.020969,,Head,,,,"[79.4, 57.2]",Low Pass,,6.6483083,,,Francisco Portillo Soler,6873.0,,,,,,1,From Kick Off,Rubén Castro Martín,6832.0,Left Center Forward,2,Real Betis,218,['4853055b-c378-4147-8d04-30b757dcaa8b'],13,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:13.207,Pass,
,,,,,,,,,,,,,,,,,,2.67464,,,,,,,,,,,,,,,dfef20d1-f679-486b-8fc7-b4aa97de0570,24,,"[79.4, 57.2]",3825634,0,,,,,-0.61320734,,Left Foot,,,,"[111.8, 34.4]",High Pass,,39.61818,Incomplete,,Alfred John Momar N''Diaye,5671.0,,,,,,1,From Kick Off,Francisco Portillo Soler,6873.0,Left Midfield,2,Real Betis,218,"['334b1c05-aafa-4b48-8396-5a98dd72623c', '3a1b79bc-ed4c-40df-a607-c38385d0e153', '81526d15-b883-4cfe-8e81-5eda1cd26afb']",14,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:14.654,Pass,True
,,,,,,,,,,,,,,,,,,3.172783,,,,,,,,,,,,,,,3df4ba50-4239-4069-94ed-714acc0e2d52,29,,"[14.2, 44.9]",3825634,0,,,,,-0.60084003,,Right Foot,,,,"[64.1, 10.7]",High Pass,,60.49504,,,Isaac Ajayi Success,6918.0,,,,,,1,Regular Play,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,3,Granada,1049,['7b0c2b55-850a-43b6-97da-8039843fab8b'],27,,,,,,,,,,,,,,,,,,Granada,1049,00:00:27.073,Pass,
,,,,,,,,,,,,,,,,,,2.472697,,,,,,,,,,,,,,,de37860d-3ec2-4642-b7d3-189bbe9781b7,31,,"[64.1, 10.7]",3825634,0,,,,,0.40580922,,Head,,,,"[90.4, 22.0]",High Pass,,28.624815,Incomplete,,Youssef El-Arabi,27109.0,,,,,,1,Regular Play,Isaac Ajayi Success,6918.0,Right Wing,3,Granada,1049,"['46e60ec5-08cd-4364-9c3c-bc38b7b69685', 'e7825a06-7b61-42b4-91fe-1fb3ba2d10a6']",30,,,,,,,,,,,,,,,,,,Granada,1049,00:00:30.246,Pass,
,,,,,,,,,,,,,,,,,,1.31506,,,,,,,,,,,,,,,46e60ec5-08cd-4364-9c3c-bc38b7b69685,33,,"[29.7, 58.1]",3825634,0,,,,,0.24315384,,Right Foot,,,,"[55.5, 64.5]",High Pass,,26.58195,Incomplete,,Petros Matheus dos Santos Araújo,27346.0,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,3,Granada,1049,"['78aed8ef-5c20-4314-a167-be6fda6170db', 'de37860d-3ec2-4642-b7d3-189bbe9781b7', 'f00013f9-8264-426e-804a-8fe2244ca6af']",32,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:32.718,Pass,
,,,,,,,,,,,,,,,,,,2.018155,,,,,,,,,,,,,,,e59671bf-65e9-4e4a-b423-bf5023b0295d,36,,"[63.6, 15.4]",3825634,0,,,,,-0.49934673,,Head,,,,"[75.7, 8.8]",High Pass,,13.782961,Incomplete,,Isaac Ajayi Success,6918.0,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,3,Granada,1049,"['66c7d3e7-a211-48dd-9d6d-802f2327a9b1', '7f214d4e-a610-4b52-9195-bedea23b4db2']",35,,,,,,,,,,,,,,,,,,Granada,1049,00:00:35.291,Pass,
,,,,,,,,,,,,True,,,,,,0.609361,,,,,,,,,,,,,,,66c7d3e7-a211-48dd-9d6d-802f2327a9b1,39,,"[44.4, 71.3]",3825634,0,,,,True,0.009803607,,,,,,"[54.6, 71.4]",Low Pass,,10.20049,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Interception,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,"['b0636113-b399-47ea-adb6-606e003f3367', 'e59671bf-65e9-4e4a-b423-bf5023b0295d', 'e69fcbda-9036-4a24-a5c6-e958a4a5ff98']",37,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:37.309,Pass,True
,,,,,,,,,,,,,,,,,,1.44004,,,,,,,,,,,,,,,d54bc0c8-c19b-49dd-bb20-a25eb54c04ae,41,,"[54.6, 71.4]",3825634,0,,,,,-2.8753407,,Right Foot,,,,"[42.5, 68.1]",Low Pass,,12.541929,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Midfield,4,Real Betis,218,['43729670-f4b4-49c3-975e-c847aefba30d'],37,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:37.919,Pass,
,,,,,,,,,,,,,,,,,,1.577596,,,,,,,,,,,,,,,b31d0447-0810-4f4c-a84f-221591771753,43,,"[42.5, 68.1]",3825634,0,,,,,-3.08234,,Right Foot,,,,"[30.7, 67.4]",Low Pass,,11.8207445,,,Bruno González Cabrera,6872.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,4,Real Betis,218,['fbc18da5-a357-42f2-b40d-ece753c587ea'],39,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.359,Pass,
,,,,,,,,,,,,,,,,,,3.398081,,,,,,,,,,,,,,,71c43188-74f4-407f-9537-b9fa36beebcc,46,,"[30.5, 66.6]",3825634,0,,,,,-0.8877957,,Left Foot,,,,"[48.4, 44.6]",High Pass,,28.362123,Incomplete,,Francisco Portillo Soler,6873.0,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,"['1b1600f7-0236-4ed0-bacb-9925dfe3938e', '9b16172b-d17f-4df4-8641-2cad2123fc9d']",40,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:40.936,Pass,
,,,,,,,,,,,,,,,,,,2.106303,,,,,,,,,,,,,,,1b1600f7-0236-4ed0-bacb-9925dfe3938e,48,,"[71.7, 35.5]",3825634,0,,,,True,-1.0636978,,,,,,"[79.7, 21.1]",High Pass,,16.47301,Incomplete,,Isaac Ajayi Success,6918.0,,,,,Recovery,1,Regular Play,Francisco Medina Luna,26797.0,Left Wing,4,Real Betis,218,"['71c43188-74f4-407f-9537-b9fa36beebcc', '987ee7bf-2bbe-478c-8248-51c105ffad6f', '9a746dba-b5d3-4f2b-a70d-aa7fe1f1aba3', 'b0c7f71a-9793-433f-8c8e-85b19166408e']",44,,,,,,,,,,,,,,,,,,Granada,1049,00:00:44.334,Pass,True
,,,,,,,,,,,,,,,,,,0.77534,,,,,,,,,,,,,,,1d9b4bcb-1e01-4f9a-aa7f-7ee67efdd9a5,55,,"[47.3, 58.1]",3825634,0,,,,,-0.4885535,,Right Foot,,,,"[58.4, 52.2]",Ground Pass,,12.5706005,Incomplete,,Vincenzo Renato Rennella,24277.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,"['15f64053-754c-4689-baf7-d2a576124027', '2b4ef7ea-2846-42b0-8b66-9876656421d4', '8c79d4e6-8c2c-4c6f-996f-e67c10a928c4']",47,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:47.773,Pass,True
,,,,,,,,,,,,,,,,,,1.953316,,,,,,,,,,,,,,,c13d1cad-661a-4229-b72e-ad02496d37d5,58,,"[36.9, 57.9]",3825634,0,,,,,-0.32989937,,Head,,,,"[62.6, 49.1]",High Pass,,27.164867,Incomplete,,Vincenzo Renato Rennella,24277.0,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,"['8c1ae4fd-52bc-4a32-961c-ce0ce4e42fef', 'd820cce4-0fb9-4a73-8d33-969836d2d3fc']",49,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:49.835,Pass,
,,,,,,,,,,,,,,,,,,1.436663,,,,,,,,,,,,,,,d820cce4-0fb9-4a73-8d33-969836d2d3fc,60,,"[57.5, 31.0]",3825634,0,,,,True,-0.5287728,,,,,,"[66.4, 25.8]",High Pass,,10.307764,Incomplete,,Javier Márquez Moreno,24783.0,,,,,Recovery,1,Regular Play,Rene Krhin,3160.0,Center Defensive Midfield,4,Real Betis,218,"['08a15ba1-4d0a-4165-9888-eccd4e7ed969', '3123f2e0-e351-4246-a283-97199177666f', 'b6dddb48-af62-47dd-95be-a15d30a6b23b', 'c13d1cad-661a-4229-b72e-ad02496d37d5']",51,,,,,,,,,,,,,,,,,,Granada,1049,00:00:51.789,Pass,True
,,,,,,,,,,,,,,,,,,1.213965,,,,,,,,,,,,,,,08a15ba1-4d0a-4165-9888-eccd4e7ed969,63,,"[53.7, 54.3]",3825634,0,,,,,1.2239615,,Head,,,,"[56.7, 62.6]",High Pass,,8.825531,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,"['a1e3a175-4913-4816-b638-aa223b557207', 'd820cce4-0fb9-4a73-8d33-969836d2d3fc']",53,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:53.225,Pass,
,,,,,,,,,,,,,,,,,,0.668519,,,,,,,,,,,,,,,72011655-5ddf-4b56-8ebd-1fa4cb4f5b57,65,,"[56.7, 62.6]",3825634,0,,,,,-2.2455373,,Right Foot,,,,"[53.9, 59.1]",Ground Pass,,4.482187,,,Cristiano Piccini,11634.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Midfield,4,Real Betis,218,['aed285a6-d145-4241-a7d0-f0fe282cd22c'],54,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:54.439,Pass,
,,,,,,,,,,,,,,,,,,0.695684,,,,,,,,,,,,,,,be5539d0-cfea-4c65-be1b-2e61de2d4798,69,,"[54.6, 60.5]",3825634,0,,,,,1.3782947,,Right Foot,,,,"[56.9, 72.3]",Ground Pass,,12.022063,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,"['0e3f197b-bedd-4be9-a6c5-969441a13f3f', 'a57bfa1d-fc34-431c-abf1-95d7e96f7a64']",56,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:56.213,Pass,True
,,,,,,,,,,,,,,,,,,0.332175,,,,,,,,,,,,,,,1d57251f-7fa1-4da8-8b62-f0736cc0e52a,73,,"[56.7, 75.4]",3825634,0,,,,,-0.33205947,,Right Foot,,,,"[59.6, 74.4]",Ground Pass,,3.0675724,Incomplete,,Vincenzo Renato Rennella,24277.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Midfield,4,Real Betis,218,"['409d4b47-e0ba-4fbe-bdd1-9d7a1723449a', '7cf2003c-e49c-48dc-aaf0-b34aec604267', '9799ea95-dbe2-485c-a9ba-4033dbeeaf11']",57,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.545,Pass,True
,,,,,,,,,,,,,,,,,,0.419883,,,,,,,,,,,,,,,8a19c528-19dc-4bf7-90a0-4315eecea59c,77,,"[62.2, 2.1]",3825634,0,,,,,-0.14189705,,Left Foot,,,,"[65.7, 1.6]",Low Pass,,3.535534,,,Isaac Ajayi Success,6918.0,,,,,Recovery,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,5,Granada,1049,"['16222072-095f-4927-933f-60d67db66d26', 'f0db27dd-ec7e-4ee2-b2f4-c07a1f488abc']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:00:58.505,Pass,True
,,,,,,,,,,,,,,,,,,2.21616,,,,,,,,,,,,,,,fe4970dd-07ea-47fd-974f-4e6140c1362c,80,,"[99.8, 19.9]",3825634,1,,,,,-0.017141178,,Right Foot,,,,"[117.3, 19.6]",Ground Pass,,17.502571,,,Cristiano Biraghi,7158.0,,,,,,1,Regular Play,Isaac Ajayi Success,6918.0,Right Wing,5,Granada,1049,['9289d65b-436a-4998-b2b1-afe37ed11869'],4,,,,,,,,,,,,,,,,,,Granada,1049,00:01:04.402,Pass,
,,,,,,,,,,,,,,,,,,0.799904,,,,,,,,,,,,,,,4ed80e38-e34d-48ff-9d35-41aa2095fcbc,84,,"[116.8, 18.2]",3825634,1,,,,,1.6539376,,Left Foot,,,,"[116.6, 20.6]",Low Pass,,2.408319,Incomplete,,Francisco Medina Luna,26797.0,,,,,,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,5,Granada,1049,"['02f94ad1-2073-42d8-8bfb-839078310b20', '984ff446-3d7e-4791-b2d8-05950ac00ddb', 'b963c3b9-f26c-4266-b077-79a0f496b7d4']",6,,,,,,,,,,,,,,,,,,Granada,1049,00:01:06.647,Pass,True
,,,,,,,,,,,,,,,,,,1.408556,,,,,,,,,,,,,,,9b8147ed-e66a-4605-873e-9bad84931f36,88,,"[9.0, 63.6]",3825634,1,,,,,1.0303768,,Right Foot,,,,"[16.8, 76.6]",Ground Pass,,15.160475,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,5,Granada,1049,['9627ab04-3ddd-494b-a2a8-2c8de8bd2260'],10,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:10.542,Pass,
,,,,,,,,,,,,,,,,,,0.18647,,,,,,,,,,,,,,,90230419-3901-4a2d-a68e-816127f567a1,91,,"[19.6, 77.5]",3825634,1,,,,,-0.5543075,,Right Foot,,,,"[23.8, 74.9]",Ground Pass,,4.9396358,Incomplete,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Midfield,5,Granada,1049,"['6dad43dd-bd5e-41b5-b3d9-5fe370f21ee5', '78f8e258-5cb1-4e8b-bb8b-10744ff03160']",13,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:13.933,Pass,
,,,,,,,,,,,,,,,,,,0.377819,,,,,,,,,,,,,,,c5f24e1d-65f8-4854-a81d-09a10afdae40,95,,"[93.4, 9.5]",3825634,1,,,,,-1.9914597,,Right Foot,,,,"[91.7, 5.7]",Ground Pass,,4.1629314,,,Francisco Medina Luna,26797.0,,,,,Recovery,1,Regular Play,Javier Márquez Moreno,24783.0,Left Center Midfield,5,Granada,1049,"['9ace8ccf-3290-4446-82f3-c634a200c3d9', 'bea053aa-1866-47af-a8f7-39683c529f3e']",15,,,,,,,,,,,,,,,,,,Granada,1049,00:01:15.782,Pass,True
,,,,,,,,,,,,,,,,,,5.478045,,,,,,,,,,,,,,,4716194c-1267-4ab2-add2-2dbf4074bd26,103,,"[2.4, 67.3]",3825634,1,,,,,0.20396413,,Left Foot,,,,"[63.8, 80.0]",High Pass,,62.69968,Out,,Vincenzo Renato Rennella,24277.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,5,Granada,1049,['449bad3f-7124-43f3-b4ca-fffed649bf98'],26,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.671,Pass,
,,,,,,,,,,,,,,,,,,0.856605,,,,,,,,,,,,,,,d29434b9-1274-49b5-a2ad-011acf7fe0f0,108,,"[50.9, 0.1]",3825634,1,,,,,0.71883,,,,,,"[56.5, 5.0]",Low Pass,,7.441102,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,6,Granada,1049,['082a62cb-ea64-4878-b635-c30bda3675cc'],42,,,,,,,,,,,,,,,,,,Granada,1049,00:01:42.114,Pass,
,,,,,,,,,,,,,,,,,,1.421066,,,,,,,,,,,,,,,18b98ed3-281f-42d6-8516-070623d072e8,111,,"[56.5, 5.0]",3825634,1,,,,,-2.7193415,,Right Foot,,,,"[49.6, 1.9]",Low Pass,,7.56439,,,Cristiano Biraghi,7158.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,6,Granada,1049,['e56f1783-0c75-4d12-87c5-125512dc74df'],42,,,,,,,,,,,,,,,,,,Granada,1049,00:01:42.988,Pass,
,,,,,,,,,,,,,,,,,,1.834636,,,,,,,,,,,,,,,6a9ca02a-634d-4d84-ac69-0eb71b7da12d,114,,"[49.6, 1.9]",3825634,1,,,,,0.4786533,,Left Foot,,,,"[78.7, 17.0]",High Pass,,32.784447,,,Youssef El-Arabi,27109.0,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,6,Granada,1049,['a3b595b8-2d6b-40a6-bdcc-a8543f0a9f5e'],44,,,,,,,,,,,,,,,,,,Granada,1049,00:01:44.443,Pass,
