ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,feca50e5-f0df-4b15-a732-7d03db729a16,1,,,,3825654,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f5d7244f-b11e-4b89-ad70-1f96a54becfc,2,,,,3825654,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6725, 'name': 'Zakaria Bakkali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63219e42-cb2d-4683-9b9f-14ab5f72cfb6,3,,,,3825654,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['21dbb806-9c7a-4ee6-acef-7117b4d5100c'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,21dbb806-9c7a-4ee6-acef-7117b4d5100c,4,,,,3825654,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['63219e42-cb2d-4683-9b9f-14ab5f72cfb6'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bbb328bf-55c5-4aeb-b1d8-3f15688ebe15,1466,,,,3825654,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,95,Celta Vigo,209,['d873087b-2233-447b-9437-af571ecf6e31'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d873087b-2233-447b-9437-af571ecf6e31,1467,,,,3825654,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,95,Celta Vigo,209,['bbb328bf-55c5-4aeb-b1d8-3f15688ebe15'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.496771,,,,,,,,,,,,,f982cb41-6c3a-4ca2-a762-15c0779be6e2,5,,,"[61.0, 40.1]",3825654,0,,True,,,1.5957911,,Left Foot,,,,"[60.9, 44.1]",,Ground Pass,,4.00125,,,Francisco Alcácer García,6402.0,,,,,Kick Off,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Right Center Midfield,2,Valencia,207,['b2b33571-498b-4770-8f15-4a57aa223c2b'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.582,Pass,
,,,,,,,,,,,,,,,,1.868659,,,,,,,,,,,,,96512b40-ac3b-4af1-9f92-958393f97473,7,,,"[59.4, 44.1]",3825654,0,,True,,,-2.544416,,Right Foot,,,,"[36.9, 28.8]",,Ground Pass,,27.20919,,,Rúben Miguel Nunes Vezo,6592.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['5732ccb0-df9a-4a4a-a72e-fd6dbd358ec6'],1,,,,,,,,,,,,,,,,,Valencia,207,00:00:01.158,Pass,
,,,,,,,,,,,,,,,,2.317565,,,,,,,,,,,,,d0cb6d24-1a48-4b4b-9659-94358457c315,9,,,"[36.9, 28.8]",3825654,0,,,,,2.4620473,,Right Foot,,,,"[19.2, 43.1]",,Ground Pass,,22.75478,,,Shkodran Mustafi,3638.0,,,,,,1,From Kick Off,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,2,Valencia,207,['a840e65a-1199-4e65-9363-89a2cc93b379'],3,,,,,,,,,,,,,,,,,Valencia,207,00:00:03.058,Pass,
,,,,,,,,,,,,,,,,1.636399,,,,,,,,,,,,,5c571e6f-fc18-41a2-bcc3-c6188e362dbd,11,,,"[19.2, 43.1]",3825654,0,,,,,2.9685824,,Right Foot,,,,"[8.9, 44.9]",,Ground Pass,,10.456099,,,Jaume Doménech Sánchez,6898.0,,,,,,1,From Kick Off,Shkodran Mustafi,3638.0,Right Center Back,2,Valencia,207,['a1837695-890b-4f58-b345-15249ccee207'],5,,,,,,,,,,,,,,,,,Valencia,207,00:00:05.375,Pass,
