50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.767255,,,,,,,,,,,,,d2025864-c8f3-45a4-9f27-8f6ce52022e5,14,,"[22.1, 28.6]",3825808,0,,,,,0.10805209,,Head,,,"[51.6, 31.8]",,High Pass,,29.673052,,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,Recovery,1,Regular Play,Roberto Canella Suárez,24686.0,Left Back,3,Sporting Gijón,1041,"['77a3deb2-c2ee-46c6-8ea6-a6e6695cd7bf', 'b19d7185-9e20-44fc-86c4-5479b83bb169']",8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:08.572,Pass,
,,,,,,,,,,,,,,,,0.509047,,,,,,,,,,,,,a332cd31-58b7-4932-8ce6-79376f447518,17,,"[49.2, 30.5]",3825808,0,,,,,-2.6971734,,Other,,,"[47.1, 29.5]",,Low Pass,,2.3259406,,,,,Daniel Arnaud N''Di	,40822.0,,,,,,1,Regular Play,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,3,Sporting Gijón,1041,['6f5f3abe-d6f4-4827-8622-93fc2d138b3c'],12,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:12.412,Pass,
,,,,,,,,,,,,,,,,2.783116,,,,,,,,,,,,,7da3fa75-590d-4f2f-99c8-2600aaf806cf,20,,"[48.4, 29.5]",3825808,0,,,,,-0.24417545,,Left Foot,,,"[77.7, 22.2]",,High Pass,,30.195696,,,Pass Offside,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,Regular Play,Daniel Arnaud N''Di	,40822.0,Center Attacking Midfield,3,Sporting Gijón,1041,['c6bfbbf0-b45f-4297-bfc2-e730e4d8f4b7'],13,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:13.513,Pass,
,,,,,,,,,,,,,,,,2.987046,,,,,,,,,,,,,e0e4fe1c-89c8-49b8-9574-e872c5f585a1,22,,"[47.3, 39.1]",3825808,0,,,,,-0.24539655,,Left Foot,,,"[103.6, 25.0]",,High Pass,,58.03878,,,Incomplete,,Iker Muniain Goñi,6842.0,,,,,Free Kick,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,"['59c4627b-deb4-4381-83f2-612bf7710b22', '5e5fd59c-efda-4dfd-b7bf-a555340139a1']",52,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.748,Pass,
,,,,,,,,,,,,,,,,2.97861,,,,,,,,,,,,,11c7279a-0218-4410-bdfc-bef0e34370ba,25,,"[33.8, 44.7]",3825808,0,,,,,0.53338724,,Head,,,"[54.8, 57.1]",,High Pass,,24.387701,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,Recovery,1,From Free Kick,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,4,Athletic Club,215,"['7ce176d3-5b68-46d4-8f61-b862dcf822dd', 'bf038c44-b031-4892-8a98-450a44926893']",58,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:58.242,Pass,
,,,,,,,,,,,,,,,,1.427608,,,,,,,,,,,,,bf038c44-b031-4892-8a98-450a44926893,27,,"[65.3, 23.0]",3825808,1,,,,,0.32700443,,Right Foot,,,"[82.4, 28.8]",,High Pass,,18.056854,,,Incomplete,,Raúl García Escudero,6391.0,,,,,Recovery,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,"['11c7279a-0218-4410-bdfc-bef0e34370ba', '6cd22fc8-88bf-4d35-a445-4f6b8c892878', 'c92799e1-39e9-4540-a586-5eb7c3fa6fbf']",1,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:01.221,Pass,
,,,,,,,,,,,,,,,,0.051517,,,,,,,,,,,,,6cd22fc8-88bf-4d35-a445-4f6b8c892878,29,,"[37.7, 51.3]",3825808,1,,,,,-0.6055447,,Right Foot,,,"[39.0, 50.4]",,Ground Pass,,1.5811388,,,Incomplete,,,,,,,,Interception,1,From Free Kick,Luis Hernández Rodríguez,6561.0,Right Center Back,4,Athletic Club,215,"['0d84a5ec-4830-47d6-abc9-84d18807239d', 'bf038c44-b031-4892-8a98-450a44926893']",2,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:02.649,Pass,
,,,,,,,,,,,,,,,,1.280802,,,,,,,,,,,,,6d1ae5d3-be8b-446a-96c7-19e9d36b4516,31,,"[34.7, 49.6]",3825808,1,,,,,-0.90593773,,Left Foot,,,"[50.3, 29.7]",,High Pass,,25.285767,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,Recovery,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,5,Sporting Gijón,1041,['d74ca79d-0dd3-4c8a-8356-a85c85e7f53d'],4,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:04.179,Pass,
,,,,,,,,,,,,,,,,1.205803,,,,,,,,,,,,,57f232f3-a411-42f1-96b7-70233da50a38,34,,"[50.5, 29.9]",3825808,1,,,,,-2.9159913,,Left Foot,,,"[38.3, 27.1]",,Ground Pass,,12.517188,,,,,Roberto Canella Suárez,24686.0,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing,5,Sporting Gijón,1041,['5e0ddd5f-a70e-49e2-ba61-da1207605443'],5,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:05.500,Pass,
,,,,,,,,,,,,,,,,0.7989,,,,,,,,,,,,,06d1d736-11fa-4341-be7f-eb7dae88ffee,37,,"[45.6, 14.7]",3825808,1,,,,,-0.12570725,,Left Foot,,,"[63.8, 12.4]",,Low Pass,,18.344753,,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,Regular Play,Roberto Canella Suárez,24686.0,Left Back,5,Sporting Gijón,1041,"['240b8eaf-5ebe-4ffa-a855-4efeac9f7640', 'e9ff4314-d9e0-47a2-ad6b-0eef1a958760']",8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:08.326,Pass,
,,,,,,,,,,,,,,,,0.925065,,,,,,,,,,,,,edd495c1-b8de-4cd8-9d14-83140add1c9a,40,,"[64.4, 15.1]",3825808,1,,,,,0.1743134,,Left Foot,,,"[80.3, 17.9]",,Ground Pass,,16.144659,,,Pass Offside,,Daniel Arnaud N''Di	,40822.0,,,,,Recovery,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,5,Sporting Gijón,1041,['bd165d88-8185-47ec-bcb1-cf60e464cc46'],10,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:10.872,Pass,
,,,,,,,,,,,,,,,,1.178312,,,,,,,,,,,,,b737a876-f035-459d-8523-2e305fe49777,42,,"[43.1, 66.5]",3825808,1,,,,,-2.3957777,,Right Foot,,,"[32.6, 56.8]",,Ground Pass,,14.294754,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Free Kick,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,6,Athletic Club,215,['cec169fd-4de2-4c78-9a44-90c6af4ca7b3'],23,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:23.241,Pass,
,,,,,,,,,,,,,,,,1.020167,,,,,,,,,,,,,8b72d17c-d3e6-47da-a4cf-15f884e42826,45,,"[40.5, 56.8]",3825808,1,,,,,-1.5260501,,Right Foot,,,"[41.1, 43.4]",,Ground Pass,,13.413426,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['b38c25a4-d36d-4aff-b4b8-4b94c8de29d8'],28,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:28.154,Pass,
,,,,,,,,,,,,,,,,2.06214,,,,,,,,,,,,,d6dd5fef-19cd-4c30-9c49-2577ddd15e6d,48,,"[46.0, 38.0]",3825808,1,,,,,-1.4164776,,Right Foot,,,"[49.5, 15.5]",,Ground Pass,,22.770596,,,,,Aymeric Laporte,4353.0,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['8124ef82-6315-4d0c-84b9-4127d6c30ab1'],32,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:32.205,Pass,
,,,,,,,,,,,,,,,,2.363675,,,,,,,,,,,,,2688cef3-c398-4d9f-a8a6-5cfe3fc4bf10,52,,"[48.0, 15.1]",3825808,1,,,,,2.724511,,Left Foot,,,"[15.5, 29.5]",,Ground Pass,,35.54729,,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,6,Athletic Club,215,['a70b3168-601c-40ec-9c51-5f9a5160c1d2'],35,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:35.481,Pass,
,,,,,,,,,,,,,,,,1.928288,,,,,,,,,,,,,58eb213b-1eb0-4026-b9e5-cbe2e4f915b1,55,,"[13.7, 32.4]",3825808,1,,,,,1.0101842,,Right Foot,,,"[27.7, 54.7]",,Ground Pass,,26.3304,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['e0ec289d-708c-434f-8aef-1199566f2882'],39,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:39.065,Pass,
,,,,,,,,,,,,,,,,1.338361,,,,,,,,,,,,,152a5f1b-b095-45b7-a55c-1f877c1dfe91,58,,"[32.8, 52.8]",3825808,1,,,,,-1.5978168,,Right Foot,,,"[32.4, 38.0]",,Ground Pass,,14.805405,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['b8d5810e-6e0a-4e65-b8f9-cd89a3c26683'],42,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:42.620,Pass,
,,,,,,,,,,,,,,,,1.066839,,,,,,,,,,,,,10bfab96-c311-4a57-bb3d-3b8a97cce06e,61,,"[50.5, 37.6]",3825808,1,,,,,-0.7684506,,Right Foot,,,"[62.5, 26.0]",,Ground Pass,,16.690117,,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['bc1d516e-75d1-4342-b0c7-ef4ac14c7284'],47,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.126,Pass,
,,,,,,,,,,,,,,,,0.580676,,,,,,,,,,,,,2b7bc20f-b616-45ec-a69e-689d928c26fb,67,,"[63.2, 30.7]",3825808,1,,,,,-3.009041,,Right Foot,,,"[61.7, 30.5]",,Ground Pass,,1.5132746,,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Free Kick,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Wing,7,Athletic Club,215,['929bbfae-0e1a-4ee7-9e4c-42000b528eae'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:55.654,Pass,
,,,,,,,,,,,,,,,,1.439756,,,,,,,,,,,,,e83920a2-3793-4c45-8233-aaa4953b8f2d,70,,"[61.0, 30.5]",3825808,1,,,,,1.3490692,,Right Foot,,,"[64.9, 47.8]",,Ground Pass,,17.734148,,,,,Raúl García Escudero,6391.0,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,['a9c98f3b-f3ce-4d5a-b1b7-fed36b129ffc'],57,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:57.229,Pass,
,,,,,,,,,,,,,,,,0.810252,,,,,,,,,,,,,a34e5f9d-cfc6-4ce5-878c-4a5a41504d5d,73,,"[67.9, 48.1]",3825808,2,,,,,0.4808873,,Right Foot,,,"[79.4, 54.1]",,Ground Pass,,12.971122,,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Free Kick,Raúl García Escudero,6391.0,Center Attacking Midfield,7,Athletic Club,215,"['5f0588ab-3aad-44d5-a356-8c742bb149d0', '82329f61-9f49-4a6d-936b-cac5aa34f11f']",0,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:00.921,Pass,
,,,,,,,,,,,,,,,,0.461943,,,,,,,,,,,,,3abb3e74-94c4-4a74-9d5f-67df809f4a24,77,,"[46.0, 28.2]",3825808,2,,,,,0.83663535,,Right Foot,,,"[49.7, 32.3]",,Ground Pass,,5.5226803,,,,,Daniel Arnaud N''Di	,40822.0,,,,,,1,From Free Kick,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,7,Athletic Club,215,['3a0201eb-d271-49b1-a17a-024a64b602e4'],2,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:02.581,Pass,
,,,,,,,,,,,,,,,,2.441538,,,,,,,,,,,,,44661c82-4162-4ea2-88e4-7087b33fb0a9,83,,"[56.3, 51.1]",3825808,2,,,,,-0.6627716,,Right Foot,,,"[92.3, 23.0]",,High Pass,,45.66848,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,Free Kick,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,8,Athletic Club,215,"['33dbf0ac-fac6-4155-9490-063f18ba5a92', '5373f384-0273-468c-af0f-10fc15341312']",36,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:36.326,Pass,
,,,,,,,,,,,,,,,,3.670929,,,,,,,,,,,,,5db241d8-d63b-4b60-a17d-33669c3faca3,87,,"[95.5, 0.1]",3825808,2,,,,,2.844171,,,,,"[69.4, 8.1]",,Low Pass,,27.298534,,,,,Aymeric Laporte,4353.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,9,Athletic Club,215,['8c6f54db-1789-48c4-aa1e-fb808c9a5e86'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:48.187,Pass,
,,,,,,,,,,,,,,,,1.4208,,,,,,,,,,,,,8ba0fbdf-a28a-474f-a393-c8f952aaad84,89,,"[68.9, 9.1]",3825808,2,,,,,1.6175458,,Left Foot,,,"[68.1, 26.2]",,Ground Pass,,17.118704,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,9,Athletic Club,215,['7913c94b-e4a9-425f-813c-6c3812b21a40'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:51.858,Pass,
,,,,,,,,,,,,,,,,2.095807,,,,,,,,,,,,,68d5a844-b055-4f20-9a9d-015502646018,92,,"[54.6, 23.5]",3825808,2,,,,,1.624686,,Right Foot,,,"[53.3, 47.6]",,Ground Pass,,24.135036,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,9,Athletic Club,215,['38ed94f6-86aa-4180-87c9-61a094a0a432'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:55.441,Pass,
,,,,,,,,,,,,,,,,1.027158,,,,,,,,,,,,,a10777ec-b857-441f-9e51-a14fa72bbc34,95,,"[57.2, 43.8]",3825808,3,,,,,1.6399168,,Right Foot,,,"[56.3, 56.8]",,Ground Pass,,13.0311165,,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,9,Athletic Club,215,['147ec7a1-1a69-42be-a02c-b8be3d401131'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:01.729,Pass,
,,,,,,,,,,,,,,,,1.760444,,,,,,,,,,,,,ca6d0b2a-d8f2-4a51-bc9d-f06c7a17d076,98,,"[55.9, 53.2]",3825808,3,,,,,-1.8971552,,Right Foot,,,"[49.3, 33.7]",,Ground Pass,,20.586647,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,9,Athletic Club,215,['24ddb922-bb0c-40eb-a774-fe74ba4359be'],3,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:03.750,Pass,
,,,,,,,,,,,,,,,,0.072387,,,,,,,,,,,,,7196eb19-b274-4fe9-a7ac-3ba3ec8819ef,102,,"[61.4, 32.2]",3825808,3,,,,,-0.76579285,,Right Foot,,,"[64.0, 29.7]",,High Pass,,3.6069376,,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,9,Athletic Club,215,"['866a9834-0faa-46c3-89d6-4ac349cadd1c', 'c9d2a96b-ccab-47e3-8d65-8e89dc2e280e', 'ef9f5a6f-aa4d-440b-a096-78e79441b933']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:08.472,Pass,True
,,,,,,,,,,,,,,,,1.508012,,,,,,,,,,,,,e662dcd0-ff7a-48d2-b69b-f5cfe94540ce,105,,"[29.3, 66.9]",3825808,3,,,,,-1.3576344,,Left Foot,,,"[34.3, 43.8]",,High Pass,,23.634932,,,Incomplete,,Roberto Canella Suárez,24686.0,,,,,Recovery,1,From Throw In,Alen Halilović,6926.0,Right Wing,9,Athletic Club,215,"['dccb1896-ee61-489f-8670-9f08fa7d2a2b', 'de168569-2585-48b3-99ff-ff110d3c40c8']",10,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:10.655,Pass,
