50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9244acf9-698b-46f9-b54f-22e13937c1b1,1,,,3825795,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d96d8b3f-9973-46fc-ba77-744aa0c0a793,2,,,3825795,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,00accf5e-913b-4e1e-bd87-3c8e98365e60,3,,,3825795,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['99ff2b75-5f83-47d9-8914-e1cd397708f0'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99ff2b75-5f83-47d9-8914-e1cd397708f0,4,,,3825795,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['00accf5e-913b-4e1e-bd87-3c8e98365e60'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,25b4c7cd-786c-47c7-9ffb-a26eac03d751,2169,,,3825795,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Atlético Madrid,212,['6cba2448-bd1e-4786-87ce-38d65c11c8ca'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6cba2448-bd1e-4786-87ce-38d65c11c8ca,2170,,,3825795,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Atlético Madrid,212,['25b4c7cd-786c-47c7-9ffb-a26eac03d751'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.516066,,,,,,,,,,,,,,72987d64-21c1-41a5-b646-7c42e1f76eb3,5,,"[61.0, 40.1]",3825795,0,,,,-1.6046816,,Right Foot,,,"[60.8, 34.2]",,Ground Pass,,5.903389,,,,Esteban Félix Granero Molina,6770.0,,,,,Kick Off,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,2,Real Sociedad,210,['04355980-5886-4e86-b11d-9e9b1838ae21'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.650,Pass,
,,,,,,,,,,,,,,,1.288413,,,,,,,,,,,,,,1a6b41d2-e00c-4598-9bd2-6a73111a8491,8,,"[60.4, 39.7]",3825795,0,,,,2.5958185,,Right Foot,,,"[38.5, 53.0]",,Ground Pass,,25.622255,,,,Mikel González de Martín Martínez,16622.0,,,,,,1,From Kick Off,Esteban Félix Granero Molina,6770.0,Right Center Midfield,2,Real Sociedad,210,['d0f18bc9-1989-4f18-830e-a3682a2d0ebf'],1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:01.700,Pass,
,,,,,,,,,,,,,,,2.753621,,,,,,,,,,,,,,53055d95-2dfb-4c75-b45b-993ef2018fff,12,,"[43.6, 49.8]",3825795,0,,,,-0.42506036,,Right Foot,,,"[86.9, 30.2]",,High Pass,,47.529465,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Kick Off,Mikel González de Martín Martínez,16622.0,Right Center Back,2,Real Sociedad,210,"['0d7b6861-0760-4439-aacb-dd641f291aca', '6a0a3957-442a-4dda-b520-b7524fff0419', 'c669b965-970f-49f8-9e65-2ed84dfec726']",4,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:04.101,Pass,True
,,,,,,,,,,,,,,,2.232623,,,,,,,,,,,,,,6a0a3957-442a-4dda-b520-b7524fff0419,14,,"[33.2, 49.9]",3825795,0,,,,-0.473126,,Head,,,"[50.0, 41.3]",,High Pass,,18.873262,,,,Augusto Matías Fernández,19668.0,,,,,Recovery,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Atlético Madrid,212,"['53055d95-2dfb-4c75-b45b-993ef2018fff', 'e8022a6d-676c-48d6-8fc5-460f7ccd1b58']",6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.854,Pass,
