bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,601d2345-d7dd-4e4a-b4a9-77c29679a180,1,,,3825570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24577, 'name': 'Salvador Ruiz Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 18721, 'name': 'Robert Ibáñez Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5e8e2781-d0bc-43ef-8328-8aa90d87599f,2,,,3825570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cafa5ee4-5a4a-4448-ac42-dae684e96087,3,,,3825570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['4b6566e5-f7d8-4738-a4db-e93da7cc8992'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4b6566e5-f7d8-4738-a4db-e93da7cc8992,4,,,3825570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['cafa5ee4-5a4a-4448-ac42-dae684e96087'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3debfc47-ccc8-4e2e-8fba-4c0d5eb34c7b,1508,,,3825570,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Eibar,322,['fc84071b-1d99-4ddf-824c-e948fbfa70c9'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fc84071b-1d99-4ddf-824c-e948fbfa70c9,1509,,,3825570,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Eibar,322,['3debfc47-ccc8-4e2e-8fba-4c0d5eb34c7b'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.52235,,,,,,,,,,,,,,6a0effe5-6c64-4388-bd29-46e9aa31d4af,5,,"[60.0, 40.0]",3825570,0,,,,1.5707964,,Right Foot,,,,"[60.0, 40.5]",,Ground Pass,,0.5,,,,,Francisco Medina Luna,26797.0,,,,,,Kick Off,1,From Kick Off,Youssef El-Arabi,27109.0,Center Forward,2,Granada,1049,['2bc821f3-02d3-42e6-b5dc-04b6ba50d02b'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.182,Pass,
,,,,,,,,,,,,,,,,2.371507,,,,,,,,,,,,,,01526f75-b39f-4831-ae76-9b6329be1107,8,,"[63.4, 51.4]",3825570,0,,,,0.16476347,,Left Foot,,,,"[105.5, 58.4]",,High Pass,,42.67798,,,,,Robert Ibáñez Castro,18721.0,,,,,,,1,From Kick Off,Francisco Medina Luna,26797.0,Left Wing,2,Granada,1049,['68090d07-2719-45b5-8a07-77e8ca504788'],3,,,,,,,,,,,,,,,,,,Granada,1049,00:00:03.778,Pass,
,,,,,,,,,,,,,,,,1.11282,,,,,,,,,,,,,,217de83d-85b4-4319-ad19-4a07065dd428,15,,"[120.0, 80.0]",3825570,0,,,,-1.6910591,,Left Foot,,,,"[116.0, 46.9]",,High Pass,True,33.340816,,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Rubén Rochina Naixes,6680.0,Center Attacking Midfield,3,Granada,1049,['42a1a868-c69a-40c8-a0a9-9f61a1dc0627'],39,,,,,,,,,,,,,,,,,,Granada,1049,00:00:39.441,Pass,
,,,,,,,,,,,,,,,,0.281837,,,,,,,,,,,,,,b60d58ab-ed9b-4e94-aaf1-3d44ee5ef13c,18,,"[82.5, 75.1]",3825570,0,,,,0.9928944,,Right Foot,,,,"[85.5, 79.7]",,Low Pass,,5.491812,,,Out,,,,,,,,,Recovery,1,From Corner,Javier Márquez Moreno,24783.0,Left Defensive Midfield,3,Granada,1049,['6a214399-0ecc-4998-92a8-2ae28957b89f'],44,,,,,,,,,,,,,,,,,,Granada,1049,00:00:44.165,Pass,True
,,,,,,,,,,,,,,,,2.79864,,,,,,,,,,,,,,92d89efe-7971-4d9f-b869-6c44ad1c7a07,19,,"[41.6, 0.1]",3825570,1,,,,0.23606479,,,,,,"[70.7, 7.1]",,High Pass,,29.930086,,,,,Saúl Berjón Pérez,24070.0,,,,,,Throw-in,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,4,Eibar,322,['73ab8656-58cd-41e1-a464-210c3d96b506'],3,,,,,,,,,,,,,,,,,,Eibar,322,00:01:03.602,Pass,
,,,,,,,,,,,,,,,,1.162439,,,,,,,,,,,,,,fe740996-f3f8-4e66-909d-b4fa92d588f4,22,,"[71.1, 7.8]",3825570,1,,,True,1.7288862,,,,,,"[70.0, 14.7]",,Low Pass,,6.987131,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Throw In,Saúl Berjón Pérez,24070.0,Left Wing,4,Eibar,322,"['3d01e4f6-5d65-4fb8-b65d-2afa50bd6f38', 'a5005f97-f5e7-474e-8485-4104d29cce74']",6,,,,,,,,,,,,,,,,,,Eibar,322,00:01:06.400,Pass,True
,,,,,,,,,,,,,,,,2.033949,,,,,,,,,,,,,,31a62d78-a638-4890-a937-c1c94a7f6b3d,30,,"[69.5, 15.1]",3825570,1,,,,1.3881847,,Left Foot,,,,"[74.8, 43.8]",,Ground Pass,,29.18527,,,,,Sergio Gontán Gallardo,6742.0,,,,,,Recovery,1,From Throw In,Adrián González Morales,6557.0,Left Defensive Midfield,4,Eibar,322,['d649976a-fee5-4b6a-b607-77ee91c63532'],9,,,,,,,,,,,,,,,,,,Eibar,322,00:01:09.531,Pass,
,,,,,,,,,,,,,,,,1.578618,,,,,,,,,,,,,,660b5f47-0442-402c-b813-ee6be32c3c1e,33,,"[85.0, 35.9]",3825570,1,,,,-1.0620666,,Right Foot,,,,"[99.5, 9.9]",,Ground Pass,,29.76995,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Throw In,Sergio Gontán Gallardo,6742.0,Right Wing,4,Eibar,322,['949b29cb-6353-4eea-951f-c9a74032b0b8'],13,,,,,,,,,,,,,,,,,,Eibar,322,00:01:13.003,Pass,
,,,,,,,,,,,,,,,,1.051942,,,,,,,,,,,,,,05c4f26b-01ae-4302-a95e-70e8c500dcff,36,,"[105.5, 9.2]",3825570,1,,,,1.4635856,,Left Foot,True,,,"[107.9, 31.5]",,Low Pass,,22.428776,,,Incomplete,,,,,,,,,,1,From Throw In,Saúl Berjón Pérez,24070.0,Left Wing,4,Eibar,322,['1706298f-e326-4593-9c08-7c3de1938aa2'],15,,,,,,,,,,,,,,,,,,Eibar,322,00:01:15.578,Pass,
,,,,,,,,,,,,,,,,1.742503,,,,,,,,,,,,,,eca807bd-aa5c-4b83-8417-dde57ebe0bad,40,,"[4.5, 65.4]",3825570,1,,,,-0.34546456,,Right Foot,,,,"[43.4, 51.4]",,High Pass,,41.342594,,,Incomplete,,,,,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,4,Eibar,322,"['3d2a7500-1fbb-4bb5-88b5-d3be9c113ee1', 'df083100-6a6b-4f17-aef0-b898a8ac4134']",19,,,,,,,,,,,,,,,,,,Granada,1049,00:01:19.401,Pass,True
,,,,,,,,,,,,,,,,1.127809,,,,,,,,,,,,,,3d2a7500-1fbb-4bb5-88b5-d3be9c113ee1,41,,"[76.7, 28.7]",3825570,1,,,,-0.31845024,,Head,,,,"[85.8, 25.7]",,Low Pass,,9.581754,,,,,Adrián González Morales,6557.0,,,,,,Recovery,1,From Throw In,Daniel García Carrillo,6775.0,Right Defensive Midfield,4,Eibar,322,"['0b172d76-c9d7-43f4-9009-bcd2f351203b', 'eca807bd-aa5c-4b83-8417-dde57ebe0bad']",21,,,,,,,,,,,,,,,,,,Eibar,322,00:01:21.144,Pass,
,,,,,,,,,,,,,,,,1.596568,,,,,,,,,,,,,,9cbc91f9-8577-49da-ac22-f11c080a430e,46,,"[86.7, 28.7]",3825570,1,,,,-1.3085238,,Left Foot,,,,"[90.7, 13.8]",,Ground Pass,,15.427572,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Left Defensive Midfield,4,Eibar,322,"['14311fcf-6b31-436c-b567-593ea1ffbfe9', '17ccf0b4-a1f6-486b-8de5-be8926a5c7cc']",24,,,,,,,,,,,,,,,,,,Eibar,322,00:01:24.350,Pass,True
,,,,,,,,,,,,,,,,1.272606,,,,,,,,,,,,,,c9813adc-31c7-4253-b59e-2425588ab855,48,,"[90.7, 13.8]",3825570,1,,,,1.1562895,,Right Foot,,,,"[99.5, 33.8]",,High Pass,,21.8504,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Throw In,Saúl Berjón Pérez,24070.0,Left Wing,4,Eibar,322,['186b8934-9d67-403b-97cd-1a868c772680'],25,,,,,,,,,,,,,,,,,,Eibar,322,00:01:25.947,Pass,
,,,,,,,,,,,,,,,,1.694416,,,,,,,,,,,,,,ccb86926-d2e4-4b14-bc47-5733866ee963,51,,"[99.2, 33.2]",3825570,1,,,,-0.41940567,6001a572-833a-4c59-bba2-7b4babb66b57,Right Foot,,,,"[114.9, 26.2]",,High Pass,,17.189823,,,,,Sergio Gontán Gallardo,6742.0,True,,,,,,1,From Throw In,Sergio Enrich Ametller,6700.0,Center Forward,4,Eibar,322,['78118163-dd46-4c3b-9a47-069f8c67cea7'],28,,,,,,,,,,,,,,,,,,Eibar,322,00:01:28.019,Pass,
,,,,,,,,,,,,,,,,1.999027,,,,,,,,,,,,,,d5ed0d42-2a18-4e16-98ea-5a5232e11761,59,,"[120.0, 80.0]",3825570,2,,,,-1.8788491,d9b8d233-5184-44e9-ac4d-7a2317f98eca,Right Foot,,,,"[105.3, 33.8]",,High Pass,,48.482265,,,,True,Adrián González Morales,6557.0,True,,True,Outswinging,,Corner,1,From Corner,Saúl Berjón Pérez,24070.0,Left Wing,5,Eibar,322,['fc6c6995-b6ca-4b53-8207-8fb1f11d36b1'],4,,,,,,,,,,,,,,,,,,Eibar,322,00:02:04.247,Pass,
,,,,,,,,,,,,,,,,1.806546,,,,,,,,,,,,,,3aaaade0-abb5-42b5-b915-4060e5f82db9,64,,"[14.8, 41.9]",3825570,2,True,,,1.0525156,,Keeper Arm,,,,"[29.0, 66.8]",,Low Pass,,28.664438,,,,,Dimitri Foulquier,4546.0,,,,,,,1,From Keeper,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,7,Granada,1049,['be8820f3-d37e-4350-a893-67b391f36923'],15,,,,,,,,,,,,,,,,,,Granada,1049,00:02:15.176,Pass,
