bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.653656,,,,,,,,,,,,,,f7560444-31b2-4218-a071-c7ac714f459d,66,,"[36.9, 66.0]",3825570,2,,,,-2.323479,,Right Foot,,,,"[23.6, 51.8]",,Ground Pass,,19.455847,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,8,Granada,1049,['88f96aa9-d6c2-4dc8-aa78-4701e1666e34'],20,,,,,,,,,,,,,,,,,,Granada,1049,00:02:20.825,Pass,
,,,,,,,,,,,,,,,,1.281466,,,,,,,,,,,,,,ab372e78-c792-414d-82da-d8d9afb7700d,69,,"[23.6, 51.8]",3825570,2,,,,-0.98805684,,Right Foot,,,,"[29.4, 43.0]",,Ground Pass,,10.53945,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,9,Granada,1049,['a92b7a75-ef2e-46dd-b60a-cc254e2620a5'],23,,,,,,,,,,,,,,,,,,Granada,1049,00:02:23.625,Pass,
,,,,,,,,,,,,,,,,1.348742,,,,,,,,,,,,,,79a6ad26-70bd-4137-9fb1-ca49a66a6b30,73,,"[28.8, 43.2]",3825570,2,,,,1.1480863,,Right Foot,,,,"[41.8, 72.1]",,Ground Pass,,31.689272,,,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,10,Granada,1049,['55ff79e1-e972-4cd2-b7d4-dcb80d5b3f94'],27,,,,,,,,,,,,,,,,,,Granada,1049,00:02:27.495,Pass,
,,,,,,,,,,,,,,,,0.803193,,,,,,,,,,,,,,1d42c58c-75cf-481e-9e32-96dd3c8ad345,76,,"[47.6, 71.4]",3825570,2,,,,-0.4886424,,Right Foot,,,,"[63.4, 63.0]",,Ground Pass,,17.894133,,,Incomplete,,Francisco Medina Luna,26797.0,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,11,Granada,1049,"['09275149-8646-43d3-9c40-b5ea4bfadd43', '7f15d4b9-c314-4423-be09-88ad444db5c2']",30,,,,,,,,,,,,,,,,,,Granada,1049,00:02:30.456,Pass,
,,,,,,,,,,,,,,,,1.163018,,,,,,,,,,,,,,77043767-58d0-40a8-8c0b-f4935431f628,79,,"[81.4, 80.0]",3825570,2,True,,,-1.9207389,,,,,,"[76.4, 66.3]",,Low Pass,,14.583896,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,12,Granada,1049,['4e74321c-2120-4609-ad15-64cc2441515c'],41,,,,,,,,,,,,,,,,,,Granada,1049,00:02:41.951,Pass,
,,,,,,,,,,,,,,,,2.396906,,,,,,,,,,,,,,da00d860-983d-4415-9a7c-ef1e916a780a,82,,"[76.9, 64.2]",3825570,2,,,,-2.625585,,Right Foot,,,,"[49.4, 48.6]",,Ground Pass,,31.61661,,,,,Diego Mainz García,26781.0,,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,12,Granada,1049,"['b86d508b-b9f4-4e95-8f0e-43aef27f23c2', 'fda3fe31-b6ba-49c9-b08e-70f3eeee328b']",44,,,,,,,,,,,,,,,,,,Granada,1049,00:02:44.284,Pass,True
,,,,,,,,,,,,,,,,3.170072,,,,,,,,,,,,,,88f45210-6047-4797-84e4-f23703f8e62f,86,,"[48.8, 51.4]",3825570,2,,,,0.5819051,,Right Foot,,,,"[79.2, 71.4]",,High Pass,,36.389008,,,Incomplete,,Dimitri Foulquier,4546.0,,,,,,,1,From Throw In,Diego Mainz García,26781.0,Left Center Back,12,Granada,1049,"['9c1574f2-29dd-4f87-ac9d-ee1bd3c7677d', 'a623a9ec-ecb8-4224-8c80-35428fe28999', 'eac02f18-e779-432b-9e27-629246a2b7b6']",46,,,,,,,,,,,,,,,,,,Granada,1049,00:02:46.800,Pass,True
,,,,,,,,,,,,,,,,1.90401,,,,,,,,,,,,,,9c1574f2-29dd-4f87-ac9d-ee1bd3c7677d,89,,"[40.9, 8.7]",3825570,2,,,True,-0.071733,,,,,,"[57.6, 7.5]",,Low Pass,,16.74306,,,,,Sergio Gontán Gallardo,6742.0,,,,,,Recovery,1,From Counter,Antonio Manuel Luna Rodríguez,6675.0,Left Back,13,Eibar,322,"['88f45210-6047-4797-84e4-f23703f8e62f', 'beb24cdd-14c7-4581-ae27-3289f059c9a2', 'e2ca616e-43f0-479b-af63-db09f42614ba']",49,,,,,,,,,,,,,,,,,,Eibar,322,00:02:49.970,Pass,True
,,,,,,,,,,,,,,,,0.595059,,,,,,,,,,,,,,8b9a7c3c-de46-40fd-abf6-f3de9e51672c,97,,"[72.0, 14.1]",3825570,2,,,,0.8090158,,Right Foot,,,,"[84.4, 27.1]",,Ground Pass,,17.965523,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Counter,Sergio Gontán Gallardo,6742.0,Right Wing,13,Eibar,322,"['10368d1c-6020-48ae-938e-e612ddc18e82', 'f5217a8e-8009-4dab-bbd1-bba958433dba']",55,,,,,,,,,,,,,,,,,,Eibar,322,00:02:55.271,Pass,True
,,,,,,,,,,,,,,,,1.041891,,,,,,,,,,,,,,113eb2e3-31b2-48cf-9586-7595acc2cb74,99,,"[84.4, 27.1]",3825570,2,,,,-2.3093538,,Right Foot,,,,"[78.3, 20.4]",,Ground Pass,,9.060905,,,Incomplete,,Adrián González Morales,6557.0,,,,,,,1,From Counter,Sergio Enrich Ametller,6700.0,Center Forward,13,Eibar,322,"['1b80651e-452f-4049-a320-9d2ba176a6b9', 'f2e42dc8-a312-4598-8674-b65cd9f98fc3']",55,,,,,,,,,,,,,,,,,,Eibar,322,00:02:55.866,Pass,
,,,,,,,,,,,,,,,,0.565577,,,,,,,,,,,,,,bcf9c24f-58a3-44c7-8177-555d66b6ce0e,104,,"[43.0, 57.7]",3825570,2,,,,-0.83868104,,Right Foot,,,,"[57.2, 41.9]",,Ground Pass,,21.243351,,,,,Youssef El-Arabi,27109.0,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,14,Granada,1049,['2913e653-f24c-4b77-a708-6008554babb5'],58,,,,,,,,,,,,,,,,,,Granada,1049,00:02:58.626,Pass,
,,,,,,,,,,,,,,,,1.256627,,,,,,,,,,,,,,157153cb-5f80-4abf-8a15-0eda7385af3a,107,,"[56.4, 33.0]",3825570,3,,,,-1.2220253,,Right Foot,,,,"[63.6, 13.2]",,Ground Pass,,21.06846,,,,,Robert Ibáñez Castro,18721.0,,,,,,,1,Regular Play,Youssef El-Arabi,27109.0,Center Forward,14,Granada,1049,['84ee1a71-f51a-41e4-bb79-c5b059a2ab14'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:03:01.718,Pass,
,,,,,,,,,,,,,,,,1.650159,,,,,,,,,,,,,,182f06c4-0a80-40ac-92d5-dafb6b45761d,112,,"[66.8, 27.7]",3825570,3,,,,-1.9832067,,Right Foot,,,,"[64.0, 21.3]",,Ground Pass,,6.9856997,,,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Robert Ibáñez Castro,18721.0,Right Wing,14,Granada,1049,"['63915901-e62a-422d-8a57-643bc4c291fd', 'cfd9a239-aa30-441b-8370-9216db7ff787']",6,,,,,,,,,,,,,,,,,,Granada,1049,00:03:06.034,Pass,True
,,,,,,,,,,,,,,,,2.10366,,,,,,,,,,,,,,673c6134-f380-42ed-aee0-5ad334c37167,115,,"[62.2, 25.6]",3825570,3,,,,1.294311,,Right Foot,,,,"[74.6, 69.3]",,Low Pass,,45.425213,,,,,Dimitri Foulquier,4546.0,,,True,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Left Defensive Midfield,14,Granada,1049,['2ffe6c79-fc78-46e3-b3f8-6c4b623a3b87'],8,,,,,,,,,,,,,,,,,,Granada,1049,00:03:08.655,Pass,
,,,,,,,,,,,,,,,,0.863826,,,,,,,,,,,,,,1162cc14-8b80-4d78-9ea9-b102fbe79c96,118,,"[78.5, 69.0]",3825570,3,,,,0.32564157,,Right Foot,,,,"[93.9, 74.2]",,Ground Pass,,16.25423,,,,,Francisco Medina Luna,26797.0,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,14,Granada,1049,['1eb7120f-39e7-417d-bb90-43f367fa3e1d'],12,,,,,,,,,,,,,,,,,,Granada,1049,00:03:12.103,Pass,
,,,,,,,,,,,,,,,,0.928877,,,,,,,,,,,,,,2bb24762-1b63-4d24-ae94-647aea36a6ea,122,,"[102.1, 74.7]",3825570,3,,,,-1.6044375,,Left Foot,,,,"[101.4, 53.9]",,Ground Pass,,20.811775,,,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Francisco Medina Luna,26797.0,Left Wing,14,Granada,1049,"['42b27790-db32-485b-b2f3-5cfc86f94dec', 'b856809e-f3d5-4ce1-bf7c-3469504f6521']",14,,,,,,,,,,,,,,,,,,Granada,1049,00:03:14.716,Pass,True
,,,,,,,,,,,,,,,,1.043451,,,,,,,,,,,,,,e1eaf7ec-9ae2-4729-865b-818b0b025b73,130,,"[21.3, 24.5]",3825570,3,,,,-0.3686959,,Left Foot,,,,"[30.1, 21.1]",,Ground Pass,,9.433981,,,,,Adrián González Morales,6557.0,,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,14,Granada,1049,"['8e86a596-41c1-45b9-8e31-8e1030a0234b', 'cb83139a-1e6e-4e8f-8e9a-78b670c69641']",16,,,,,,,,,,,,,,,,,,Eibar,322,00:03:16.836,Pass,True
,,,,,,,,,,,,,,,,3.493396,,,,,,,,,,,,,,5a3f4a73-2826-4696-90d8-7f22bd6a063e,140,,"[7.0, 44.1]",3825570,3,,,,-0.07022914,,Right Foot,,,,"[79.5, 39.0]",,High Pass,,72.67916,,,Unknown,,,,,,,,,Goal Kick,1,From Goal Kick,Xabier Iruretagoiena Aranzamendi,27462.0,Goalkeeper,15,Eibar,322,,49,,,,,,,,,,,,,,,,,,Eibar,322,00:03:49.816,Pass,
,,,,,,,,,,,,,,,,1.631001,,,,,,,,,,,,,,54d0fcda-f832-453f-9f52-8143e3738066,143,,"[41.5, 37.7]",3825570,4,,,,1.8414963,,Left Foot,,,,"[35.7, 58.6]",,Ground Pass,,21.68986,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,Free Kick,1,From Free Kick,Diego Mainz García,26781.0,Left Center Back,16,Granada,1049,['92db6c66-8bbc-4cce-b902-8170129baa41'],8,,,,,,,,,,,,,,,,,,Granada,1049,00:04:08.946,Pass,
