50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f19a8981-9996-47d1-8a69-5703073b67e4,1,,,3825625,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0be3a84-89ff-4b81-a2d1-368e808406bb,2,,,3825625,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5854e1c4-e746-42a8-9714-fee973439c81,3,,,3825625,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['389a0824-900c-487a-a152-213606bd5e49'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,389a0824-900c-487a-a152-213606bd5e49,4,,,3825625,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['5854e1c4-e746-42a8-9714-fee973439c81'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9e654d63-fb19-4ce0-a591-5a460a4c0497,1704,,,3825625,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Levante UD,221,['1e9f7d47-5faf-42a1-887e-b0a84eb5c23d'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e9f7d47-5faf-42a1-887e-b0a84eb5c23d,1705,,,3825625,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Levante UD,221,['9e654d63-fb19-4ce0-a591-5a460a4c0497'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.325364,,,,,,,,,,,,,7f537dc3-fe1d-41ca-8907-fa38a25769ce,5,,"[61.0, 40.1]",3825625,0,,,,,1.8399638,,Left Foot,,,,"[60.2, 43.0]",,Ground Pass,,3.0083218,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Kick Off,1,From Kick Off,Roger Martí Salvador,6684.0,Right Center Forward,2,Levante UD,221,['eccb0de7-94a8-4253-a030-ed7ad16d1cd4'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.582,Pass,
,,,,,,,,,,,,,,,,,1.686115,,,,,,,,,,,,,94b1e7c8-696c-4fce-88d3-7a0116265239,7,,"[60.2, 43.0]",3825625,0,,,,,-2.7105236,,Right Foot,,,,"[36.5, 32.1]",,Ground Pass,,26.086395,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,2,Levante UD,221,['51f06924-cb18-4618-ac34-c10ce23c5c64'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.907,Pass,
,,,,,,,,,,,,,,,,,1.65958,,,,,,,,,,,,,5111030b-c9ee-4629-ade2-a75887522704,10,,"[40.5, 28.5]",3825625,0,,,,,-0.6932231,,Left Foot,,,,"[66.5, 6.9]",,Ground Pass,,33.801777,,,,Antonio García Aranda,6784.0,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Center Back,2,Levante UD,221,['c44cd455-d5cc-4366-b66d-471deaef97ea'],3,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.887,Pass,
,,,,,,,,,,,,,,,,,1.832137,,,,,,,,,,,,,6f7a1691-3c45-44a8-8d10-03a5feafcfbc,13,,"[63.8, 8.8]",3825625,0,,,,,2.589644,,Left Foot,,,,"[44.8, 20.5]",,Low Pass,,22.313448,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Wing Back,2,Levante UD,221,['9e963235-e6b2-4805-940e-f108aab5e28d'],6,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:06.192,Pass,
