50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ee47b7d-609a-40c0-a089-b4b119ca69ac,1,,,3825898,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c8a9ec5-6a1f-4342-9bfc-6794543eaf45,2,,,3825898,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6708ff19-bc03-4b67-8112-d522881c046c,3,,,3825898,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['b107a57e-fba7-4f85-a76b-a89e642bceeb'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b107a57e-fba7-4f85-a76b-a89e642bceeb,4,,,3825898,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['6708ff19-bc03-4b67-8112-d522881c046c'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7982aaa1-a307-415c-b3c5-968dc5386996,1632,,,3825898,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,RC Deportivo La Coruña,219,['7804e998-e8c7-4ba7-a289-ff40241962ee'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7804e998-e8c7-4ba7-a289-ff40241962ee,1633,,,3825898,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,RC Deportivo La Coruña,219,['7982aaa1-a307-415c-b3c5-968dc5386996'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.691944,,,,,,,,,,,,,60e161d1-3917-4d64-bb08-8bf51849d854,5,,"[60.0, 40.0]",3825898,0,,,,,-1.1540941,,Left Foot,,"[62.7, 33.9]",,Ground Pass,,6.670832,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['fe713b0b-318f-4947-bd55-7acabfffe590'],1,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.063,Pass,
,,,,,,,,,,,,,,,,,1.783849,,,,,,,,,,,,,d3dce7ba-32ef-47e1-b179-fcda269f6648,7,,"[63.4, 33.7]",3825898,0,,,,,-1.5641074,,Right Foot,,"[63.6, 3.8]",,Ground Pass,,29.90067,,,,Manuel Agudo Durán,6724.0,,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,2,Celta Vigo,209,['19a09482-8fa7-41a6-b429-e24f20e36f76'],1,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.755,Pass,
,,,,,,,,,,,,,,,,,0.948684,,,,,,,,,,,,,3328fec5-a3d0-4a47-a8e4-76766dc2e33a,10,,"[68.3, 9.1]",3825898,0,,,,,1.344523,,Right Foot,,"[71.5, 23.0]",,Ground Pass,,14.26359,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Kick Off,Manuel Agudo Durán,6724.0,Left Wing,2,Celta Vigo,209,['5e06d812-6974-4169-aed1-3d7f7dd7d93f'],6,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:06.601,Pass,
,,,,,,,,,,,,,,,,,1.581611,,,,,,,,,,,,,fb69fe49-d846-490c-80ea-462ad83d91e8,13,,"[71.1, 23.5]",3825898,0,,,,,2.1668525,,Right Foot,,"[59.5, 40.6]",,Ground Pass,,20.663252,,,,Nemanja Radoja,6796.0,,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,2,Celta Vigo,209,['093fc507-6c22-4cb9-a8a9-88da4b1dcb05'],7,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.669,Pass,
