50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f6565a9b-6704-4f44-8456-0fd89e9e8a74,1,,,3825865,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1e127bae-3ddc-434b-81b8-9f693bdf3be9,2,,,3825865,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47aae91a-b223-4bc0-9b97-0cb19160d607,3,,,3825865,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['12d6deb0-2353-4c71-9729-03f263debcac'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12d6deb0-2353-4c71-9729-03f263debcac,4,,,3825865,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['47aae91a-b223-4bc0-9b97-0cb19160d607'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,16a78de4-3e6a-4c2c-ab16-a3edb0291306,1508,,,3825865,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,111,Getafe,216,['ac50ea92-7bf0-44a0-a490-aab25e5a291f'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac50ea92-7bf0-44a0-a490-aab25e5a291f,1509,,,3825865,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,111,Getafe,216,['16a78de4-3e6a-4c2c-ab16-a3edb0291306'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.717006,,,,,,,,,,,,,,499ddfbf-3d95-4eeb-8a30-1dd0adeb8438,5,,"[60.0, 40.0]",3825865,0,,True,,,-1.5330784,,Right Foot,,,"[60.2, 34.7]",,Ground Pass,,5.3037724,,,,Carlos Carmona Bonet,23848.0,,,,,,Kick Off,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['c4dd179c-6b33-4bc1-b1b3-6333afa40295'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.378,Pass,
,,,,,,,,,,,,,,,,,,1.573207,,,,,,,,,,,,,,be0f9e6e-e3a7-4b25-a62f-713999e170b1,7,,"[58.5, 39.4]",3825865,0,,True,,,2.872425,,Left Foot,,,"[46.9, 42.6]",,Ground Pass,,12.033287,,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,From Kick Off,Carlos Carmona Bonet,23848.0,Right Wing,2,Sporting Gijón,1041,['e4df736c-5d29-4358-9d22-f0d5f087dd09'],1,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.195,Pass,
,,,,,,,,,,,,,,,,,,2.435781,,,,,,,,,,,,,,c651603c-e08e-47f6-8ae4-6f158948fee8,9,,"[46.9, 42.6]",3825865,0,,,,,-0.7602183,,Right Foot,,,"[81.5, 9.7]",,High Pass,,47.744843,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,['47897cd0-cba2-48cb-90d0-f046c410a859'],2,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:02.786,Pass,
,,,,,,,,,,,,,,,,,,0.794402,,,,,,,,,,,,,,1280cfc7-f0b7-44a6-ba89-6447168e69d7,14,,"[100.4, 34.4]",3825865,0,,,,,0.6340227,,Left Foot,,,"[107.2, 39.4]",,Low Pass,,8.440379,,Incomplete,,Carlos Carmona Bonet,23848.0,,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,"['0cb24f23-a8d5-42bf-8f39-ef6e9aed1ba8', 'cb74a9d1-b61c-44d3-954e-76d13a6daa3a']",9,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:09.779,Pass,
,,,,,,,,,,,,,,,,,,1.428252,,,,,,,,,,,,,,ac27050f-aa59-49fa-bf72-034bed1dc263,17,,"[120.0, 0.1]",3825865,0,,,,,1.7156088,,Left Foot,,,"[115.1, 33.7]",,High Pass,,33.955414,,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Jonathan Rodríguez Menéndez,6581.0,Left Wing,3,Sporting Gijón,1041,['d98fcbc7-c4d5-456f-a90a-2a5a605c726d'],32,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:32.744,Pass,
,,,,,,,,,,,,,,,,,,1.522353,,,,,,,,,,,,,,fa89fe05-4206-4458-a340-c60e33545486,20,,"[81.9, 33.5]",3825865,0,,,,True,-0.18534794,,,,,"[85.1, 32.9]",,High Pass,,3.255764,,Incomplete,,,,,,,,,Recovery,1,From Corner,Ismael López Blanco,24263.0,Left Back,3,Sporting Gijón,1041,"['4d412d82-230d-4014-a449-b1821c4624c6', '554da7ac-9183-4f35-a3c9-de734dad3ae8']",37,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:37.096,Pass,True
,,,,,,,,,,,,,,,,,,2.776162,,,,,,,,,,,,,,554da7ac-9183-4f35-a3c9-de734dad3ae8,21,,"[35.0, 47.2]",3825865,0,,,,,0.28728145,,Right Foot,,,"[65.8, 56.3]",,High Pass,,32.116196,,Incomplete,,,,,,,,,Recovery,1,From Corner,Álvaro Vázquez García,24035.0,Center Forward,3,Sporting Gijón,1041,"['a921c1dc-8baf-417e-af23-1282164953d1', 'fa89fe05-4206-4458-a340-c60e33545486']",38,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:38.619,Pass,
,,,,,,,,,,,,,,,,,,2.928436,,,,,,,,,,,,,,a921c1dc-8baf-417e-af23-1282164953d1,22,,"[54.3, 23.8]",3825865,0,,,,,2.7803257,,Other,,,"[23.6, 35.4]",,Ground Pass,,32.81844,,,,Iván Cuéllar Sacristán,6610.0,,,,,,Recovery,1,From Corner,Jorge Meré Pérez,8818.0,Left Center Back,3,Sporting Gijón,1041,"['07c7eb0d-da88-4c7d-b052-328aa27ed6b3', '554da7ac-9183-4f35-a3c9-de734dad3ae8']",41,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:41.395,Pass,
