50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.24021,,,,,,,,,,,,,,ec552119-b516-43fa-bdd5-412d2d3dcb1b,26,,"[24.8, 38.7]",3825865,0,,,,,-0.014533861,,Left Foot,,,"[59.2, 38.2]",,Ground Pass,,34.403633,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Corner,Iván Cuéllar Sacristán,6610.0,Goalkeeper,3,Sporting Gijón,1041,['0b8ae633-d837-4739-9c46-e33598343eff'],44,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:44.443,Pass,
,,,,,,,,,,,,,,,,,,2.363706,,,,,,,,,,,,,,18852d5e-887a-4f56-b73b-337d05678911,30,,"[57.3, 39.4]",3825865,0,,,,,1.4352686,,Right Foot,,,"[62.7, 79.0]",,Low Pass,,39.966484,,Out,,,,,,,,,,1,From Corner,Luis Hernández Rodríguez,6561.0,Right Center Back,3,Sporting Gijón,1041,['300dc679-9bfa-415d-b66f-528e964498cc'],45,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:45.732,Pass,True
,,,,,,,,,,,,,,,,,,1.392836,,,,,,,,,,,,,,f2298469-6c4a-4ddc-970d-fc17b5c3e3d2,31,,"[52.8, 0.1]",3825865,1,,,,,0.22545837,,,,,"[74.6, 5.1]",,High Pass,,22.366045,,,,Álvaro Vázquez García,24035.0,,,,,,Throw-in,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Left Back,4,Getafe,216,['0fc1e838-73d5-4fe7-ae52-5dedd306c1dd'],3,,,,,,,,,,,,,,,,,,,Getafe,216,00:01:03.868,Pass,
,,,,,,,,,,,,,,,,,,1.496565,,,,,,,,,,,,,,fe23ee84-d5ab-494d-ad74-34b379efd811,37,,"[73.9, 0.1]",3825865,1,,,,,0.25670832,,,,,"[97.9, 6.4]",,Low Pass,,24.8131,,,,Pablo Sarabia García,6720.0,,,,,,Throw-in,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Left Back,5,Getafe,216,['81ece966-9cc0-49bf-b1a8-56438aca458c'],22,,,,,,,,,,,,,,,,,,,Getafe,216,00:01:22.505,Pass,
,,,,,,,,,,,,,,,,,,1.29601,,,,,,,,,,,,,,db499cbc-8369-46a0-834a-3502df92b040,44,,"[20.5, 80.0]",3825865,1,,True,,,-0.2812988,,,,,"[51.3, 71.1]",,High Pass,,32.0601,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Throw-in,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,6,Sporting Gijón,1041,['585fd1d1-7bda-4801-9700-bdce5c30a803'],38,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:38.594,Pass,
,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,97ea07b7-9ad8-4d20-8e04-52850e2dc007,47,,"[51.3, 71.1]",3825865,1,,,,True,-2.587285,,,,,"[42.9, 65.9]",,Low Pass,,9.8792715,,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,From Throw In,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,6,Sporting Gijón,1041,"['80b90f88-87ce-4302-9af9-df1253210d8e', 'd4288b95-b938-4b35-93c8-9e836c7c13f4']",39,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:39.885,Pass,True
,,,,,,,,,,,,,,,,,,3.285803,,,,,,,,,,,,,,7386b32a-c8ec-41bb-99bd-6c1ec76f0c2d,50,,"[42.9, 65.9]",3825865,1,,,,,-0.017043805,,Right Foot,,,"[78.1, 65.3]",,High Pass,,35.205112,,Incomplete,,,,,,,,,,1,From Throw In,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,6,Sporting Gijón,1041,['43e887cf-9699-4212-8baa-1e3a4147e04b'],40,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:40.788,Pass,
,,,,,,,,,,,,,,,,,,2.105399,,,,,,,,,,,,,,43e887cf-9699-4212-8baa-1e3a4147e04b,51,,"[42.0, 14.8]",3825865,1,,,,,-0.02428672,,Head,,,"[66.7, 14.2]",,High Pass,,24.707287,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Santiago Vergini,27403.0,Right Center Back,6,Sporting Gijón,1041,"['400da404-ce6a-4e4b-94f6-b42c65dc25bc', '7386b32a-c8ec-41bb-99bd-6c1ec76f0c2d']",44,,,,,,,,,,,,,,,,,,,Getafe,216,00:01:44.074,Pass,
,,,,,,,,,,,,,,,,,,1.292467,,,,,,,,,,,,,,400da404-ce6a-4e4b-94f6-b42c65dc25bc,53,,"[53.4, 65.9]",3825865,1,,,,True,-0.071307465,,,,,"[61.8, 65.3]",,High Pass,,8.421401,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,6,Sporting Gijón,1041,"['43e887cf-9699-4212-8baa-1e3a4147e04b', '82ff04cd-e018-46cc-99d0-99c020ab6942', '8ec4cdd6-0212-496d-95ca-f92af8d4b77c']",46,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:46.179,Pass,True
,,,,,,,,,,,,,,,,,,3.716219,,,,,,,,,,,,,,8ec4cdd6-0212-496d-95ca-f92af8d4b77c,55,,"[58.3, 14.8]",3825865,1,,,,,-0.25851494,,Left Foot,,,"[112.0, 0.6]",,High Pass,,55.545746,,Out,,,,,,,,,Recovery,1,From Throw In,Santiago Vergini,27403.0,Right Center Back,6,Sporting Gijón,1041,"['400da404-ce6a-4e4b-94f6-b42c65dc25bc', 'ff152125-a5eb-4589-bc14-1f97fdf8f46e']",47,,,,,,,,,,,,,,,,,,,Getafe,216,00:01:47.471,Pass,True
,,,,,,,,,,,,,,,,,,1.333802,,,,,,,,,,,,,,8afcf869-0884-45c6-8616-e099f3782611,56,,"[21.0, 80.0]",3825865,2,,True,,,-0.8163537,,,,,"[47.6, 51.7]",,High Pass,,38.838768,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,7,Sporting Gijón,1041,['3288e401-c3d5-4f80-99a0-9bb2679a49cc'],6,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:06.314,Pass,
,,,,,,,,,,,,,,,,,,1.314435,,,,,,,,,,,,,,3ddec6db-a414-4fc8-9d3c-8058615f4091,59,,"[14.5, 29.6]",3825865,2,,,,,-0.78065884,,Keeper Arm,,,"[25.1, 19.1]",,Ground Pass,,14.92012,,,,Jorge Meré Pérez,8818.0,,,,,,,1,From Throw In,Iván Cuéllar Sacristán,6610.0,Goalkeeper,7,Sporting Gijón,1041,['a553fa2b-3d70-4332-852c-b558d66826a2'],17,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:17.593,Pass,
,,,,,,,,,,,,,,,,,,1.799833,,,,,,,,,,,,,,388599cb-1596-43d9-a855-af8d60c78277,62,,"[26.1, 19.1]",3825865,2,,,,,1.631146,,Right Foot,,,"[24.1, 52.2]",,Ground Pass,,33.160366,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Throw In,Jorge Meré Pérez,8818.0,Left Center Back,7,Sporting Gijón,1041,['239f64a4-4af8-463d-a038-2ca53c6e7767'],20,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:20.699,Pass,
,,,,,,,,,,,,,,,,,,1.51495,,,,,,,,,,,,,,441e3692-677d-43bb-9327-027376b9db1e,65,,"[24.1, 52.2]",3825865,2,,,,,-2.0463717,,Right Foot,,,"[13.8, 32.2]",,Ground Pass,,22.496445,,,,Iván Cuéllar Sacristán,6610.0,,,,,,,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Center Back,7,Sporting Gijón,1041,['68832296-d24c-405b-aafd-3b0892cfe134'],22,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:22.645,Pass,
,,,,,,,,,,,,,,,,,,5.85208,,,,,,,,,,,,,,b7a8177a-8030-4716-a748-986b2a934ba5,68,,"[17.7, 29.1]",3825865,2,,,,,-0.17239493,,Left Foot,,,"[100.4, 14.7]",,High Pass,,83.94433,,Incomplete,,,,,,,,,,1,From Throw In,Iván Cuéllar Sacristán,6610.0,Goalkeeper,7,Sporting Gijón,1041,['f8857680-3150-4c6d-9cea-0fe28fd45f28'],26,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:26.721,Pass,
,,,,,,,,,,,,,,,,,,1.977372,,,,,,,,,,,,,,f8857680-3150-4c6d-9cea-0fe28fd45f28,69,,"[19.7, 65.4]",3825865,2,,,,,-0.2173836,,Right Foot,,,"[60.9, 56.3]",,Low Pass,,42.19301,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Santiago Vergini,27403.0,Right Center Back,7,Sporting Gijón,1041,"['74941ca2-e0d4-4aa8-a094-73835b73e9a1', 'b7a8177a-8030-4716-a748-986b2a934ba5']",32,,,,,,,,,,,,,,,,,,,Getafe,216,00:02:32.573,Pass,
,,,,,,,,,,,,,,,,,,1.258547,,,,,,,,,,,,,,5c0e6624-db98-436c-9b01-5d54547f8e4f,74,,"[60.4, 25.7]",3825865,2,,True,,,2.0431647,,Right Foot,,,"[53.4, 39.4]",,Ground Pass,,15.384732,,,,Luis Hernández Rodríguez,6561.0,,,,,,Free Kick,1,From Free Kick,Ignacio Cases Mora,18925.0,Left Defensive Midfield,8,Sporting Gijón,1041,['b0ab8e11-d862-49df-beb5-77128d2a4fe6'],45,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:45.072,Pass,
,,,,,,,,,,,,,,,,,,1.255144,,,,,,,,,,,,,,400c6ae8-a262-4efc-b2cf-13dbfeabaea6,76,,"[53.4, 45.4]",3825865,2,,,,,1.3553107,,Right Foot,,,"[58.5, 68.7]",,Ground Pass,,23.851625,,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Free Kick,Luis Hernández Rodríguez,6561.0,Right Center Back,8,Sporting Gijón,1041,['291f8743-06d1-4719-8148-8f6efb1bcdd9'],47,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:47.597,Pass,
,,,,,,,,,,,,,,,,,,1.361025,,,,,,,,,,,,,,ab492352-7704-4978-a70f-37156ad50a18,79,,"[55.3, 69.4]",3825865,2,,,,,-2.0242662,,Left Foot,,,"[47.6, 53.6]",,Ground Pass,,17.576405,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Free Kick,Alberto Lora Ramos,26633.0,Right Back,8,Sporting Gijón,1041,['79d9a47d-de26-48fb-b859-eb940d089d41'],49,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:49.984,Pass,
,,,,,,,,,,,,,,,,,,0.964182,,,,,,,,,,,,,,ee50a1cc-ed69-45b5-9403-dd37d10dd5a5,82,,"[53.4, 55.0]",3825865,2,,,,,1.3022741,,Right Foot,,,"[57.5, 69.9]",,Ground Pass,,15.453802,,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Free Kick,Luis Hernández Rodríguez,6561.0,Right Center Back,8,Sporting Gijón,1041,['10eb4ce5-7711-43aa-9c1b-777fd018ced7'],54,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:54.500,Pass,
,,,,,,,,,,,,,,,,,,1.3809,,,,,,,,,,,,,,7af1c4aa-5e83-4d0b-89c5-9c5116557a5e,86,,"[57.9, 69.2]",3825865,2,,,,,0.14981246,,Left Foot,,,"[89.7, 74.0]",,High Pass,,32.160225,,,,Alen Halilović,6926.0,,,,,,,1,From Free Kick,Alberto Lora Ramos,26633.0,Right Back,8,Sporting Gijón,1041,['dee9452a-830d-44a3-9aee-b9eaa3ccfc18'],57,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:57.974,Pass,
,,,,,,,,,,,,,,,,,,1.41612,,,,,,,,,,,,,,06e05e24-2c56-4cd1-ae4c-6efa53fa5729,90,,"[85.1, 71.8]",3825865,3,,,,,-1.4159282,,Left Foot,,,"[88.8, 48.1]",,Ground Pass,,23.98708,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Free Kick,Alen Halilović,6926.0,Center Attacking Midfield,8,Sporting Gijón,1041,"['4de4e451-c603-4c30-ac25-c9ff703ddca1', '7508ae64-4b75-4570-bb74-6f0730425abd']",3,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:03.357,Pass,True
,,,,,,,,,,,,,,,,,,0.966239,,,,,,,,,,,,,,ca1659b4-5d90-4a8e-ad48-52261ba709b1,94,,"[87.3, 49.9]",3825865,3,,,,,-2.9974382,,Left Foot,,,"[74.9, 48.1]",,Ground Pass,,12.529964,,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,From Free Kick,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,8,Sporting Gijón,1041,"['0146c3c3-4ddf-41c1-a23b-6285dbe3dee0', 'f68aba84-5733-4dcc-9976-ca6a5ac73988']",5,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:05.336,Pass,True
,,,,,,,,,,,,,,,,,,1.776719,,,,,,,,,,,,,,0bf76ab6-44d8-4bf2-b72d-8097e225d737,97,,"[72.0, 47.8]",3825865,3,,,,,-1.9158623,,Left Foot,,,"[64.2, 26.1]",,Ground Pass,,23.05927,,,,Jorge Meré Pérez,8818.0,,,,,,,1,From Free Kick,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,8,Sporting Gijón,1041,['4d9c5667-9279-4ae6-a937-ac814ce4ce88'],7,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:07.496,Pass,
,,,,,,,,,,,,,,,,,,1.625766,,,,,,,,,,,,,,c84efb4e-c906-4777-9db9-c6e808a352ed,99,,"[64.2, 26.1]",3825865,3,,,,,-0.7719461,,Right Foot,,,"[86.8, 4.1]",,Low Pass,,31.539816,,,,Ismael López Blanco,24263.0,,,,,,,1,From Free Kick,Jorge Meré Pérez,8818.0,Left Center Back,8,Sporting Gijón,1041,['63f3365a-4eda-403a-8b29-8c173a438f36'],9,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:09.273,Pass,
,,,,,,,,,,,,,,,,,,2.519726,,,,,,,,,,,,,,39d24e94-ff5e-4b54-95f6-0efbd41ed322,102,,"[93.2, 11.9]",3825865,3,,,,,1.3986055,,Left Foot,,,"[100.4, 53.3]",,High Pass,,42.021423,,,,Carlos Carmona Bonet,23848.0,,,True,,,,1,From Free Kick,Ismael López Blanco,24263.0,Left Back,8,Sporting Gijón,1041,['fa646b06-1bf5-4d9d-b226-fe5fc38dd86f'],15,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:15.296,Pass,
,,,,,,,,,,,,,,,,,,0.844017,,,,,,,,,,,,,,7b9768b5-ce7a-4b6a-89f4-47c331b05358,105,,"[100.4, 53.3]",3825865,3,,,,,2.6465964,,Right Foot,,,"[89.1, 59.4]",,Low Pass,,12.841339,,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Free Kick,Carlos Carmona Bonet,23848.0,Right Wing,8,Sporting Gijón,1041,['d2d5ab33-16f3-4e17-adbb-e87186bd9e90'],17,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:17.944,Pass,
