bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,047e3c8f-ced4-46d2-aea7-0d7970f35af6,1,,,3825604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27480, 'name': 'Lucas Alfonso Orbán Alegre'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6725, 'name': 'Zakaria Bakkali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d8db43d5-475a-4896-bd1d-8863d0394ae5,2,,,3825604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4418, 'name': 'Matheus Dória Macedo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2ab2772-2937-4d56-9b48-d945344bb47b,3,,,3825604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['ad40313a-1d94-443c-be7b-e24aaf5405ea'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ad40313a-1d94-443c-be7b-e24aaf5405ea,4,,,3825604,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['c2ab2772-2937-4d56-9b48-d945344bb47b'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,25291850-ad60-4f03-8dfa-69a9d7c3ce5d,1503,,,3825604,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Valencia,207,['6c8e8562-75e5-4dcd-8f0d-252539feb58f'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c8e8562-75e5-4dcd-8f0d-252539feb58f,1504,,,3825604,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Valencia,207,['25291850-ad60-4f03-8dfa-69a9d7c3ce5d'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.488115,,,,,,,,,,,,,,33452c56-9dbc-4a2c-a5dc-60fa5d2c95b4,5,,"[61.0, 40.1]",3825604,0,,,,1.6614562,,Right Foot,,,,"[60.8, 42.3]",,Ground Pass,,2.209072,,,,Javier Márquez Moreno,24783.0,,,,,,Kick Off,1,From Kick Off,Youssef El-Arabi,27109.0,Center Forward,2,Granada,1049,['3b6a4b4d-5bc4-42d1-bb5e-3fdb0eb0f4ea'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.520,Pass,
,,,,,,,,,,,,,,,,1.744343,,,,,,,,,,,,,,7c5742bb-a067-4b40-8403-9ba82c65c845,8,,"[58.2, 42.3]",3825604,0,,,,2.8344493,,Left Foot,,,,"[35.5, 49.5]",,Ground Pass,,23.814491,,,,David Rodríguez Lombán,6702.0,,,,,,,1,From Kick Off,Javier Márquez Moreno,24783.0,Center Attacking Midfield,2,Granada,1049,['30babf2f-4695-4aec-b883-1abbcedc39fe'],1,,,,,,,,,,,,,,,,,Granada,1049,00:00:01.489,Pass,
,,,,,,,,,,,,,,,,1.341494,,,,,,,,,,,,,,1996fc70-437e-4af4-ad98-fca1cdc45a68,12,,"[34.3, 54.6]",3825604,0,,,,1.3864719,,Right Foot,,,,"[37.6, 72.3]",,Ground Pass,,18.005,,,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,,1,From Kick Off,David Rodríguez Lombán,6702.0,Right Center Back,2,Granada,1049,"['2df38416-559d-4dbd-a0f2-33b2005afdcd', '44913219-9534-4661-8e20-194e9eb51ce9']",4,,,,,,,,,,,,,,,,,Granada,1049,00:00:04.033,Pass,True
,,,,,,,,,,,,,,,,1.096025,,,,,,,,,,,,,,183c8aea-9cc2-44b8-8dca-abbdb29a5583,16,,"[38.6, 74.9]",3825604,0,,,,0.19598113,,Right Foot,,,,"[52.2, 77.6]",,Ground Pass,,13.865424,,,,Isaac Ajayi Success,6918.0,,,,,,,1,From Kick Off,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,2,Granada,1049,"['117dce29-b03d-4534-8304-fe48237418b7', '340185ef-5b48-4967-a4aa-0e5c3323ffbd']",6,,,,,,,,,,,,,,,,,Granada,1049,00:00:06.318,Pass,True
