50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f940607b-5128-4d0e-b693-977e71c6932d,1,,,3825890,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba2b3bef-4241-433d-b875-c3c8046bca34,2,,,3825890,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 31}, {'player': {'id': 10868, 'name': 'Ricardo Jorge Luz Horta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01e6a1a6-62cc-428b-b7ea-191e4612c138,3,,,3825890,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['5a6204a3-408c-4834-9232-ce36593062b6'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a6204a3-408c-4834-9232-ce36593062b6,4,,,3825890,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['01e6a1a6-62cc-428b-b7ea-191e4612c138'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f3bb1265-dac0-43b9-9d4c-56b34f6b5238,1655,,,3825890,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Málaga,223,['d106b735-e594-41ba-b0b9-85156274d319'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d106b735-e594-41ba-b0b9-85156274d319,1656,,,3825890,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Málaga,223,['f3bb1265-dac0-43b9-9d4c-56b34f6b5238'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.340448,,,,,,,,,,,,,59dba5f1-68ae-4b54-9fec-7462b755a9d7,5,,"[61.0, 40.1]",3825890,0,,,,,1.929567,,Right Foot,,,,"[60.1, 42.5]",,Ground Pass,,2.5632012,,,,Duje Čop,8419.0,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,2,Málaga,223,['64b563db-177b-4c62-a0c9-24640abef772'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.078,Pass,
,,,,,,,,,,,,,,,,,,,1.978838,,,,,,,,,,,,,97191d3e-699c-486d-9713-a1b15818c400,8,,"[59.9, 42.5]",3825890,0,,,,,-2.869525,,Right Foot,,,,"[32.3, 34.8]",,Ground Pass,,28.65397,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Duje Čop,8419.0,Right Center Forward,2,Málaga,223,['5ee9e60f-2f53-4d0b-859d-6d0dcea154c2'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.487,Pass,
,,,,,,,,,,,,,,,,,,,4.399939,,,,,,,,,,,,,ac90bfa3-ee8e-40ec-91d8-53eccaf50aab,11,,"[34.1, 35.0]",3825890,0,,,,,-0.01255821,,Left Foot,,,,"[97.8, 34.2]",,High Pass,,63.705025,,Incomplete,,,,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,['4e17602a-e71b-44ac-9ece-74e845c807a9'],3,,,,,,,,,,,,,,,,,Málaga,223,00:00:03.872,Pass,
,,,,,,,,,,,,,,,,,,,1.929036,,,,,,,,,,,,,4e17602a-e71b-44ac-9ece-74e845c807a9,12,,"[22.3, 45.9]",3825890,0,,,,,-1.5972219,,Head,,,,"[21.7, 23.2]",,Low Pass,,22.707928,,,,Lucas Hernández Pi,5484.0,,,,,Recovery,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,3,Atlético Madrid,212,"['428f6308-9ab8-448c-b8a3-0b4fcafc7ca3', 'ac90bfa3-ee8e-40ec-91d8-53eccaf50aab']",8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:08.272,Pass,
