bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e5153bf-a724-4004-8619-3cfe53691785,1,,,3825588,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9246, 'name': 'Patrick Ebert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f06f407-a66a-42a6-b79d-d158cbf5f92e,2,,,3825588,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07077f79-3b6b-4c66-bc62-b6e357dad3c8,3,,,3825588,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['deda94c6-d8ab-4bba-a8fe-5b249dfe95f1'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,deda94c6-d8ab-4bba-a8fe-5b249dfe95f1,4,,,3825588,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['07077f79-3b6b-4c66-bc62-b6e357dad3c8'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e712558a-c5ec-404d-8cd1-8996e28602d1,1777,,,3825588,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,RC Deportivo La Coruña,219,['65836ef5-ce5e-4056-9e83-824c101fffa3'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65836ef5-ce5e-4056-9e83-824c101fffa3,1778,,,3825588,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,RC Deportivo La Coruña,219,['e712558a-c5ec-404d-8cd1-8996e28602d1'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.728684,,,,,,,,,,,,,a0c4971e-b4d1-4851-bdd7-1e65fcbcc727,5,,"[61.0, 40.1]",3825588,0,True,,,2.5899377,,Right Foot,,,,"[51.9, 45.7]",,Ground Pass,,10.685037,,,,Roberto Trashorras Gayoso,26848.0,,,,,Kick Off,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Center Forward,2,Rayo Vallecano,360,['aeb49a3a-785d-4ce2-b391-8e5b47b6a79c'],1,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:01.271,Pass,
,,,,,,,,,,,,,,,,,1.799288,,,,,,,,,,,,,f5921c4b-f501-4dfa-8eec-57ef48315072,7,,"[50.7, 48.6]",3825588,0,,,,1.8244704,,Right Foot,,,,"[45.1, 70.2]",,Ground Pass,,22.314121,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['e47d7cd5-3ffb-4492-8e61-264068737892'],3,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:03.560,Pass,
,,,,,,,,,,,,,,,,,0.533658,,,,,,,,,,,,,9aa6c5ff-ab71-4db8-a77b-2b7ea6f7cd2e,10,,"[44.4, 69.0]",3825588,0,,,,-1.9244995,,Right Foot,,,,"[42.0, 62.5]",,Ground Pass,,6.928925,,,,José Raúl Baena Urdiales,26607.0,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,['ad9d405b-a2cb-47de-b3ed-6e2c3818b041'],6,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:06.462,Pass,
,,,,,,,,,,,,,,,,,1.018957,,,,,,,,,,,,,8398adc8-99fd-4c1a-8d4a-5610173d7086,13,,"[39.7, 61.2]",3825588,0,,,,-2.9476335,,Right Foot,,,,"[28.5, 59.0]",,Ground Pass,,11.414026,,,,Antonio Amaya Carazo,27144.0,,,,,,1,From Kick Off,José Raúl Baena Urdiales,26607.0,Left Defensive Midfield,2,Rayo Vallecano,360,['b0f047f7-5fca-4a47-aedb-44590335fea6'],9,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:09.082,Pass,
