bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab014e76-da65-4e5b-885c-84ad416898b6,1,,,3825699,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e11eee0e-7fe7-4e86-a593-0138dfe43ecc,2,,,3825699,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c55da6f7-4f94-423f-9e8a-cdcc365d17c0,3,,,3825699,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['1102b0b1-b96b-48ec-a6eb-bc02380248ac'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1102b0b1-b96b-48ec-a6eb-bc02380248ac,4,,,3825699,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['c55da6f7-4f94-423f-9e8a-cdcc365d17c0'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,75b60166-d60f-4845-8575-a626439428f4,1355,,,3825699,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Sevilla,213,['b89509ce-e7e1-4d41-b501-535625844d9f'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b89509ce-e7e1-4d41-b501-535625844d9f,1356,,,3825699,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Sevilla,213,['75b60166-d60f-4845-8575-a626439428f4'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.992374,,,,,,,,,,,,,4facdc8d-36f0-468e-b012-2824b45afee6,5,,"[61.0, 40.1]",3825699,0,,True,,,-1.4056476,,Right Foot,,,"[61.3, 38.3]",Ground Pass,,1.8248287,,,,,Éver Maximiliano David Banega,5504.0,,,,,,Kick Off,1,From Kick Off,Kevin Gameiro,6401.0,Center Forward,2,Sevilla,213,['cb001c1e-2ed4-4165-8d8d-a609be038852'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.819,Pass,
,,,,,,,,,,,,,2.29173,,,,,,,,,,,,,cc8d6d2b-5d5e-44fa-9bcb-98cb783ca2b5,8,,"[61.7, 37.7]",3825699,0,,,,,-1.9037644,,Right Foot,,,"[48.8, 0.4]",Ground Pass,,39.46771,,,Out,,Benoît Trémoulinas,27483.0,,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,2,Sevilla,213,"['40395a47-bfa4-4b71-b078-d21a85aa336f', 'e47ec7fd-c657-4aac-ad4e-eee66046ffb3']",2,,,,,,,,,,,,,,,,,Sevilla,213,00:00:02.215,Pass,True
,,,,,,,,,,,,,2.625521,,,,,,,,,,,,,a96eac60-a9ba-4624-b0db-97527d670dd7,10,,"[69.4, 80.0]",3825699,0,,True,,,-0.3997811,,,,,"[97.8, 68.0]",Low Pass,,30.831154,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Francisco José Molinero Calderón,6865.0,Right Back,3,Real Betis,218,['5edfb333-155a-4405-bba7-91ab0646ffca'],12,,,,,,,,,,,,,,,,,Real Betis,218,00:00:12.584,Pass,
,,,,,,,,,,,,,1.397217,,,,,,,,,,,,,5edfb333-155a-4405-bba7-91ab0646ffca,12,,"[22.3, 12.1]",3825699,0,,,,,-0.28858736,,Right Foot,,,"[28.7, 10.2]",High Pass,,6.676077,,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,3,Real Betis,218,"['2b8dbe15-f6b4-463c-bc51-6d9981087385', 'a96eac60-a9ba-4624-b0db-97527d670dd7', 'aad97e2d-6cef-4007-b6a7-7be024c0588c']",15,,,,,,,,,,,,,,,,,Sevilla,213,00:00:15.210,Pass,True
