bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.362667,,,,,,,,,,,d37ac516-d63a-4a06-b8e2-7baa709122cf,17,,"[54.5, 8.0]",3825567,0,,,,,-0.5404195,,Left Foot,,,"[64.0, 2.3]",High Pass,,11.078809,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,From Kick Off,Ismael López Blanco,24263.0,Left Back,2,Sporting Gijón,1041,['20717b9b-e3f4-45a1-acbd-da91af31bdb0'],8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:08.595,Pass,
,,,,,,,,,,,,,,,,,2.060616,,,,,,,,,,,9be391d8-9b8f-41a3-bf1a-f7f8da49469e,20,,"[66.1, 2.3]",3825567,0,,,,,0.67747104,,Left Foot,,,"[97.3, 27.4]",High Pass,,40.043102,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,2,Sporting Gijón,1041,['68ee3262-28aa-41c8-a7bd-d6e3e335bb36'],11,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:11.105,Pass,
,,,,,,,,,,,,,,,,,3.01164,,,,,,,,,,,f7ac9676-a3b3-4bd6-9ca8-cee549bcc857,25,,"[14.4, 31.3]",3825567,0,,True,,,-0.7714456,,Keeper Arm,,,"[36.2, 10.1]",High Pass,,30.408552,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Keylor Navas Gamboa,5597.0,Goalkeeper,3,Real Madrid,220,['25aeeda3-5991-44c9-8123-6921c70f91a2'],25,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.421,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,ae7a1725-4a73-408d-9422-3b91b878f211,27,,"[42.3, 7.3]",3825567,0,,,,,2.237354,,Left Foot,,,"[36.4, 14.8]",Ground Pass,,9.542537,,,Toni Kroos,5574.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['5806ba5f-dfb0-4ce7-b2fd-efb5e268eeec'],30,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.932,Pass,
,,,,,,,,,,,,,,,,,0.854528,,,,,,,,,,,d7dc6bcf-bb4d-4322-b221-2ed85bf4ef68,30,,"[36.4, 14.8]",3825567,0,,,,,1.7556192,,Right Foot,,,"[32.1, 37.8]",Ground Pass,,23.398504,,,Sergio Ramos García,5201.0,,,,,,1,From Keeper,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,['9546384b-eedb-4699-8566-9b88ba7773c6'],32,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:32.533,Pass,
,,,,,,,,,,,,,,,,,1.870138,,,,,,,,,,,1012ef8c-c481-4511-9f27-6a3c4e503cf3,33,,"[32.3, 41.0]",3825567,0,,,,,0.976881,,Right Foot,,,"[53.3, 72.1]",Ground Pass,,37.526123,Incomplete,,Danilo Luiz da Silva,3063.0,,,,,,1,From Keeper,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,"['44ef0e90-c523-49af-a95c-942863bcabe9', '72cb8747-71c3-43fb-9e31-c1ab9129ee23']",35,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:35.310,Pass,
,,,,,,,,,,,,,,,,,1.332637,,,,,,,,,,,f0ba95a4-6dd0-4ea8-b7a6-559516399172,37,,"[72.9, 0.1]",3825567,0,,,,,0.27776915,,,,,"[97.8, 7.2]",High Pass,,25.89247,Incomplete,,,,,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,4,Sporting Gijón,1041,['fa0c325c-6326-4495-9287-05445d76e097'],49,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:49.554,Pass,
,,,,,,,,,,,,,,,,,1.177415,,,,,,,,,,,fa0c325c-6326-4495-9287-05445d76e097,38,,"[22.3, 72.9]",3825567,0,,,,,0.2730087,,Right Foot,,,"[42.3, 78.5]",High Pass,,20.769209,Incomplete,,Francisco Román Alarcón Suárez,4926.0,,,,,Recovery,1,From Throw In,Raphaël Varane,5485.0,Right Center Back,4,Sporting Gijón,1041,"['9ed0d05f-859a-4898-9618-a2abfc27bf9d', 'dd98a353-e6c1-4eef-bb95-b04e67301674', 'f0ba95a4-6dd0-4ea8-b7a6-559516399172']",50,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.887,Pass,
,,,,,,,,,,,,,,,,,2.034358,,,,,,,,,,,dd98a353-e6c1-4eef-bb95-b04e67301674,40,,"[77.8, 1.6]",3825567,0,,,,,1.2324727,,Head,,,"[81.6, 12.4]",High Pass,,11.449018,Incomplete,,,,,,,,Interception,1,From Throw In,Ismael López Blanco,24263.0,Left Back,4,Sporting Gijón,1041,"['ede39dc1-44ce-446c-894c-e2bfcbcc966a', 'fa0c325c-6326-4495-9287-05445d76e097']",52,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:52.064,Pass,
,,,,,,,,,,,,,,,,,1.621004,,,,,,,,,,,ede39dc1-44ce-446c-894c-e2bfcbcc966a,42,,"[38.5, 67.7]",3825567,0,,,,True,0.224416,,,,,"[47.7, 69.8]",High Pass,,9.436631,,,Gareth Frank Bale,6399.0,,,,,Recovery,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,5,Real Madrid,220,"['4811a5f1-deae-4bc3-9a79-e3acdc4b96b6', '9ded37cb-310b-42bf-8340-bd86eef7de2e', 'dd98a353-e6c1-4eef-bb95-b04e67301674']",54,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:54.099,Pass,True
,,,,,,,,,,,,,,,,,1.221168,,,,,,,,,,,47d7c1b5-a169-497e-8ac1-a4543daafeb0,45,,"[46.4, 69.2]",3825567,0,,,,True,0.0,,,,,"[52.9, 69.2]",Low Pass,,6.5,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Center Attacking Midfield,5,Real Madrid,220,"['422c84eb-26ed-485d-a7a0-09ae5f6c6a05', '6b0e5586-ea49-4676-8395-dbb590cb264c']",55,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:55.800,Pass,True
,,,,,,,,,,,,,,,,,3.204643,,,,,,,,,,,b83e3a53-2710-4d34-a9c6-cba3158311c4,49,,"[54.6, 68.2]",3825567,0,,,,,0.42629844,,Right Foot,,,"[77.5, 78.6]",Low Pass,,25.150944,Incomplete,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Wing,5,Real Madrid,220,"['01027e77-d637-4d98-bac1-98f4708f52a7', '58411ede-2f32-4e47-8b11-1b0a93c27f3a']",57,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.152,Pass,
,,,,,,,,,,,,,,,,,2.671772,,,,,,,,,,,58411ede-2f32-4e47-8b11-1b0a93c27f3a,51,,"[42.6, 1.5]",3825567,1,,,,,2.4066567,,Right Foot,,,"[16.6, 25.0]",Ground Pass,,35.0464,,,Iván Cuéllar Sacristán,6610.0,,,,,Recovery,1,Regular Play,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,5,Real Madrid,220,"['6c98760a-3374-4f18-95cd-2b58f7af7990', 'b83e3a53-2710-4d34-a9c6-cba3158311c4']",0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:00.356,Pass,
,,,,,,,,,,,,,,,,,3.411456,,,,,,,,,,,c54bbfad-4e5c-4336-a960-b422c9e144a1,54,,"[16.6, 25.0]",3825567,1,,,,,0.060691554,,Left Foot,,,"[92.3, 29.6]",High Pass,,75.83963,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,5,Real Madrid,220,"['0e9b1be3-c2e5-45bd-9802-9e4254662a2f', '33fa0cfb-ef41-4c78-8d32-4237313a78fe']",3,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:03.108,Pass,
,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,33fa0cfb-ef41-4c78-8d32-4237313a78fe,57,,"[27.8, 50.5]",3825567,1,,,,True,-0.13255154,,,,,"[29.3, 50.3]",High Pass,,1.5132746,Incomplete,,,,,,,,Recovery,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,5,Real Madrid,220,"['74921921-dfea-40e2-ba2b-3e037dd1e03a', '98855375-a620-4258-95c3-52311ed8fb8d', 'c54bbfad-4e5c-4336-a960-b422c9e144a1']",6,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.520,Pass,True
,,,,,,,,,,,,,,,,,4.525853,,,,,,,,,,,27e48033-f62b-4544-95a3-dc89dc3a61f5,64,,"[15.9, 52.5]",3825567,1,,,,,-0.6007551,,Right Foot,,,"[76.9, 10.7]",High Pass,,73.94755,,,Gareth Frank Bale,6399.0,,True,,,Free Kick,1,From Free Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,6,Real Madrid,220,['53eba022-9ba9-4863-b29d-20f9f14c7067'],34,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:34.127,Pass,
,,,,,,,,,,,,,,,,,1.485859,,,,,,,,,,,9373cb5d-c72c-4c23-8d86-cad32da6316f,69,,"[52.3, 80.0]",3825567,1,,,,,-0.52040476,,,,,"[69.4, 70.2]",High Pass,,19.709135,Incomplete,,Carlos Carmona Bonet,23848.0,,,,,Throw-in,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,7,Sporting Gijón,1041,"['67b00ee7-e78e-4073-9a71-755682bd098e', 'ba0071a4-a4db-4b0b-8c99-a11b3abfe4d7']",55,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:55.762,Pass,
,,,,,,,,,,,,,,,,,1.748864,,,,,,,,,,,0503a9e8-9851-4772-9630-111988c98414,72,,"[77.4, 64.6]",3825567,1,,,,,-2.4439683,,Right Foot,,,"[63.8, 53.2]",High Pass,,17.745985,,,Ignacio Cases Mora,18925.0,,,,,Recovery,1,From Throw In,Miguel Ángel Guerrero Martín,6602.0,Right Center Forward,7,Sporting Gijón,1041,['cd083ff9-9f04-454f-91da-200ec54eb581'],58,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:58.331,Pass,
,,,,,,,,,,,,,,,,,0.957891,,,,,,,,,,,a9b017d4-9462-4ade-a569-cd4f61b93425,75,,"[70.0, 54.7]",3825567,2,,,,,0.30998638,,Left Foot,,,"[82.8, 58.8]",Low Pass,,13.44061,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,,,,,1,From Throw In,Ignacio Cases Mora,18925.0,Left Defensive Midfield,7,Sporting Gijón,1041,"['6353b240-4d69-4302-9b96-f0911059c8ea', 'dd485b16-5ef6-4dba-b4d4-8c27f13dcc7c']",1,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:01.051,Pass,
,,,,,,,,,,,,,,,,,0.561125,,,,,,,,,,,6353b240-4d69-4302-9b96-f0911059c8ea,77,,"[37.3, 21.3]",3825567,2,,,,,-0.8913825,,Left Foot,,,"[43.6, 13.5]",Ground Pass,,10.026465,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Interception,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,7,Sporting Gijón,1041,"['93a22eea-f601-4574-ac42-01b60f6744d1', 'a9b017d4-9462-4ade-a569-cd4f61b93425']",2,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:02.009,Pass,
,,,,,,,,,,,,,,,,,0.72499,,,,,,,,,,,790ffb0b-7b4d-4993-990e-ee90ca54d406,85,,"[75.0, 59.0]",3825567,2,,,,,1.9129522,,Right Foot,,,"[72.4, 66.3]",Ground Pass,,7.7491937,,,Ignacio Cases Mora,18925.0,,,,,,1,From Throw In,Carlos Carmona Bonet,23848.0,Right Midfield,7,Sporting Gijón,1041,['61c7b9e1-2337-4771-ad9c-9c18bf5f7d3e'],5,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:05.405,Pass,
,,,,,,,,,,,,,,,,,0.745183,,,,,,,,,,,9d9b297f-38e7-4452-bf53-7398820d1839,92,,"[54.0, 20.0]",3825567,2,,,,,0.46926552,,Left Foot,,,"[68.2, 27.2]",Ground Pass,,15.921055,,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,8,Real Madrid,220,['9e402aff-6c07-4f4d-b65a-cfbbbddb34f6'],11,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:11.065,Pass,
,,,,,,,,,,,,,,,,,0.679372,,,,,,,,,,,99537485-b65d-4b87-b1cf-6cce4ce04cda,95,,"[68.2, 27.2]",3825567,2,,,,,1.8215055,,Right Foot,,,"[66.1, 35.4]",Ground Pass,,8.464632,,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Jesé Rodríguez Ruiz,3990.0,Center Forward,8,Real Madrid,220,['3d0fc725-8501-41c2-834a-03f7e3177ccd'],11,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:11.871,Pass,
,,,,,,,,,,,,,,,,,0.086992,,,,,,,,,,,acaab6f1-d790-4178-a1e2-3eb246fe21ac,102,,"[98.7, 40.4]",3825567,2,,,,,0.81569195,,Left Foot,,,"[103.5, 45.5]",Ground Pass,,7.0035706,Incomplete,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Center Attacking Midfield,8,Real Madrid,220,"['0aa0572a-7cb7-4ddd-a2de-b3b9d1d93b36', '70feb187-e75b-43ef-b766-e62de44c099a', 'c09ea2b4-697d-497e-a211-3b2eb6851dca']",17,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:17.253,Pass,True
,,,,,,,,,,,,,,,,,2.513514,,,,,,,,,,,291fedc5-07f6-41ef-a8bf-b1b5bd822c47,110,,"[14.9, 47.3]",3825567,2,,,,,0.8195901,,Keeper Arm,,,"[38.9, 73.0]",High Pass,,35.16376,,,Carlos Carmona Bonet,23848.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,8,Real Madrid,220,['b60cd3eb-60c3-4702-98a1-9c67a6a3732e'],27,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:27.230,Pass,
,,,,,,,,,,,,,,,,,4.513498,,,,,,,,,,,8e5e53e7-8c82-4858-b016-d3d78594aeae,113,,"[49.7, 75.9]",3825567,2,,,,,-0.9818875,,Right Foot,,,"[83.7, 25.0]",Low Pass,,61.211193,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,True,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Midfield,8,Real Madrid,220,"['d9d220df-0250-4c72-bbbf-d19ad70447e5', 'e464af3b-571b-46b6-b682-b18bb8b057a5']",32,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:32.885,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,ca58576e-168e-4c39-bf28-eae4402c9c8b,117,,"[35.6, 58.3]",3825567,2,,,,,-1.4843074,,Right Foot,,,"[37.1, 41.0]",Ground Pass,,17.364906,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,8,Real Madrid,220,['dc069c83-e105-4a65-8447-ca354a4a452d'],37,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:37.866,Pass,
,,,,,,,,,,,,,,,,,1.249058,,,,,,,,,,,9bb80bc5-6850-488c-bff7-7b50c6fc0fdc,120,,"[37.1, 41.0]",3825567,2,,,,,1.1094636,,Right Foot,,,"[45.7, 58.3]",Ground Pass,,19.31968,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,8,Real Madrid,220,['265fad42-0e26-4060-a441-5ee80e154a7f'],39,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:39.881,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,672c0524-749c-4be6-a965-e11e0b7286ea,123,,"[52.0, 59.4]",3825567,2,,,,,-1.7975951,,Right Foot,,,"[44.2, 25.6]",Ground Pass,,34.688328,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,8,Real Madrid,220,['c8196fc8-dccc-40ae-9800-ca63611d9a95'],44,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:44.735,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,d98b2cd1-26a0-4c65-9af9-c847872fdd76,126,,"[46.2, 23.3]",3825567,2,,,,,-1.0907183,,Right Foot,,,"[55.0, 6.4]",Ground Pass,,19.053871,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,8,Real Madrid,220,['949f9cb3-72c2-464e-8c0e-416bc40f93c5'],47,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:47.630,Pass,
,,,,,,,,,,,,,,,,,2.740884,,,,,,,,,,,1d73035f-b85e-4b81-8e5a-48e59a325837,129,,"[55.5, 6.4]",3825567,2,,,,,0.6294423,,Left Foot,,,"[83.1, 26.5]",Ground Pass,,34.143375,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,8,Real Madrid,220,"['5bd002be-2f86-4d3b-9173-5bd1d69e7390', '692e9d07-2531-4e0c-b74b-79b968537223']",50,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:50.209,Pass,
