bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.855073,,,,,,,,,,,,,,f75dac37-e82d-4986-83b6-276ccd933a90,8,,"[50.5, 46.1]",3825596,0,,,,,-1.886412,,Left Foot,,,"[47.3, 36.3]",,Ground Pass,,10.309219,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,['84c68e9d-2a32-400b-92db-cc7f499f8585'],1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.912,Pass,
,,,,,,,,,,,,,,,,0.82866,,,,,,,,,,,,,,7fe89b9a-e479-442a-bc08-7d3da1843986,11,,"[48.2, 45.1]",3825596,0,,,,,-1.7493262,,Right Foot,,,"[45.8, 31.8]",,Ground Pass,,13.514807,,,,Celso Borges Mora,5582.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,['dbf42f89-3693-41bc-a91b-7d424577875f'],2,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:02.946,Pass,
,,,,,,,,,,,,,,,,2.748088,,,,,,,,,,,,,,93eeceb5-995e-420d-816d-7b4cd423eda5,14,,"[45.2, 31.8]",3825596,0,,,,,2.1139348,,Left Foot,,,"[28.9, 58.8]",,Ground Pass,,31.538706,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,From Kick Off,Celso Borges Mora,5582.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['d60c05d4-adaa-4f58-8895-2c00975d4638'],4,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:04.232,Pass,
,,,,,,,,,,,,,,,,0.958898,,,,,,,,,,,,,,6331fce4-6fa9-4de7-8347-a6b575bb67d6,16,,"[28.9, 59.0]",3825596,0,,,,,1.3979357,,Right Foot,,,"[31.1, 71.6]",,Ground Pass,,12.790622,,,,Laureano Sanabria Ruiz,23800.0,,,,,,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,['898187e7-7ecc-45f6-92ec-67ec4a0816c2'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:06.980,Pass,
,,,,,,,,,,,,,,,,1.341796,,,,,,,,,,,,,,683e35f5-8575-4426-82b5-ec7a2068b74a,19,,"[32.4, 72.4]",3825596,0,,,,,-0.2534244,,Right Foot,,,"[60.2, 65.2]",,High Pass,,28.717241,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Laureano Sanabria Ruiz,23800.0,Right Back,2,RC Deportivo La Coruña,219,['15d538d0-1319-44d9-984f-3f993d23db9b'],9,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:09.616,Pass,
,,,,,,,,,,,,,,,,1.429377,,,,,,,,,,,,,,6cb4a00a-05f0-4da6-b933-ba46e8120877,21,,"[60.2, 65.2]",3825596,0,,,,,-0.2829769,,Head,,,"[74.3, 61.1]",,High Pass,,14.684005,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,"['5d0953db-adf0-4032-997a-298371bfb05c', '85f0de8a-e69b-4dc5-a322-c205b196e21f']",10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:10.958,Pass,
,,,,,,,,,,,,,,,,0.932084,,,,,,,,,,,,,,79b73b06-26e9-4567-9ccf-0a48e7ce69a9,26,,"[74.1, 80.0]",3825596,0,,,,,-1.5019399,,,,,"[74.9, 68.4]",,Low Pass,,11.627554,,,,Lucas Pérez Martínez,6732.0,,,,,Throw-in,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,3,RC Deportivo La Coruña,219,['b38a24ac-4815-4ce5-bc53-571db81aa65c'],19,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:19.382,Pass,
,,,,,,,,,,,,,,,,1.722711,,,,,,,,,,,,,,6e5a9314-6b7f-4dc8-b70d-5ae535c2d95f,29,,"[82.2, 66.5]",3825596,0,,,,,-0.14784937,,Left Foot,,,"[101.0, 63.7]",,High Pass,,19.007366,,Incomplete,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Throw In,Lucas Pérez Martínez,6732.0,Center Forward,3,RC Deportivo La Coruña,219,"['92f0a493-119b-4061-b227-aa4022c08f27', 'c9e03ff3-b282-4f82-ba5a-74d8fab35c52']",20,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:20.354,Pass,
,,,,,,,,,,,,,,,,1.576554,,,,,,,,,,,,,,2813ec3d-eae3-4d06-8c4b-dc883ad732bc,32,,"[79.6, 74.6]",3825596,0,,,,,-0.58221114,,Head,,,"[91.6, 66.7]",,High Pass,,14.366976,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,Recovery,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,3,RC Deportivo La Coruña,219,"['168e9e09-fb52-4369-a936-df80857eee21', '602223d4-ad1d-4b80-825b-e8ba86fb11d1']",25,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:25.480,Pass,
,,,,,,,,,,,,,,,,1.684476,,,,,,,,,,,,,,c8177133-8e36-4958-a0b6-8d3ca2a47cb3,37,,"[77.1, 56.8]",3825596,0,,,,,0.31116092,,Left Foot,,,"[97.0, 63.2]",,High Pass,,20.903828,,Incomplete,,,,,,,,,1,From Throw In,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,3,RC Deportivo La Coruña,219,['8174491b-9363-468c-875a-5add722007d4'],29,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:29.200,Pass,
,,,,,,,,,,,,,,,,1.402685,,,,,,,,,,,,,,8174491b-9363-468c-875a-5add722007d4,38,,"[23.1, 16.9]",3825596,0,,,,,-0.5313904,,Head,,,"[36.2, 9.2]",,High Pass,,15.195394,,Incomplete,,Ignacio Cases Mora,18925.0,,,,,Recovery,1,From Throw In,Roberto Canella Suárez,24686.0,Left Back,3,RC Deportivo La Coruña,219,"['43a54b55-73bd-4bcf-93d5-8c81c58c8cae', 'c80447a5-af04-40d0-b39d-98be0ed7ba3a', 'c8177133-8e36-4958-a0b6-8d3ca2a47cb3']",30,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:30.884,Pass,
,,,,,,,,,,,,,,,,1.458983,,,,,,,,,,,,,,c80447a5-af04-40d0-b39d-98be0ed7ba3a,41,,"[83.9, 70.9]",3825596,0,,,,True,-0.056278538,,,,,"[91.0, 70.5]",,Low Pass,,7.1112585,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,Recovery,1,From Throw In,Celso Borges Mora,5582.0,Left Defensive Midfield,3,RC Deportivo La Coruña,219,"['8174491b-9363-468c-875a-5add722007d4', 'a5e1b1f8-7245-4fba-a0a4-968c3a7c1194', 'e24c01e4-4211-4c04-9a09-fcdbbbee6d94']",32,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:32.287,Pass,True
,,,,,,,,,,,,,,,,0.794608,,,,,,,,,,,,,,3e49d931-02d3-41f3-a01d-48686ace509a,44,,"[91.0, 70.5]",3825596,0,,,,,-1.3439975,,Right Foot,,,"[93.7, 58.8]",,Low Pass,,12.007498,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing,3,RC Deportivo La Coruña,219,['844532fc-ed1b-4de3-a2bb-4d3be6f76a7c'],34,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:34.142,Pass,
,,,,,,,,,,,,,,,,1.224514,,,,,,,,,,,,,,97d48e45-3c09-49f5-b19d-4b964790e3cd,56,,"[97.2, 57.8]",3825596,0,,,,,-1.2199769,,Left Foot,,,"[105.8, 34.3]",,Low Pass,,25.024189,,Incomplete,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,From Throw In,Lucas Pérez Martínez,6732.0,Center Forward,3,RC Deportivo La Coruña,219,"['1bd44c5f-3853-4ab2-9908-21225b9cd775', '7b1f2768-1d62-4a47-a955-a79d2a831048', 'aee03781-e704-44e6-923d-ccb5aed271b3']",39,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:39.648,Pass,True
,,,,,,,,,,,,,,,,2.111822,,,,,,,,,,,,,,e3fa3738-84c6-47b2-a4be-2f7c7e6e9a0c,59,,"[62.5, 19.4]",3825596,0,,,,,1.1702926,,Right Foot,,,"[73.0, 44.2]",,High Pass,,26.93121,,Incomplete,,Celso Borges Mora,5582.0,,,,,Recovery,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,3,RC Deportivo La Coruña,219,"['120d6c99-0111-4edd-85fe-e37d51665d08', '3af8fda8-f4ba-4cba-959c-1d7eaab3f815']",45,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:45.391,Pass,
,,,,,,,,,,,,,,,,2.430257,,,,,,,,,,,,,,3af8fda8-f4ba-4cba-959c-1d7eaab3f815,61,,"[47.1, 35.9]",3825596,0,,,,,-1.0195547,,Head,,,"[55.4, 22.4]",,High Pass,,15.847397,,Incomplete,,Alejandro Menéndez Díez,23994.0,,,,,Recovery,1,From Throw In,Ignacio Cases Mora,18925.0,Left Defensive Midfield,3,RC Deportivo La Coruña,219,"['64ea74f4-1164-4bb9-84fa-c5dd36c934ac', 'e3fa3738-84c6-47b2-a4be-2f7c7e6e9a0c', 'fbbedffe-3de7-4553-8ff6-2a44879c82c9']",47,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:47.503,Pass,
,,,,,,,,,,,,,,,,1.71002,,,,,,,,,,,,,,caf192ba-f440-4dd7-863d-84e671532d5e,65,,"[64.2, 54.7]",3825596,0,,,,,1.085825,,Right Foot,,,"[73.0, 71.4]",,High Pass,,18.876705,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Throw In,Celso Borges Mora,5582.0,Left Defensive Midfield,3,RC Deportivo La Coruña,219,['0f42b8db-eeae-44e7-b0af-9c3ef2726060'],50,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:50.734,Pass,
,,,,,,,,,,,,,,,,1.963129,,,,,,,,,,,,,,6256d3d1-354f-4d9c-99fa-a4999ea9192c,69,,"[64.7, 60.3]",3825596,0,,,,,-1.048339,,Left Foot,,,"[89.0, 18.1]",,High Pass,,48.696304,,Incomplete,,Luis Alberto Romero Alconchel,7782.0,,True,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Wing,3,RC Deportivo La Coruña,219,"['33677d9a-6b4a-4797-b5b3-b4b752f77b8e', '37923e20-1ab5-47cb-b165-444169e67f4d']",57,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:57.536,Pass,
,,,,,,,,,,,,,,,,1.443357,,,,,,,,,,,,,,33677d9a-6b4a-4797-b5b3-b4b752f77b8e,71,,"[31.1, 62.0]",3825596,0,,,,,0.4636476,,Head,,,"[41.3, 67.1]",,Low Pass,,11.403947,,Incomplete,,Alen Halilović,6926.0,,,,,Interception,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,3,RC Deportivo La Coruña,219,"['29aae10b-0adc-49ff-b1ed-1c152c84134c', '52d84c4b-333d-47a2-9cd9-f16f0880c9f4', '6256d3d1-354f-4d9c-99fa-a4999ea9192c']",59,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:59.499,Pass,
,,,,,,,,,,,,,,,,1.436154,,,,,,,,,,,,,,29aae10b-0adc-49ff-b1ed-1c152c84134c,73,,"[78.8, 13.0]",3825596,1,,,,,-0.7631796,,Left Foot,,,"[81.1, 10.8]",,Ground Pass,,3.1827662,,,,Luis Alberto Romero Alconchel,7782.0,,,,,Recovery,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,3,RC Deportivo La Coruña,219,"['33677d9a-6b4a-4797-b5b3-b4b752f77b8e', 'e15312b3-958b-42a3-9312-8a299271352d']",0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:00.942,Pass,
,,,,,,,,,,,,,,,,2.597888,,,,,,,,,,,,,,96c9688c-4944-4158-ab28-0ff0555dd27a,76,,"[84.3, 19.0]",3825596,1,,,,,-0.5232783,,Right Foot,,True,"[107.7, 5.5]",,Ground Pass,,27.014996,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Throw In,Luis Alberto Romero Alconchel,7782.0,Left Wing,3,RC Deportivo La Coruña,219,['e946b332-c16f-49c2-b5d5-074f1e58b6a4'],4,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:04.472,Pass,
,,,,,,,,,,,,,,,,1.173626,,,,,,,,,,,,,,8f3d22b4-d9ec-414f-b5cc-d7cf945780c2,80,,"[108.5, 4.2]",3825596,1,,,,,1.3278471,,Left Foot,True,,"[120.0, 50.6]",,High Pass,,47.80387,,Out,,,,,True,,,,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,3,RC Deportivo La Coruña,219,,7,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:07.122,Pass,
