bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09e0bf17-3252-403c-8d14-1650d13c3e7e,22,,,"[32.9, 39.3]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,3,Villarreal,222,['83d9cfdf-784a-4809-96c1-c48a9e102631'],13,,,,,,,,,,,,,,,,Villarreal,222,00:00:13.603,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765721e-ca06-4a05-b6e1-ce6d3d3e358c,25,,,"[32.9, 55.7]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,['0961d66e-1068-4929-b56c-edeeca7f3f8e'],15,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.849,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b32dcdd6-f612-4aeb-bfc7-fbe32798ed85,29,,,"[76.1, 57.6]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,3,Villarreal,222,['d9e4e9fa-98ab-4040-aacc-30c1e3bb12ce'],20,,,,,,,,,,,,,,,,Villarreal,222,00:00:20.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e59924d-4c58-474c-8e6b-69f5b40d0026,31,,,"[74.7, 66.0]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,3,Villarreal,222,['70f52cb7-61e5-4df4-a66b-27905075f774'],21,,,,,,,,,,,,,,,,Villarreal,222,00:00:21.964,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576add96-0daf-4337-a406-247f57429eab,36,,,"[25.1, 16.7]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,['1080eacd-dca1-4d66-b992-11d77a955058'],29,,,,,,,,,,,,,,,,Athletic Club,215,00:00:29.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23e00071-a125-4b53-b736-d9400978c459,42,,,"[41.8, 28.8]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,5,Athletic Club,215,['fa175907-d8ca-47c4-9398-4d536f131067'],49,,,,,,,,,,,,,,,,Athletic Club,215,00:00:49.917,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b36c0f2e-46bb-4ceb-afac-2cd98b626bcf,45,,,"[48.6, 67.2]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,5,Athletic Club,215,['042a7606-f241-47bb-9618-8c4a5fac74a5'],54,,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6673f72-be8b-490c-9d93-f0feba386b07,49,,,"[77.8, 76.3]",3825761,0,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Íñigo Lekue Martínez,6392.0,Right Back,5,Athletic Club,215,['505de1c2-c64e-4b7a-bea8-f2db1a97f07e'],56,,,,,,,,,,,,,,,,Athletic Club,215,00:00:56.951,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20d8fea0-d157-4036-9701-bc6a8a8c0c41,55,,,"[95.1, 75.2]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,6,Athletic Club,215,['2c898aff-f6ef-4905-b360-d3556ed1525c'],14,,,,,,,,,,,,,,,,Athletic Club,215,00:01:14.723,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c64b65fc-4b44-4acd-aaef-3a5d0833e250,61,,,"[92.9, 65.6]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,7,Athletic Club,215,"['130e2a46-390e-4d28-aad7-2f5ca48a7828', 'c230b4c8-5c9d-47c2-ac86-504b6c75c174']",25,,,,,,,,,,,,,,,,Athletic Club,215,00:01:25.027,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea2bfca6-7bc1-45c7-953c-a796ee2a1877,64,,,"[99.6, 64.9]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Eraso Goñi,6606.0,Center Attacking Midfield,7,Athletic Club,215,['b4d39995-3e3d-443f-b7e4-81aecbd6f32c'],25,,,,,,,,,,,,,,,,Athletic Club,215,00:01:25.715,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254be48-8c16-4e3c-8115-99a145531844,67,,,"[101.7, 55.4]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,7,Athletic Club,215,['7b608a1a-c9f5-4f5f-a1a4-18673e0a4ffc'],27,,,,,,,,,,,,,,,,Athletic Club,215,00:01:27.830,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f0d4378-586d-461b-b4c7-d548e256c548,71,,,"[43.4, 24.4]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,8,Villarreal,222,['207cd8f0-7b9b-4e7d-8ef5-565dcb88603d'],29,,,,,,,,,,,,,,,,Villarreal,222,00:01:29.672,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db767b6b-40a0-4751-9b67-39109b64662b,73,,,"[42.9, 16.4]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Right Center Forward,8,Villarreal,222,['6a9bed8a-2ac6-481a-8f55-a4d0c1f74235'],30,,,,,,,,,,,,,,,,Villarreal,222,00:01:30.161,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84abcac3-e672-4625-af08-24cfe7a3ba58,77,,,"[56.2, 3.7]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Midfield,8,Villarreal,222,['aab9fb77-c5f7-45b1-8f76-4b3983c81ecb'],33,,,,,,,,,,,,,,,,Villarreal,222,00:01:33.464,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4339de6-a082-4c49-a717-9e3f2f4418eb,80,,,"[89.9, 29.5]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,8,Villarreal,222,['1842f380-07eb-4efb-917f-e879898d673c'],36,,,,,,,,,,,,,,,,Villarreal,222,00:01:36.893,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25a98a77-c167-4d1d-8a5e-78d4245f03f6,85,,,"[28.6, 39.3]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Mikel San José Domínguez,6389.0,Right Defensive Midfield,10,Athletic Club,215,['ecb4e545-dc36-4c3a-85eb-708f1760a241'],55,,,,,,,,,,,,,,,,Athletic Club,215,00:01:55.192,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a19632b-68d2-4504-95cd-d39a3f379d09,87,,,"[9.8, 41.1]",3825761,1,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,11,Athletic Club,215,['fc3f5e12-baaf-465b-a4f3-27e12c96772a'],58,,,,,,,,,,,,,,,,Athletic Club,215,00:01:58.787,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118097bc-0528-450f-b602-7f7aca006ed7,89,,,"[47.0, 46.1]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,12,Athletic Club,215,['b1356d6c-2494-4a32-8437-0393a10d3b79'],10,,,,,,,,,,,,,,,,Athletic Club,215,00:02:10.697,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1a73335-e9f7-4f81-b4de-056729d8cbe7,92,,,"[27.1, 42.0]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,13,Athletic Club,215,['956c7dd5-7002-4fb1-bc90-66fb5587c486'],13,,,,,,,,,,,,,,,,Athletic Club,215,00:02:13.643,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f219a179-8ec9-4004-8b16-13a8fcacf142,95,,,"[78.3, 58.3]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Eraso Goñi,6606.0,Center Attacking Midfield,14,Athletic Club,215,['700cf51e-d2e5-4681-ba93-45ac8649a3a2'],16,,,,,,,,,,,,,,,,Athletic Club,215,00:02:16.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bc15aed-ebd0-4f92-9437-43a389c89227,97,,,"[90.0, 72.9]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,15,Athletic Club,215,['e89e2e05-9890-4467-b99e-39f08c6d274a'],18,,,,,,,,,,,,,,,,Athletic Club,215,00:02:18.037,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09840274-b490-4a4e-9e57-59b79b0a007f,103,,,"[71.3, 53.3]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,15,Athletic Club,215,['8bb596cc-4df4-4db9-9e2e-aff675ff1b35'],23,,,,,,,,,,,,,,,,Athletic Club,215,00:02:23.329,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46351e8b-30d9-4cdc-9167-0e5c72dd4b5b,107,,,"[62.9, 67.4]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,15,Athletic Club,215,['3b62d509-5277-42a9-a6f9-6cf447e80ab1'],25,,,,,,,,,,,,,,,,Athletic Club,215,00:02:25.288,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c15e302a-7654-43e8-88ec-c9f1889a9e00,110,,,"[62.4, 53.9]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,15,Athletic Club,215,['bf67517c-b385-415a-9bca-a37019c1629a'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:02:26.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820b070-d92b-4dca-bebc-46342378703a,113,,,"[57.3, 10.6]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,15,Athletic Club,215,['3debfb7f-8280-4245-9830-a82e56737cb4'],33,,,,,,,,,,,,,,,,Athletic Club,215,00:02:33.069,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a19d9d2d-2e09-42b2-8105-9d6e36b5db30,116,,,"[77.3, 0.5]",3825761,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,15,Athletic Club,215,['283b1cfb-c477-4a9d-9cb2-7173c7a049a5'],35,,,,,,,,,,,,,,,,Athletic Club,215,00:02:35.783,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142e4a1d-2222-4fe2-afa5-5edfdb2f78b0,128,,,"[98.2, 75.8]",3825761,3,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Eraso Goñi,6606.0,Center Attacking Midfield,16,Athletic Club,215,"['0a2f152a-9445-40c9-8dff-036e0a3dca35', 'f6e55961-7a8a-4625-9e25-67200fa7057c']",35,,,,,,,,,,,,,,,,Athletic Club,215,00:03:35.042,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f2181d4-02b6-4259-a2e6-a42039a46620,132,,,"[104.9, 72.3]",3825761,3,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Íñigo Lekue Martínez,6392.0,Right Back,16,Athletic Club,215,"['e8860d01-ab7c-41b1-ba7b-9c7a66c6e5a7', 'ede5d488-5d5f-4ed3-82ef-5f80412779bc']",36,,,,,,,,,,,,,,,,Athletic Club,215,00:03:36.581,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477734f3-c1b7-4784-8cbc-457d94c7152e,141,,,"[75.2, 49.8]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,17,Villarreal,222,"['a61913c5-43df-490c-9f63-933acac95a16', 'f34ecee0-04e2-418c-992b-c17ba3ec23a5']",11,,,,,,,,,,,,,,,,Villarreal,222,00:04:11.483,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b68fc29-d87a-457e-ad71-8d3664d71664,146,,,"[50.0, 26.5]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Right Wing,17,Villarreal,222,"['6cfc706a-509b-4676-b6be-9fa9775dcbe1', 'c19d1950-abae-41cf-ada0-2c32736aba69']",14,,,,,,,,,,,,,,,,Athletic Club,215,00:04:14.140,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547ee4e-898c-4709-98cc-11a561e999ae,150,,,"[65.8, 52.9]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,17,Villarreal,222,['d7b52f30-3691-4610-9f13-90bcb0b5098e'],15,,,,,,,,,,,,,,,,Villarreal,222,00:04:15.555,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b02686a2-9051-4b11-8432-159f84e9ccd3,153,,,"[65.5, 71.2]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,17,Villarreal,222,['1427e3f0-33f9-4069-8f0d-bf2f503f3a20'],17,,,,,,,,,,,,,,,,Villarreal,222,00:04:17.651,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04aeb8f6-e00d-47e1-ba2c-f3144ed74f3e,155,,,"[58.1, 69.8]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,17,Villarreal,222,['e30f5fa5-5ec7-4f61-843f-70540ed3d784'],18,,,,,,,,,,,,,,,,Villarreal,222,00:04:18.762,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87896249-164b-4923-903c-ee2cd4632334,158,,,"[68.6, 77.5]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,17,Villarreal,222,['36b71667-7a56-4f3c-b9cf-456742975fd7'],19,,,,,,,,,,,,,,,,Villarreal,222,00:04:19.913,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d1bea71-fe8a-4527-9823-42a0ffb295cf,161,,,"[70.3, 69.2]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,17,Villarreal,222,['f975d79f-2e4a-4042-802e-7153505c7931'],22,,,,,,,,,,,,,,,,Villarreal,222,00:04:22.651,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,e32a1463-9e99-42e5-b4a6-765797f52ae8,165,,,"[91.1, 44.3]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cédric Bakambu,6862.0,Right Center Forward,17,Villarreal,222,['55caf066-199f-4b7c-b915-027fc67f61ec'],24,,,,,,,,,,,,,,,,Villarreal,222,00:04:24.880,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98a040da-1676-4254-b000-a0ed54ab911b,167,,,"[35.5, 23.7]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,17,Villarreal,222,['f699c485-fb8b-4e30-91a2-ee682d9879a9'],25,,,,,,,,,,,,,,,,Athletic Club,215,00:04:25.833,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb9d0eb2-1326-4fda-ab9e-6bc295b91c68,170,,,"[70.2, 28.3]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aritz Aduriz Zubeldia,6394.0,Center Forward,17,Villarreal,222,['02704411-772b-44d0-9ac0-79855cee6362'],29,,,,,,,,,,,,,,,,Athletic Club,215,00:04:29.508,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a46a27a-524a-45ef-9e26-b82d4ddfcf09,172,,,"[56.6, 8.8]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jaume Vicent Costa Jordá,6828.0,Left Back,17,Villarreal,222,['5281e8e2-1fc8-4ba5-95f0-89f9adc3ed75'],32,,,,,,,,,,,,,,,,Villarreal,222,00:04:32.372,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af5390cd-f98a-4ff1-ba55-31bd5c9e4826,175,,,"[29.2, 19.9]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,17,Villarreal,222,['bc32a9a4-8f57-4ac2-9826-48c0d2e9cc30'],38,,,,,,,,,,,,,,,,Villarreal,222,00:04:38.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d188d40-c934-4f02-9c39-7db08037978b,178,,,"[48.2, 43.4]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,17,Villarreal,222,['5a4ed8fb-35b0-4117-aae1-b2ea5fd03743'],41,,,,,,,,,,,,,,,,Villarreal,222,00:04:41.857,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44186ae8-2377-46e6-ba34-f180f8b296f8,181,,,"[39.6, 60.0]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mateo Pablo Musacchio,7034.0,Right Center Back,17,Villarreal,222,['6309f56f-98f0-4c56-8ff8-20e23b7e14a0'],44,,,,,,,,,,,,,,,,Villarreal,222,00:04:44.181,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0413d58f-7b12-4674-b842-caaa43f9a71c,184,,,"[104.3, 63.1]",3825761,4,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Left Center Forward,17,Villarreal,222,['da53210a-2288-4d7f-a3b4-513344796dc0'],51,,,,,,,,,,,,,,,,Villarreal,222,00:04:51.306,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679822c2-e17b-464f-bfb5-77e3f28e04b6,186,,,"[28.3, 54.1]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,18,Athletic Club,215,['4aaf94a6-8a51-4628-a836-dce783286f9f'],11,,,,,,,,,,,,,,,,Athletic Club,215,00:05:11.271,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d06e1ffa-e4dc-4738-98fb-a5213159306e,188,,,"[44.8, 74.2]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Íñigo Lekue Martínez,6392.0,Right Back,18,Athletic Club,215,['c688ab08-8f3b-45c0-a18d-d614765f8a07'],13,,,,,,,,,,,,,,,,Athletic Club,215,00:05:13.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09f3b455-08c2-486d-8d67-f858f645d513,196,,,"[26.9, 68.8]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,18,Athletic Club,215,['8eeb5de5-ffaf-47a0-a9d4-349bddf83bf3'],17,,,,,,,,,,,,,,,,Athletic Club,215,00:05:17.445,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fda74b6f-a07b-490c-8ec9-18c9e7765fb9,200,,,"[27.7, 49.1]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,18,Athletic Club,215,['cbd18a87-e24a-4e9b-9566-8fbb83cb21ac'],19,,,,,,,,,,,,,,,,Athletic Club,215,00:05:19.734,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f08911c-2346-4c3e-bc26-96ef6c62f16a,203,,,"[71.9, 67.4]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Right Wing,18,Athletic Club,215,['c5cf3c27-8ff5-4b4d-886a-fb67b975e309'],22,,,,,,,,,,,,,,,,Athletic Club,215,00:05:22.912,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,37378849-0399-41de-b995-0c76c15763b9,205,,,"[70.1, 12.9]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cédric Bakambu,6862.0,Right Center Forward,18,Athletic Club,215,['ca65023e-1b82-47ba-b744-c2a5f8a88cf9'],24,,,,,,,,,,,,,,,,Villarreal,222,00:05:24.759,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70e9d574-d156-4ca4-a829-a23e8f6aa0c1,208,,,"[72.4, 70.0]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Right Wing,18,Athletic Club,215,['ff727473-9d92-4a35-962c-cb30e845089f'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:05:26.423,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c00677a-96d3-42cf-9437-3d7584faf7af,211,,,"[77.9, 61.5]",3825761,5,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aritz Aduriz Zubeldia,6394.0,Center Forward,18,Athletic Club,215,"['9af576d5-fca6-4128-99ea-8a7e293c8d10', 'f02dc936-cecb-4a9b-9b94-349f72cb30c8']",27,,,,,,,,,,,,,,,,Athletic Club,215,00:05:27.955,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02df70f6-8837-455b-b183-866903b01703,225,,,"[63.6, 20.8]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cédric Bakambu,6862.0,Right Center Forward,20,Villarreal,222,['9361e53a-f6cd-4876-81cc-41ceea469f75'],46,,,,,,,,,,,,,,,,Villarreal,222,00:06:46.566,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53bfb9ae-57aa-44f2-b962-63ab3e220d14,228,,,"[67.9, 39.4]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Left Center Forward,20,Villarreal,222,['6065689d-318c-4f6b-971d-7e9a8c940fc0'],47,,,,,,,,,,,,,,,,Villarreal,222,00:06:47.864,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,43ea9b7d-1d96-4404-adf8-6815641cc4f1,231,,,"[84.8, 63.7]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,20,Villarreal,222,['5096b35b-5e35-4c33-be59-dc67887dcac8'],49,,,,,,,,,,,,,,,,Villarreal,222,00:06:49.648,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88d81dd4-2039-45df-821d-057b26602b52,236,,,"[48.7, 28.0]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,21,Athletic Club,215,['92edfc2c-0dd0-4953-a57d-281cdb3dbc5b'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:06:52.252,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86da1514-0df7-41ee-a6f9-7928174c2c0e,240,,,"[49.8, 13.1]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,21,Athletic Club,215,['f1e9dc7a-9108-42f6-b514-c707ff2c9444'],53,,,,,,,,,,,,,,,,Athletic Club,215,00:06:53.092,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84ecaf4f-ff81-428c-8dfa-50a31642fbd2,248,,,"[56.9, 78.4]",3825761,6,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,21,Athletic Club,215,['207eaa7b-49db-461a-985b-b4cc503aaceb'],58,,,,,,,,,,,,,,,,Villarreal,222,00:06:58.653,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74a1f4fb-3c13-40f9-9185-870f326fddc2,253,,,"[62.0, 12.6]",3825761,7,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,22,Athletic Club,215,['ec4541af-99bb-4a6c-90ae-ed0e34e757aa'],6,,,,,,,,,,,,,,,,Athletic Club,215,00:07:06.303,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e53b876-d69a-4686-b2c5-1e79464013a6,258,,,"[33.9, 17.3]",3825761,7,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,22,Athletic Club,215,['92821c4b-0de2-46f7-b675-89e2e950b55c'],11,,,,,,,,,,,,,,,,Athletic Club,215,00:07:11.333,Ball Receipt*,
