bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac4e2312-a0a6-40b1-9fa8-b8110e2ff4b3,2520,,"[95.6, 71.0]",3825631,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,140,Real Sociedad,210,['6df4e437-7ebb-4c19-8f2a-086606c50bbd'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:19:31.689,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c4e46194-3d62-45af-bbe1-eef5211f5bb9,2525,,"[72.8, 9.6]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Imanol Agirretxe Arruti,6677.0,Center Forward,141,Atlético Madrid,212,['b98f8a73-b4cd-4bae-b16a-d7c55dd43a62'],4,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:04.581,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,03386e67-b1e6-4151-a50c-5a133f76f3ac,2527,,"[62.2, 64.9]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Griezmann,5487.0,Right Center Forward,141,Atlético Madrid,212,['8ebb37b8-f191-4808-8196-351f39a2e76e'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:06.283,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3f4a7bf8-30ad-418c-a5d8-46ea2e3572d8,2530,,"[55.7, 76.8]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jorge Resurrección Merodio,5199.0,Right Midfield,141,Atlético Madrid,212,['d43a7eb1-6c27-4d69-b77d-5ece3d3a5e2b'],7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:07.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e236faf0-424b-4928-8f25-4f55a0cdb00c,2532,,"[75.9, 5.0]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,David Zurutuza Veillet,6669.0,Left Wing,141,Atlético Madrid,212,['d4977cc5-2dd2-4c87-a5c4-31348fed9b47'],8,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:08.622,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e4ab050-9bb4-474c-888f-52913d8b47c4,2537,,"[48.8, 72.7]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jorge Resurrección Merodio,5199.0,Right Midfield,141,Atlético Madrid,212,['5bd7a6ba-7eeb-4d04-a724-4826ea814ec3'],12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:12.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cb8a696-ed80-4cfb-95ec-2afb84a6e12b,2540,,"[46.6, 69.8]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,141,Atlético Madrid,212,['5271169f-5dd0-4e79-b48c-70c751a716f0'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:13.287,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c5251f1-8c99-4941-bc8c-b60994e7bfa3,2542,,"[51.8, 74.6]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jorge Resurrección Merodio,5199.0,Right Midfield,141,Atlético Madrid,212,['35851af1-8f71-4e8f-bfc2-b66251ea5ec7'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:14.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d430ddc2-5489-415c-a45e-9c30e3081104,2546,,"[23.4, 5.8]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,142,Real Sociedad,210,['2a91240a-8431-44d4-94ef-0500e3b21f6b'],25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:25.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,41f2eb1d-ad12-458c-8a8f-ba84df014862,2549,,"[10.9, 32.0]",3825631,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,142,Real Sociedad,210,['88a8d293-8953-48d7-a4f5-9c928711abe5'],28,,,,,,,,,,,,,,,,,Real Sociedad,210,00:20:28.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc6ddf46-ac8c-4340-b47b-ebc62d3e93df,2562,,"[64.0, 36.2]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Diego Antonio Reyes Rosales,16539.0,Right Center Back,143,Real Sociedad,210,['b27fbc0e-c610-4256-80b4-130f26c7013c'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:07.649,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16e3f251-4f3d-4814-8ce7-5b3b51ca394c,2565,,"[105.2, 19.2]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Imanol Agirretxe Arruti,6677.0,Center Forward,143,Real Sociedad,210,['bfe17d5f-b26e-4a42-9b32-576e712910d6'],13,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:13.449,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bf53a05-4fa2-4245-af61-208c5d5082c9,2571,,"[28.3, 68.9]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jorge Resurrección Merodio,5199.0,Right Midfield,143,Real Sociedad,210,['a94fd80b-8d6f-4fef-822a-2f40d16a9e11'],16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:16.853,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,016702f0-d731-4c89-aec2-d24b1f62f669,2578,,"[98.4, 21.0]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Imanol Agirretxe Arruti,6677.0,Center Forward,143,Real Sociedad,210,"['5007a4b2-aed2-4488-840a-1cff80c89a88', '6ba79a9c-6f77-49a6-b0a4-5a6991abd247']",28,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:28.075,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5bd1c14-16e6-402a-b7dd-075574dc95ac,2584,,"[89.5, 15.9]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['2eab6731-4ade-4655-aec0-e14e490aa033'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:30.844,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f1573a1-5f8d-4341-afba-a056a4d706a0,2587,,"[82.2, 21.2]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David Zurutuza Veillet,6669.0,Left Wing,143,Real Sociedad,210,['77eaedb2-287e-46f1-9342-404362823c16'],32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:32.084,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a5d9993-097a-4db9-b31a-b06d8d3994c6,2590,,"[84.9, 6.5]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto De La Bella Madureño,6674.0,Left Back,143,Real Sociedad,210,['ad24c41c-48d4-4cf2-8c3b-7fcff48bc46d'],34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:34.404,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12da9e32-a4ce-44d6-add9-4cd0a04e8664,2593,,"[88.0, 3.3]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['109614c8-74e1-4407-8f63-03a43f02a821'],35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:35.044,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c23d6e1d-1deb-441f-ab6b-311c6e419f98,2596,,"[79.7, 24.6]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,143,Real Sociedad,210,['ca484a34-9a88-407f-81c0-02385c5bb2fb'],38,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:38.924,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd6a1b5-2a1a-41ef-89a6-79c881049caf,2599,,"[78.2, 11.6]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David Zurutuza Veillet,6669.0,Left Wing,143,Real Sociedad,210,['e96da43c-6684-472f-a512-acbd2d944dd5'],39,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:39.924,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a93a90ed-1dd4-41b3-a6b6-2a4770e60540,2602,,"[92.6, 3.6]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto De La Bella Madureño,6674.0,Left Back,143,Real Sociedad,210,['c04f27a2-29cc-4220-9221-20b7d4215d50'],44,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:44.964,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e714daa-723f-4119-a1ba-e83613318597,2605,,"[108.0, 5.8]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,143,Real Sociedad,210,['01f103a3-1dc2-4957-8b8d-9b64b7443ed0'],47,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:47.564,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55f46663-411a-4f58-8bbc-8b28ce87dd7a,2608,,"[108.0, 21.0]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David Zurutuza Veillet,6669.0,Left Wing,143,Real Sociedad,210,['adf54df7-0b66-4d2c-a680-434acdf8dd96'],48,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:48.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37aa02ad-6f81-4ec1-8410-54e446c92983,2614,,"[69.7, 7.4]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['a701d6fe-7e60-4c59-bfe9-d509d016b8ff'],57,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:57.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b68cd85-598b-4af2-b48c-d8c0497d56e1,2617,,"[85.8, 4.3]",3825631,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,143,Real Sociedad,210,['343e111f-3cea-4a63-84d3-7966e1cfc3d8'],59,,,,,,,,,,,,,,,,,Real Sociedad,210,00:21:59.080,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,96e227a0-77de-4841-b227-4f46c89aa7d6,2620,,"[75.4, 9.6]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['131fe222-2d3c-488f-9319-dc71ed9e1846'],1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:01.760,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d1df9dc-5400-4f86-a8b8-dc555bf16f91,2623,,"[71.8, 72.5]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Joseba Zaldúa Bengoetxea,6605.0,Right Back,143,Real Sociedad,210,['7b814174-9055-4b60-974c-fffb08db06b4'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:07.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f470e97c-5c40-4c3a-a8c9-f06b816a2bd0,2626,,"[61.9, 62.8]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Diego Antonio Reyes Rosales,16539.0,Right Center Back,143,Real Sociedad,210,['cee5aa7a-0a06-4792-89e3-1aa13de9b805'],11,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:11.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1e6680f-02a1-4206-b1cc-b72eb1058de2,2629,,"[66.2, 47.4]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,143,Real Sociedad,210,['c20feeb5-181a-45d8-8d01-1db3ecc978cf'],13,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:13.680,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a453621a-9ed6-4970-a11d-be05ed79f07e,2632,,"[73.6, 63.1]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Joseba Zaldúa Bengoetxea,6605.0,Right Back,143,Real Sociedad,210,['27004646-920a-462e-ba3e-aa0a863421c1'],16,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:16.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,06895525-1245-484b-9171-2593b2ad972b,2636,,"[82.9, 75.1]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Carlos Alberto Vela Garrido,5560.0,Right Wing,143,Real Sociedad,210,['5dfa98d0-38d5-4036-9311-98c7427b4465'],18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:18.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e378b3b-7178-4ad2-b8d5-706f2f8fc6cd,2639,,"[72.8, 72.7]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Joseba Zaldúa Bengoetxea,6605.0,Right Back,143,Real Sociedad,210,['66a54a44-cd86-430b-996c-855e14dcf9fc'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:20.200,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc29ecf3-6e14-4f22-a107-4977523c6289,2642,,"[49.8, 59.8]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Diego Antonio Reyes Rosales,16539.0,Right Center Back,143,Real Sociedad,210,['e195bd16-df1d-4e76-ac6c-20c8fa1e6d15'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:22.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cebef9c-3d29-4b08-b377-a4d51349db9e,2645,,"[46.4, 24.8]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Íñigo Martínez Berridi,6665.0,Left Center Back,143,Real Sociedad,210,['9922790a-2369-4645-925b-53264d8f1c26'],25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:25.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,297269d9-7c27-4568-9eb9-2974df6e427f,2648,,"[57.1, 4.5]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['d926dd2e-f910-441b-81af-80b8a84120c9'],28,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:28.760,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ce192d3-6b53-44d6-9103-f1e04b08a04a,2651,,"[72.3, 4.3]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto De La Bella Madureño,6674.0,Left Back,143,Real Sociedad,210,['cf9e97a4-e9b3-41aa-9413-cc6ae8019a86'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:30.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7041834-5f8c-47de-8394-bd3e5046d0a2,2655,,"[91.3, 17.0]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David Zurutuza Veillet,6669.0,Left Wing,143,Real Sociedad,210,"['bf11c5f6-8ccd-454e-a376-b0d29ba361d2', 'c3d8dce0-5549-442a-b85f-c1b93137ce10']",32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:32.560,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d34a8c1-1238-43f4-83ed-304796e35e94,2663,,"[53.6, 10.7]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,143,Real Sociedad,210,['d04a6288-6c9e-4bcd-b020-29383359dd9c'],41,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:41.920,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b61ac378-2c74-451e-9594-7b01696d98f4,2666,,"[81.4, 0.1]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto De La Bella Madureño,6674.0,Left Back,143,Real Sociedad,210,['e0d565ab-d839-438f-a094-2da604ea688c'],44,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:44.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,aab9f4c5-9e65-406e-8b14-854dd3ae40d5,2670,,"[91.6, 1.2]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David Zurutuza Veillet,6669.0,Left Wing,143,Real Sociedad,210,"['8e0e504b-2f4c-405f-84f2-d0775aba89c7', 'ffb1f958-0fe5-4298-bfb7-5a15c1c73a0c']",49,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:49.400,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35d7bf02-eda6-4fe2-b658-cd6ab81e7478,2676,,"[71.7, 2.1]",3825631,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,144,Real Sociedad,210,['9d87853b-8aca-479e-838d-3d4a0ac85514'],56,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:56.053,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,99bdc3ae-2a9e-4820-9ce6-b67c0f194a24,2679,,"[70.2, 12.2]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,144,Real Sociedad,210,['3ba35738-7c1c-4d25-b91d-67f205d8581b'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:00.333,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ea1c612-18d1-46d5-864b-ab2e0904f75c,2682,,"[69.2, 50.1]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,144,Real Sociedad,210,['5f057a05-07ec-4959-b556-1f1bda946b72'],3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:03.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a25003e8-4eff-45b7-a802-577807862872,2685,,"[77.9, 61.6]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carlos Alberto Vela Garrido,5560.0,Right Wing,144,Real Sociedad,210,['a847c2c3-37bc-4b6a-9e7e-5f380a76192d'],4,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:04.933,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffea8b87-97cc-4337-bdda-54f31d136f10,2691,,"[85.6, 73.2]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,145,Real Sociedad,210,['958a81a5-17c8-45f2-bb12-9af0adeffea0'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:22.662,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a081f0fc-1c66-40b3-8a05-781d515da2bf,2694,,"[79.6, 71.2]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Right Wing,145,Real Sociedad,210,['3cf65c1b-fda3-477d-ae87-ce7b63726152'],23,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:23.262,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e9263a1-78d9-4f2c-8799-56ef6296e50f,2697,,"[87.0, 63.6]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,145,Real Sociedad,210,['ea305697-a41d-434a-b084-b4a34d6b1858'],24,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:24.782,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2c3847d-14b5-4183-a641-822901c983f8,2701,,"[68.7, 56.1]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,145,Real Sociedad,210,['60125fcd-178a-4d46-935d-5b2c83fabfd5'],28,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:28.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e57b747-283d-4461-9ec7-3f176187031a,2704,,"[67.8, 67.7]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Right Center Back,145,Real Sociedad,210,['d445d7ac-7f88-4354-9bd8-e425743e4b8e'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:31.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0c58ec-b670-4da0-8781-4e01a58fced3,2707,,"[78.5, 66.2]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,145,Real Sociedad,210,['24275732-d31c-48dc-a49d-83eab53232f0'],33,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:33.382,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,02013072-2d47-4f78-b0de-71c7b1e1249c,2710,,"[87.4, 75.7]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,145,Real Sociedad,210,['f63e3e22-d2cb-486c-9aa1-a46a14bbf801'],35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:35.382,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,06ae248a-e392-4bdf-9b9f-829d7806c199,2716,,"[55.0, 8.5]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Right Center Forward,145,Real Sociedad,210,['504d07e0-9a79-4d7b-98b6-c40d9bc45b46'],43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:43.046,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e75fc3fa-21f8-4a9b-884a-b0e3a9eba111,2719,,"[73.8, 73.1]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseba Zaldúa Bengoetxea,6605.0,Right Back,145,Real Sociedad,210,"['ad6946eb-72b3-464e-9ef3-17c897312f13', 'b8b26287-5643-476e-880b-b408189d21f5']",43,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:43.846,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c5bb791-91da-4943-8e08-4e3cfd49467e,2722,,"[57.5, 53.8]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,145,Real Sociedad,210,['f386a93f-89bb-4df5-935c-da8adb8dabdc'],46,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:46.606,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ef35f0e-1cc5-4134-9e6c-b8b01d87441e,2725,,"[74.0, 5.5]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,145,Real Sociedad,210,['890fd9a3-d0d4-4baa-b107-93ca00aa13e8'],50,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:50.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c89a988d-55d6-4350-8c6f-397c93e5f05f,2730,,"[99.7, 4.7]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,145,Real Sociedad,210,"['74fcaaed-4881-4bc5-8b84-68d83d4dfb6e', 'b693e28c-8ce8-492f-aa81-27d94927d3de']",53,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:53.686,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33a4ae86-5bec-49a1-97e4-353f98e5aedb,2733,,"[77.9, 4.9]",3825631,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,145,Real Sociedad,210,['7aa9e751-0f01-442e-bb6d-7f2f8d39c129'],58,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:58.286,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8df5036a-f98b-40bd-a2a7-41541f546db9,2736,,"[89.5, 2.3]",3825631,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,145,Real Sociedad,210,['beb18007-1162-4f60-95a2-ac0faeb46b17'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:00.486,Ball Receipt*,
