bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.753728,,,,,,,,,,,,32d74881-205f-4699-82de-9b3939e25b95,530,,"[63.3, 80.0]",3825631,13,,,,,-0.44106418,,,,,,"[83.0, 70.7]",,High Pass,,21.784857,,,,Jackson Arley Martínez Valencia,17622.0,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,35,Atlético Madrid,212,['f597f303-c226-4009-9c71-0d1949d24836'],21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:21.792,Pass,
,,,,,,,,,,,,,,,,0.571257,,,,,,,,,,,,5b8ebf32-cf7e-4870-a079-65ea034f0575,533,,"[83.3, 70.7]",3825631,13,,,,,-1.4152015,,Right Foot,,,,"[84.9, 60.5]",,Low Pass,,10.324728,,,,Ángel Martín Correa,6377.0,,,,,,1,From Throw In,Jackson Arley Martínez Valencia,17622.0,Left Center Forward,35,Atlético Madrid,212,['ef11ce25-5873-4bdd-b798-4b0672d0dec4'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:23.639,Pass,
,,,,,,,,,,,,,,,,1.282299,,,,,,,,,,,,0df7c09a-4208-4a49-8b7a-4c73269ccbe8,536,,"[84.5, 61.0]",3825631,13,,,,,2.819842,,Right Foot,,,,"[77.9, 63.2]",,Low Pass,,6.9570107,,,,Jackson Arley Martínez Valencia,17622.0,,,,,,1,From Throw In,Ángel Martín Correa,6377.0,Right Midfield,35,Atlético Madrid,212,['4e6bffab-74c3-4b55-ac31-4f518d2df2d8'],24,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:24.290,Pass,
,,,,,,,,,,,,,,,,4.037799,,,,,,,,,,,,5aff49d6-b5c0-4229-9dd6-490b86991ea6,539,,"[77.7, 62.4]",3825631,13,,,,,-1.5500021,,Left Foot,,,,"[78.9, 4.7]",,High Pass,,57.71248,,,,Filipe Luís Kasmirski,6320.0,,True,,,,1,From Throw In,Jackson Arley Martínez Valencia,17622.0,Left Center Forward,35,Atlético Madrid,212,['00bc8428-8fc5-4b39-9f4b-0309ce9857b7'],26,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:26.043,Pass,
,,,,,,,,,,,,,,,,1.371637,,,,,,,,,,,,37b21770-e13b-4c1c-b2e3-deb9a8f675cd,542,,"[79.9, 6.2]",3825631,13,,,,,0.19448012,,Left Foot,,,,"[106.3, 11.4]",,Ground Pass,,26.907248,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,35,Atlético Madrid,212,['6f270983-aecb-47c2-8cb8-bfd2b70ae94a'],30,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:30.319,Pass,
,,,,,,,,,,,,,,,,0.787878,,,,,,,,,,,,60339c10-589c-485a-b1eb-667c262f6d52,545,,"[105.3, 2.1]",3825631,13,,,,,2.9629617,,Right Foot,,,,"[98.1, 3.4]",,Ground Pass,,7.31642,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,35,Atlético Madrid,212,['2689ed65-e60e-4017-8e2f-0b72f91116e3'],33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:33.126,Pass,
,,,,,,,,,,,,,,,,1.420457,,,,,,,,,,,,e1306adf-de4d-4183-9230-4e3af6f24fc7,548,,"[98.1, 3.4]",3825631,13,,,,,2.8470464,,Left Foot,,,,"[80.3, 8.8]",,Ground Pass,,18.601076,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,35,Atlético Madrid,212,['f15bcebe-cef1-4de4-aea6-75d66b4e7a79'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:34.568,Pass,
,,,,,,,,,,,,,,,,1.70486,,,,,,,,,,,,a9df0617-c246-4a6a-b150-0c41925abdce,551,,"[79.3, 9.2]",3825631,13,,,,,0.649065,,Right Foot,,,,"[110.8, 33.1]",,High Pass,,39.54061,,Pass Offside,,Jackson Arley Martínez Valencia,17622.0,,,Through Ball,True,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,35,Atlético Madrid,212,['d6d5f8c0-dd50-4e13-abcb-a2b04125e856'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:13:37.405,Pass,
,,,,,,,,,,,,,,,,3.959997,,,,,,,,,,,,367c8f10-19f5-46ab-b3cf-3c9ef6513a01,553,,"[8.3, 42.2]",3825631,13,,,,,-0.27941388,,Right Foot,,,,"[79.4, 21.8]",,High Pass,,73.96871,,Unknown,,,,,,,,Free Kick,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,36,Real Sociedad,210,,56,,,,,,,,,,,,,,,,,Real Sociedad,210,00:13:56.592,Pass,
,,,,,,,,,,,,,,,,2.799999,,,,,,,,,,,,f4af958a-160e-42ca-ae06-fee4e8966bc6,556,,"[77.2, 17.7]",3825631,14,,True,,,-0.3626788,,Right Foot,,,,"[99.6, 9.2]",,Ground Pass,,23.958506,,,,David Zurutuza Veillet,6669.0,,,,,Free Kick,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,37,Real Sociedad,210,['aafccbc5-d415-41f9-b328-63fb50e7a093'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:07.368,Pass,
,,,,,,,,,,,,,,,,0.599999,,,,,,,,,,,,5ad37083-f173-4859-8e57-379f899489ca,559,,"[108.0, 9.2]",3825631,14,,,,,-3.0172377,,Right Foot,,,,"[99.2, 8.1]",,Ground Pass,,8.868484,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,37,Real Sociedad,210,"['267a0981-3801-4c03-a2b3-95719946b917', '49fd0bcb-43e7-4a8d-ba38-f020df6b9e93']",12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:12.032,Pass,True
,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,9ce83384-a307-4130-8fb5-d085ec7667f4,562,,"[99.2, 8.3]",3825631,14,,,,,0.023805026,,Right Foot,,,,"[107.6, 8.5]",,Ground Pass,,8.402381,,,,David Zurutuza Veillet,6669.0,,,,,,1,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,37,Real Sociedad,210,['03de31ec-0cb9-4c4d-9c4f-bf6bfb092011'],12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:12.712,Pass,
,,,,,,,,,,,,,,,,0.999999,,,,,,,,,,,,b7237f20-4a63-48df-9a4a-9d01b6b044e7,566,,"[107.6, 3.9]",3825631,14,,,,,2.9942806,,Right Foot,,,,"[92.1, 6.2]",,Ground Pass,,15.669716,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,37,Real Sociedad,210,['641ebd0f-b6a5-424a-ae21-078f324290a3'],14,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:14.632,Pass,
,,,,,,,,,,,,,,,,1.439999,,,,,,,,,,,,5a0557a4-eb28-43b1-b44d-e7d623d1b960,569,,"[87.9, 6.3]",3825631,14,,,,,2.5346868,,Right Foot,,,,"[65.0, 22.2]",,Ground Pass,,27.878666,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,37,Real Sociedad,210,['ae670f0e-21db-4eca-8e76-d623da4f33b5'],16,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:16.832,Pass,
,,,,,,,,,,,,,,,,0.879999,,,,,,,,,,,,c02f8561-980c-4655-b558-47d73843d3fe,572,,"[64.3, 27.4]",3825631,14,,,,,0.95702624,,Left Foot,,,,"[70.5, 36.2]",,Ground Pass,,10.764757,,,,Markel Bergara Larrañaga,6633.0,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,37,Real Sociedad,210,['e21dc6f5-3739-4a1e-8dc6-e83440b1e143'],19,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:19.632,Pass,
,,,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,494bf2e8-93e4-49ef-84c4-b8622fc3d6c8,575,,"[70.3, 35.8]",3825631,14,,,,,-2.4196014,,Right Foot,,,,"[56.9, 24.0]",,Ground Pass,,17.85497,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Free Kick,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,37,Real Sociedad,210,['be81178e-8ab0-411a-9c01-031b0618acc1'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:20.552,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,407d2e5a-0c6c-4f65-a463-630b4c207b4b,579,,"[56.9, 24.4]",3825631,14,,,,,-1.2107949,,Right Foot,,,,"[63.6, 6.6]",,Ground Pass,,19.019201,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,37,Real Sociedad,210,"['336a4d19-0d90-4f07-9f09-a92aafc75fc8', 'ca35dc11-0053-4bcb-8900-bb7db3e6ceb9']",22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:22.192,Pass,True
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,e2505a52-8ef5-4561-8321-4ba864db0741,582,,"[70.3, 8.9]",3825631,14,,,,,-0.05473978,,Right Foot,,,,"[84.9, 8.1]",,Ground Pass,,14.6219015,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,37,Real Sociedad,210,['c530bef6-4a02-4c7c-bc69-dbefb3fccfa2'],25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:25.317,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,ae82b8e2-e062-4372-923f-dce89714c40c,585,,"[87.4, 6.2]",3825631,14,,,,,0.7853982,,Left Foot,,,,"[95.1, 13.9]",,Ground Pass,,10.889444,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,37,Real Sociedad,210,['5618aa79-e9ff-48ee-a1f4-d3de9145624e'],27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:27.437,Pass,
,,,,,,,,,,,,,,,,0.919998,,,,,,,,,,,,381f62b9-a2c7-4fbf-a495-bab1a9c67bee,588,,"[103.2, 5.5]",3825631,14,,,,,1.5303326,,Left Foot,True,,,"[104.2, 30.2]",,High Pass,,24.720234,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Free Kick,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,37,Real Sociedad,210,['2e43d842-761b-411b-8a4e-44b9d6e2b974'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:30.046,Pass,
,,,,,,,,,,,,,,,,0.854009,,,,,,,,,,,,5815db71-f9c4-4a22-ab8e-d95a92462a4c,590,,"[104.2, 30.8]",3825631,14,,,,,1.3920785,,Head,,,,"[107.0, 46.3]",,High Pass,,15.750873,,Incomplete,,Imanol Agirretxe Arruti,6677.0,,,,,,1,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Right Wing,37,Real Sociedad,210,"['6552d880-b067-4e1c-b4e0-b771ceb50a02', 'f25a8345-192c-4d41-a3b9-67efdc7b33fe']",31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:31.008,Pass,
,,,,,,,,,,,,,,,,1.610813,,,,,,,,,,,,f25a8345-192c-4d41-a3b9-67efdc7b33fe,592,,"[13.1, 33.8]",3825631,14,,,,,1.1496762,,Head,,,,"[21.7, 53.0]",,High Pass,,21.038061,,,,Tiago Cardoso Mendes,20669.0,,,,,Recovery,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,38,Atlético Madrid,212,"['5815db71-f9c4-4a22-ab8e-d95a92462a4c', 'd247368a-4c95-476c-9f65-8588056d3202']",31,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:31.862,Pass,
,,,,,,,,,,,,,,,,1.424466,,,,,,,,,,,,246fb78f-b60f-4f30-86cf-59ce3810d45d,594,,"[23.2, 52.7]",3825631,14,,,,,0.10234387,,Left Foot,,,,"[41.7, 54.6]",,Low Pass,,18.597311,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,38,Atlético Madrid,212,"['a472f1a0-9ba9-4bb8-842e-7fa65da6799e', 'cbc91ab7-e922-447c-9220-cd8c37488315']",33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:33.472,Pass,
,,,,,,,,,,,,,,,,2.02257,,,,,,,,,,,,cbc91ab7-e922-447c-9220-cd8c37488315,597,,"[78.4, 25.5]",3825631,14,,,,,1.1850164,,Right Foot,,,,"[89.0, 51.6]",,Low Pass,,28.170374,,Incomplete,,,,,,,,Recovery,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,38,Atlético Madrid,212,"['246fb78f-b60f-4f30-86cf-59ce3810d45d', '2826b963-1511-4236-ba58-d465f4ff9bf1']",34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:14:34.897,Pass,
,,,,,,,,,,,,,,,,0.46027,,,,,,,,,,,,2826b963-1511-4236-ba58-d465f4ff9bf1,598,,"[31.1, 28.5]",3825631,14,,,,,0.96087945,,Left Foot,,,,"[36.9, 36.8]",,Ground Pass,,10.12571,,,,Jorge Resurrección Merodio,5199.0,,,,,Recovery,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,38,Atlético Madrid,212,"['cbc91ab7-e922-447c-9220-cd8c37488315', 'fbf38b68-24ba-4be9-be1d-f09b39b4a597']",36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:36.919,Pass,
,,,,,,,,,,,,,,,,1.208421,,,,,,,,,,,,e052b60c-4106-4cbd-b851-c1cdf0bbe4e9,601,,"[37.6, 35.7]",3825631,14,,,,,-1.7752175,,Right Foot,,,,"[34.2, 19.3]",,Ground Pass,,16.748732,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,38,Atlético Madrid,212,['6b5d301a-b562-459f-91c1-d506129a8ff5'],38,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:38.601,Pass,
,,,,,,,,,,,,,,,,2.3907,,,,,,,,,,,,2e784a6b-8d41-4600-acae-3baa7de1dc62,604,,"[36.1, 19.0]",3825631,14,,,,,1.9236071,,Left Foot,,,,"[26.6, 44.8]",,High Pass,,27.493454,,,,José María Giménez de Vargas,5259.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,38,Atlético Madrid,212,['f45ad10f-d83c-422e-9877-9e053a043b88'],42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:42.718,Pass,
,,,,,,,,,,,,,,,,1.309028,,,,,,,,,,,,ed8834f3-19cf-4904-a018-afa2ac1e8d40,607,,"[26.5, 45.0]",3825631,14,,,,,0.87531894,,Right Foot,,,,"[37.6, 58.3]",,Ground Pass,,17.323395,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,38,Atlético Madrid,212,['a83aee5a-1ade-4bef-b37b-6cf60ba1ce3c'],46,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:46.140,Pass,
,,,,,,,,,,,,,,,,0.907248,,,,,,,,,,,,300c87cb-d932-4db3-9391-5f5806f7909a,610,,"[37.6, 58.3]",3825631,14,,,,,-1.5182133,,Right Foot,,,,"[38.3, 45.0]",,Ground Pass,,13.318408,,,,Tiago Cardoso Mendes,20669.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,38,Atlético Madrid,212,['9283f031-bda6-407a-ba22-7667a468bdcf'],51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:51.658,Pass,
,,,,,,,,,,,,,,,,2.781098,,,,,,,,,,,,293f79eb-1496-4bef-8f71-b81141a72bf9,613,,"[44.8, 53.4]",3825631,14,,,,,0.66908705,,Right Foot,,,,"[77.3, 79.1]",,Ground Pass,,41.43356,,Out,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,38,Atlético Madrid,212,['24330716-0f4b-4e33-8a00-13feaea12263'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:14:54.564,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,d0cd9592-d8c4-40c3-9a34-90f8ec88c81c,615,,"[40.2, 0.1]",3825631,15,,True,,,2.1166952,,,,,,"[27.2, 21.5]",,Low Pass,,25.03917,,,,Íñigo Martínez Berridi,6665.0,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,39,Real Sociedad,210,['901aaeb2-e005-42eb-9ed6-dec955d554eb'],1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:01.557,Pass,
,,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,,1c26db82-2250-4b4b-a417-845e4ef17e3a,617,,"[28.2, 28.1]",3825631,15,,,,,2.5780892,,Left Foot,,,,"[8.1, 40.8]",,Ground Pass,,23.77604,,,,Gerónimo Rulli,6694.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,39,Real Sociedad,210,['4c8cba1b-1531-41ba-adac-5889cc8e9d65'],3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:03.875,Pass,
,,,,,,,,,,,,,,,,2.959997,,,,,,,,,,,,ed7a5868-bf5c-46df-86e9-f7745424020a,620,,"[24.6, 47.1]",3825631,15,,,,,-0.746781,,Right Foot,,,,"[70.3, 4.8]",,High Pass,,62.271824,,,,David Zurutuza Veillet,6669.0,,True,,,,1,From Throw In,Gerónimo Rulli,6694.0,Goalkeeper,39,Real Sociedad,210,['8cbc84bb-6da8-4a9d-bc34-97e574fa2399'],18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:18.475,Pass,
,,,,,,,,,,,,,,,,1.079997,,,,,,,,,,,,3ca17d31-2229-43ae-8f11-52f459d7cd32,622,,"[69.8, 4.8]",3825631,15,,,,,1.579887,,Head,,,,"[69.7, 15.8]",,Low Pass,,11.000455,,,,Alberto De La Bella Madureño,6674.0,,,,,,1,From Throw In,David Zurutuza Veillet,6669.0,Left Wing,39,Real Sociedad,210,['651c88a2-3e95-4130-8e6f-1c34fe3a5565'],21,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:21.475,Pass,
,,,,,,,,,,,,,,,,0.964563,,,,,,,,,,,,f6ca30e4-801e-4547-ab41-4724715144da,624,,"[69.7, 15.8]",3825631,15,,,,,-0.51789296,,Head,,,,"[78.3, 10.9]",,High Pass,,9.89798,,Incomplete,,,,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,39,Real Sociedad,210,['7e6b7294-ca03-4a71-9fd9-13a078795db3'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:22.635,Pass,
,,,,,,,,,,,,,,,,3.475429,,,,,,,,,,,,7e6b7294-ca03-4a71-9fd9-13a078795db3,625,,"[41.8, 69.2]",3825631,15,,,,,0.18302473,,Right Foot,,,,"[83.4, 76.9]",,Low Pass,,42.306618,,Incomplete,,,,,,,,Interception,1,From Throw In,Ángel Martín Correa,6377.0,Right Midfield,39,Real Sociedad,210,"['3783f647-0211-48aa-9642-2a23db6a06ad', 'f6ca30e4-801e-4547-ab41-4724715144da']",23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:23.599,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,3783f647-0211-48aa-9642-2a23db6a06ad,626,,"[36.7, 3.2]",3825631,15,,,,,2.0521936,,Right Foot,,,,"[29.7, 16.6]",,Ground Pass,,15.118201,,,,Íñigo Martínez Berridi,6665.0,,,,,Recovery,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,39,Real Sociedad,210,"['3b02936a-722d-4637-80fc-3cfc1f06cf59', '7e6b7294-ca03-4a71-9fd9-13a078795db3']",27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:27.075,Pass,
,,,,,,,,,,,,,,,,2.839998,,,,,,,,,,,,2c86092c-042c-4c7d-8a56-0354cb2d51e1,629,,"[28.2, 31.9]",3825631,15,,,,,1.3831892,,Left Foot,,,,"[35.3, 69.3]",,Ground Pass,,38.067966,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,39,Real Sociedad,210,['0fefcb3a-6323-4f2a-8a21-3473b4c0b36f'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:30.995,Pass,
,,,,,,,,,,,,,,,,2.719996,,,,,,,,,,,,db2796ab-5ad0-450d-8451-cea3d224c8fb,633,,"[35.3, 72.4]",3825631,15,,,,,-0.1174691,,Right Foot,,,,"[83.6, 66.7]",,High Pass,,48.635174,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,39,Real Sociedad,210,['4a2d2889-f764-41ed-a6b9-8623249942b7'],35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:15:35.195,Pass,
,,,,,,,,,,,,,,,,0.200852,,,,,,,,,,,,5af06efd-323a-4012-82a5-dc91d9db9764,642,,"[33.3, 17.5]",3825631,15,,,,,-2.5111911,,Right Foot,,,,"[29.6, 14.8]",,Low Pass,,4.580393,,,,Tiago Cardoso Mendes,20669.0,,,,,,1,Regular Play,Ángel Martín Correa,6377.0,Right Midfield,40,Atlético Madrid,212,['d1d3c3b9-a09a-4c5a-8cb9-ab4d213128de'],41,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:41.241,Pass,
,,,,,,,,,,,,,,,,0.729731,,,,,,,,,,,,26de4ff9-401c-4b44-99de-d2fbb0000394,644,,"[30.3, 14.4]",3825631,15,,,,,1.4104209,,Other,,,,"[31.4, 21.2]",,Low Pass,,6.8883963,,,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,40,Atlético Madrid,212,['d3c8ffc3-1960-4fc1-afb0-b410cf9d1520'],41,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:15:41.441,Pass,
,,,,,,,,,,,,,,,,3.272716,,,,,,,,,,,,d7e173de-ead9-4ba1-958b-0998c7f982e8,658,,"[6.0, 36.0]",3825631,17,,,,,-0.4788883,,Right Foot,,,,"[65.9, 4.9]",,High Pass,,67.49237,,,,Jorge Resurrección Merodio,5199.0,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,43,Atlético Madrid,212,['7019282d-4537-4a7c-a263-e65c039c049d'],9,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:09.689,Pass,
,,,,,,,,,,,,,,,,0.91006,,,,,,,,,,,,f7e63657-0dc3-4950-bac6-cf97b7e82671,662,,"[79.6, 4.7]",3825631,17,,,,,-3.0041666,,Right Foot,,,,"[70.2, 3.4]",,Ground Pass,,9.489468,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Goal Kick,Jorge Resurrección Merodio,5199.0,Left Midfield,43,Atlético Madrid,212,['b22197a4-49c5-4710-ba27-587aaa604f90'],16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:16.574,Pass,
,,,,,,,,,,,,,,,,1.211385,,,,,,,,,,,,a5974494-1277-4698-954c-862085fcf1f5,665,,"[70.2, 3.4]",3825631,17,,,,,2.3561945,,Left Foot,,,,"[56.6, 17.0]",,Ground Pass,,19.233305,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Goal Kick,Filipe Luís Kasmirski,6320.0,Left Back,43,Atlético Madrid,212,['b6f9386c-ddac-48a5-ba1a-7a3c2d574e95'],18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:18.905,Pass,
,,,,,,,,,,,,,,,,6.62859,,,,,,,,,,,,ce6f76c5-89e0-4d04-a0d0-ddd19f5d8fb0,668,,"[64.0, 19.4]",3825631,17,,,,,-0.18016776,,Right Foot,,,,"[120.0, 9.2]",,High Pass,,56.92135,,Out,,,,,,,,,1,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,43,Atlético Madrid,212,,22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:22.064,Pass,
,,,,,,,,,,,,,,,,3.369564,,,,,,,,,,,,5a0e792f-b316-485f-b2f0-cfc4b849d2c5,669,,"[7.0, 44.1]",3825631,17,,,,,0.5684543,,Right Foot,,,,"[63.2, 80.0]",,High Pass,,66.687706,,Out,,,,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,44,Real Sociedad,210,,49,,,,,,,,,,,,,,,,,Real Sociedad,210,00:17:49.814,Pass,
,,,,,,,,,,,,,,,,2.057095,,,,,,,,,,,,83f1ef84-7e5c-4406-bd94-59458c590bac,670,,"[63.6, 0.1]",3825631,18,,,,,0.4575377,,,,,,"[83.3, 9.8]",,High Pass,,21.958597,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,45,Atlético Madrid,212,"['8b81dc87-1de5-4b3c-96d5-6befe801239f', 'df885272-8013-4097-a286-dd2711340150']",5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:05.073,Pass,
,,,,,,,,,,,,,,,,0.278566,,,,,,,,,,,,3bf3b1dc-3d27-4e9c-a75e-7a5254fa8e60,676,,"[86.3, 4.0]",3825631,18,,,,,0.7140907,,Right Foot,,,,"[87.8, 5.3]",,Ground Pass,,1.9849433,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,45,Atlético Madrid,212,"['2a34dad9-5786-47f2-a5d3-87b818c35d91', '2dff4df4-4627-4758-be6a-6a4fc6dbdfb4', '7fa3099a-fbd4-475f-b038-4dbbbeb00da9']",8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:08.291,Pass,True
