50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0f20251-f678-4b81-ac9b-dd1ff6834b10,1,,,3825770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6371d3f-4dc0-49ba-88fa-eb358d65f802,2,,,3825770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b598fd08-94b7-4241-b1af-667b60d57bfb,3,,,3825770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['c3b01c27-49d6-4d3d-a2ae-4dde8aefc87f'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3b01c27-49d6-4d3d-a2ae-4dde8aefc87f,4,,,3825770,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['b598fd08-94b7-4241-b1af-667b60d57bfb'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,64191127-06a6-46c4-99b9-b47640e7b55d,1929,,,3825770,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Real Madrid,220,['e5903aa9-8b4e-4591-8a10-6b8740b291ec'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e5903aa9-8b4e-4591-8a10-6b8740b291ec,1930,,,3825770,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Real Madrid,220,['64191127-06a6-46c4-99b9-b47640e7b55d'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.424675,,,,,,,,,,,,,a2146262-406d-4c2e-a0bd-d1e695607db9,5,,"[61.0, 40.1]",3825770,0,,,,,1.6352232,,Right Foot,,,,"[60.8, 43.2]",,Ground Pass,,3.1064448,,,,Karim Benzema,19677.0,,,,,Kick Off,1,From Kick Off,Mateo Kovačić,5456.0,Left Center Midfield,2,Real Madrid,220,['47dd6563-b229-4753-8644-1fa618effe0e'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.241,Pass,
,,,,,,,,,,,,,,,,,1.24884,,,,,,,,,,,,,1555930e-44f6-4cca-a4d0-efe9582a0159,8,,"[60.6, 44.1]",3825770,0,,,,,-2.8501358,,Right Foot,,,,"[47.6, 40.2]",,Ground Pass,,13.572398,,,,Toni Kroos,5574.0,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,['a7d635e2-2a6b-4a6f-b066-38faecfd55f4'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.705,Pass,
,,,,,,,,,,,,,,,,,1.260981,,,,,,,,,,,,,20f07e2c-22e8-41a9-84f3-20685fd42782,11,,"[42.3, 42.1]",3825770,0,,,,,1.6226017,,Right Foot,,,,"[40.9, 69.1]",,Ground Pass,,27.036272,,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Kick Off,Toni Kroos,5574.0,Center Defensive Midfield,2,Real Madrid,220,['b323332e-bad2-4910-9079-ef7206943038'],3,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.181,Pass,
,,,,,,,,,,,,,,,,,1.427292,,,,,,,,,,,,,d75cebf5-8dc5-4c8a-af34-8154f71ed1ae,15,,"[40.7, 70.2]",3825770,0,,,,,-2.4398313,,Right Foot,,,,"[22.6, 54.9]",,Ground Pass,,23.70021,,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,Danilo Luiz da Silva,3063.0,Right Back,2,Real Madrid,220,"['a62ca552-52a2-4ff5-abc5-db9ad1f7dcd9', 'f6d08442-0879-4b5d-a333-a6c16c9afe2c']",5,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:05.144,Pass,True
,,,,,,,,,,,,,,,,,1.344348,,,,,,,,,,,,,0e004782-dd7c-4a25-a819-8f860e820ece,19,,"[20.1, 54.7]",3825770,0,,,,,-2.6706102,,Right Foot,,,,"[3.8, 46.4]",,Ground Pass,,18.291529,,,,Keylor Navas Gamboa,5597.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,"['03f5a2cd-e462-4c40-b12d-1f39e6415a22', '911793ca-5c5f-49cb-a5b5-4161776f19e3']",7,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:07.499,Pass,True
,,,,,,,,,,,,,,,,,7.017157,,,,,,,,,,,,,14ea20a4-6693-4f87-905d-b2e314cf90ad,22,,"[4.7, 46.2]",3825770,0,,,,,0.4136361,,Right Foot,,,,"[81.7, 80.0]",,High Pass,,84.09186,,Out,,James David Rodríguez Rubio,5695.0,,,,,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Real Madrid,220,['7d2cad99-aae2-4960-a655-9dee3bc713ba'],9,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.051,Pass,
,,,,,,,,,,,,,,,,,1.19757,,,,,,,,,,,,,da5f3a58-580a-4ff5-a20e-47e7c2c94c52,25,,"[36.6, 0.1]",3825770,0,,,,,0.14659186,,,,,,"[51.5, 2.3]",,High Pass,,15.061541,,Incomplete,,Íñigo Lekue Martínez,6392.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,"['131805c7-aee3-40d5-90e4-0184dcc4a2c0', 'c815996d-3b46-47ef-a35c-ccd800eb568a']",26,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:26.013,Pass,
