50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e1e140e3-824d-435e-8ca1-425d343ca62e,1,,,3825815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85a491df-3451-49a8-b9e9-b92977c948d9,2,,,3825815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58233574-a838-40ed-9b29-ae96973c81c5,3,,,3825815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['6c780aa9-00ec-4033-9b9c-5a9dfb047610'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c780aa9-00ec-4033-9b9c-5a9dfb047610,4,,,3825815,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['58233574-a838-40ed-9b29-ae96973c81c5'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88af3d77-d864-44dd-9aab-1dffcff78904,1768,,,3825815,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Valencia,207,['1f6ace71-d150-4320-9cbf-78638e8c9ec6'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f6ace71-d150-4320-9cbf-78638e8c9ec6,1769,,,3825815,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Valencia,207,['88af3d77-d864-44dd-9aab-1dffcff78904'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.412061,,,,,,,,,,,,,b62b9f0f-b36e-4ed4-b38a-130bf7a5e1f1,5,,"[60.0, 40.0]",3825815,0,,True,,,-3.0035865,,Right Foot,,,"[45.6, 38.0]",,Ground Pass,,14.538225,,,Daniel Parejo Muñoz,6595.0,,,,,Kick Off,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['b341a093-a078-4e0b-ac4c-cb673ca900bf'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.503,Pass,
,,,,,,,,,,,,,,0.07426,,,,,,,,,,,,,7d34f75f-94c4-4390-a442-779b07e431a1,8,,"[44.8, 37.8]",3825815,0,,,,,1.2722974,,Right Foot,,,"[45.6, 40.4]",,Ground Pass,,2.720294,Incomplete,,,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Right Center Midfield,2,Valencia,207,"['04b27b6a-b801-418b-afad-130bdaea48bd', '7e99cbd5-62b4-4cf4-bf19-6f0e58661ffe']",3,,,,,,,,,,,,,,,,,Valencia,207,00:00:03.675,Pass,True
,,,,,,,,,,,,,,1.925759,,,,,,,,,,,,,380a1c71-8715-49ef-814c-53dcf9bdde97,11,,"[28.7, 30.1]",3825815,0,,,,,2.715663,,Left Foot,,,"[7.1, 39.9]",,Ground Pass,,23.71919,,,Diego Alves Carreira,25144.0,,,,,Recovery,1,From Kick Off,Aymen Abdennour,4406.0,Left Center Back,2,Valencia,207,"['62c7429f-ad65-46d4-bf23-389004eab40d', 'ab0da02c-870f-46ff-a858-6d1dfc35d38e']",6,,,,,,,,,,,,,,,,,Valencia,207,00:00:06.026,Pass,True
,,,,,,,,,,,,,,3.276993,,,,,,,,,,,,,55bb123d-2ba4-4fdb-a052-033ade834917,15,,"[8.6, 39.7]",3825815,0,,,,,0.5800028,,Right Foot,,,"[55.0, 70.1]",,High Pass,,55.471794,Incomplete,,Sofiane Feghouli,18724.0,,,,,,1,From Kick Off,Diego Alves Carreira,25144.0,Goalkeeper,2,Valencia,207,"['05d06d93-fdc9-4511-9be9-fe84527a3bb2', 'bff51434-4806-4546-90d2-c43a4c9f4d16', 'f7bd2734-f7b0-4b06-9e71-ed81da71769b']",8,,,,,,,,,,,,,,,,,Valencia,207,00:00:08.032,Pass,True
