bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.919203,,,,,,,,,,,,,fbea498d-de1f-4865-be2d-23f64b91ba34,1558,,"[24.7, 58.4]",3825788,43,,,,0.23255694,,Right Foot,,,"[32.3, 60.2]",,Ground Pass,,7.81025,,Incomplete,,,,,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,90,Celta Vigo,209,"['0ab42e4d-c4a8-4a50-bdbc-dd13bfba452a', 'b7138702-f97b-4caa-99b3-bbb462061a49']",5,,,,,,,,,,,,,,,,,Getafe,216,00:43:05.552,Pass,True
,,,,,,,,,,,,,,,,,,0.61239,,,,,,,,,,,,,938c7e2a-e004-4b56-b505-3822aa338bdd,1562,,"[91.9, 23.6]",3825788,43,,,,0.731558,,Left Foot,,,"[100.7, 31.5]",,Ground Pass,,11.825819,,,,John Guidetti,6038.0,,,,,,,1,Regular Play,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Left Wing,90,Celta Vigo,209,"['8f0f5fbd-61fa-4fcb-aaac-7a75ea7ccde4', 'd1762c2c-7832-4df4-bd71-625a2d43d038']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:07.053,Pass,True
,,,,,,,,,,,,,,,,,,0.948207,,,,,,,,,,,,,b46869e1-ea05-495c-9fca-08cc2a6a1ad2,1565,,"[99.2, 31.6]",3825788,43,,,,2.317752,,Right Foot,,,"[94.2, 37.0]",,Ground Pass,,7.359348,,,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,John Guidetti,6038.0,Center Forward,90,Celta Vigo,209,['e124b848-6ef1-4dbe-8d26-0df17925c40a'],7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:07.834,Pass,
,,,,,,,,,,,,,,,,,,1.493283,,,,,,,,,,,,,4da1cafc-01e9-4953-a159-df9783f85226,1568,,"[94.2, 40.5]",3825788,43,,,,1.241172,,Right Foot,,,"[99.4, 55.7]",,Ground Pass,,16.064869,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Right Wing,90,Celta Vigo,209,['73c64d9b-cd4c-4dd3-80f5-d3ec25b5a81c'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:08.846,Pass,
,,,,,,,,,,,,,,,,,,1.068467,,,,,,,,,,,,,afb2aac0-03cb-4b4f-a9e2-367f3a87757e,1571,,"[109.4, 55.2]",3825788,43,,,,-1.4524332,98dfb863-6457-4768-ab67-a2c756cb37c1,Right Foot,,,"[111.6, 36.7]",,High Pass,,18.630352,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,True,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,90,Celta Vigo,209,['153800db-85f7-4a0f-8b2a-a18b78e1fcf2'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:11.420,Pass,
,,,,,,,,,,,,,,,,,,3.757232,,,,,,,,,,,,,f7ebd834-873c-46e7-81b4-56147deb2c03,1576,,"[7.0, 44.1]",3825788,43,,,,0.2785205,,Right Foot,,,"[66.8, 61.2]",,High Pass,,62.196865,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,91,Getafe,216,['6e999306-8c1e-4f61-b0df-c734bd2b9127'],43,,,,,,,,,,,,,,,,,Getafe,216,00:43:43.138,Pass,
,,,,,,,,,,,,,,,,,,2.48515,,,,,,,,,,,,,6e999306-8c1e-4f61-b0df-c734bd2b9127,1577,,"[53.3, 18.9]",3825788,43,,,,0.11781914,,Head,,,"[77.8, 21.8]",,High Pass,,24.671036,,Incomplete,,John Guidetti,6038.0,,,,,,Recovery,1,From Goal Kick,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,91,Getafe,216,"['218bd2cd-ea16-4da4-9765-6f6ba0e42dee', 'aa1a416b-9872-4ba9-87fd-21761b06a7c9', 'f7ebd834-873c-46e7-81b4-56147deb2c03']",46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:46.895,Pass,
,,,,,,,,,,,,,,,,,,2.49494,,,,,,,,,,,,,deb3da30-8fd3-4cbc-ae34-933a6c60754c,1587,,"[66.8, 15.1]",3825788,44,,,,1.8372475,,Left Foot,,,"[55.2, 57.6]",,High Pass,,44.054626,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,True,,,Free Kick,1,From Free Kick,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,93,Celta Vigo,209,['c4584f7d-b4d9-481b-989c-6fde8b213732'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:44:08.963,Pass,
,,,,,,,,,,,,,,,,,,1.55717,,,,,,,,,,,,,63372ad1-d29d-44c6-980e-d6e2935de622,1590,,"[58.4, 52.3]",3825788,44,,,,0.8950483,,Left Foot,,,"[68.1, 64.4]",,Ground Pass,,15.508062,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Free Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,93,Celta Vigo,209,['653391e2-441c-4140-bba7-d408bd856188'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:44:13.574,Pass,
,,,,,,,,,,,,,,,,,,1.350271,,,,,,,,,,,,,eb981845-1953-45bb-b9d0-a38391ef9260,1593,,"[71.6, 65.6]",3825788,44,,,,0.28984648,,Right Foot,,,"[88.7, 70.7]",,Ground Pass,,17.844326,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Back,93,Celta Vigo,209,['9c3d67d5-5dfb-4634-aa8d-62b4977e9e2f'],16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:44:16.216,Pass,
,,,,,,,,,,,,,,,,,,1.502276,,,,,,,,,,,,,fe007e6d-ed71-403f-adf6-b1f2f1e4974a,1601,,"[48.9, 24.4]",3825788,44,,,,1.2078706,,Left Foot,,,"[54.9, 40.2]",,Ground Pass,,16.900888,,,,Pablo Sarabia García,6720.0,,,,,,,1,Regular Play,Abdoul Karim Yoda,27092.0,Left Back,94,Getafe,216,['d6221ac9-9817-498b-806a-594d793c14a7'],22,,,,,,,,,,,,,,,,,Getafe,216,00:44:22.435,Pass,
,,,,,,,,,,,,,,,,,,3.967783,,,,,,,,,,,,,53ab3571-f7f1-4be5-9103-83035f32cfc5,1608,,"[61.6, 29.7]",3825788,44,,,,-0.30079186,,Left Foot,,,"[110.6, 14.5]",,High Pass,,51.30341,,,,Víctor Rodríguez Romero,15893.0,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Right Wing,94,Getafe,216,['454d3464-3ef6-445d-95f2-e7e4441bb9eb'],26,,,,,,,,,,,,,,,,,Getafe,216,00:44:26.001,Pass,
,,,,,,,,,,,,,,,,,,1.603209,,,,,,,,,,,,,9011d173-bf63-4edf-88c9-17c9d6d5464d,1611,,"[112.8, 22.5]",3825788,44,,,,1.5902114,e56c2a8e-035f-4b97-8a68-a2cf189d3e58,Right Foot,True,,"[112.2, 53.4]",,High Pass,,30.905825,,,,Álvaro Vázquez García,24035.0,True,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,94,Getafe,216,['d27d7f4d-b101-4ed8-bbd2-17479c5ec517'],32,,,,,,,,,,,,,,,,,Getafe,216,00:44:32.582,Pass,
,,,,,,,,,,,,,,,,,,2.37325,,,,,,,,,,,,,ee9cc7be-4a94-4e6c-b59c-8d33e91c1b90,1616,,"[6.0, 36.0]",3825788,45,,,,-0.3920325,,Right Foot,,,"[73.0, 8.3]",,High Pass,,72.500275,,Unknown,,,,,,,,,Goal Kick,1,From Goal Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,95,Celta Vigo,209,,13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:45:13.412,Pass,
,,,,,,,,,,,,,,,,,,2.531871,,,,,,,,,,,,,205a4332-a618-4209-b5e5-5a3357b5a5a3,1620,,"[72.4, 8.1]",3825788,45,,,,0.9075416,,Right Foot,,,"[101.7, 45.6]",,High Pass,,47.589283,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Jonathan Castro Otto,6802.0,Left Back,96,Celta Vigo,209,['746ea871-ce62-41b4-9262-bca18ceebfd9'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:45:29.830,Pass,
,,,,,,,,,,,,,,,,,,1.337627,,,,,,,,,,,,,6a30f295-326d-431c-89f7-01833b27a100,1624,,"[86.4, 26.7]",3825788,45,,,,0.06981641,,Left Foot,,,"[100.7, 27.7]",,High Pass,,14.334923,,,,John Guidetti,6038.0,,,,,,,1,From Free Kick,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,96,Celta Vigo,209,['558cb6be-1675-427a-8147-a8f9542f03ef'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:45:34.358,Pass,
,,,,,,,,,,,,,,,,,,1.408739,,,,,,,,,,,,,47008d76-6da3-4eec-9506-a4e7536525c0,1626,,"[101.0, 27.4]",3825788,45,,,,1.2120256,,Head,,,"[106.4, 41.8]",,High Pass,,15.379207,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Free Kick,John Guidetti,6038.0,Center Forward,96,Celta Vigo,209,"['0285be43-d99f-4bdf-8d0b-c0c6280c4c39', '3feb88f5-f29e-4e22-9d09-1eac18d9acc8']",35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:45:35.696,Pass,
,,,,,,,,,,,,,,,,,,1.479404,,,,,,,,,,,,,6c91fdf0-76c5-4776-9801-d0fe4f613c5e,1629,,"[20.3, 52.7]",3825788,45,,,,-0.68386173,,Head,,,"[34.9, 40.8]",,High Pass,,18.835339,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Damián Nicolás Suárez Suárez,6627.0,Right Back,96,Celta Vigo,209,['acd78b61-8fc9-4307-a16e-bece0b06f99a'],38,,,,,,,,,,,,,,,,,Getafe,216,00:45:38.878,Pass,
,,,,,,,,,,,,,,,,,,1.08606,,,,,,,,,,,,,acd78b61-8fc9-4307-a16e-bece0b06f99a,1630,,"[85.2, 39.3]",3825788,45,,,,-0.7926973,,Head,,,"[98.8, 25.5]",,Low Pass,,19.375242,,Unknown,,,,,,,,,Recovery,1,From Free Kick,Nemanja Radoja,6796.0,Left Defensive Midfield,96,Celta Vigo,209,['6c91fdf0-76c5-4776-9801-d0fe4f613c5e'],40,,,,,,,,,,,,,,,,,Celta Vigo,209,00:45:40.357,Pass,
,,,,,,,,,,,,,,,,,,0.451006,,,,,,,,,,,,,f74c3452-94c6-4ab1-8aa9-74e6e7452d1f,1637,,"[61.0, 40.1]",3825788,45,True,,,-1.815775,,Right Foot,,,"[60.6, 38.5]",,Ground Pass,,1.6492423,,,,Iago Aspas Juncal,5217.0,,,,,,Kick Off,2,From Kick Off,John Guidetti,6038.0,Center Forward,97,Celta Vigo,209,['cbaa3fbe-36b5-4c44-8aec-696798759499'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.265,Pass,
,,,,,,,,,,,,,,,,,,0.951944,,,,,,,,,,,,,ef07bd47-3bb2-41aa-8d29-bb4b8b467bdd,1639,,"[60.6, 38.4]",3825788,45,,,,2.5026786,,Left Foot,,,"[50.1, 46.2]",,Ground Pass,,13.080137,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,2,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,97,Celta Vigo,209,['848b76cc-7a08-42e9-96e4-f9badbece803'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.205,Pass,
,,,,,,,,,,,,,,,,,,1.930741,,,,,,,,,,,,,53294d83-0386-4f1b-bde7-84141f8e86e7,1643,,"[51.2, 44.9]",3825788,45,,,,2.8253064,,Left Foot,,,"[29.2, 52.1]",,Ground Pass,,23.148218,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,2,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,97,Celta Vigo,209,"['8e7084f1-51e9-482d-b22d-a39aed475682', 'd8ddde9e-4309-46ca-b2ff-355a2e13ae81']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.353,Pass,True
,,,,,,,,,,,,,,,,,,3.11397,,,,,,,,,,,,,ecdcfd1c-21ff-4665-81f8-78d17f37b318,1646,,"[29.0, 51.8]",3825788,45,,,,-1.4954674,,Right Foot,,,"[30.6, 30.6]",,Ground Pass,,21.260292,,,,Sergi Gómez Solà,6804.0,,,,,,,2,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,97,Celta Vigo,209,['0ca6c4f0-9966-46f1-a881-67527fa7dced'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:05.362,Pass,
,,,,,,,,,,,,,,,,,,2.015388,,,,,,,,,,,,,b143543a-6e2e-4d27-b74d-0e07a864fb06,1650,,"[32.9, 30.2]",3825788,45,,,,0.34900105,,Left Foot,,,"[67.8, 42.9]",,High Pass,,37.138927,,Incomplete,,,,,,,,,,2,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,97,Celta Vigo,209,"['b7663ffa-4d39-4858-b33e-81356588cce7', 'bc33723f-51eb-4e82-ae5b-2a2c00eb3dfb']",8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:08.554,Pass,True
,,,,,,,,,,,,,,,,,,2.116593,,,,,,,,,,,,,bc33723f-51eb-4e82-ae5b-2a2c00eb3dfb,1651,,"[52.3, 37.2]",3825788,45,,,,0.25110728,,Head,,,"[75.3, 43.1]",,Low Pass,,23.744684,,Incomplete,,,,,,,,,Recovery,2,From Kick Off,Mehdi Lacen,6745.0,Right Defensive Midfield,97,Celta Vigo,209,"['48c7bb8f-12a1-4c05-9840-eeeb75a1c633', 'b143543a-6e2e-4d27-b74d-0e07a864fb06']",10,,,,,,,,,,,,,,,,,Getafe,216,00:00:10.569,Pass,
,,,,,,,,,,,,,,,,,,1.49629,,,,,,,,,,,,,41876628-1766-4a40-91be-78458db47fbe,1654,,"[42.2, 39.9]",3825788,45,,,,2.1572485,,Right Foot,,,"[32.3, 54.8]",,Ground Pass,,17.889103,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,2,From Kick Off,Nemanja Radoja,6796.0,Left Defensive Midfield,97,Celta Vigo,209,['0dc8e58d-82ea-4e4c-b83b-b22a598dff57'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:13.688,Pass,
,,,,,,,,,,,,,,,,,,2.520096,,,,,,,,,,,,,3e6fdf40-27c1-40ac-bec5-2d6d1b6dc289,1657,,"[31.5, 55.4]",3825788,45,,,,0.03720786,,Right Foot,,,"[90.6, 57.6]",,High Pass,,59.140934,,Incomplete,,,,,,,,,,2,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,97,Celta Vigo,209,['d0022e46-11e5-4f82-97ea-30abaf44275e'],16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:16.657,Pass,
,,,,,,,,,,,,,,,,,,2.206709,,,,,,,,,,,,,7094ecae-f904-4560-b1fd-6f43f3d5c48b,1662,,"[116.7, 57.4]",3825788,45,,,,-1.9391452,4aaa46d6-5cea-4ec2-a9f8-2819896e7bb0,Right Foot,True,,"[107.9, 34.6]",,High Pass,,24.439312,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,True,,,,,,2,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,97,Celta Vigo,209,['23ab922f-9b9d-4eb4-962d-94f1b17cb1da'],23,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:23.933,Pass,
,,,,,,,,,,,,,,,,,,0.435901,,,,,,,,,,,,,9c19603b-76fe-4356-9f66-3999767c4b2f,1669,,"[114.8, 54.0]",3825788,45,,,,-1.5707964,,Right Foot,True,,"[114.8, 47.0]",,Ground Pass,,7.0,,Incomplete,,,,,,,,,,2,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,97,Celta Vigo,209,['2b6b7285-caf4-41de-a78e-20b3739e8d34'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:29.025,Pass,
,,,,,,,,,,,,,,,,,,0.262194,,,,,,,,,,,,,41982f7c-1761-45de-b1ef-08c7901606b2,1674,,"[108.7, 63.5]",3825788,45,,,,-1.3197936,,Right Foot,,,"[109.7, 59.6]",,Ground Pass,,4.0261645,,Incomplete,,Hugo Mallo Novegil,6805.0,,,,,,,2,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,97,Celta Vigo,209,"['2910d6ba-adfc-4833-a830-f1f5a98144bd', '72e5b5fc-129a-4a26-93fb-b2eaa6543a4f']",33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:33.338,Pass,
,,,,,,,,,,,,,,,,,,0.303371,,,,,,,,,,,,,5ee6d14d-8784-4300-9b6a-4779dbf46764,1680,,"[105.1, 74.5]",3825788,45,,,,-2.226492,,Left Foot,,,"[101.1, 69.3]",,Ground Pass,,6.5604877,,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,,,2,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,97,Celta Vigo,209,"['562b4936-c605-4a29-a463-07f29e9978bb', '71e0666c-d063-4a51-9882-90e18144f416', 'f7468b35-c73f-42c8-a93a-92b838ef58d8']",36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:36.132,Pass,True
,,,,,,,,,,,,,,,,,,0.969688,,,,,,,,,,,,,c5b6cb0f-2b18-4e96-97c8-c6ef1e142ddb,1683,,"[99.2, 80.0]",3825788,45,True,,,-1.4953098,,,,,"[100.1, 68.1]",,Low Pass,,11.933985,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Throw-in,2,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,98,Celta Vigo,209,['42d5fe9c-3fb7-4d4a-8aa0-eac65671550b'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:51.512,Pass,
,,,,,,,,,,,,,,,,,,2.53601,,,,,,,,,,,,,cea5d36e-53a5-419e-9774-4729def91406,1685,,"[98.6, 66.3]",3825788,45,,,,-1.3512737,,Left Foot,True,,"[106.9, 29.1]",,High Pass,,38.114697,,Incomplete,,,,,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,98,Celta Vigo,209,['a634e95a-6b1d-459c-9651-6a82e2e08544'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:54.384,Pass,
,,,,,,,,,,,,,,,,,,1.75763,,,,,,,,,,,,,b517dcf2-0999-403f-94af-8a3dfcff673c,1690,,"[90.0, 36.5]",3825788,46,,,,-0.91762704,,Left Foot,,,"[107.6, 13.5]",,Ground Pass,,28.961353,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,,2,From Throw In,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,98,Celta Vigo,209,['8db0d363-981f-4609-9c1d-9f48ec5e2474'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:01.039,Pass,
,,,,,,,,,,,,,,,,,,1.059861,,,,,,,,,,,,,d7fc2dd6-bd6f-42e8-83f5-10d3a13f2a42,1693,,"[107.6, 13.5]",3825788,46,,,,2.8387077,,Left Foot,,,"[96.4, 17.0]",,Ground Pass,,11.7341385,,,,Jonathan Castro Otto,6802.0,,,,,,,2,From Throw In,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Left Wing,98,Celta Vigo,209,['c43e4a8e-7d4e-49cf-965f-f91976a65a51'],4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:04.368,Pass,
,,,,,,,,,,,,,,,,,,1.082228,,,,,,,,,,,,,92e56fa9-5043-4eea-b1e1-e7db68a79a7a,1697,,"[98.6, 15.7]",3825788,46,,,,-0.8519663,,Right Foot,,,"[105.6, 7.7]",,Ground Pass,,10.630146,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,,2,From Throw In,Jonathan Castro Otto,6802.0,Left Back,98,Celta Vigo,209,"['55b627ec-9c3c-4854-8299-488431bbbe7c', 'dd83946c-9e84-45c7-a8b1-af50cd659223']",5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:05.899,Pass,True
,,,,,,,,,,,,,,,,,,0.989456,,,,,,,,,,,,,e612ae46-3f9c-4e92-a7b8-fc994241ad59,1701,,"[118.1, 11.5]",3825788,46,,,,1.6313283,,Left Foot,True,,"[116.7, 34.6]",,Ground Pass,,23.142385,,Incomplete,,,,,,,,,,2,From Throw In,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Left Wing,98,Celta Vigo,209,['3c2c5865-3d29-475c-8f57-31f8c13901af'],10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:10.397,Pass,
,,,,,,,,,,,,,,,,,,1.665964,,,,,,,,,,,,,b0b7b210-9994-4bc9-bc87-1e5d25aa0a88,1703,,"[49.3, 75.5]",3825788,46,,,,-0.12062367,,Head,,,"[55.9, 74.7]",,Low Pass,,6.6483083,,Incomplete,,Víctor Rodríguez Romero,15893.0,,,,,,Recovery,2,From Throw In,Álvaro Vázquez García,24035.0,Center Forward,98,Celta Vigo,209,"['8ba65347-c518-43bb-bfd1-17e93efa5820', 'ffe517d1-5c12-4e59-babe-a9a489999823']",16,,,,,,,,,,,,,,,,,Getafe,216,00:01:16.399,Pass,
,,,,,,,,,,,,,,,,,,2.453025,,,,,,,,,,,,,5513b570-cdf6-4f69-9cb6-d8319321b7d2,1708,,"[55.1, 24.8]",3825788,46,,,,1.5200784,,Left Foot,,,"[56.1, 44.5]",,Ground Pass,,19.725365,,,,Pedro Pablo Hernández,6801.0,,,,,,,2,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,98,Celta Vigo,209,['7babdd5c-1b0b-46f8-a303-bfc44000da1b'],21,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:21.720,Pass,
,,,,,,,,,,,,,,,,,,0.680741,,,,,,,,,,,,,53b61d04-b65d-4e9a-85b5-2291c25bedd7,1715,,"[62.9, 45.6]",3825788,46,,,,-0.38150838,,Left Foot,,,"[80.1, 38.7]",,Ground Pass,,18.532404,,,,Iago Aspas Juncal,5217.0,,,,,,,2,From Throw In,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,98,Celta Vigo,209,['42329bd6-7346-4256-8f02-bd348a31bead'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:27.895,Pass,
,,,,,,,,,,,,,,,,,,1.115848,,,,,,,,,,,,,82935e24-6647-4c61-9fae-43c6249c826e,1718,,"[80.0, 38.7]",3825788,46,,,,1.8347601,,Right Foot,,,"[77.0, 49.8]",,Ground Pass,,11.4982605,,,,Pedro Pablo Hernández,6801.0,,,,,,,2,From Throw In,Iago Aspas Juncal,5217.0,Right Wing,98,Celta Vigo,209,['95532797-b37c-412b-8377-8bc5cf6f2cb2'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:29.153,Pass,
,,,,,,,,,,,,,,,,,,1.346001,,,,,,,,,,,,,98feb4e7-4a1b-44b9-b991-8f7fed1c91e9,1722,,"[80.6, 51.8]",3825788,46,,,,0.9206223,,Left Foot,,,"[93.3, 68.5]",,Ground Pass,,20.980467,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,2,From Throw In,Pedro Pablo Hernández,6801.0,Right Defensive Midfield,98,Celta Vigo,209,"['06cf1445-f50d-4e1c-ba6e-8e8e71f3051b', '8b0f4d3a-00c8-40da-8b9e-19c1faba1b21']",30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:30.954,Pass,True
,,,,,,,,,,,,,,,,,,0.75934,,,,,,,,,,,,,21e0f02e-ddee-4971-bdef-18b7f402e694,1725,,"[94.5, 68.1]",3825788,46,,,,-0.7378151,,Right Foot,,,"[98.9, 64.1]",,Ground Pass,,5.9464273,,Incomplete,,,,,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,98,Celta Vigo,209,['389924f1-395e-4840-81e7-6937dafdf4a6'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:32.375,Pass,
,,,,,,,,,,,,,,,,,,2.743431,,,,,,,,,,,,,f3d6643a-2b43-4b5d-b598-dfa2ceb11fef,1728,,"[21.8, 12.4]",3825788,46,,,,0.256463,,Left Foot,,,"[50.4, 19.9]",,Ground Pass,,29.567043,,,,Álvaro Vázquez García,24035.0,,,,,,,2,From Throw In,Abdoul Karim Yoda,27092.0,Left Back,98,Celta Vigo,209,['3de7535b-25aa-4f3a-9224-abe6b2cf06d9'],33,,,,,,,,,,,,,,,,,Getafe,216,00:01:33.914,Pass,
,,,,,,,,,,,,,,,,,,1.145734,,,,,,,,,,,,,d90f01cc-bfe9-44dc-81de-6278ce30011d,1736,,"[74.7, 49.6]",3825788,46,,,,0.32318527,,Left Foot,,,"[95.6, 56.6]",,High Pass,,22.041098,,Incomplete,,,,,,,,,,2,From Throw In,Iago Aspas Juncal,5217.0,Right Wing,98,Celta Vigo,209,['7deeed04-8f32-4113-b04b-cfcca2b03e0e'],40,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:40.709,Pass,
,,,,,,,,,,,,,,,,,,0.941125,,,,,,,,,,,,,75e6b76e-46b8-4e51-ab2c-a4a6218826ca,1739,,"[25.7, 24.5]",3825788,46,,,,0.66194165,,Right Foot,,,"[33.4, 30.5]",,Ground Pass,,9.76166,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,,2,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,98,Celta Vigo,209,['2efd9311-1c77-42e1-a6b0-ba4ca2ca7416'],43,,,,,,,,,,,,,,,,,Getafe,216,00:01:43.054,Pass,
,,,,,,,,,,,,,,,,,,1.568551,,,,,,,,,,,,,c8324a0d-8c21-4f80-bea1-c0f9beb4d21d,1742,,"[33.4, 31.3]",3825788,46,,,,1.3048961,,Right Foot,,,"[46.5, 79.4]",,High Pass,,49.851982,,Out,,,,,,True,,,,2,From Throw In,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,98,Celta Vigo,209,,50,,,,,,,,,,,,,,,,,Getafe,216,00:01:50.181,Pass,
