50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,534b9915-eccc-4727-9961-8f4e4fa12022,1,,,3825708,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 27154, 'name': 'Nikolaos Karabelas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3cd3f160-fc08-4f18-b49f-a9523e5dd47e,2,,,3825708,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 31}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,acfe16a7-5c79-4dcd-ac73-6bc20d5e78d0,3,,,3825708,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['e4844008-5da8-4720-90b6-68b68c9c0263'],0,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4844008-5da8-4720-90b6-68b68c9c0263,4,,,3825708,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['acfe16a7-5c79-4dcd-ac73-6bc20d5e78d0'],0,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,21f5d156-8fa6-43a7-9dc5-00aba05de667,1549,,,3825708,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,122,Málaga,223,['400056e2-1065-4a67-a8ae-17e0ae64cee1'],0,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,400056e2-1065-4a67-a8ae-17e0ae64cee1,1550,,,3825708,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,122,Málaga,223,['21f5d156-8fa6-43a7-9dc5-00aba05de667'],0,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.804027,,,,,,,,,,,,,,f6d82f57-26b3-4010-85ae-7c40f173ba85,5,,"[60.0, 40.0]",3825708,0,,,,,-1.7234457,,Right Foot,,,"[59.6, 37.4]",Ground Pass,,2.6305892,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,Kick Off,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,2,Málaga,223,['c09f6437-f030-4e54-a369-ef22e884cdf7'],0,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.577,Pass,
,,,,,,,,,,,,,,,,,,1.363627,,,,,,,,,,,,,,0bb838f4-4cff-4ddc-bb87-9294a4c31fd6,8,,"[59.6, 37.1]",3825708,0,,,,,2.9781163,,Right Foot,,,"[40.2, 40.3]",Ground Pass,,19.662146,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,2,Málaga,223,['bd7b2757-094a-4751-827f-a1cb9d3f3a4f'],1,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.581,Pass,
,,,,,,,,,,,,,,,,,,3.182176,,,,,,,,,,,,,,54e5680a-d62b-4955-99fc-8c25eb5344bc,11,,"[43.1, 42.5]",3825708,0,,,,,0.35164198,,Left Foot,,,"[87.8, 58.9]",High Pass,,47.61355,,Incomplete,,,,,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,['5f3c05d3-9c91-4010-823a-85d644c84126'],4,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:04.545,Pass,
,,,,,,,,,,,,,,,,,,1.951768,,,,,,,,,,,,,,5f3c05d3-9c91-4010-823a-85d644c84126,12,,"[32.3, 21.2]",3825708,0,,,,,0.5880026,,Head,,,"[45.2, 29.8]",High Pass,,15.50387,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Rubén García Santos,23943.0,Left Wing,2,Málaga,223,"['54e5680a-d62b-4955-99fc-8c25eb5344bc', '844bd32f-dbf9-44c2-932f-32c0f2553274']",7,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:07.727,Pass,
,,,,,,,,,,,,,,,,,,1.493021,,,,,,,,,,,,,,c6a30b29-b47d-4ff6-a3c1-3b0e8ca8f095,16,,"[76.3, 50.3]",3825708,0,,,,,-2.0744226,,Right Foot,,,"[62.8, 25.8]",Ground Pass,,27.973202,,,,Juan Carlos Pérez López,6559.0,,,,,,,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,2,Málaga,223,"['038bcf92-1f3b-4ad3-93ae-bd02b2a91c88', '91805968-7eee-43b5-a0f5-b0ba5021b79a']",10,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:10.836,Pass,True
,,,,,,,,,,,,,,,,,,2.160447,,,,,,,,,,,,,,fc2cc56b-7f54-4da9-8bba-6795780de3aa,20,,"[62.0, 18.0]",3825708,0,,,,,-0.5106028,,Left Foot,,,"[88.6, 3.1]",Ground Pass,,30.48885,,,,Pablo Fornals Malla,6764.0,,,,,,,1,From Kick Off,Juan Carlos Pérez López,6559.0,Left Back,2,Málaga,223,"['17e5d5cf-57bc-4748-a027-8f0df26fb6f2', '8e562db4-23a4-44c6-9272-8781651d5709']",13,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:13.423,Pass,True
,,,,,,,,,,,,,,,,,,0.84026,,,,,,,,,,,,,,68d8a80d-059e-4e36-8658-8f30c661cf35,23,,"[88.6, 3.1]",3825708,0,,,,,1.0557235,,Right Foot,,,"[94.6, 13.7]",Ground Pass,,12.180312,,,,Duje Čop,8419.0,,,,,,,1,From Kick Off,Pablo Fornals Malla,6764.0,Left Midfield,2,Málaga,223,['18f7ece8-f78e-446d-b6a5-a18ae039eb16'],16,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:16.580,Pass,
,,,,,,,,,,,,,,,,,,0.746767,,,,,,,,,,,,,,4909aca8-a3ec-45be-89e4-910d43fe79b3,26,,"[94.6, 13.7]",3825708,0,,,,,-2.3036115,,Left Foot,,,"[89.2, 7.7]",Ground Pass,,8.072174,,,,Pablo Fornals Malla,6764.0,,,,,,,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,2,Málaga,223,['930743d2-5313-4f7d-9c28-c81895388c14'],17,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:17.460,Pass,
,,,,,,,,,,,,,,,,,,1.014074,,,,,,,,,,,,,,06016f02-1f19-40c1-9b45-fd3ff6c7303a,29,,"[87.6, 8.5]",3825708,0,,,,,-2.4087775,,Right Foot,,,"[81.6, 3.1]",Ground Pass,,8.072174,,,,Ignacio Camacho Barnola,8234.0,,,,,,,1,From Kick Off,Pablo Fornals Malla,6764.0,Left Midfield,2,Málaga,223,['799734cd-8e12-4226-a341-f7c1530c4c0d'],19,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:19.545,Pass,
,,,,,,,,,,,,,,,,,,0.607953,,,,,,,,,,,,,,98824499-fbeb-41ad-b1a5-7700d700f6f6,32,,"[81.6, 3.1]",3825708,0,,,,,1.8345082,,Right Foot,,,"[78.9, 13.1]",Ground Pass,,10.3580885,,,,Pablo Fornals Malla,6764.0,,,,,,,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,2,Málaga,223,['355567b7-1d4f-4996-86aa-6956598f49b0'],21,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:21.426,Pass,
,,,,,,,,,,,,,,,,,,0.694765,,,,,,,,,,,,,,752990db-c579-41c8-a6a1-c400e2eea5c9,35,,"[78.9, 13.1]",3825708,0,,,,,2.7846806,,Right Foot,,,"[73.0, 15.3]",Ground Pass,,6.2968245,,,,José Luis García del Pozo,6580.0,,,,,,,1,From Kick Off,Pablo Fornals Malla,6764.0,Left Midfield,2,Málaga,223,['b72bdc2e-dfb2-4743-a104-faaf7b59b299'],22,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:22.575,Pass,
,,,,,,,,,,,,,,,,,,1.291022,,,,,,,,,,,,,,04701abf-6b63-4269-8b86-fd383171196f,39,,"[73.8, 11.5]",3825708,0,,,,,-1.5940479,,Right Foot,,,"[73.6, 2.9]",Ground Pass,,8.602325,,,,Juan Carlos Pérez López,6559.0,,,,,,,1,From Kick Off,José Luis García del Pozo,6580.0,Right Defensive Midfield,2,Málaga,223,"['31cc8c5b-1c40-41c1-8645-2111b8bf40a9', 'b625db1a-ba4a-45dc-ace2-1552894dc4ad']",24,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:24.458,Pass,True
