50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.851072,,,,,,,,,,,,,,a6870ab3-0b9a-46f4-bffe-2e4035481e59,15,,"[71.6, 80.0]",3825881,0,,True,,,-2.5906103,,,,,"[63.3, 74.9]",Low Pass,,9.741663,,,,Marco Asensio Willemsen,5719.0,,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,3,Espanyol,214,['504a2304-d764-49cf-9461-993f5a30da48'],36,,,,,,,,,,,,,,,,Espanyol,214,00:00:36.626,Pass,
,,,,,,,,,,,,,,,,,2.721414,,,,,,,,,,,,,,40e57c79-5cf2-487c-a041-5b3c5bba1a51,17,,"[63.3, 74.9]",3825881,0,,,,,-0.0959147,,Right Foot,,,"[97.6, 71.6]",High Pass,,34.45838,,Incomplete,,,,,,,,,,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Center Midfield,3,Espanyol,214,['e44cef08-c4e3-473d-ad38-ad60b845f697'],37,,,,,,,,,,,,,,,,Espanyol,214,00:00:37.477,Pass,
,,,,,,,,,,,,,,,,,3.084854,,,,,,,,,,,,,,e44cef08-c4e3-473d-ad38-ad60b845f697,18,,"[22.5, 8.5]",3825881,0,,,,,-0.36625555,,Head,,,"[44.4, 0.1]",High Pass,,23.455704,,Out,,,,,,,,,Recovery,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,3,Espanyol,214,['40e57c79-5cf2-487c-a041-5b3c5bba1a51'],40,,,,,,,,,,,,,,,,Granada,1049,00:00:40.198,Pass,
,,,,,,,,,,,,,,,,,0.7864,,,,,,,,,,,,,,48c214c4-fae5-4a69-9cf0-be37f3d99910,19,,"[83.9, 80.0]",3825881,0,,,,,-0.49604368,,,,,"[92.4, 75.4]",Low Pass,,9.664885,,,,Marco Asensio Willemsen,5719.0,,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,['6bda568d-617d-4d32-8171-4707bda7b72f'],54,,,,,,,,,,,,,,,,Espanyol,214,00:00:54.335,Pass,
,,,,,,,,,,,,,,,,,0.723603,,,,,,,,,,,,,,dbcd42bd-42cc-4263-807d-dae86cbb8250,22,,"[92.0, 75.4]",3825881,0,,,,,2.844748,,Left Foot,,,"[83.5, 78.0]",Ground Pass,,8.888757,,,,Javier López Rodríguez,6791.0,,,,,,,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Center Midfield,4,Espanyol,214,['259afe9d-0f84-4ffb-afcb-c3fc11a24ec3'],55,,,,,,,,,,,,,,,,Espanyol,214,00:00:55.675,Pass,
,,,,,,,,,,,,,,,,,1.964953,,,,,,,,,,,,,,9c3b913c-edb8-4614-ae59-b2b0f86588ee,24,,"[83.5, 78.0]",3825881,0,,,,,-0.92032003,,Right Foot,,,"[102.6, 52.9]",High Pass,,31.540768,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,"['06f19b4b-a8d3-4e5b-92be-8280099c0fe0', 'dca6faa4-9318-44a7-a90c-54195e4f5b54']",56,,,,,,,,,,,,,,,,Espanyol,214,00:00:56.399,Pass,
,,,,,,,,,,,,,,,,,1.969227,,,,,,,,,,,,,,dca6faa4-9318-44a7-a90c-54195e4f5b54,26,,"[17.5, 27.2]",3825881,0,,,,,-1.0212028,,Head,,,"[34.1, 0.1]",High Pass,,31.780025,,Out,,Isaac Ajayi Success,6918.0,,,,,,Recovery,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,4,Espanyol,214,"['314f7a5a-ac45-4b3d-b106-8eadeef5ce63', '9c3b913c-edb8-4614-ae59-b2b0f86588ee']",58,,,,,,,,,,,,,,,,Granada,1049,00:00:58.364,Pass,
,,,,,,,,,,,,,,,,,0.77874,,,,,,,,,,,,,,cd9e385b-8ff9-49af-8c6b-47dbdd8b433e,28,,"[93.1, 80.0]",3825881,1,,,,,-0.56975645,,,,,"[99.5, 75.9]",Low Pass,,7.600658,,,,Marco Asensio Willemsen,5719.0,,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,5,Espanyol,214,['f73531b7-42e7-4c0a-b9b1-23b3b54f0ed6'],12,,,,,,,,,,,,,,,,Espanyol,214,00:01:12.404,Pass,
,,,,,,,,,,,,,,,,,0.928399,,,,,,,,,,,,,,7a4fbf41-9b2c-44d8-b49e-2e7699c8d0c8,31,,"[98.4, 75.8]",3825881,1,,,,,2.3561945,,Left Foot,,,"[95.1, 79.1]",Ground Pass,,4.666905,,,,Javier López Rodríguez,6791.0,,,,,,,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Center Midfield,5,Espanyol,214,"['1c495ce6-3c53-4f73-8d81-69b051271365', 'fea55a2c-acf9-4a91-b1a4-fa2fcfe9d4d4']",13,,,,,,,,,,,,,,,,Espanyol,214,00:01:13.183,Pass,True
,,,,,,,,,,,,,,,,,1.652414,,,,,,,,,,,,,,91a42dd3-869a-49fb-ba88-aca7684d5edc,34,,"[95.8, 78.7]",3825881,1,,,,,-1.142757,,Right Foot,True,,"[110.4, 46.7]",High Pass,,35.173286,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,5,Espanyol,214,"['5c7beb12-834f-4c03-ac06-42f3ab924023', '605a11d1-a3ac-4e90-a504-45b122c35d8a']",14,,,,,,,,,,,,,,,,Espanyol,214,00:01:14.171,Pass,
,,,,,,,,,,,,,,,,,2.606251,,,,,,,,,,,,,,12542a03-71d7-454b-af8d-e7bda879e6e0,37,,"[99.5, 66.4]",3825881,1,,,,,-0.7112983,,Head,,,"[111.8, 55.8]",High Pass,,16.237303,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,Recovery,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Center Midfield,5,Espanyol,214,"['6921a3b6-44ce-41db-b9a3-ba8ad5eb4f86', 'd80bb9b1-249f-4ae1-90ae-79a6bbb992eb']",17,,,,,,,,,,,,,,,,Espanyol,214,00:01:17.377,Pass,
,,,,,,,,,,,,,,,,,2.295141,,,,,,,,,,,,,,6921a3b6-44ce-41db-b9a3-ba8ad5eb4f86,39,,"[8.3, 24.3]",3825881,1,,,,,-0.5757988,,Left Foot,,,"[38.8, 4.5]",High Pass,,36.363304,,,,Isaac Ajayi Success,6918.0,,,,,,Recovery,1,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,6,Granada,1049,"['12542a03-71d7-454b-af8d-e7bda879e6e0', '33f452e4-fa90-4e3f-aaa7-ac575c7c9c02']",19,,,,,,,,,,,,,,,,Granada,1049,00:01:19.983,Pass,
,,,,,,,,,,,,,,,,,0.960485,,,,,,,,,,,,,,a859d24e-a6eb-4974-b667-6f75eda3eacc,43,,"[45.9, 8.5]",3825881,1,,,,,0.68496203,,Right Foot,,,"[60.1, 20.1]",Ground Pass,,18.335758,,,,Youssef El-Arabi,27109.0,,,,,,,1,Regular Play,Isaac Ajayi Success,6918.0,Left Midfield,6,Granada,1049,['1a2f435a-c4a9-4490-83e6-37344d700776'],25,,,,,,,,,,,,,,,,Granada,1049,00:01:25.615,Pass,
,,,,,,,,,,,,,,,,,1.077914,,,,,,,,,,,,,,336468e9-cf84-4986-a0f2-2b6851fe1760,47,,"[61.2, 22.0]",3825881,1,,,,,-1.2778839,,Left Foot,,,"[66.9, 3.1]",Ground Pass,,19.74082,,,,David Barral Torres,26248.0,,,,,,,1,Regular Play,Youssef El-Arabi,27109.0,Right Center Forward,6,Granada,1049,"['25d500d3-b8b0-4d2f-91eb-63b0244714f7', 'a4c84927-45cd-4413-853e-e6d3a45454f1']",27,,,,,,,,,,,,,,,,Granada,1049,00:01:27.552,Pass,True
,,,,,,,,,,,,,,,,,1.245081,,,,,,,,,,,,,,19eb2ccb-8e65-42db-ab52-fb989b89f838,55,,"[80.1, 12.3]",3825881,1,,,,,-0.54428047,ad40cb74-0b61-4d53-ab9b-2e7811ec654d,Right Foot,,,"[95.3, 3.1]",Ground Pass,,17.767385,,,,Isaac Ajayi Success,6918.0,True,,,,,,1,Regular Play,David Barral Torres,26248.0,Left Center Forward,6,Granada,1049,['09c7508d-29e4-4577-8c2c-475935eb93e2'],35,,,,,,,,,,,,,,,,Granada,1049,00:01:35.373,Pass,
,,,,,,,,,,,,,,,,,1.138254,,,,,,,,,,,,,,2d08a5d7-1475-49b9-b084-b7419bbdd1f7,65,,"[15.4, 77.0]",3825881,1,,,,,-0.68461716,,Right Foot,,,"[20.3, 73.0]",Low Pass,,6.325346,,,,Javier López Rodríguez,6791.0,,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Midfield,6,Granada,1049,['e8547b00-a751-4f24-86b8-dca836dd281b'],48,,,,,,,,,,,,,,,,Espanyol,214,00:01:48.583,Pass,
,,,,,,,,,,,,,,,,,2.486809,,,,,,,,,,,,,,3538894a-d390-4738-a654-3b73b93ae8e1,68,,"[26.2, 72.5]",3825881,1,,,,,-0.015980374,,Right Foot,,,"[70.0, 71.8]",High Pass,,43.80559,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,6,Granada,1049,"['0d821cd6-3840-4bcf-a25a-13d6f88c47fd', '8a9274f3-30ce-4efa-99e7-00183850225e']",51,,,,,,,,,,,,,,,,Espanyol,214,00:01:51.238,Pass,
,,,,,,,,,,,,,,,,,1.201339,,,,,,,,,,,,,,8a9274f3-30ce-4efa-99e7-00183850225e,70,,"[50.1, 8.3]",3825881,1,,,,,-0.64987046,,Head,,,"[55.1, 4.5]",Low Pass,,6.2801275,,,,Cristiano Biraghi,7158.0,,,,,,Recovery,1,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,6,Granada,1049,"['1e820bca-0972-4d08-932f-d58710c29bad', '3538894a-d390-4738-a654-3b73b93ae8e1']",53,,,,,,,,,,,,,,,,Granada,1049,00:01:53.725,Pass,
,,,,,,,,,,,,,,,,,1.75409,,,,,,,,,,,,,,a77479f8-ad09-4297-bff8-a2f2dc9c33b1,73,,"[55.5, 4.7]",3825881,1,,,,,0.03736578,,Left Foot,,,"[76.9, 5.5]",High Pass,,21.414948,,Incomplete,,,,,,,,,,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,6,Granada,1049,"['657dee97-cad5-461c-a79d-09393f8ed4b9', 'e52a237c-86a7-47cf-8797-e1c5561f68d0']",54,,,,,,,,,,,,,,,,Granada,1049,00:01:54.926,Pass,True
,,,,,,,,,,,,,,,,,5.20856,,,,,,,,,,,,,,657dee97-cad5-461c-a79d-09393f8ed4b9,74,,"[43.2, 74.6]",3825881,1,,,,,-0.25901777,,Left Foot,,,"[110.0, 56.9]",High Pass,,69.10521,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,Recovery,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,6,Granada,1049,"['8a0d5986-b515-4367-bbdc-e57e0da466f9', 'a1b726b6-e9fd-4f4a-9989-3c7195c84ff6', 'a77479f8-ad09-4297-bff8-a2f2dc9c33b1']",56,,,,,,,,,,,,,,,,Espanyol,214,00:01:56.680,Pass,
,,,,,,,,,,,,,,,,,3.222318,,,,,,,,,,,,,,8830fd5d-05c5-49df-8213-5c9025c84130,78,,"[23.2, 52.0]",3825881,2,,,,,0.13066804,,Drop Kick,,,"[71.9, 58.4]",High Pass,,49.118732,,,,Youssef El-Arabi,27109.0,,,,,,,1,From Keeper,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,7,Granada,1049,['7b21d973-9c30-472d-8a8e-4d81a75b0b95'],19,,,,,,,,,,,,,,,,Granada,1049,00:02:19.923,Pass,
,,,,,,,,,,,,,,,,,1.513772,,,,,,,,,,,,,,0f881dd0-5f3d-428c-b469-8b1f51be8554,80,,"[69.7, 59.4]",3825881,2,,,,True,0.5245743,,,,,"[87.5, 69.7]",High Pass,,20.565262,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,,,1,From Keeper,Youssef El-Arabi,27109.0,Right Center Forward,7,Granada,1049,"['62814359-09dc-4300-b04e-d62926a62bc6', '93de6f51-5865-42d5-9649-36efe5a18f34', 'f879b2e5-901e-4f2e-8cb9-157234fc72a4']",23,,,,,,,,,,,,,,,,Granada,1049,00:02:23.159,Pass,True
,,,,,,,,,,,,,,,,,2.083217,,,,,,,,,,,,,,62814359-09dc-4300-b04e-d62926a62bc6,83,,"[32.6, 10.4]",3825881,2,,,,,0.18406302,,Left Foot,,,"[70.2, 17.4]",High Pass,,38.246044,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,Recovery,1,From Keeper,Rubén Duarte Sánchez,6612.0,Left Back,7,Granada,1049,"['0f881dd0-5f3d-428c-b469-8b1f51be8554', '5ba4d6c2-f1cf-4939-8d8d-8331408f2979', '7adb50db-6bca-4d12-be8c-6d745879cc90']",24,,,,,,,,,,,,,,,,Espanyol,214,00:02:24.673,Pass,
,,,,,,,,,,,,,,,,,1.289471,,,,,,,,,,,,,,7adb50db-6bca-4d12-be8c-6d745879cc90,85,,"[49.9, 62.7]",3825881,2,,,,,-0.13255154,,Other,,,"[58.9, 61.5]",High Pass,,9.079648,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,Recovery,1,From Keeper,David Rodríguez Lombán,6702.0,Right Center Back,7,Granada,1049,"['62814359-09dc-4300-b04e-d62926a62bc6', 'ed9e0db1-2caa-4d38-a064-588482920ade']",26,,,,,,,,,,,,,,,,Granada,1049,00:02:26.756,Pass,
,,,,,,,,,,,,,,,,,2.307744,,,,,,,,,,,,,,aff833fb-6005-49ff-8380-bfbbba84760b,87,,"[58.2, 61.9]",3825881,2,,True,,,2.5917394,,Right Foot,,,"[48.9, 67.6]",Ground Pass,,10.907795,,,,David Rodríguez Lombán,6702.0,,,,,,,1,From Keeper,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,7,Granada,1049,['5bb8eda7-a059-4c4e-9db9-9407c504009b'],28,,,,,,,,,,,,,,,,Granada,1049,00:02:28.461,Pass,
,,,,,,,,,,,,,,,,,3.015148,,,,,,,,,,,,,,7bb954af-c901-45c5-b4fd-50d319b1fe94,89,,"[38.1, 70.7]",3825881,2,,,,,-2.3769383,,Right Foot,,,"[13.5, 47.1]",Ground Pass,,34.08988,,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,,1,From Keeper,David Rodríguez Lombán,6702.0,Right Center Back,7,Granada,1049,['b97d7fbf-c0c8-442d-a659-c44fda8bdc9b'],31,,,,,,,,,,,,,,,,Granada,1049,00:02:31.932,Pass,
,,,,,,,,,,,,,,,,,1.409169,,,,,,,,,,,,,,8b932dcd-b177-48d7-8855-70b54250b322,92,,"[11.6, 47.1]",3825881,2,,,,,1.1033465,,Right Foot,,,"[22.2, 68.1]",Ground Pass,,23.523605,,,,David Rodríguez Lombán,6702.0,,,,,,,1,From Keeper,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,7,Granada,1049,['de462073-f213-476b-8d30-c13c433c0e11'],36,,,,,,,,,,,,,,,,Granada,1049,00:02:36.087,Pass,
,,,,,,,,,,,,,,,,,1.357905,,,,,,,,,,,,,,909da2e8-e5f2-454b-ba68-2a447d9eb8f5,95,,"[23.1, 68.6]",3825881,2,,,,,-0.45231664,,Right Foot,,,"[37.3, 61.7]",Ground Pass,,15.787653,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,,1,From Keeper,David Rodríguez Lombán,6702.0,Right Center Back,7,Granada,1049,['a516d0f8-3492-4d96-9cbc-67cc43665b51'],38,,,,,,,,,,,,,,,,Granada,1049,00:02:38.723,Pass,
,,,,,,,,,,,,,,,,,5.06101,,,,,,,,,,,,,,db1cbee6-126f-4515-b65a-b7acc0c045e0,98,,"[50.1, 65.3]",3825881,2,,,,,0.114007294,,Right Foot,,,"[115.6, 72.8]",High Pass,,65.92799,,,,David Barral Torres,26248.0,,,,,,,1,From Keeper,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,7,Granada,1049,['3b00d62e-3c3c-41b4-bf02-be744c19efba'],45,,,,,,,,,,,,,,,,Granada,1049,00:02:45.365,Pass,
,,,,,,,,,,,,,,,,,1.873345,,,,,,,,,,,,,,ca65bc65-90c4-4fdb-9085-e75caaa5a854,100,,"[117.5, 74.2]",3825881,2,,,,,-1.9347752,,Right Foot,True,,"[107.9, 49.0]",High Pass,,26.966646,,Incomplete,,,,,,,,,,1,From Keeper,David Barral Torres,26248.0,Left Center Forward,7,Granada,1049,['6ee1fe7b-d140-4380-8040-6ba9a897bda9'],50,,,,,,,,,,,,,,,,Granada,1049,00:02:50.426,Pass,
,,,,,,,,,,,,,,,,,1.546999,,,,,,,,,,,,,,6ee1fe7b-d140-4380-8040-6ba9a897bda9,101,,"[12.2, 31.1]",3825881,2,,,,,-1.0714496,,Head,,,"[15.8, 24.5]",Low Pass,,7.5179787,,,,Rubén Duarte Sánchez,6612.0,,,,,,Recovery,1,From Keeper,Óscar Esau Duarte Gaitán,5598.0,Center Defensive Midfield,7,Granada,1049,"['3aada61f-1331-47c7-b3f6-dff0e6dece92', 'ca65bc65-90c4-4fdb-9085-e75caaa5a854']",52,,,,,,,,,,,,,,,,Espanyol,214,00:02:52.299,Pass,
