50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2531f5a9-ef13-481e-a92c-4921bff9b971,1,,,3825791,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bf9a01ab-60e1-4a36-b5c6-27ea1c34665d,2,,,3825791,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,67150c38-ae0c-44d6-ac98-bde56c0e3f1d,3,,,3825791,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['241a9e1a-568d-44a4-8797-1ffde5dbd92a'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,241a9e1a-568d-44a4-8797-1ffde5dbd92a,4,,,3825791,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['67150c38-ae0c-44d6-ac98-bde56c0e3f1d'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18f213a8-9b82-43b6-8de9-4715b425ddda,1638,,,3825791,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,Real Betis,218,['6cd902c7-b742-4620-82ec-0aa5f2a95553'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6cd902c7-b742-4620-82ec-0aa5f2a95553,1639,,,3825791,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,Real Betis,218,['18f213a8-9b82-43b6-8de9-4715b425ddda'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.142398,,,,,,,,,,,,,bd6840b8-92d9-4853-b9fe-2d795c0a8d33,5,,"[61.0, 40.1]",3825791,0,,,,,2.0344439,,Right Foot,,,"[59.4, 43.3]",,Ground Pass,,3.5777087,,,Adrián Embarba Blázquez,11539.0,,,,,Kick Off,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Rayo Vallecano,360,['c8272e21-dfeb-49d2-80f0-6d1657766bf6'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.214,Pass,
,,,,,,,,,,,,,,,1.366074,,,,,,,,,,,,,9cf766d4-290f-44cc-9ee5-6aa1d82fbb93,7,,"[61.1, 39.8]",3825791,0,,,,,2.9027615,,Left Foot,,,"[49.6, 42.6]",,Ground Pass,,11.835962,,,Francisco Medina Luna,26797.0,,,,,,1,From Kick Off,Adrián Embarba Blázquez,11539.0,Right Wing,2,Rayo Vallecano,360,['7e326fe4-4801-40ed-88f5-c9a1d71e6355'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.256,Pass,
,,,,,,,,,,,,,,,1.507344,,,,,,,,,,,,,4bf554f9-6b8b-4565-86dc-e69d6ea03f14,10,,"[43.8, 42.6]",3825791,0,,,,,2.071617,,Right Foot,,,"[33.4, 61.6]",,Ground Pass,,21.6601,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,From Kick Off,Francisco Medina Luna,26797.0,Center Attacking Midfield,2,Rayo Vallecano,360,['91ecf328-2efa-4d0d-be17-3deb0ed1c55e'],4,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:04.961,Pass,
,,,,,,,,,,,,,,,2.165969,,,,,,,,,,,,,a50c91ce-a7ab-4d1c-bb4d-f22d964fd4cc,13,,"[33.4, 61.6]",3825791,0,,,,,-1.8021348,,Right Foot,,,"[28.1, 39.1]",,Ground Pass,,23.115795,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,2,Rayo Vallecano,360,['e1f77cde-9d8c-4e32-9ea5-4bc1b97f7264'],7,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.954,Pass,
