ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,582c2866-af6b-49dd-96cf-b0520adf91d9,1,,,3825849,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffd72fba-cb75-4243-bc1d-e55b4345f879,2,,,3825849,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6906, 'name': 'Jon Bautista Orgilles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 35}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f2ec21b9-beba-47f2-bb18-0efcf9b505db,3,,,3825849,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['ac932f15-ffcc-4342-9c85-868fe2629440'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ac932f15-ffcc-4342-9c85-868fe2629440,4,,,3825849,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['f2ec21b9-beba-47f2-bb18-0efcf9b505db'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,43cf2ba6-7d55-41ac-b8e1-f94edfaa2999,1884,,,3825849,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Valencia,207,['0c1dea7b-a55f-432f-8a07-48f9d26f89db'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c1dea7b-a55f-432f-8a07-48f9d26f89db,1885,,,3825849,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Valencia,207,['43cf2ba6-7d55-41ac-b8e1-f94edfaa2999'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.379833,,,,,,,,,,,,a092bdc6-a8ed-4c26-b845-489dfb83b99e,5,,"[61.0, 40.1]",3825849,0,,,,-1.929567,,Right Foot,,,,"[60.4, 38.5]",Ground Pass,,1.7088008,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,Kick Off,1,From Kick Off,Jon Bautista Orgilles,6906.0,Center Forward,2,Real Sociedad,210,['20299205-f1e1-4fd4-b5de-ed91b9c6ba3c'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.787,Pass,
,,,,,,,,,,,,,,,0.882459,,,,,,,,,,,,e2aedb5a-167e-45ab-8303-e7b9feb48cec,8,,"[60.3, 38.7]",3825849,0,,,,2.8887863,,Left Foot,,,,"[48.3, 41.8]",Ground Pass,,12.39395,,,Asier Illarramendi Andonegi,6671.0,,,,,,,1,From Kick Off,Mikel Oyarzabal Ugarte,6685.0,Center Attacking Midfield,2,Real Sociedad,210,['7ce99459-c13f-4bad-a9de-b76f4e3621fb'],1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:01.233,Pass,
,,,,,,,,,,,,,,,1.153173,,,,,,,,,,,,d34ef663-5322-449c-8273-a585aeaecbc6,11,,"[50.9, 39.3]",3825849,0,,,,-2.0085876,,Right Foot,,,,"[42.1, 20.5]",Ground Pass,,20.757648,,,Alberto De La Bella Madureño,6674.0,,,,,,,1,From Kick Off,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,2,Real Sociedad,210,['904e3058-967e-4bfc-b0df-97ab6fd84540'],3,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:03.705,Pass,
,,,,,,,,,,,,,,,0.207644,,,,,,,,,,,,8b321a8e-91c6-4d27-8eec-31205eedeb76,14,,"[39.6, 21.6]",3825849,0,,,,-0.40024066,,Left Foot,,,,"[42.2, 20.5]",Ground Pass,,2.823119,Incomplete,,David Zurutuza Veillet,6669.0,,,,,,,1,From Kick Off,Alberto De La Bella Madureño,6674.0,Left Back,2,Real Sociedad,210,"['221aa60a-6ecf-405b-bb93-5f4f3f367d62', '55f97334-53bd-4b94-8f96-bf80871d317f']",6,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:06.087,Pass,
,,,,,,,,,,,,,,,1.549624,,,,,,,,,,,,1327b649-3c00-417a-878a-515f9c317249,18,,"[54.5, 0.1]",3825849,0,True,,,2.3386524,,,,,,"[48.9, 5.9]",Low Pass,,8.062258,,,Asier Illarramendi Andonegi,6671.0,,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,3,Real Sociedad,210,['267d20b2-8b32-4e9d-908e-f58a60b8f420'],15,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:15.407,Pass,
,,,,,,,,,,,,,,,0.86289,,,,,,,,,,,,ad3e112b-ec72-4e8f-8315-dfe12d9dc5bc,20,,"[48.7, 5.9]",3825849,0,,,,-0.62548506,,Right Foot,,,,"[52.3, 3.3]",Ground Pass,,4.4407206,,,Alberto De La Bella Madureño,6674.0,,,,,,,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,3,Real Sociedad,210,['23a52d10-3aa2-46a6-ab02-49820c9cc7e1'],17,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:17.104,Pass,
,,,,,,,,,,,,,,,2.014662,,,,,,,,,,,,05c6ab12-39a2-4ab7-a67f-3b862476a8d4,23,,"[51.9, 3.3]",3825849,0,,,,2.5127964,,Left Foot,,,,"[26.6, 21.7]",High Pass,,31.283382,,,Diego Antonio Reyes Rosales,16539.0,,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,3,Real Sociedad,210,['d7fc23c7-73b4-4009-8842-de66240b165e'],18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:18.047,Pass,
,,,,,,,,,,,,,,,1.370914,,,,,,,,,,,,139c7f1c-da41-4065-a85b-fe2d7b33c270,26,,"[21.5, 28.3]",3825849,0,,,,-0.9433631,,Right Foot,,,,"[31.0, 15.2]",Ground Pass,,16.182089,,,Asier Illarramendi Andonegi,6671.0,,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Left Center Back,3,Real Sociedad,210,['3c1a3eb2-85b8-4062-affa-45446ea0e037'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:23.204,Pass,
