bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f996b2e-933a-4336-b82c-68ca114c9ed8,1,,,,3825783,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e919c710-d8e2-4bf1-8dff-6b0f2b01540c,2,,,,3825783,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1c043919-312a-48d4-b088-b5e15b5348f5,3,,,,3825783,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['210773b1-b782-480d-928d-36431b05c136'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,210773b1-b782-480d-928d-36431b05c136,4,,,,3825783,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['1c043919-312a-48d4-b088-b5e15b5348f5'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7a534b17-29d0-4fe9-aaa0-a7691d52215d,1401,,,,3825783,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Athletic Club,215,['328b4c2c-8daa-48fb-8695-d30c93a1a087'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,328b4c2c-8daa-48fb-8695-d30c93a1a087,1402,,,,3825783,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Athletic Club,215,['7a534b17-29d0-4fe9-aaa0-a7691d52215d'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.888899,,,,,,,,,,,,,c826a5fe-b9a6-4e1f-8258-b730476f0b42,5,,,"[61.0, 40.1]",3825783,0,,True,,,2.5790946,,Right Foot,,,"[56.4, 43.0]",,Ground Pass,,5.4378304,,,Xabier Prieto Argarate,6690.0,,,,,Kick Off,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,2,Real Sociedad,210,['56ce7b93-2e48-4489-aa61-3da217477a17'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.519,Pass,
,,,,,,,,,,,,,,,,,2.197583,,,,,,,,,,,,,a2a1767a-af85-4a94-96b4-bf5d4e0efe11,7,,,"[56.4, 42.6]",3825783,0,,,,,0.1450417,,Right Foot,,,"[92.0, 47.8]",,High Pass,,35.97777,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,From Kick Off,Xabier Prieto Argarate,6690.0,Right Center Midfield,2,Real Sociedad,210,"['86db19a4-c30f-4b1c-a61f-8437baa47196', 'aff81aab-3c07-45e1-be64-1461f81ab97d']",3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:03.359,Pass,
,,,,,,,,,,,,,,,,,1.896905,,,,,,,,,,,,,aff81aab-3c07-45e1-be64-1461f81ab97d,9,,,"[28.1, 32.3]",3825783,0,,,,,-0.43259427,,Left Foot,,,"[62.1, 16.6]",,High Pass,,37.449833,Incomplete,,,,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Real Sociedad,210,"['a2a1767a-af85-4a94-96b4-bf5d4e0efe11', 'f9ad6552-4721-448e-a876-746db96f8a1d']",5,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:05.556,Pass,
,,,,,,,,,,,,,,,,,2.580756,,,,,,,,,,,,,f9ad6552-4721-448e-a876-746db96f8a1d,10,,,"[58.0, 63.5]",3825783,0,,,,,-0.6202495,,Head,,,"[83.9, 45.0]",,High Pass,,31.828604,Pass Offside,,Jonathas Cristian de Jesus,8584.0,,,,,Recovery,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Back,2,Real Sociedad,210,"['338e0c7f-7d2c-4807-9e35-ee7447ca9b90', 'aff81aab-3c07-45e1-be64-1461f81ab97d']",7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.453,Pass,
