ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.497706,,,,,,,,,,,,,,,b1e00d96-6acc-49bf-b6fb-31d817b59d08,18,,"[120.0, 0.1]",3825735,0,,,,,1.7842143,,Right Foot,,,,"[113.0, 32.4]",High Pass,True,33.049812,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Denis Suárez Fernández,6609.0,Left Midfield,3,Villarreal,222,['803588ce-2d13-4759-b344-89d1f3c8a364'],39,,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.238,Pass,
,,,,,,,,,,,,,,,,,1.629854,,,,,,,,,,,,,,,803588ce-2d13-4759-b344-89d1f3c8a364,19,,"[7.1, 47.7]",3825735,0,,,,,0.6574914,,Head,,,,"[28.6, 64.3]",High Pass,,27.162659,,,,,Rubén Castro Martín,6832.0,,,,,Interception,1,From Corner,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,3,Villarreal,222,"['b1e00d96-6acc-49bf-b6fb-31d817b59d08', 'd7db0cef-4127-446a-9d22-805becc297ba']",40,,,,,,,,,,,,,,,,,Real Betis,218,00:00:40.736,Pass,
,,,,,,,,,,,,,,,,,2.993174,,,,,,,,,,,,,,,f372241b-3b8f-4e74-9e36-d7bf9dbbb9f4,21,,"[28.6, 64.3]",3825735,0,,,,,-0.13835096,,Head,,,,"[44.4, 62.1]",High Pass,,15.952429,,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Corner,Rubén Castro Martín,6832.0,Center Forward,3,Villarreal,222,"['6db47c75-5b9c-4386-9bab-75fe8744d9ba', 'c232909e-c331-4436-9af2-2c7187300aae']",42,,,,,,,,,,,,,,,,,Real Betis,218,00:00:42.365,Pass,
,,,,,,,,,,,,,,,,,3.641074,,,,,,,,,,,,,,,c232909e-c331-4436-9af2-2c7187300aae,23,,"[75.7, 18.0]",3825735,0,,,,,2.9437327,,Left Foot,,,,"[34.3, 26.3]",Low Pass,,42.22381,,,,,Alphonse Areola,3379.0,,,,,Recovery,1,From Corner,Adrián Marín Gómez,6935.0,Left Back,3,Villarreal,222,"['62f4fe34-8f66-495c-8dfc-2e26310af73a', 'f372241b-3b8f-4e74-9e36-d7bf9dbbb9f4']",45,,,,,,,,,,,,,,,,,Villarreal,222,00:00:45.359,Pass,
,,,,,,,,,,,,,,,,,2.696595,,,,,,,,,,,,,,,bd742950-0f47-4d7d-941c-c02a820a742a,26,,"[34.3, 26.3]",3825735,0,,,,,0.7999367,,Right Foot,,,,"[64.8, 57.7]",High Pass,,43.774536,,,Incomplete,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Corner,Alphonse Areola,3379.0,Goalkeeper,3,Villarreal,222,"['6d1b975e-7cbc-4228-acd5-ff845af73b5d', 'fdd74153-2657-4f0a-a391-e0c0e2b6a649']",55,,,,,,,,,,,,,,,,,Villarreal,222,00:00:55.214,Pass,
,,,,,,,,,,,,,,,,,1.633381,,,,,,,,,,,,,,,fdd74153-2657-4f0a-a391-e0c0e2b6a649,29,,"[55.3, 22.4]",3825735,0,,,,True,-0.7758746,,,,,,"[65.9, 12.0]",High Pass,,14.8499155,,,,,Fabián Ruiz Peña,6655.0,,,,,Recovery,1,From Corner,Álvaro Cejudo Carmona,26723.0,Left Wing,3,Villarreal,222,"['0cda3eb6-51b0-456a-a88d-1643a2cf6a81', 'bd742950-0f47-4d7d-941c-c02a820a742a', 'd6b83f7e-8159-406e-bd79-fe9d0a22c8a2']",57,,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.911,Pass,True
,,,,,,,,,,,,,,,,,2.559907,,,,,,,,,,,,,,,26707e8d-333a-47d9-8f7e-16aa45bd7d6e,33,,"[66.4, 9.9]",3825735,1,,,,,0.017935297,,Left Foot,,,,"[88.7, 10.3]",Ground Pass,,22.303587,,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Corner,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,3,Villarreal,222,"['ba7a16fc-a6bb-47a6-83ff-2cbfb35cc241', 'ef4d4f81-cbc2-4735-b1dc-2883a549dd13']",1,,,,,,,,,,,,,,,,,Real Betis,218,00:01:01.043,Pass,
,,,,,,,,,,,,,,,,,2.253993,,,,,,,,,,,,,,,ef4d4f81-cbc2-4735-b1dc-2883a549dd13,35,,"[31.4, 69.8]",3825735,1,,,,,-2.2999923,,Left Foot,,,,"[5.4, 40.7]",Ground Pass,,39.023197,,,,,Alphonse Areola,3379.0,,,,,Recovery,1,From Corner,Mateo Pablo Musacchio,7034.0,Right Center Back,3,Villarreal,222,"['26707e8d-333a-47d9-8f7e-16aa45bd7d6e', 'b78a2a43-bb85-43f5-b6a3-ba170ad79492']",3,,,,,,,,,,,,,,,,,Villarreal,222,00:01:03.603,Pass,
,,,,,,,,,,,,,,,,,1.479927,,,,,,,,,,,,,,,f3e530ad-117b-4bfb-bd7a-24f75c56754f,38,,"[8.7, 46.1]",3825735,1,,,,,1.4698745,,Right Foot,,,,"[11.1, 69.8]",High Pass,,23.821209,,,,,Mateo Pablo Musacchio,7034.0,,,,,,1,From Corner,Alphonse Areola,3379.0,Goalkeeper,3,Villarreal,222,"['7ab3d232-933e-409c-be44-c5bfac09497b', '88336203-25b2-4caa-9f7c-08e2fba873b9']",5,,,,,,,,,,,,,,,,,Villarreal,222,00:01:05.857,Pass,True
,,,,,,,,,,,,,,,,,2.288719,,,,,,,,,,,,,,,04fe14a9-7e19-47b7-9e9d-8fa426be2035,42,,"[11.1, 70.0]",3825735,1,,,,,-1.6987245,,Right Foot,,,,"[8.0, 45.9]",Ground Pass,,24.29856,,,,,Alphonse Areola,3379.0,,,,,,1,From Corner,Mateo Pablo Musacchio,7034.0,Right Center Back,3,Villarreal,222,['e3c64df9-a848-48c3-8488-c3b87b086a31'],9,,,,,,,,,,,,,,,,,Villarreal,222,00:01:09.358,Pass,
,,,,,,,,,,,,,,,,,2.61768,,,,,,,,,,,,,,,aca5e73b-fdd5-4fcc-9094-f446ccb96e35,46,,"[7.3, 47.8]",3825735,1,,,,,0.113298275,,Right Foot,,,,"[53.0, 53.0]",High Pass,,45.994892,,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Corner,Alphonse Areola,3379.0,Goalkeeper,3,Villarreal,222,"['be6ebb6c-7c3f-495a-9d93-a7ed8b0594e7', 'f0ffca92-89f2-4832-9d99-533716fe147c']",12,,,,,,,,,,,,,,,,,Villarreal,222,00:01:12.525,Pass,True
,,,,,,,,,,,,,,,,,1.123528,,,,,,,,,,,,,,,8ed017e1-03e9-4dcf-8adf-1f2bedce63d6,52,,"[55.3, 37.1]",3825735,1,,,,,1.4854428,,Right Foot,,,,"[56.9, 55.8]",Ground Pass,,18.768324,,,,,Cristiano Piccini,11634.0,,,,,,1,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,4,Real Betis,218,['419ec1c6-0094-4f1f-8826-8f15fad84bab'],17,,,,,,,,,,,,,,,,,Real Betis,218,00:01:17.124,Pass,
,,,,,,,,,,,,,,,,,1.054855,,,,,,,,,,,,,,,8f930997-20b0-4a65-9c86-f201e44b310e,56,,"[57.5, 72.3]",3825735,1,,,,,-0.04234755,,Right Foot,,,,"[69.3, 71.8]",Ground Pass,,11.810589,,,,,Foued Kadir,186264.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,"['0333fd92-0216-49eb-aa7d-a687111ae1de', '781515bf-ff81-46e3-a457-4cb6fea27556']",20,,,,,,,,,,,,,,,,,Real Betis,218,00:01:20.139,Pass,True
,,,,,,,,,,,,,,,,,0.819173,,,,,,,,,,,,,,,57576697-87c4-4dfe-b916-9dd1c4188607,60,,"[63.8, 66.6]",3825735,1,,,,,-2.5838184,,Right Foot,,,,"[52.9, 59.8]",Ground Pass,,12.847178,,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Foued Kadir,186264.0,Right Wing,4,Real Betis,218,['033a3cea-e136-4b5d-b6a7-8e84cfac16a0'],22,,,,,,,,,,,,,,,,,Real Betis,218,00:01:22.681,Pass,
,,,,,,,,,,,,,,,,,0.982876,,,,,,,,,,,,,,,ea55c51c-4d8e-4653-a495-a9fe14613787,63,,"[48.7, 59.8]",3825735,1,,,,,-1.222448,,Right Foot,,,,"[55.6, 40.8]",Ground Pass,,20.214104,,,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Right Defensive Midfield,4,Real Betis,218,['08758fbe-e0fb-4546-a11b-601f282d2e58'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:01:25.149,Pass,
,,,,,,,,,,,,,,,,,0.910356,,,,,,,,,,,,,,,6c697307-1eb6-41f8-8b26-5b76ff2029b2,67,,"[59.1, 48.0]",3825735,1,,,,,0.95128053,,Right Foot,,,,"[68.3, 60.9]",Ground Pass,,15.844558,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,4,Real Betis,218,"['0a34c6ac-12dd-44d3-885b-e12f760d8161', '267e458d-7258-4dcf-aa6b-e6fb633ed4bc']",27,,,,,,,,,,,,,,,,,Real Betis,218,00:01:27.104,Pass,True
,,,,,,,,,,,,,,,,,2.960149,,,,,,,,,,,,,,,f97b9a9f-b4a0-4ab7-887e-3f93d20ceea8,74,,"[75.7, 13.7]",3825735,1,,,,,1.3490154,,Left Foot,,,,"[78.0, 23.9]",Ground Pass,,10.456099,,,,,Cédric Bakambu,6862.0,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Midfield,5,Villarreal,222,['c31230c4-a130-4fbc-897d-9f076359334a'],31,,,,,,,,,,,,,,,,,Villarreal,222,00:01:31.108,Pass,
,,,,,,,,,,,,,,,,,1.033383,,,,,,,,,,,,,,,6577defb-d7e1-4c51-aed0-d99859689a2a,78,,"[79.7, 24.8]",3825735,1,,,,,1.901679,,Right Foot,,,,"[75.2, 37.9]",Ground Pass,,13.851354,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,5,Villarreal,222,"['d73b6f7d-bf2a-4073-bb7b-a1c430e153da', 'd82ed5d4-8c55-4731-b3a4-4be140832db3']",34,,,,,,,,,,,,,,,,,Villarreal,222,00:01:34.299,Pass,True
,,,,,,,,,,,,,,,,,0.378944,,,,,,,,,,,,,,,928b68f5-9ff6-40c1-b6e0-9a477c9a4513,81,,"[75.0, 37.4]",3825735,1,,,,,-0.059808824,,Right Foot,,,,"[91.7, 36.4]",Low Pass,,16.729914,,,Incomplete,,Roberto Soldado Rillo,26009.0,,,Through Ball,True,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,5,Villarreal,222,"['ab930f7e-854d-4068-aa9c-64d2a2309a3e', 'f18fb4c1-b26b-474c-a036-1d7649bb68c6']",35,,,,,,,,,,,,,,,,,Villarreal,222,00:01:35.373,Pass,
,,,,,,,,,,,,,,,,,1.205287,,,,,,,,,,,,,,,574f4489-6806-4517-9a4a-7e256930db85,88,,"[7.0, 69.7]",3825735,1,,,,,0.23944774,,Right Foot,,,,"[28.3, 74.9]",Ground Pass,,21.925556,,,,,Foued Kadir,186264.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,6,Real Betis,218,['39b78bd6-ed2a-4c03-adaa-70adb06fdc20'],43,,,,,,,,,,,,,,,,,Real Betis,218,00:01:43.862,Pass,
,,,,,,,,,,,,,,,,,0.8765,,,,,,,,,,,,,,,2a1484cf-fba6-433f-a3fe-fc22a2c27c37,91,,"[28.3, 74.9]",3825735,1,,,,,-1.6092389,,Right Foot,,,,"[27.9, 64.5]",Ground Pass,,10.407689,,,,,Cristiano Piccini,11634.0,,,,,,1,Regular Play,Foued Kadir,186264.0,Right Wing,6,Real Betis,218,['be33e0e5-f85f-4950-ada4-3c41ded8536f'],46,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.008,Pass,
,,,,,,,,,,,,,,,,,1.369207,,,,,,,,,,,,,,,4df86a7d-db77-4b08-a1f8-4f8662cd21f8,94,,"[27.9, 64.5]",3825735,1,,,,,0.36332905,,Right Foot,,,,"[47.1, 71.8]",High Pass,,20.540936,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,6,Real Betis,218,['e6ac63a2-af52-4592-9f63-a776aae27aa0'],46,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.950,Pass,
,,,,,,,,,,,,,,,,,2.739946,,,,,,,,,,,,,,,40cffa7a-dc49-464b-a039-c02982fe87bd,103,,"[76.9, 0.1]",3825735,2,,True,,,2.0924146,,,,,,"[71.9, 8.8]",Low Pass,,10.034441,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Adrián Marín Gómez,6935.0,Left Back,7,Villarreal,222,['34f5ebe6-5179-4712-9342-9cc6fe28599b'],2,,,,,,,,,,,,,,,,,Villarreal,222,00:02:02.365,Pass,
,,,,,,,,,,,,,,,,,1.341672,,,,,,,,,,,,,,,13fb04fc-66a8-47e2-bc7d-18988199ef14,105,,"[48.2, 71.3]",3825735,2,,,,,-1.0204104,,Right Foot,,,,"[56.3, 58.1]",Low Pass,,15.487091,,,,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,8,Real Betis,218,['9553be1d-5b6b-4cc7-9b46-f484c57ae550'],7,,,,,,,,,,,,,,,,,Real Betis,218,00:02:07.644,Pass,
,,,,,,,,,,,,,,,,,0.582587,,,,,,,,,,,,,,,74b370f3-1f93-420d-9260-c1dcc988248e,108,,"[56.9, 56.9]",3825735,2,,,,,0.9652517,,Right Foot,,,,"[60.5, 62.1]",Ground Pass,,6.3245554,,,Unknown,,,,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,8,Real Betis,218,,9,,,,,,,,,,,,,,,,,Real Betis,218,00:02:09.099,Pass,
,,,,,,,,,,,,,,,,,0.974355,,,,,,,,,,,,,,,3ce86d3b-47c3-4353-8e5f-1cb800737a4c,111,,"[58.8, 58.8]",3825735,2,,True,,,0.97178096,,Left Foot,,,,"[65.9, 69.2]",Ground Pass,,12.592458,,,,,Fabián Ruiz Peña,6655.0,,,,,Free Kick,1,From Free Kick,Petros Matheus dos Santos Araújo,27346.0,Right Defensive Midfield,9,Real Betis,218,['49196c5e-3ed4-45c9-ae53-772088730dc6'],29,,,,,,,,,,,,,,,,,Real Betis,218,00:02:29.727,Pass,
,,,,,,,,,,,,,,,,,1.14062,,,,,,,,,,,,,,,e6af1891-5688-4588-82e2-1eec9883bf54,113,,"[65.9, 68.5]",3825735,2,,,,,0.6998929,,Left Foot,,,,"[71.6, 73.3]",Ground Pass,,7.4518456,,,,,Cristiano Piccini,11634.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,9,Real Betis,218,['547cc0d8-dacf-4982-8b48-d3da432f941e'],31,,,,,,,,,,,,,,,,,Real Betis,218,00:02:31.385,Pass,
,,,,,,,,,,,,,,,,,1.745307,,,,,,,,,,,,,,,2d3c4c87-fc43-4729-8042-095bdc7b1e3c,122,,"[47.1, 0.1]",3825735,2,,,,,2.6745894,,,,,,"[35.2, 6.1]",Low Pass,,13.32704,,,,,Víctor Ruíz Torre,6752.0,,,,,Throw-in,1,From Throw In,Adrián Marín Gómez,6935.0,Left Back,11,Villarreal,222,['f4b56dcd-0ffa-4f8d-994f-ec6eca693dbd'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:02:44.270,Pass,
,,,,,,,,,,,,,,,,,1.47308,,,,,,,,,,,,,,,14cc12dc-8104-4898-a0d9-1198085e02c9,125,,"[34.3, 5.7]",3825735,2,,,,,1.3752156,,Left Foot,,,,"[38.5, 26.9]",Ground Pass,,21.612034,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,11,Villarreal,222,['0025e6bf-ec30-4ac8-95b3-a46111def48e'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:02:46.894,Pass,
,,,,,,,,,,,,,,,,,0.771322,,,,,,,,,,,,,,,5beb7b66-4310-45aa-8ade-c0790017554e,128,,"[53.7, 39.5]",3825735,2,,,,,-0.10768987,,Right Foot,,,,"[64.8, 38.3]",Ground Pass,,11.164677,,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Throw In,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,11,Villarreal,222,['f0a609b8-e42b-4d75-bac2-0c8730f146ad'],52,,,,,,,,,,,,,,,,,Villarreal,222,00:02:52.419,Pass,
,,,,,,,,,,,,,,,,,1.038485,,,,,,,,,,,,,,,b1ef1428-6db6-4fc8-9491-bd9967d689fd,130,,"[63.8, 37.3]",3825735,2,,,,,-2.767735,,Right Foot,,,,"[50.8, 32.2]",Ground Pass,,13.964598,,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,11,Villarreal,222,['b0f4844b-264d-489d-9f87-4c0e5d0d65e7'],53,,,,,,,,,,,,,,,,,Villarreal,222,00:02:53.190,Pass,
