ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f25033b6-f5fa-4926-9ce8-6f4c77773a1b,1,,,3825574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bf60c85e-5a11-44c6-aa76-e90115bd1331,2,,,3825574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 9246, 'name': 'Patrick Ebert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c6f196c-ec4d-44c5-bddf-7408af5cddf2,3,,,3825574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['68a9f081-425b-4b2a-ad12-345db5a73d27'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,68a9f081-425b-4b2a-ad12-345db5a73d27,4,,,3825574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['5c6f196c-ec4d-44c5-bddf-7408af5cddf2'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0defe12d-aea2-4a2c-8212-16adada914a6,1900,,,3825574,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Rayo Vallecano,360,['9018295a-9130-49b6-9ab6-2bb3a8c29480'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9018295a-9130-49b6-9ab6-2bb3a8c29480,1901,,,3825574,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Rayo Vallecano,360,['0defe12d-aea2-4a2c-8212-16adada914a6'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.739443,,,,,,,,,,,,,5540b0d6-e8ba-4b30-bb98-14d0270b55a1,5,,"[60.0, 40.0]",3825574,0,,True,,,-1.7782925,,Left Foot,,,,"[59.6, 38.1]",,Ground Pass,,1.9416488,,,,Iago Aspas Juncal,5217.0,,,,,,Kick Off,1,From Kick Off,Pedro Pablo Hernández,6801.0,Left Center Midfield,2,Celta Vigo,209,['bd066506-1b59-434d-8eb1-b2b101736465'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.547,Pass,
,,,,,,,,,,,,,,,,1.12381,,,,,,,,,,,,,6194beac-7136-4e64-9182-a4194915279f,7,,"[59.5, 37.7]",3825574,0,,True,,,3.0819619,,Left Foot,,,,"[46.1, 38.5]",,Ground Pass,,13.42386,,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['331ff495-e03d-4084-9b78-f590b9075aa6'],1,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.292,Pass,
,,,,,,,,,,,,,,,,1.535943,,,,,,,,,,,,,8016f90b-a734-4286-a870-9d0930bba7e0,9,,"[45.7, 38.7]",3825574,0,,,,,-2.7064462,,Right Foot,,,,"[27.2, 30.1]",,Ground Pass,,20.401226,,,,Andreu Fontàs Prat,6890.0,,,,,,,1,From Kick Off,Augusto Matías Fernández,19668.0,Center Defensive Midfield,2,Celta Vigo,209,['cb09b016-a09b-44da-907b-5d97c9cd68d7'],3,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.028,Pass,
,,,,,,,,,,,,,,,,2.010902,,,,,,,,,,,,,e1ccf67e-f472-498b-b3bc-2c34ce36d900,12,,"[28.5, 30.1]",3825574,0,,,,,1.3793249,,Left Foot,,,,"[34.8, 62.6]",,Ground Pass,,33.104984,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Center Back,2,Celta Vigo,209,['3624705e-b2d5-4d32-a73e-439473372521'],4,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:04.639,Pass,
,,,,,,,,,,,,,,,,1.911913,,,,,,,,,,,,,ca7bbf55-d0d1-4971-8390-2191acb5c761,16,,"[34.1, 62.4]",3825574,0,,,,,-0.6340815,,Left Foot,,,,"[66.6, 38.5]",,High Pass,,40.34179,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,"['29fc9208-e4de-47f5-9117-7f643e06e57d', 'c73e08a3-baa6-48da-9a4a-64f5249330a8', 'e34af5b8-6d2a-4940-a6fd-925617edb343']",6,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:06.705,Pass,True
,,,,,,,,,,,,,,,,3.106364,,,,,,,,,,,,,7390dca3-9d95-4b41-9b00-97a8668391d2,30,,"[32.1, 62.8]",3825574,0,,,,,-2.6375208,,Right Foot,,,,"[4.0, 47.3]",,Ground Pass,,32.09143,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['d94cc646-1fcf-4ec1-acdd-e96cfa30f103'],15,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:15.669,Pass,
,,,,,,,,,,,,,,,,3.928611,,,,,,,,,,,,,c8283e4b-7144-46a2-bff7-ca326713babb,32,,"[4.0, 47.3]",3825574,0,,,,,0.25690654,,Right Foot,,,,"[63.0, 62.8]",,High Pass,,61.00205,,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Kick Off,Sergio Álvarez Conde,6884.0,Goalkeeper,2,Celta Vigo,209,"['9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a', 'f3d2b57f-d747-4858-bb2d-a6a266eac9b3']",18,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:18.776,Pass,
,,,,,,,,,,,,,,,,1.325576,,,,,,,,,,,,,9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a,35,,"[57.1, 17.3]",3825574,0,,,,True,-1.1389401,,,,,,"[62.4, 5.8]",,Low Pass,,12.662543,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,2,Celta Vigo,209,"['1c3b3bed-2c9f-4d5a-8087-0ebafcf0f40f', 'a118227c-0662-4f22-a347-834b6165030b', 'c8283e4b-7144-46a2-bff7-ca326713babb']",22,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:22.704,Pass,True
,,,,,,,,,,,,,,,,1.492672,,,,,,,,,,,,,d78afcc8-e3c3-45ef-b61a-9fcd89ff1aae,42,,"[57.0, 74.5]",3825574,0,,,,,-2.5491652,,Right Foot,,,,"[36.2, 60.5]",,Ground Pass,,25.072695,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,['f1a035ec-173e-40e1-9411-6f65e2285c49'],26,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:26.735,Pass,
,,,,,,,,,,,,,,,,1.327157,,,,,,,,,,,,,0031aa7f-1e19-4192-a4b2-7804f9880d6a,45,,"[36.2, 60.1]",3825574,0,,,,,-1.7975951,,Right Foot,,,,"[31.7, 40.6]",,Ground Pass,,20.012497,,,,Andreu Fontàs Prat,6890.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,['078bdbc6-da65-43f1-8ced-879ba652859a'],29,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:29.606,Pass,
