bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.206555,,,,,,,,,,,b42aeedd-7c8e-4a82-a71f-246f34b5982d,15,,,"[46.2, 68.8]",3825712,0,,,,,-2.6538947,,Right Foot,,,,"[34.7, 62.7]",Ground Pass,,13.01768,,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,From Kick Off,Juan Francisco Moreno Fuertes,6738.0,Right Back,2,RC Deportivo La Coruña,219,['b97a18c8-e73d-450c-8be4-1662b6aff3c1'],9,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:09.332,Pass,
,,,,,,,,,,,,,,,,1.801418,,,,,,,,,,,601d05d6-7ea6-421e-9ad6-746294597859,18,,,"[34.3, 64.0]",3825712,0,,,,,-0.20824608,,Right Foot,,,,"[67.9, 56.9]",High Pass,,34.341957,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,['26bf989f-ce60-4f46-8aae-9e87f7caf814'],12,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:12.092,Pass,
,,,,,,,,,,,,,,,,1.556736,,,,,,,,,,,c44d31c4-5548-4045-a5c4-7cce682720a9,22,,,"[70.9, 57.5]",3825712,0,,,,,1.7853892,,Left Foot,,,,"[67.5, 73.1]",Ground Pass,,15.966214,,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,"['16794411-db7c-4a8c-989c-386cc2dafbaa', '364a71a6-a4c0-4757-aa9a-b7adae237e55']",14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:14.752,Pass,True
,,,,,,,,,,,,,,,,0.835325,,,,,,,,,,,b22d0cc7-2151-41d0-ba72-77bcec96bb84,26,,,"[79.6, 70.5]",3825712,0,,,,,-1.1347915,,Right Foot,,,,"[83.7, 61.7]",Ground Pass,,9.708244,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Juan Francisco Moreno Fuertes,6738.0,Right Back,2,RC Deportivo La Coruña,219,"['69f456f6-c2af-4e35-a699-5e46f814e528', '9a413a1b-4475-4668-bdb0-7f2077ea3a7b']",18,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:18.254,Pass,True
,,,,,,,,,,,,,,,,1.661286,,,,,,,,,,,5fa786fc-e8f3-4a77-a5bb-dbf8b3442ad2,30,,,"[83.9, 66.0]",3825712,0,,,,,2.921344,,Left Foot,,,,"[63.8, 70.5]",Ground Pass,,20.597572,,,,,Federico Nicolás Cartabia,6728.0,,,,,,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,"['84fced4a-1fd5-4a9d-8a40-97ec9f6805bb', 'f1ffc1ae-d599-4de8-8fed-7a9dd3d155c2']",19,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:19.159,Pass,True
,,,,,,,,,,,,,,,,1.408276,,,,,,,,,,,8ef3fbea-0ee0-488c-9b15-a4e36e108ce1,33,,,"[62.5, 69.7]",3825712,0,,,,,-1.8359538,,Left Foot,,,,"[56.2, 46.5]",Ground Pass,,24.040174,,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Federico Nicolás Cartabia,6728.0,Right Wing,2,RC Deportivo La Coruña,219,['fe664fe5-529a-4678-b43b-32d8573bdeba'],21,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:21.036,Pass,
,,,,,,,,,,,,,,,,1.706059,,,,,,,,,,,542ea406-ac93-4a9e-9629-0117a160bab2,36,,,"[56.6, 44.1]",3825712,0,,,,,-1.3609157,,Left Foot,,,,"[63.8, 10.3]",Low Pass,,34.558357,,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['db8beccb-1373-4c2d-b8ab-8f55e771cab1'],23,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:23.815,Pass,
,,,,,,,,,,,,,,,,1.041052,,,,,,,,,,,938c0b5a-ef17-4631-beb8-6c188095595e,39,,,"[63.8, 10.3]",3825712,0,,,,,-0.6874467,,Left Foot,,,,"[73.3, 2.5]",Ground Pass,,12.291867,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,RC Deportivo La Coruña,219,['6559c721-27a5-4aa7-9119-868232b6d589'],27,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:27.323,Pass,
,,,,,,,,,,,,,,,,1.160006,,,,,,,,,,,a8c40d19-84ee-441c-945d-3b3b10408f59,42,,,"[75.9, 5.1]",3825712,0,,,,,0.826697,,Right Foot,,,,"[81.7, 11.4]",Low Pass,,8.563293,,,Incomplete,,Fayçal Fajr,5724.0,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Left Wing,2,RC Deportivo La Coruña,219,"['5bc48c14-59ca-46b4-9fac-06bfa0b2b797', '9f5d1319-15c7-44c3-b90b-dbea2e5fbe42']",28,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:28.448,Pass,
,,,,,,,,,,,,,,,,0.418771,,,,,,,,,,,b7092908-99d5-4399-8ce6-0bee26137156,48,,,"[78.7, 6.4]",3825712,0,,,,,-0.95613337,,Right Foot,,,,"[81.1, 3.0]",Ground Pass,,4.1617303,,,,,Fayçal Fajr,5724.0,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Left Wing,2,RC Deportivo La Coruña,219,['4b72f5ec-fe0f-48c5-b6a7-a8df8640f776'],31,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:31.820,Pass,
,,,,,,,,,,,,,,,,1.08294,,,,,,,,,,,09400f4e-68b9-4013-bf13-07b946c49f04,51,,,"[81.1, 3.0]",3825712,0,,,,,3.0931458,,Left Foot,,,,"[64.6, 3.8]",Ground Pass,,16.519382,,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Kick Off,Fayçal Fajr,5724.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['e6796924-20c7-44db-802f-bd856914adc2'],32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:32.331,Pass,
,,,,,,,,,,,,,,,,2.277348,,,,,,,,,,,adc03a0b-4133-4c08-80be-54e63abb8d98,54,,,"[64.6, 3.8]",3825712,0,,,,,2.5374768,,Left Foot,,,,"[39.1, 21.4]",Ground Pass,,30.984028,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,RC Deportivo La Coruña,219,['282611ac-e5f9-468a-be87-30181d74c407'],34,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:34.233,Pass,
,,,,,,,,,,,,,,,,2.073864,,,,,,,,,,,8268e5b7-43dd-4563-a82d-6c8734a53833,57,,,"[39.9, 24.4]",3825712,0,,,,,1.4014308,,Right Foot,,,,"[44.5, 51.3]",Ground Pass,,27.290474,,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,RC Deportivo La Coruña,219,['ef6685c2-926c-4766-8db3-241304c92f12'],37,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:37.675,Pass,
,,,,,,,,,,,,,,,,0.902117,,,,,,,,,,,69eb6b95-e459-4585-92bb-61e321b105cc,60,,,"[56.2, 69.4]",3825712,0,,,,,-0.33029735,,Right Foot,,,,"[73.7, 63.4]",Ground Pass,,18.5,,,Incomplete,,Federico Nicolás Cartabia,6728.0,,,,,,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,"['53c8149f-d76c-41b7-9512-475b051c94b5', '95681664-0ea9-4413-be55-142b4083624a']",41,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:41.778,Pass,
,,,,,,,,,,,,,,,,1.31437,,,,,,,,,,,dc205b9d-fc55-4bfd-aabe-bd69a8529592,64,,,"[57.0, 16.7]",3825712,0,,,,,-0.6121525,,Left Foot,,,,"[71.1, 6.8]",Ground Pass,,17.228464,,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,Regular Play,Roberto Lago Soto,27054.0,Left Back,3,Getafe,216,['3a4292d9-3d42-4ebb-8e3b-2af43851d880'],45,,,,,,,,,,,,,,,,,Getafe,216,00:00:45.332,Pass,
,,,,,,,,,,,,,,,,1.383725,,,,,,,,,,,d50d4754-0a35-4c96-b6f3-5005b93010de,68,,,"[90.3, 22.6]",3825712,0,,,,,-0.24091777,,Left Foot,,,,"[113.5, 16.9]",Ground Pass,,23.889956,,,,,Roberto Lago Soto,27054.0,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,3,Getafe,216,['d7b4e4cd-2e9f-4816-890b-495d4b2a3766'],51,,,,,,,,,,,,,,,,,Getafe,216,00:00:51.915,Pass,
,,,,,,,,,,,,,,,,1.057954,,,,,,,,,,,a47e8f48-a310-4bc1-8dd0-e532a4b82d6e,70,,,"[113.5, 16.9]",3825712,0,,,,,1.8755513,4a2dcb5f-cdad-4773-936d-e8c39ea1c1dd,Left Foot,True,,,"[106.8, 38.2]",Low Pass,,22.328905,,,,,Pablo Sarabia García,6720.0,True,,,,,1,Regular Play,Roberto Lago Soto,27054.0,Left Back,3,Getafe,216,['183ff6fe-aab0-445c-a114-5c4d592925a6'],53,,,,,,,,,,,,,,,,,Getafe,216,00:00:53.299,Pass,
,,,,,,,,,,,,,,,,2.692296,,,,,,,,,,,ee7179fc-d63d-44db-a3f5-5abb2d759882,74,,,"[6.6, 41.5]",3825712,1,,True,,,-1.4615393,,Right Foot,,,,"[10.9, 2.3]",High Pass,,39.435135,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Keeper,Germán Darío Lux,27305.0,Goalkeeper,5,RC Deportivo La Coruña,219,['8af5ef7e-7db6-4665-b0cf-82b8958ad7c3'],9,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:09.897,Pass,
,,,,,,,,,,,,,,,,1.75953,,,,,,,,,,,6b170c60-42f6-466a-8d3e-fb0717496900,76,,,"[26.5, 21.4]",3825712,1,,,,,-0.8928958,,Right Foot,,,,"[38.9, 6.0]",Ground Pass,,19.771696,,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,6,RC Deportivo La Coruña,219,['c84a2209-85db-42eb-89c5-0aab6bd7a4e4'],21,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:21.418,Pass,
,,,,,,,,,,,,,,,,1.672468,,,,,,,,,,,cd14da31-0b0c-4377-824d-d596828ea2ca,79,,,"[44.5, 3.2]",3825712,1,,,,,2.3561945,,Left Foot,,,,"[32.6, 15.1]",Ground Pass,,16.829142,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,7,RC Deportivo La Coruña,219,['a7bdd01f-8677-413b-8c2d-96341dbd4dc4'],25,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:25.726,Pass,
,,,,,,,,,,,,,,,,2.646898,,,,,,,,,,,db17b80d-77fd-41f8-ab31-85729f0da63b,82,,,"[33.4, 17.2]",3825712,1,,,,,1.2669467,,Right Foot,,,,"[44.5, 52.6]",Ground Pass,,37.09946,,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,8,RC Deportivo La Coruña,219,['5ff61696-906e-4a36-a157-eb17f109dbd7'],28,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:28.893,Pass,
,,,,,,,,,,,,,,,,3.327127,,,,,,,,,,,f66a48ee-f30b-478f-b6db-949092e31a24,86,,,"[60.3, 74.0]",3825712,1,,,,,-0.68871063,,Right Foot,,,,"[109.5, 33.5]",High Pass,,63.725113,,,Incomplete,,Luis Alberto Romero Alconchel,7782.0,,True,,,,1,Regular Play,Alejandro Arribas Garrido,6869.0,Right Center Back,9,RC Deportivo La Coruña,219,"['43a8512e-7841-41cc-bb73-8e734caa6d2f', 'c4ddf3c7-208f-48da-9045-f92303f34704', 'f1f6498d-d6dc-4bc0-9bdb-8103de5a8407']",34,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:34.418,Pass,True
,,,,,,,,,,,,,,,,1.700703,,,,,,,,,,,2e60913c-be1e-49a6-b18f-e009d01a6de8,90,,,"[12.1, 53.1]",3825712,1,,,,,0.69379175,,Keeper Arm,,,,"[32.9, 70.4]",Ground Pass,,27.054205,,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,From Counter,Vicente Guaita Panadero,6625.0,Goalkeeper,10,Getafe,216,['eeb3b6a7-9ca8-4116-b7c7-fda162844765'],38,,,,,,,,,,,,,,,,,Getafe,216,00:01:38.942,Pass,
,,,,,,,,,,,,,,,,1.934787,,,,,,,,,,,cd6cb48b-ed3d-4dfb-b36b-97abc07a5654,93,,,"[39.0, 75.4]",3825712,1,,,,,-0.13879147,,Right Foot,,,,"[84.1, 69.1]",High Pass,,45.537895,,,,,Álvaro Vázquez García,24035.0,,,,,,1,From Counter,Damián Nicolás Suárez Suárez,6627.0,Right Back,10,Getafe,216,['dfa0a569-73a7-4dce-bf6b-75225486f9a8'],42,,,,,,,,,,,,,,,,,Getafe,216,00:01:42.471,Pass,
,,,,,,,,,,,,,,,,2.119823,,,,,,,,,,,18c2197e-6317-4b20-882a-7454de0d52a8,99,,,"[23.3, 18.5]",3825712,1,,,,,-0.6246354,,Left Foot,,,,"[31.9, 12.3]",Ground Pass,,10.601887,,,,,Alejandro Bergantiños García,23806.0,,,,,Recovery,1,Regular Play,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,11,RC Deportivo La Coruña,219,['39bc0156-8b7f-4ffb-949d-1ec57783bfc1'],50,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:50.834,Pass,
,,,,,,,,,,,,,,,,1.118112,,,,,,,,,,,6f7cc21b-b417-489a-ae75-4cd29f764406,103,,,"[31.9, 12.5]",3825712,1,,,,,0.38284466,,Right Foot,,,,"[54.0, 21.4]",Ground Pass,,23.824778,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,11,RC Deportivo La Coruña,219,"['a92377cf-cb41-4707-883a-7602b2b92e97', 'f05d1178-b14b-48c8-86d1-83cc8c69f85c']",54,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:54.085,Pass,True
,,,,,,,,,,,,,,,,1.003531,,,,,,,,,,,648628fd-5b1a-4c82-9773-080054197a7d,106,,,"[54.0, 21.4]",3825712,1,,,,,-1.5169562,,Left Foot,,,,"[54.9, 4.7]",Ground Pass,,16.724234,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Center Forward,11,RC Deportivo La Coruña,219,['b8736774-6a7d-4654-8838-5dfd457ff115'],55,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:55.243,Pass,
,,,,,,,,,,,,,,,,1.204589,,,,,,,,,,,21124f94-3962-4993-83dd-4d09f3dcc7a0,110,,,"[77.8, 2.3]",3825712,1,,,,,0.22679885,,Right Foot,,,,"[90.8, 5.3]",Ground Pass,,13.341664,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Left Wing,11,RC Deportivo La Coruña,219,"['817b5e59-bf23-4157-af35-d7044474e0dd', 'dc07fdbc-45b0-4303-9e5c-73b345f0ce3d']",59,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:59.875,Pass,True
,,,,,,,,,,,,,,,,3.66233,,,,,,,,,,,2b8368d6-9631-48e8-9401-d2afc1d69d3f,120,,,"[30.1, 72.0]",3825712,2,,,,,-0.10208294,,Right Foot,,,,"[91.6, 65.7]",High Pass,,61.821842,,,,,Álvaro Vázquez García,24035.0,,,,,Free Kick,1,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,13,Getafe,216,['4287d687-758c-47b6-bda9-fe37109f21e5'],31,,,,,,,,,,,,,,,,,Getafe,216,00:02:31.493,Pass,
,,,,,,,,,,,,,,,,0.814424,,,,,,,,,,,f6486974-0b8e-4055-b0ff-7ba33d1dde16,123,,,"[109.6, 75.9]",3825712,2,,,,,3.0995123,,Right Foot,,,,"[100.1, 76.3]",Ground Pass,,9.508417,,,,,Pablo Sarabia García,6720.0,,,,,,1,From Free Kick,Álvaro Vázquez García,24035.0,Center Forward,13,Getafe,216,['eb475b70-3675-4706-9ee2-3d722195e585'],38,,,,,,,,,,,,,,,,,Getafe,216,00:02:38.474,Pass,
,,,,,,,,,,,,,,,,0.490862,,,,,,,,,,,9d856670-f08c-498d-ad5b-26715cc71a69,127,,,"[106.6, 76.3]",3825712,2,,,,,-1.5817848,,Right Foot,,,,"[106.4, 58.1]",Ground Pass,,18.2011,,,,,Álvaro Vázquez García,24035.0,,,,,,1,From Free Kick,Pablo Sarabia García,6720.0,Right Wing,13,Getafe,216,['eec2947b-dda6-4124-ace6-e232293b78d2'],44,,,,,,,,,,,,,,,,,Getafe,216,00:02:44.131,Pass,
