ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b2476a12-109d-4f59-ae6f-828da17feedb,1,,,3825883,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6844, 'name': 'Federico Ricca Rostagnol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cb9f07bd-b20d-4fe2-8931-eaf744040182,2,,,3825883,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2200107f-8c50-47a4-b665-d41f8c41fdb1,3,,,3825883,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['6820be6e-e794-4c3c-ac86-b912220bbf4f'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6820be6e-e794-4c3c-ac86-b912220bbf4f,4,,,3825883,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['2200107f-8c50-47a4-b665-d41f8c41fdb1'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0ed15334-466f-4f5d-a7ce-ad857351a53d,1687,,,3825883,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,102,Málaga,223,['0e362f2d-2be8-488b-821a-653245c3cc6f'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0e362f2d-2be8-488b-821a-653245c3cc6f,1688,,,3825883,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,102,Málaga,223,['0ed15334-466f-4f5d-a7ce-ad857351a53d'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.047166,,,,,,,,,,,,,,a5ef397b-d794-4a42-87db-8804e06be74f,5,,"[60.0, 40.0]",3825883,0,True,,,1.0303768,,Right Foot,,,,"[60.6, 41.0]",,Ground Pass,,1.1661904,,,,Duje Čop,8419.0,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,2,Málaga,223,['4589bcd5-8ab7-47f1-940a-ab8abc3e779c'],1,,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.087,Pass,
,,,,,,,,,,,,,,1.696474,,,,,,,,,,,,,,789d59ac-213a-46a7-952d-7d93d38b4ad6,7,,"[60.1, 39.3]",3825883,0,True,,,-2.9771712,,Right Foot,,,,"[37.8, 35.6]",,Ground Pass,,22.604866,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,2,Málaga,223,['4b2bd316-b195-48f0-bdd1-a4566025f86c'],2,,,,,,,,,,,,,,,,,,Málaga,223,00:00:02.134,Pass,
,,,,,,,,,,,,,,2.358732,,,,,,,,,,,,,,f15d2ee4-657b-477a-8ced-500d480d4775,9,,"[38.5, 31.3]",3825883,0,,,,0.026246954,,Left Foot,,,,"[80.4, 32.4]",,High Pass,,41.914436,,Incomplete,,Duje Čop,8419.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,"['a53413ef-fb94-4711-a64a-925db9b46843', 'b32bbdcb-bdae-4d54-91b6-4ae9babe74a6']",5,,,,,,,,,,,,,,,,,,Málaga,223,00:00:05.640,Pass,
,,,,,,,,,,,,,,1.373794,,,,,,,,,,,,,,0c18b5c8-9168-4d69-93b6-94345a20633a,20,,"[19.5, 31.9]",3825883,0,,,,-1.5964317,,Right Foot,,,,"[19.2, 20.2]",,Ground Pass,,11.703846,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,Recovery,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,3,Las Palmas,208,['4eb07eb2-05db-4172-b09c-f06eba6595b5'],14,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:14.471,Pass,
