bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.571713,,,,,,,,,,,,,,da406d23-042b-4537-a923-980b5491d5f6,18,,"[44.6, 19.9]",3825905,0,,,,,-2.929551,,Right Foot,,,"[30.2, 16.8]",,Ground Pass,,14.729901,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,José Luis García del Pozo,6580.0,Right Defensive Midfield,2,Málaga,223,"['58b93607-4120-4fa4-a6e5-05c0b3cb1c20', 'e0ec29c5-d0d6-4498-a1e3-10be7fa4a6a1']",9,,,,,,,,,,,,,,,,,Málaga,223,00:00:09.141,Pass,True
,,,,,,,,,,,,,,,1.677774,,,,,,,,,,,,,,dfda4210-434c-41fa-8b54-d9f9cb611740,21,,"[30.2, 16.8]",3825905,0,,,,,1.6280254,,Left Foot,,,"[28.0, 55.2]",,Ground Pass,,38.46297,,,Raúl Albentosa Redal,6727.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,['21ee762a-dd14-429c-b8d1-25e71557862e'],12,,,,,,,,,,,,,,,,,Málaga,223,00:00:12.276,Pass,
,,,,,,,,,,,,,,,5.174233,,,,,,,,,,,,,,245f1f98-2ddb-44b7-a2e5-c18b0227ca50,24,,"[40.1, 59.0]",3825905,0,,,,,0.005006216,,Right Foot,,,"[120.0, 59.4]",,High Pass,,79.901,Out,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Kick Off,Raúl Albentosa Redal,6727.0,Right Center Back,2,Málaga,223,['c4d17fdb-b844-4099-ae54-e3ccf9d37a06'],19,,,,,,,,,,,,,,,,,Málaga,223,00:00:19.541,Pass,
,,,,,,,,,,,,,,,3.438181,,,,,,,,,,,,,,9845379d-b4c2-494a-a5e7-8158b57bbf8b,26,,"[7.0, 44.1]",3825905,0,,,,,-0.7593817,,Left Foot,,,"[48.4, 4.8]",,High Pass,,57.082836,,,Rubén Duarte Sánchez,6612.0,,,,,Goal Kick,1,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,3,Espanyol,214,['1782f135-ba25-4b72-af68-221c9100ea48'],53,,,,,,,,,,,,,,,,,Espanyol,214,00:00:53.446,Pass,
,,,,,,,,,,,,,,,0.449556,,,,,,,,,,,,,,de9e62fb-b11e-4b9a-84ac-21eca4ea32a8,28,,"[48.7, 4.8]",3825905,0,,,,,-0.10827059,,Head,,,"[53.3, 4.3]",,Low Pass,,4.6270943,Incomplete,,Abraham González Casanova,27148.0,,,,,,1,From Goal Kick,Rubén Duarte Sánchez,6612.0,Left Back,3,Espanyol,214,"['0d9f29dd-00fa-41b6-9211-3e94b73b67ea', '1239d174-d773-4246-b71d-3cfee97ce697']",56,,,,,,,,,,,,,,,,,Espanyol,214,00:00:56.912,Pass,
,,,,,,,,,,,,,,,4.879819,,,,,,,,,,,,,,430a2a47-9345-4fb8-9986-ebf8e6bae262,37,,"[70.6, 59.3]",3825905,1,,,,,-1.3921891,,Left Foot,,,"[80.8, 2.8]",,High Pass,,57.413326,Incomplete,,Gonzalo Castro Irizábal,6740.0,,True,,,,1,From Goal Kick,Juan Pablo Añor Acosta,6563.0,Right Midfield,3,Espanyol,214,"['a486d244-aa67-453a-942b-c5fa82051d4a', 'c32fda6b-183f-4ce4-9eb2-675980ad206e', 'd8d1402e-29d5-438e-97bc-f4c8f7c940f1']",0,,,,,,,,,,,,,,,,,Málaga,223,00:01:00.156,Pass,True
,,,,,,,,,,,,,,,3.544556,,,,,,,,,,,,,,0a0fd4aa-8fce-4e05-9846-be373146c6e4,41,,"[40.5, 79.0]",3825905,1,,,,,-0.060680747,,Right Foot,,,"[101.4, 75.3]",,High Pass,,61.012295,Unknown,,,,,,,,,1,From Goal Kick,Javier López Rodríguez,6791.0,Right Back,3,Espanyol,214,,7,,,,,,,,,,,,,,,,,Espanyol,214,00:01:07.558,Pass,
,,,,,,,,,,,,,,,2.683627,,,,,,,,,,,,,,5d569455-ee58-4c7e-aa99-21edfb93c209,44,,"[9.5, 3.5]",3825905,1,,True,,,1.7614353,,Left Foot,,,"[4.0, 32.0]",,Ground Pass,,29.02585,,,Francisco Guillermo Ochoa Magaña,5577.0,,,,,Free Kick,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,4,Málaga,223,['4fe7b94f-66bb-4b09-9c21-ddf6b0e18028'],16,,,,,,,,,,,,,,,,,Málaga,223,00:01:16.351,Pass,
,,,,,,,,,,,,,,,1.628614,,,,,,,,,,,,,,59673502-a626-4bf4-8457-b0a61de75ea5,46,,"[4.0, 32.0]",3825905,1,,True,,,0.47866794,,Right Foot,,,"[22.5, 41.6]",,Ground Pass,,20.842505,,,Ignacio Camacho Barnola,8234.0,,,,,,1,From Free Kick,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,4,Málaga,223,['a280e9e6-da5f-43eb-977c-ee95ccfd2399'],21,,,,,,,,,,,,,,,,,Málaga,223,00:01:21.505,Pass,
,,,,,,,,,,,,,,,0.794772,,,,,,,,,,,,,,0df3a324-e628-42d2-b34f-a8cb7e22e0cf,48,,"[31.5, 41.6]",3825905,1,,,,,-0.61072594,,Right Foot,,,"[40.5, 35.3]",,Ground Pass,,10.9859,,,José Luis García del Pozo,6580.0,,,,,,1,From Free Kick,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,4,Málaga,223,['e48b63a3-a707-4404-9d95-898dc5ea4f2f'],26,,,,,,,,,,,,,,,,,Málaga,223,00:01:26.255,Pass,
,,,,,,,,,,,,,,,0.597966,,,,,,,,,,,,,,27ad57d1-f84f-455a-84b5-7b5b075a7147,52,,"[41.8, 35.3]",3825905,1,,,,,2.0980833,,Left Foot,,,"[37.2, 43.2]",,High Pass,,9.141663,,,Ignacio Camacho Barnola,8234.0,,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Right Defensive Midfield,4,Málaga,223,['1c56b217-51cf-49ad-8b94-a355789401af'],27,,,,,,,,,,,,,,,,,Málaga,223,00:01:27.359,Pass,
,,,,,,,,,,,,,,,1.62592,,,,,,,,,,,,,,045091bb-1e9d-4900-ac89-ae4d1e9b0817,55,,"[49.1, 63.1]",3825905,1,,,,,1.2873046,,Right Foot,,,"[52.8, 75.8]",,Ground Pass,,13.228001,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Free Kick,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,4,Málaga,223,['a9de8b3b-541a-4bac-ae25-640b5bc39fc9'],31,,,,,,,,,,,,,,,,,Málaga,223,00:01:31.428,Pass,
,,,,,,,,,,,,,,,1.868657,,,,,,,,,,,,,,45aef754-c4e1-4ec4-ad94-2b4fcdd15ffd,58,,"[52.8, 76.5]",3825905,1,,,,,-2.3861854,,Right Foot,,,"[32.2, 57.1]",,Ground Pass,,28.296997,,,Raúl Albentosa Redal,6727.0,,,,,,1,From Free Kick,Roberto José Rosales Altuve,6569.0,Right Back,4,Málaga,223,['34a59a57-7af0-4962-b0ae-d91cdaf6468d'],33,,,,,,,,,,,,,,,,,Málaga,223,00:01:33.397,Pass,
,,,,,,,,,,,,,,,1.833519,,,,,,,,,,,,,,70b025c3-c139-4dd0-8bec-1993be454e2c,61,,"[31.7, 56.9]",3825905,1,,,,,-1.6537005,,Right Foot,,,"[28.8, 22.0]",,Ground Pass,,35.02028,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Free Kick,Raúl Albentosa Redal,6727.0,Right Center Back,4,Málaga,223,['e0d900ee-b3b3-493d-88fc-c4cb41caf9b0'],36,,,,,,,,,,,,,,,,,Málaga,223,00:01:36.770,Pass,
,,,,,,,,,,,,,,,0.722764,,,,,,,,,,,,,,78a4e811-0a68-49b1-990b-8b1db4b60660,65,,"[50.6, 16.8]",3825905,1,,,,,0.07181871,,Left Foot,,,"[64.5, 17.8]",,Ground Pass,,13.935925,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,4,Málaga,223,['a9083600-1248-4df9-99d1-df1ac1bd8f18'],47,,,,,,,,,,,,,,,,,Málaga,223,00:01:47.853,Pass,
,,,,,,,,,,,,,,,0.775576,,,,,,,,,,,,,,288e2d37-3292-4954-bb01-3645d2e9aab8,67,,"[64.8, 18.1]",3825905,1,,,,,2.0344439,,Left Foot,,,"[62.3, 23.1]",,Ground Pass,,5.59017,,,José Luis García del Pozo,6580.0,,,,,,1,From Free Kick,Gonzalo Castro Irizábal,6740.0,Left Midfield,4,Málaga,223,['cac2a62a-f24c-4a9e-a3a9-4a13f4b38ea7'],48,,,,,,,,,,,,,,,,,Málaga,223,00:01:48.575,Pass,
,,,,,,,,,,,,,,,0.870096,,,,,,,,,,,,,,52327cbf-4cd8-43a3-9437-5d8270c3d766,72,,"[64.4, 26.5]",3825905,1,,,,,-0.6267429,,Right Foot,,,"[76.0, 18.1]",,Ground Pass,,14.322011,,,Duje Čop,8419.0,,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Right Defensive Midfield,4,Málaga,223,"['176368a1-4975-4191-bc5f-1a70a7d521e9', 'd737e157-6be4-42ba-861b-7e26a1f581dd', 'e80c61b6-0214-476b-86cb-9d74f40c6067']",49,,,,,,,,,,,,,,,,,Málaga,223,00:01:49.391,Pass,True
,,,,,,,,,,,,,,,0.423886,,,,,,,,,,,,,,332f57d2-2c14-4a2f-a60f-68d73de9bce2,75,,"[75.4, 18.1]",3825905,1,,,,,-2.3698924,,Right Foot,,,"[71.7, 14.5]",,Ground Pass,,5.162364,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Free Kick,Duje Čop,8419.0,Right Center Forward,4,Málaga,223,['6be495ff-61df-4568-b5f6-c9e8b0c18abe'],50,,,,,,,,,,,,,,,,,Málaga,223,00:01:50.613,Pass,
,,,,,,,,,,,,,,,2.957661,,,,,,,,,,,,,,9745ac98-54e7-46a7-8308-7b9f333ec433,89,,"[91.6, 80.0]",3825905,2,,,,,-0.27773756,,,,,"[115.1, 73.3]",,Low Pass,,24.43645,Incomplete,,Víctor Sánchez Mata,6758.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,5,Espanyol,214,"['80dca5aa-fcc2-47b0-8ee6-00f6ff170229', 'decb2cff-6e55-48b2-9688-c43a1122f666']",20,,,,,,,,,,,,,,,,,Espanyol,214,00:02:20.593,Pass,
,,,,,,,,,,,,,,,3.82514,,,,,,,,,,,,,,800b09eb-d645-41a9-b1e4-9de9db20cf93,94,,"[3.6, 4.4]",3825905,2,,,,,-0.043859,,Left Foot,,,"[35.5, 3.0]",,High Pass,,31.930706,Incomplete,,,,,,,,,1,From Throw In,Miguel Torres Gómez,6878.0,Left Back,5,Espanyol,214,['88554159-e6a6-47f4-b13e-74d3cf21cb4d'],24,,,,,,,,,,,,,,,,,Málaga,223,00:02:24.547,Pass,
,,,,,,,,,,,,,,,3.581126,,,,,,,,,,,,,,88554159-e6a6-47f4-b13e-74d3cf21cb4d,95,,"[84.6, 77.1]",3825905,2,,,,,-1.6620599,,Left Foot,,,"[80.5, 32.3]",,High Pass,,44.98722,,,Rubén Duarte Sánchez,6612.0,,True,,,Recovery,1,From Throw In,Marco Asensio Willemsen,5719.0,Right Midfield,5,Espanyol,214,"['7b956564-81d0-4df8-8e4d-b5eeba7cf184', '800b09eb-d645-41a9-b1e4-9de9db20cf93']",28,,,,,,,,,,,,,,,,,Espanyol,214,00:02:28.372,Pass,
,,,,,,,,,,,,,,,1.765322,,,,,,,,,,,,,,1a5849bd-3993-41c6-8f49-f6da6c30007a,98,,"[82.0, 32.0]",3825905,2,,,,,-1.0133653,,Head,,,"[91.6, 16.6]",,High Pass,,18.147177,Incomplete,,Abraham González Casanova,27148.0,,,,,,1,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,5,Espanyol,214,"['13ec5daa-a7cd-4a6f-9c4c-02a1e6607faf', '4bbf9ae8-0556-4fa6-b419-a8127d5daf80', '78eee04b-533e-403f-843d-8835b53d216c']",31,,,,,,,,,,,,,,,,,Espanyol,214,00:02:31.953,Pass,True
,,,,,,,,,,,,,,,1.535091,,,,,,,,,,,,,,28f899a7-91d7-416d-a0e7-7bf884115226,102,,"[37.3, 80.0]",3825905,2,,,,,-0.91816306,,,,,"[50.6, 62.6]",,Low Pass,,21.900913,,,Duje Čop,8419.0,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,6,Málaga,223,['083202dc-47c8-4ee1-87bb-2e0a6427f69d'],53,,,,,,,,,,,,,,,,,Málaga,223,00:02:53.194,Pass,
,,,,,,,,,,,,,,,3.023205,,,,,,,,,,,,,,0480d9e0-af9b-40fa-b31b-69bc1770e9a0,106,,"[48.9, 61.5]",3825905,2,,,,,-1.8713486,,Right Foot,,,"[43.6, 44.4]",,High Pass,,17.902514,,,José Luis García del Pozo,6580.0,,,,,,1,From Throw In,Duje Čop,8419.0,Right Center Forward,6,Málaga,223,"['05f9cac5-3c90-496e-b3c5-a1f21e6da43e', '07b7b65c-e65d-458a-9ba3-9477ddaede74']",54,,,,,,,,,,,,,,,,,Málaga,223,00:02:54.809,Pass,True
,,,,,,,,,,,,,,,1.660312,,,,,,,,,,,,,,a2940a7b-0c9b-4352-be1b-a28b6b3d4139,110,,"[37.6, 36.3]",3825905,2,,,,,-1.6262949,,Right Foot,,,"[36.6, 18.3]",,Ground Pass,,18.027756,,,Miguel Torres Gómez,6878.0,,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Right Defensive Midfield,6,Málaga,223,['ee8cc65d-d07c-4745-b8e3-429d16a1ab36'],59,,,,,,,,,,,,,,,,,Málaga,223,00:02:59.217,Pass,
,,,,,,,,,,,,,,,1.81178,,,,,,,,,,,,,,829edab5-0e54-412b-bad3-2bce38729167,114,,"[37.3, 6.6]",3825905,3,,,,,0.07776494,,Left Foot,,,"[68.1, 9.0]",,High Pass,,30.893366,,,Duje Čop,8419.0,,,,,,1,From Throw In,Miguel Torres Gómez,6878.0,Left Back,6,Málaga,223,"['92901244-c1fe-4722-a771-971471e42382', 'ed692212-08e8-4669-b6b0-b91cbc5ca38d']",2,,,,,,,,,,,,,,,,,Málaga,223,00:03:02.835,Pass,True
,,,,,,,,,,,,,,,0.305843,,,,,,,,,,,,,,2d8bbb77-6831-4742-be9c-ec359155e7cd,118,,"[65.8, 8.5]",3825905,3,,,,,2.6395025,,Right Foot,,,"[60.7, 11.3]",,Ground Pass,,5.818075,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Throw In,Duje Čop,8419.0,Right Center Forward,6,Málaga,223,['78ae9b40-c91f-4b48-8557-e0167491fd21'],5,,,,,,,,,,,,,,,,,Málaga,223,00:03:05.125,Pass,
,,,,,,,,,,,,,,,3.63166,,,,,,,,,,,,,,0c8c6d08-713b-4398-817e-5b3fc4af9951,127,,"[63.2, 80.0]",3825905,3,,True,,,-0.3270981,,,,,"[80.0, 74.3]",,High Pass,,17.740631,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,7,Espanyol,214,"['805a102c-0865-479f-80bd-cd92e270aacb', 'a3e3d86a-ba71-4936-9b59-6f100aadfa62']",24,,,,,,,,,,,,,,,,,Espanyol,214,00:03:24.620,Pass,
,,,,,,,,,,,,,,,3.117331,,,,,,,,,,,,,,2937c930-d2ed-4f96-b4f3-8149a2bf11ff,132,,"[46.3, 17.6]",3825905,3,,,,,-0.40518755,,Right Foot,,,"[87.1, 0.1]",,High Pass,,44.394707,Out,,Duje Čop,8419.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,8,Málaga,223,['473c7cdf-22c5-42f6-87a0-97193f47de7e'],29,,,,,,,,,,,,,,,,,Málaga,223,00:03:29.142,Pass,
,,,,,,,,,,,,,,,1.423228,,,,,,,,,,,,,,97273014-822f-4dc6-a513-05190e10b7a7,134,,"[43.2, 80.0]",3825905,3,,,,,-0.51681876,,,,,"[57.1, 72.1]",,High Pass,,15.988121,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,9,Espanyol,214,"['6664cf01-022c-4a58-9957-2d06469e682b', '96762f9d-03fd-4370-ba54-ecbc5f8359b1']",52,,,,,,,,,,,,,,,,,Espanyol,214,00:03:52.595,Pass,
,,,,,,,,,,,,,,,0.997629,,,,,,,,,,,,,,96762f9d-03fd-4370-ba54-ecbc5f8359b1,136,,"[63.0, 8.0]",3825905,3,,,,,0.26448837,,Head,,,"[77.4, 11.9]",,High Pass,,14.91878,,,Duje Čop,8419.0,,,,,Recovery,1,Regular Play,Miguel Torres Gómez,6878.0,Left Back,10,Málaga,223,"['97273014-822f-4dc6-a513-05190e10b7a7', 'c9bf722e-e8a4-43f3-b783-daa87c58813c']",54,,,,,,,,,,,,,,,,,Málaga,223,00:03:54.018,Pass,
,,,,,,,,,,,,,,,0.88603,,,,,,,,,,,,,,e7a8b59d-2d2b-417e-9bf1-b74b9a1e9b4a,139,,"[77.4, 12.7]",3825905,3,,,,,0.99227214,,Other,,,"[80.6, 17.6]",,Low Pass,,5.8523498,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Duje Čop,8419.0,Right Center Forward,10,Málaga,223,"['3b9e2a18-5c78-4557-9bb7-cfb3ad75a08f', 'f223e7cf-e80c-42e3-89f4-e941091797dc']",55,,,,,,,,,,,,,,,,,Málaga,223,00:03:55.360,Pass,
