50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6329eea-9cb0-426b-b353-6ea3316bf696,1,,,3825872,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 21877, 'name': 'Ignacio Monsalve Vicente'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a5534587-d5f7-44dd-b84f-00bcbbe885f9,2,,,3825872,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 52}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4d20c08e-bd48-4314-95fe-f6b4fbf7c4a1,3,,,3825872,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['2f1cb237-e468-46ea-b523-ae30974496a3'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2f1cb237-e468-46ea-b523-ae30974496a3,4,,,3825872,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['4d20c08e-bd48-4314-95fe-f6b4fbf7c4a1'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2f92eb6-dc66-4599-b57b-b1365c016e0d,1944,,,3825872,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Atlético Madrid,212,['51b52828-a8c2-48ea-9f56-99c8d116810d'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,51b52828-a8c2-48ea-9f56-99c8d116810d,1945,,,3825872,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Atlético Madrid,212,['c2f92eb6-dc66-4599-b57b-b1365c016e0d'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.462199,,,,,,,,,,,,,,d15f7dec-b7ee-4ea7-9cb9-34b25c43a456,5,,"[61.0, 40.1]",3825872,0,,,,,1.2679114,,Right Foot,,,"[62.5, 44.9]",,Ground Pass,,5.0289164,,,Charly Musonda Junior,3601.0,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['79c5f037-9910-4c02-8daa-474c327e9689'],0,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.836,Pass,
,,,,,,,,,,,,,,,2.945973,,,,,,,,,,,,,,2eb9ca26-90db-484b-babf-e90d4cd54de5,7,,"[61.9, 44.9]",3825872,0,,,,,2.9361973,,Right Foot,,,"[28.3, 51.9]",,Ground Pass,,34.321423,,,Germán Alejandro Pezzella,7161.0,,,,,,1,From Kick Off,Charly Musonda Junior,3601.0,Right Wing,2,Real Betis,218,['66d07c21-0eb4-426e-83bc-5c4ec3631ccc'],1,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.298,Pass,
,,,,,,,,,,,,,,,2.629707,,,,,,,,,,,,,,15daa0c1-a32b-458f-956f-fa4c2cd4f943,10,,"[28.4, 49.7]",3825872,0,,,,,-0.7507213,,Right Foot,,,"[62.7, 17.7]",,High Pass,,46.90938,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Kick Off,Germán Alejandro Pezzella,7161.0,Right Center Back,2,Real Betis,218,['4fb4bfed-1405-47fe-8484-0df745b100ed'],4,,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:04.328,Pass,
,,,,,,,,,,,,,,,4.11207,,,,,,,,,,,,,,26983910-c130-4e1d-953e-5c41c1e9fd36,15,,"[63.6, 56.0]",3825872,0,,,,,-0.13111165,,Right Foot,,,"[100.0, 51.2]",,High Pass,,36.71512,Incomplete,,,,,,,,Recovery,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Center Attacking Midfield,2,Real Betis,218,['84071fba-bc85-4879-93db-ec0d56307972'],8,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:08.315,Pass,
