bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.043232,,,,,,,,,,,3c98ebd3-3aad-4eb8-9b6b-3af05de43ba9,15,,"[89.2, 8.5]",3825741,0,,,,True,2.1781015,,,,,"[85.1, 14.4]",,High Pass,,7.184706,,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Recovery,1,From Kick Off,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,2,Sporting Gijón,1041,"['4367ec7f-401f-436b-bae5-e8b2cabd1d1b', '911d1d90-ca0a-4954-8dee-eeca5e8a2b7a', 'f448ab6c-b82b-42ad-bf1e-a5ef2a6962b0']",9,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:09.644,Pass,True
,,,,,,,,,,,,,,,,1.770586,,,,,,,,,,,357edc11-df6b-4307-a872-fd815c7029d7,19,,"[93.5, 14.3]",3825741,0,,,,,-0.45130256,,Right Foot,,,"[109.8, 6.4]",,Ground Pass,,18.113531,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,['86887a2f-49cb-40a2-9b62-8561c4e77501'],12,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:12.336,Pass,
,,,,,,,,,,,,,,,,1.042505,,,,,,,,,,,1efc04da-9860-456f-b6b5-b84525cfb97f,22,,"[114.3, 7.0]",3825741,0,,,,,1.6229877,,Left Foot,True,True,"[112.9, 33.8]",,Ground Pass,,26.836542,,,Incomplete,,Carlos Carmona Bonet,23848.0,,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,"['56c66f79-0c7f-4593-8d53-a94fe34a3b0a', 'f87c5e25-46f8-4af1-8f90-b2090d727fbf']",14,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:14.224,Pass,
,,,,,,,,,,,,,,,,1.150591,,,,,,,,,,,b19d53ab-d385-4023-bcb3-ca52ca8b0231,29,,"[61.0, 40.1]",3825741,1,,True,,,3.1262093,,Right Foot,,,"[41.5, 40.4]",,Ground Pass,,19.502308,,,,,Héctor Hernández Ortega,10754.0,,,,,,Kick Off,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,3,Real Sociedad,210,['e74a55e2-da47-4f2c-b862-c10ea84247a0'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.120,Pass,
,,,,,,,,,,,,,,,,2.739061,,,,,,,,,,,6e89f6d7-682d-48d8-aaa3-d1825672de12,31,,"[41.5, 40.4]",3825741,1,,True,,,-2.7558014,,Right Foot,,,"[12.2, 28.5]",,Ground Pass,,31.624357,,,,,Gerónimo Rulli,6694.0,,,,,,,1,From Kick Off,Héctor Hernández Ortega,10754.0,Left Back,3,Real Sociedad,210,['d0636605-b88a-4f88-9e2f-53004c2dee96'],14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:14.477,Pass,
,,,,,,,,,,,,,,,,1.368651,,,,,,,,,,,22be30dc-f7cc-4f8d-a82a-5800045c8d7e,35,,"[1.5, 30.1]",3825741,1,,,,,1.0877192,,Right Foot,,,"[15.4, 56.6]",,Ground Pass,,29.924238,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,,1,From Kick Off,Gerónimo Rulli,6694.0,Goalkeeper,3,Real Sociedad,210,"['b243e458-b86c-4342-af81-699f2d589a6d', 'c285c131-30f9-437b-844f-b36091e44e54']",18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:18.473,Pass,True
,,,,,,,,,,,,,,,,2.719893,,,,,,,,,,,f588a6eb-c315-448b-a799-d1fe818bb217,39,,"[18.9, 64.5]",3825741,1,,,,,-0.01041629,,Right Foot,,,"[66.9, 64.0]",,High Pass,,48.002605,,,Incomplete,,,,,,,,,,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Center Back,3,Real Sociedad,210,"['e7697da7-94eb-4207-826c-cc64f880f0a8', 'f6ee571c-ecfb-4512-b673-0a207d02e51c']",22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:22.754,Pass,True
,,,,,,,,,,,,,,,,1.857795,,,,,,,,,,,e7697da7-94eb-4207-826c-cc64f880f0a8,40,,"[53.2, 16.1]",3825741,1,,,,,0.96749437,,Head,,,"[67.6, 37.0]",,Low Pass,,25.380505,,,,,Carlos Carmona Bonet,23848.0,,,,,,Recovery,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,4,Sporting Gijón,1041,"['be60b9bd-a809-4de3-830f-28d5f375fd87', 'f588a6eb-c315-448b-a799-d1fe818bb217']",25,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:25.474,Pass,
,,,,,,,,,,,,,,,,1.192418,,,,,,,,,,,c0c7d9ff-a706-49fe-88fd-d0d8b1e55603,43,,"[67.0, 38.8]",3825741,1,,,,,-2.8501358,,Right Foot,,,"[55.0, 35.2]",,Low Pass,,12.528368,,,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Wing,4,Sporting Gijón,1041,['835dd4a4-ef3a-43d3-92e5-06923c43ab33'],27,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:27.382,Pass,
,,,,,,,,,,,,,,,,1.707655,,,,,,,,,,,2600e15a-5b5c-4bae-8457-0ca0ca74978f,47,,"[55.9, 38.8]",3825741,1,,,,,2.802729,,Left Foot,,,"[43.7, 43.1]",,Ground Pass,,12.93561,,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,4,Sporting Gijón,1041,"['cdc96b19-079c-4fb8-892e-1d126e310352', 'f0c498eb-b66f-4a60-b0fe-2173c9ba9193']",29,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:29.658,Pass,True
,,,,,,,,,,,,,,,,1.270325,,,,,,,,,,,ced99ec1-9a76-4937-bd4f-4bede6e40264,50,,"[40.7, 45.5]",3825741,1,,,,,-1.9884993,,Right Foot,,,"[32.8, 27.7]",,Ground Pass,,19.474342,,,,,Jorge Meré Pérez,8818.0,,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,4,Sporting Gijón,1041,['430b58e6-3ad9-4240-808e-37f031222c93'],31,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:31.439,Pass,
,,,,,,,,,,,,,,,,1.931933,,,,,,,,,,,42ffe9b4-0828-4a22-843c-4b337d2d4132,53,,"[32.8, 27.7]",3825741,1,,,,,2.6197584,,Left Foot,,,"[12.8, 39.2]",,Ground Pass,,23.070543,,,,,Iván Cuéllar Sacristán,6610.0,,,,,,,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,4,Sporting Gijón,1041,['909c9ee9-46fb-4c39-ac98-f013d5e12f1d'],32,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:32.869,Pass,
,,,,,,,,,,,,,,,,4.531358,,,,,,,,,,,5489a40f-a208-4cc6-a05b-261a0a96c781,56,,"[12.5, 42.7]",3825741,1,,,,,0.60068583,,Left Foot,,,"[57.6, 73.6]",,High Pass,,54.6701,,,Incomplete,,Alberto Lora Ramos,26633.0,,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,4,Sporting Gijón,1041,"['63e1526f-b492-4674-a536-1f7f53a17bd7', '87f0e3eb-6f56-4e6b-ba54-de629c4eda83']",36,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:36.480,Pass,
,,,,,,,,,,,,,,,,0.55179,,,,,,,,,,,2b6a9d5a-cef5-423e-a038-eafb63069435,61,,"[42.2, 65.0]",3825741,1,,,,True,-0.8734055,,,,,"[45.3, 61.3]",,Low Pass,,4.8270073,,,,,Rachid Aït-Atmane,27526.0,,,,,,Recovery,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,4,Sporting Gijón,1041,"['7b3213f7-b993-479c-8bf5-bc0e02da06fb', '809d93e5-6e61-444f-a1f3-2f4012101098']",47,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:47.623,Pass,True
,,,,,,,,,,,,,,,,0.764325,,,,,,,,,,,20ea5bbd-579b-4876-8abd-7f9715b5f7a1,65,,"[43.2, 66.3]",3825741,1,,,,,0.8076167,,Right Foot,,,"[52.0, 75.5]",,Ground Pass,,12.731065,,,,,Alberto Lora Ramos,26633.0,,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,4,Sporting Gijón,1041,"['3a213778-fc18-4e05-be7b-ae0f8baf671a', '65d72f80-1a67-4400-9344-0ad29672433c']",49,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:49.211,Pass,True
,,,,,,,,,,,,,,,,1.52487,,,,,,,,,,,a0d2aba8-d1d1-46ef-b3cb-3ba3b80f2a32,68,,"[54.3, 75.5]",3825741,1,,,,,-1.2310836,,Right Foot,,,"[63.1, 50.6]",,High Pass,,26.409279,,,,,Daniel Arnaud N''Di	,40822.0,,,,,,,1,Regular Play,Alberto Lora Ramos,26633.0,Right Back,4,Sporting Gijón,1041,['fb754d06-2130-4856-9f0a-453e0fefc04a'],51,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:51.958,Pass,
,,,,,,,,,,,,,,,,1.567908,,,,,,,,,,,d2ed0b10-2a81-4beb-88e8-c59155cd8203,79,,"[42.2, 31.3]",3825741,1,,,,,1.725465,,Right Foot,,,"[36.4, 68.5]",,Ground Pass,,37.649437,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,,1,Regular Play,Markel Bergara Larrañaga,6633.0,Center Defensive Midfield,5,Real Sociedad,210,['6b8380b5-13e1-4c0b-bdb4-fdf256ddd52a'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:58.010,Pass,
,,,,,,,,,,,,,,,,0.919198,,,,,,,,,,,949caf95-1d7f-43bd-8fa5-0a7413c7b24b,83,,"[59.8, 70.4]",3825741,2,,,,,1.053509,,Right Foot,,,"[63.1, 76.2]",,Ground Pass,,6.6730804,,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,,1,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,5,Real Sociedad,210,"['b6a57c68-a1bb-4584-a404-bba4b6e3dcf6', 'bec25e61-2c2c-44dd-841b-6c7aa82ca2d0']",1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:01.866,Pass,True
,,,,,,,,,,,,,,,,0.922212,,,,,,,,,,,fb799c13-7be8-4a3d-bdc4-bcbe86d52248,92,,"[32.2, 10.3]",3825741,2,,,,,1.5319809,,Left Foot,,,"[32.6, 20.6]",,Ground Pass,,10.307764,,,,,Rachid Aït-Atmane,27526.0,,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing,6,Sporting Gijón,1041,['b6218153-db13-4163-90ea-8f14ed7dd12b'],8,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:08.575,Pass,
,,,,,,,,,,,,,,,,1.234248,,,,,,,,,,,c3fa3531-12b6-4270-acf6-50dfcacc889c,96,,"[33.7, 25.5]",3825741,2,,,,,-1.5764142,,Right Foot,,,"[33.6, 7.7]",,Ground Pass,,17.800282,,,,,Ismael López Blanco,24263.0,,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,6,Sporting Gijón,1041,['38bd0022-0970-404f-b946-934c0ad5f652'],12,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:12.056,Pass,
,,,,,,,,,,,,,,,,0.819088,,,,,,,,,,,31a78a64-d80d-41da-a570-6f74f136162e,99,,"[33.6, 7.7]",3825741,2,,,,,-0.18534794,,Left Foot,,,"[44.8, 5.6]",,Ground Pass,,11.395174,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,Regular Play,Ismael López Blanco,24263.0,Left Back,6,Sporting Gijón,1041,['03f13b98-03aa-4453-b0e6-c3b864a0508b'],13,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:13.456,Pass,
,,,,,,,,,,,,,,,,0.276417,,,,,,,,,,,7b09ac71-dc9f-4ebc-9bb9-2981510ec0f4,103,,"[42.6, 5.2]",3825741,2,,,,,1.4850694,,Left Foot,,,"[43.7, 18.0]",,Ground Pass,,12.847178,,,,,Rachid Aït-Atmane,27526.0,,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing,6,Sporting Gijón,1041,['b3a3c6dd-ae2d-4ff3-9125-4b93dfcf41ef'],14,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:14.555,Pass,
,,,,,,,,,,,,,,,,0.932501,,,,,,,,,,,6a1dc45f-f227-4fb9-822a-76774d7370e0,106,,"[43.7, 20.0]",3825741,2,,,,,-0.9694389,,Right Foot,,,"[53.1, 6.3]",,Ground Pass,,16.614752,,,Incomplete,,Sergio Álvarez Díaz,13107.0,,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,6,Sporting Gijón,1041,"['8e4c2a71-b421-4fe0-83da-1f43e1857ffb', 'd527a125-2dbd-4d9e-ae0a-f7723c061ab5']",14,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:14.910,Pass,
,,,,,,,,,,,,,,,,2.102426,,,,,,,,,,,e8f50e25-2cd2-4c4e-8714-c4bb2c673009,110,,"[72.3, 66.8]",3825741,2,,,,,-2.9414115,,Right Foot,,,"[44.7, 61.2]",,Ground Pass,,28.162386,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,Recovery,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Left Center Midfield,7,Real Sociedad,210,['0e57a0c4-39d0-4bce-afc7-3bfffc9c1290'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:16.389,Pass,
,,,,,,,,,,,,,,,,2.871733,,,,,,,,,,,0910805b-bd37-4c60-ae56-b1a11458a64d,114,,"[42.2, 59.9]",3825741,2,,,,,-2.7539477,,Right Foot,,,"[13.3, 48.1]",,Ground Pass,,31.21618,,,,,Gerónimo Rulli,6694.0,,,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Center Back,7,Real Sociedad,210,"['02f79af2-3be2-4136-bc80-e139df629544', 'ba83ab4a-7fe8-4282-bef9-09d34b0bd275']",18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:18.560,Pass,True
,,,,,,,,,,,,,,,,2.308541,,,,,,,,,,,39d4f75e-6adb-4593-b3bb-e231ce1b1134,117,,"[22.8, 42.4]",3825741,2,,,,,-1.2910922,,Right Foot,,,"[33.6, 4.8]",,Ground Pass,,39.120327,,,,,Íñigo Martínez Berridi,6665.0,,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,7,Real Sociedad,210,['0dd53134-c8bd-4d97-bd25-e99add1e5231'],28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:28.485,Pass,
,,,,,,,,,,,,,,,,2.409776,,,,,,,,,,,86b86189-dde6-4326-8d28-115eae64e281,121,,"[50.1, 4.5]",3825741,2,,,,,0.83898664,,Left Foot,,,"[74.8, 32.0]",,High Pass,,36.964035,,,Incomplete,,,,,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,"['1a7d3120-6d5e-48b8-8170-973e0b936348', '758fcafb-254a-4f19-a7d2-95aaa5443262']",32,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:32.739,Pass,True
,,,,,,,,,,,,,,,,1.198927,,,,,,,,,,,758fcafb-254a-4f19-a7d2-95aaa5443262,122,,"[45.3, 48.1]",3825741,2,,,,,1.1989403,,Left Foot,,,"[49.2, 58.1]",,Low Pass,,10.733592,,,,,Rachid Aït-Atmane,27526.0,,,,,,Recovery,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,8,Sporting Gijón,1041,"['86b86189-dde6-4326-8d28-115eae64e281', 'defc0a38-be1d-4590-b701-ce6696812765']",35,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:35.149,Pass,
,,,,,,,,,,,,,,,,1.624827,,,,,,,,,,,6a38d2dd-06cb-4bfe-8f7e-81257e760196,125,,"[50.0, 59.7]",3825741,2,,,,,-2.8821704,,Right Foot,,,"[28.9, 54.1]",,High Pass,,21.830482,,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,8,Sporting Gijón,1041,['8a1f1942-694e-411d-9c0e-9649b73b1ae0'],36,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:36.463,Pass,
,,,,,,,,,,,,,,,,1.296956,,,,,,,,,,,23243964-c628-4a4d-b763-a74f8213f596,127,,"[28.9, 54.1]",3825741,2,,,,,1.2368512,,Head,,,"[32.3, 63.9]",,Low Pass,,10.373042,,,,,Alberto Lora Ramos,26633.0,,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,8,Sporting Gijón,1041,['36357fc7-60cf-4bcd-baf8-436fa96fd243'],38,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:38.247,Pass,
