50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,75f50fc3-102a-48d5-84f7-fa96af92c196,1,,,3825894,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27457, 'name': 'Manuel Fernández Muñíz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,81f71395-2e2e-435b-98a4-2e57f156c59c,2,,,3825894,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b278af11-85f1-4e27-8815-309551e1d3c4,3,,,3825894,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['577d31b4-4dac-4e00-b42b-23a095541a27'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,577d31b4-4dac-4e00-b42b-23a095541a27,4,,,3825894,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['b278af11-85f1-4e27-8815-309551e1d3c4'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,494879d1-e8de-4188-af07-f9c160e88600,1706,,,3825894,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,RC Deportivo La Coruña,219,['c9cf1009-698b-4cbe-9fa0-9b2ad043b0c5'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c9cf1009-698b-4cbe-9fa0-9b2ad043b0c5,1707,,,3825894,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,RC Deportivo La Coruña,219,['494879d1-e8de-4188-af07-f9c160e88600'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.242885,,,,,,,,,,,ed5d1aeb-8518-4185-8ff7-f0724e769ad4,5,,"[60.0, 40.0]",3825894,0,,,,,-2.1146288,,Right Foot,,,"[57.4, 35.7]",,Ground Pass,,5.0249376,,,Moisés Gómez Bordonado,11675.0,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['8d3f6d12-33cf-4bd7-b4f9-41a33a9da864'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.328,Pass,
,,,,,,,,,,,,,,,,,,0.872718,,,,,,,,,,,d3a76d38-7f79-41fa-bebd-b5080e56b81a,8,,"[59.7, 42.3]",3825894,0,,,,,-2.4733033,,Left Foot,,,"[54.0, 37.8]",,Ground Pass,,7.262231,,,Mehdi Lacen,6745.0,,,,,,1,From Kick Off,Moisés Gómez Bordonado,11675.0,Left Center Midfield,2,Getafe,216,['64074283-eb29-44ea-8610-939ffb7579e5'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.806,Pass,
,,,,,,,,,,,,,,,,,,1.356714,,,,,,,,,,,b3c01eb9-4d42-44d7-bbd1-ea2a9b245788,11,,"[54.4, 37.7]",3825894,0,,,,,-2.1579945,,Left Foot,,,"[35.3, 9.0]",,Ground Pass,,34.47463,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,From Kick Off,Mehdi Lacen,6745.0,Center Defensive Midfield,2,Getafe,216,['bdc2435a-291c-46ed-94e5-ebce00fe8f59'],3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.644,Pass,
,,,,,,,,,,,,,,,,,,0.080433,,,,,,,,,,,c2150b0a-4cf9-4271-8b8d-a4886434d3d0,14,,"[29.5, 13.4]",3825894,0,,,,,0.14531001,,Right Foot,,,"[37.7, 14.6]",,High Pass,,8.28734,Incomplete,,,,,,,,,1,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Left Back,2,Getafe,216,['a7a61176-f5b2-43f8-9e48-e14f505c04ca'],6,,,,,,,,,,,,,,,,,Getafe,216,00:00:06.732,Pass,
