50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c7572574-8df7-418c-b7f7-abf4fc305ea2,1,,,3825756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dd7df5b7-7732-4a41-a77d-007ab2a6e770,2,,,3825756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1fd5daa-a17f-4188-a7eb-e53965001d26,3,,,3825756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['f64d7105-38e5-462f-9fcc-a7362452a4e2'],0,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f64d7105-38e5-462f-9fcc-a7362452a4e2,4,,,3825756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['f1fd5daa-a17f-4188-a7eb-e53965001d26'],0,,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6997b89-2131-4596-ba6b-8249aa7d5f65,1747,,,3825756,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Levante UD,221,['ff8d6bd7-fcf4-438a-9d54-93eb7e1fa907'],0,,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff8d6bd7-fcf4-438a-9d54-93eb7e1fa907,1748,,,3825756,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Levante UD,221,['d6997b89-2131-4596-ba6b-8249aa7d5f65'],0,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.395148,,,,,,,,,,,,,,2892982c-26fe-4480-94d2-257f0b3a06d1,5,,"[60.0, 40.0]",3825756,0,True,,,-1.7894653,,Right Foot,,,,"[59.6, 38.2]",,Ground Pass,,1.8439089,,,,Giuseppe Rossi,7141.0,,,,,,Kick Off,1,From Kick Off,Nabil Ghilas,27250.0,Right Center Forward,2,Levante UD,221,['0b430cd0-3400-4b9a-b571-a34fc062dd11'],0,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.483,Pass,
,,,,,,,,,,,,,,,,1.625974,,,,,,,,,,,,,,9555c3d4-cb9d-46a9-8666-f487c13a31b0,7,,"[58.9, 38.7]",3825756,0,,,,3.1415927,,Left Foot,,,,"[45.4, 38.7]",,Ground Pass,,13.5,,,,José Antonio García Rabasco,24149.0,,,,,,,1,From Kick Off,Giuseppe Rossi,7141.0,Left Center Forward,2,Levante UD,221,['b9d6974b-4943-4fc4-bc2b-256acfdd165a'],0,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.878,Pass,
,,,,,,,,,,,,,,,,2.275985,,,,,,,,,,,,,,f7504d10-fe1e-49c9-9f88-ca183e82cf8b,10,,"[45.4, 38.7]",3825756,0,,,,-1.735945,,Right Foot,,,,"[39.7, 4.5]",,Ground Pass,,34.671745,,,,Antonio García Aranda,6784.0,,,,,,,1,From Kick Off,José Antonio García Rabasco,24149.0,Right Defensive Midfield,2,Levante UD,221,['85992576-8e33-44d1-bbe0-3e9e645b9dac'],3,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.504,Pass,
,,,,,,,,,,,,,,,,2.260766,,,,,,,,,,,,,,470b4beb-922e-4fbf-9993-1a747b49af18,17,,"[41.7, 12.7]",3825756,0,,,,2.7765546,,Left Foot,,,,"[26.0, 18.7]",,Ground Pass,,16.807438,,,,Zouhair Feddal,6647.0,,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Back,2,Levante UD,221,['49891829-811b-4578-857f-e115cd9e25a4'],8,,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:08.308,Pass,
