bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d1dbb71e-eeb8-4d1f-b4b2-29008928f1de,1,,,3825760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f436b555-5ec7-4f59-aa95-2b5e7a94be32,2,,,3825760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 24508, 'name': 'Manuel Castellano Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 9462, 'name': 'José Ignacio Peleteiro Ramallo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c800ac62-a30c-4062-9fc3-a822c62588cb,3,,,3825760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['49b94190-c6eb-4c61-b45b-e2574aec98bf'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,49b94190-c6eb-4c61-b45b-e2574aec98bf,4,,,3825760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['c800ac62-a30c-4062-9fc3-a822c62588cb'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dfea1603-8247-4bdb-a8b2-e061819a55ee,1651,,,3825760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,110,Eibar,322,['456b0616-a245-41f8-be0f-13420ee2fd1c'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,456b0616-a245-41f8-be0f-13420ee2fd1c,1652,,,3825760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,110,Eibar,322,['dfea1603-8247-4bdb-a8b2-e061819a55ee'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.292719,,,,,,,,,,,,2014ea0b-09da-46be-83c6-39c5c2ed841b,5,,"[61.0, 40.1]",3825760,0,,,,,2.2404354,,Right Foot,,,,"[59.1, 42.5]",,Ground Pass,,3.0610456,,,,,Jorge Resurrección Merodio,5199.0,,,,,Kick Off,1,From Kick Off,Ángel Martín Correa,6377.0,Left Center Forward,2,Atlético Madrid,212,['3947a713-2f6e-4db9-850a-cc8c7173203d'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.876,Pass,
,,,,,,,,,,,,,,,1.120404,,,,,,,,,,,,caaf881d-ec47-4572-a2dc-cec802ef0341,8,,"[57.8, 42.3]",3825760,0,,,,,-2.7773147,,Right Foot,,,,"[43.9, 37.0]",,Ground Pass,,14.876156,,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,2,Atlético Madrid,212,['12e5b7b6-5c54-4f3e-9334-97caf113eff7'],1,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.895,Pass,
,,,,,,,,,,,,,,,2.382085,,,,,,,,,,,,ac7e8d18-b8c4-41cb-b870-acf0cb421109,11,,"[43.9, 37.0]",3825760,0,,,,,0.29211354,,Right Foot,,,,"[85.8, 49.6]",,High Pass,,43.753513,,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,2,Atlético Madrid,212,['f75dc08a-fcf6-40a6-b32f-88134d2f9fe7'],4,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.460,Pass,
,,,,,,,,,,,,,,,3.03741,,,,,,,,,,,,e8d9e3cf-9ce4-43c0-88de-5bac79c6aba2,14,,"[85.8, 49.6]",3825760,0,,,,True,-0.4412936,,,,,,"[105.7, 40.2]",,High Pass,,22.008408,,,Incomplete,,Ángel Martín Correa,6377.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Right Center Forward,2,Atlético Madrid,212,"['477680ec-84b2-41d4-9fa0-c76236e6a77a', '6d02f5f0-7f3d-4d20-9991-6d2facba181c', 'ecdbd815-5fd8-43fa-9a1b-87b3eb372e1e']",6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.842,Pass,True
