ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60f2c4c3-e724-4b2b-934e-3943900e0ac4,1,,,3825628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3f653171-bf79-442c-80de-c6d04b135851,2,,,3825628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 26689, 'name': 'Nauzet Alemán Viera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,aeef223c-bdb0-426e-8a6d-bd3696d47117,3,,,3825628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['bdab979b-3b65-4b2d-a262-f57c0ed9a136'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bdab979b-3b65-4b2d-a262-f57c0ed9a136,4,,,3825628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['aeef223c-bdb0-426e-8a6d-bd3696d47117'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3a6fd4c4-0240-4f0d-b8f6-dffccfe4fea4,1820,,,3825628,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Las Palmas,208,['d295dcf6-1511-49f6-ae7b-fe2d7512c1da'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d295dcf6-1511-49f6-ae7b-fe2d7512c1da,1821,,,3825628,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Las Palmas,208,['3a6fd4c4-0240-4f0d-b8f6-dffccfe4fea4'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.250262,,,,,,,,,,,,,,56d7db33-09ee-4fd5-a4d0-bcb56d02d487,5,,"[61.0, 40.1]",3825628,0,,,,,1.5083776,,Right Foot,,,,"[61.1, 41.7]",,Ground Pass,,1.603122,,,,Pedro León Sánchez Gil,6907.0,,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['bad6b904-b0ee-44c9-bd70-5c9798d544b2'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.954,Pass,
,,,,,,,,,,,,,,,0.70595,,,,,,,,,,,,,,8f42fe3c-f7ae-4f55-bfbe-cf09fc979735,8,,"[61.8, 41.6]",3825628,0,,,,,-3.0711212,,Right Foot,,,,"[53.3, 41.0]",,Ground Pass,,8.521151,,,,Pablo Sarabia García,6720.0,,,,,,,1,From Kick Off,Pedro León Sánchez Gil,6907.0,Right Wing,2,Getafe,216,['d5bb5e12-68c3-4fe4-a36f-f60571b8b852'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.324,Pass,
,,,,,,,,,,,,,,,1.243163,,,,,,,,,,,,,,073a325c-f364-44bc-93bf-4c96e333018f,12,,"[53.3, 41.4]",3825628,0,,,,,-2.0358765,,Left Foot,,,,"[39.3, 13.5]",,Ground Pass,,31.215542,,,,Roberto Lago Soto,27054.0,,,,,,,1,From Kick Off,Pablo Sarabia García,6720.0,Center Attacking Midfield,2,Getafe,216,"['9c31c4c2-b54b-4ea5-9410-6a2f317eb291', 'b7bed199-c9b4-4480-a0cf-a553910e461c']",2,,,,,,,,,,,,,,,,,Getafe,216,00:00:02.792,Pass,True
,,,,,,,,,,,,,,,2.388869,,,,,,,,,,,,,,5b727ebf-16ad-4b31-b0bb-162394b590fd,15,,"[39.3, 14.8]",3825628,0,,,,,1.8782299,,Left Foot,,,,"[26.6, 54.8]",,Low Pass,,41.967724,,,,Santiago Vergini,27403.0,,,True,,,,1,From Kick Off,Roberto Lago Soto,27054.0,Left Back,2,Getafe,216,['e7f3f5f5-7e9e-49a9-a039-516837d5b521'],5,,,,,,,,,,,,,,,,,Getafe,216,00:00:05.110,Pass,
