bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f15aa71-2b93-449b-81cf-4fbd4f2d9598,1,,,3825765,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,23f413f9-70b0-4fb8-82e9-b7f7ef1d775f,2,,,3825765,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01a0d5a2-bf2b-456b-86ae-f9ba8aabc871,3,,,3825765,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['2129e8d6-97b5-4c93-bb45-ae1c99fa304d'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2129e8d6-97b5-4c93-bb45-ae1c99fa304d,4,,,3825765,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['01a0d5a2-bf2b-456b-86ae-f9ba8aabc871'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37a9b64c-6519-4ff9-962b-35c7ab69b53b,1626,,,3825765,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,79,Sevilla,213,['62278b3b-4d53-4f5f-856c-1674985cc64b'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,62278b3b-4d53-4f5f-856c-1674985cc64b,1627,,,3825765,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,79,Sevilla,213,['37a9b64c-6519-4ff9-962b-35c7ab69b53b'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.189924,,,,,,,,,,,,,ebd95990-d139-4dcc-a68e-92da6b406409,5,,"[60.0, 40.0]",3825765,0,,True,,,-1.7234457,,Right Foot,,,"[59.6, 37.4]",,Ground Pass,2.6305892,,,,Daniel Wass,6797.0,,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['009f36c0-bce1-4234-a2dc-94d4cfc3655c'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.638,Pass,
,,,,,,,,,,,,,,,,0.887904,,,,,,,,,,,,,d1293318-97fb-490d-bd8b-8adcc7272ad4,7,,"[58.6, 39.9]",3825765,0,,True,,,-3.0014138,,Right Foot,,,"[42.3, 37.6]",,Ground Pass,16.46147,,,,Nemanja Radoja,6796.0,,,,,,,1,From Kick Off,Daniel Wass,6797.0,Right Defensive Midfield,2,Celta Vigo,209,['009c4d7b-45b6-49d0-9a37-3f35b86e686a'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.537,Pass,
,,,,,,,,,,,,,,,,1.110076,,,,,,,,,,,,,fdb081f0-51d8-404c-beb8-203e3405bff5,9,,"[39.7, 39.0]",3825765,0,,,,,1.8332558,,Right Foot,,,"[34.3, 59.1]",,Ground Pass,20.812737,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Kick Off,Nemanja Radoja,6796.0,Left Defensive Midfield,2,Celta Vigo,209,['669ecf2a-a506-4ab1-a601-0b371cbcb349'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.424,Pass,
,,,,,,,,,,,,,,,,2.028566,,,,,,,,,,,,,42c4267e-e497-4c12-9461-e38a53126ea4,12,,"[34.5, 59.8]",3825765,0,,,,,-2.4980915,,Right Foot,,,"[22.9, 51.1]",,Ground Pass,14.5,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Right Back,2,Celta Vigo,209,['16707089-b7a6-4ddb-914c-5d7866b71031'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:05.671,Pass,
,,,,,,,,,,,,,,,,1.475237,,,,,,,,,,,,,70ac7532-2414-49b6-b8a4-782e52fab90d,15,,"[14.4, 41.8]",3825765,0,,,,,-1.413825,,Left Foot,,,"[16.6, 27.9]",,Ground Pass,14.073024,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,['8d1ed0c1-4c1f-4b06-948b-6821406ab22d'],7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.877,Pass,
,,,,,,,,,,,,,,,,4.220431,,,,,,,,,,,,,b28a937b-0b8b-49e8-9262-decc38741d4f,18,,"[21.8, 27.4]",3825765,0,,,,,-0.21140516,,Right Foot,,,"[87.5, 13.3]",,High Pass,67.195984,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,2,Celta Vigo,209,"['4eb41631-0693-4cce-9f1a-6595bc05a1c0', 'c333af85-0d1b-4936-995b-b53c0e6b18f2']",10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:10.545,Pass,
,,,,,,,,,,,,,,,,0.076382,,,,,,,,,,,,,38f8f56e-d05c-4552-bc96-efd18c4fabbc,23,,"[20.6, 78.2]",3825765,0,,,,,-0.11848996,,Right Foot,,,"[24.8, 77.7]",,Ground Pass,4.229657,,Incomplete,,,,,,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Celta Vigo,209,['c29d90e6-28c8-4eb1-9e2c-c1603dffc5f1'],17,,,,,,,,,,,,,,,,,Sevilla,213,00:00:17.526,Pass,
,,,,,,,,,,,,,,,,1.447549,,,,,,,,,,,,,3bc190cd-9ac5-42a8-b8a1-bf7f6f8a4b70,25,,"[28.4, 80.0]",3825765,0,,,,,-0.08880689,,,,,"[43.0, 78.7]",,High Pass,14.657763,,Incomplete,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,Throw-in,1,From Throw In,Mariano Ferreira Filho,21210.0,Right Back,3,Sevilla,213,"['1e963bf4-24a3-4e2e-a050-50b73e77d264', '3b40a3b8-9e57-4190-9de0-33d69600ab6e']",32,,,,,,,,,,,,,,,,,Sevilla,213,00:00:32.356,Pass,
