bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.756287,,,,,,,,,,,,,3b40a3b8-9e57-4190-9de0-33d69600ab6e,28,,"[77.1, 1.4]",3825765,0,,,,True,0.8728935,,,,,"[79.7, 4.5]",,Low Pass,4.0459857,,,,Carles Planas Antolínez,7577.0,,,,,,Interception,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,3,Sevilla,213,"['202c0768-c240-4102-b1f8-240c6a189f62', '3bc190cd-9ac5-42a8-b8a1-bf7f6f8a4b70', '4735f984-9093-4b63-985a-be29215351f6']",33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:33.804,Pass,True
,,,,,,,,,,,,,,,,2.000042,,,,,,,,,,,,,0261cc06-4496-4fba-87f7-879681dabf97,31,,"[79.7, 4.5]",3825765,0,,,,,1.1181029,,Left Foot,,,"[92.2, 30.2]",,High Pass,28.578663,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,3,Sevilla,213,"['ac8fbdff-fee1-486b-a377-0723efbc7120', 'cf809a22-cc9f-4fdf-8cbc-ecb1f7638eeb']",34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:34.665,Pass,
,,,,,,,,,,,,,,,,0.681244,,,,,,,,,,,,,ac8fbdff-fee1-486b-a377-0723efbc7120,33,,"[27.9, 49.9]",3825765,0,,,,,-0.4808873,,Right Foot,,,"[39.4, 43.9]",,Ground Pass,12.971122,,,,Yevhen Konoplyanka,8523.0,,,,,,Recovery,1,From Throw In,Federico Julián Fazio,6349.0,Left Center Back,3,Sevilla,213,"['0261cc06-4496-4fba-87f7-879681dabf97', '0e3f78cd-8f0a-4793-a8dd-44ac77970ca2']",36,,,,,,,,,,,,,,,,,Sevilla,213,00:00:36.665,Pass,
,,,,,,,,,,,,,,,,0.594264,,,,,,,,,,,,,fbc47617-481d-4bd1-8a09-dc573dc866dc,36,,"[40.2, 45.3]",3825765,0,,,,,1.3329604,,Right Foot,,,"[41.8, 51.9]",,Ground Pass,6.7911706,,Incomplete,,,,,,,,,,1,From Throw In,Yevhen Konoplyanka,8523.0,Left Wing,3,Sevilla,213,['245dd8c8-8925-4e56-b0e0-503faee38bda'],37,,,,,,,,,,,,,,,,,Sevilla,213,00:00:37.416,Pass,
,,,,,,,,,,,,,,,,1.395407,,,,,,,,,,,,,245dd8c8-8925-4e56-b0e0-503faee38bda,37,,"[78.3, 28.2]",3825765,0,,,,,0.5382217,,Right Foot,,,"[91.7, 36.2]",,High Pass,15.606409,,,,Iago Aspas Juncal,5217.0,,,,,,Recovery,1,From Throw In,Daniel Wass,6797.0,Right Defensive Midfield,3,Sevilla,213,"['83b46f16-46ba-4919-911e-78d02364e0d4', 'fbc47617-481d-4bd1-8a09-dc573dc866dc']",38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:38.010,Pass,
,,,,,,,,,,,,,,,,1.998037,,,,,,,,,,,,,0d958072-9db5-4f64-92d2-1b784f99f6ef,41,,"[28.3, 43.9]",3825765,0,,,,,0.1508216,,Right Foot,,,"[61.2, 48.9]",,High Pass,33.27777,,,,Fernando Llorente Torres,3486.0,,,,,,Recovery,1,From Throw In,Federico Julián Fazio,6349.0,Left Center Back,3,Sevilla,213,['ebdd1f41-3ecc-4a66-a644-cbdabe98d839'],39,,,,,,,,,,,,,,,,,Sevilla,213,00:00:39.565,Pass,
,,,,,,,,,,,,,,,,1.93044,,,,,,,,,,,,,9a407014-a92e-4b7b-87f6-bdfd97c74baf,45,,"[62.9, 38.0]",3825765,0,,,,,-1.1425322,,Right Foot,,,"[71.3, 19.6]",,High Pass,20.226715,,,,Michael Krohn-Dehli,6356.0,,,,,,,1,From Throw In,Fernando Llorente Torres,3486.0,Center Forward,3,Sevilla,213,"['62385a3e-4a41-4d59-8411-d1c4a1476acb', 'e941b011-6bb0-405f-8a7f-043aa9d05c7b']",42,,,,,,,,,,,,,,,,,Sevilla,213,00:00:42.713,Pass,True
,,,,,,,,,,,,,,,,0.981632,,,,,,,,,,,,,9cf1f37e-015b-41d1-af75-1a9abb4d0d85,56,,"[59.7, 66.5]",3825765,0,,,,,-0.7152432,,Right Foot,,,"[69.6, 57.9]",,Ground Pass,13.113733,,,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Left Defensive Midfield,4,Celta Vigo,209,['781334cd-aab6-49ea-a149-b9853328093e'],50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:50.798,Pass,
,,,,,,,,,,,,,,,,1.358597,,,,,,,,,,,,,7cd1c8bd-cd81-4125-abdf-e8ab0204d513,59,,"[91.8, 62.9]",3825765,0,,,,,0.6055447,,Left Foot,,,"[104.8, 71.9]",,Ground Pass,15.811388,,,,Claudio Beauvue,6600.0,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,4,Celta Vigo,209,['913f4e31-0bcf-4ce3-8297-b0f61b21e3a4'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:54.804,Pass,
,,,,,,,,,,,,,,,,0.056346,,,,,,,,,,,,,e0ba0c80-e327-469b-a52c-2b8461e69e9f,62,,"[112.6, 73.3]",3825765,0,,,,,-1.4951832,,Right Foot,,,"[113.1, 66.7]",,Ground Pass,6.618912,,Incomplete,,,,,,,,,,1,Regular Play,Claudio Beauvue,6600.0,Right Wing,4,Celta Vigo,209,['ae34bb9a-0372-4e5b-9766-83fac6dc0d74'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:58.175,Pass,
,,,,,,,,,,,,,,,,2.71638,,,,,,,,,,,,,04032a82-19c7-408a-888f-a45d30f2f92e,66,,"[96.9, 80.0]",3825765,1,,,,,-2.767772,,,,,"[78.8, 72.9]",,Low Pass,19.442736,,,,Nemanja Radoja,6796.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,5,Celta Vigo,209,['b0296f28-e735-468c-93ef-25223195c1dd'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:11.320,Pass,
,,,,,,,,,,,,,,,,1.809218,,,,,,,,,,,,,3f7df7c6-1fe4-4e3c-85d2-41b61404b0ae,69,,"[69.5, 69.7]",3825765,1,,,,,-2.581911,,Right Foot,,,"[52.9, 59.3]",,Ground Pass,19.588772,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Nemanja Radoja,6796.0,Left Defensive Midfield,5,Celta Vigo,209,['132f868c-7bca-4af1-956b-62ee9acb5ece'],14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:14.143,Pass,
,,,,,,,,,,,,,,,,2.668467,,,,,,,,,,,,,acee72b4-8a62-4360-a7a1-c7cc8c8218c7,72,,"[52.7, 54.6]",3825765,1,,,,,-1.6015034,,Right Foot,,,"[51.8, 25.3]",,Ground Pass,29.31382,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,5,Celta Vigo,209,['a4884f3a-dfe4-4765-a094-d6177c3d6af1'],17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:17.191,Pass,
,,,,,,,,,,,,,,,,1.503013,,,,,,,,,,,,,67b4cd6c-5c47-4f91-85ec-4d643bd2dd87,75,,"[53.7, 13.5]",3825765,1,,,,,-1.1284221,,Right Foot,,,"[58.2, 4.0]",,Ground Pass,10.511898,,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,5,Celta Vigo,209,['48946175-a3b6-4ff9-93c0-a16bd727ad0a'],20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:20.099,Pass,
,,,,,,,,,,,,,,,,1.027539,,,,,,,,,,,,,0671e670-83e5-4f24-bb24-736b681898a5,78,,"[58.2, 4.0]",3825765,1,,,,,1.3335896,,Left Foot,,,"[62.6, 22.2]",,Ground Pass,18.724316,,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,['aa87613e-6b00-485b-9d83-9e21700ec75c'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:22.383,Pass,
,,,,,,,,,,,,,,,,0.847943,,,,,,,,,,,,,8f4b2206-c33b-44eb-be04-a5fbf1d46b9c,81,,"[84.2, 3.6]",3825765,1,,,,,1.5170021,,Left Foot,,,"[84.9, 16.6]",,Ground Pass,13.018832,,,,Daniel Wass,6797.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,5,Celta Vigo,209,['ab5934a3-8f57-4a61-9997-950a1ea88b5c'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:27.255,Pass,
,,,,,,,,,,,,,,,,1.123608,,,,,,,,,,,,,5a01f709-e1e2-4513-8042-aecc9c2d01e9,84,,"[83.3, 22.2]",3825765,1,,,,,1.1006129,,Right Foot,,,"[89.5, 34.4]",,Ground Pass,13.685028,,,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Daniel Wass,6797.0,Right Defensive Midfield,5,Celta Vigo,209,['7a0e4307-8877-4235-ae28-fd1c0b989ed8'],28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:28.960,Pass,
,,,,,,,,,,,,,,,,1.393895,,,,,,,,,,,,,e28b06a2-5be4-4308-897a-63e3606fad2a,90,,"[42.8, 47.2]",3825765,1,,,,,-1.7345346,,Right Foot,,,"[40.9, 35.7]",,Ground Pass,11.6559,,,,Yevhen Konoplyanka,8523.0,,,,,,Recovery,1,Regular Play,Michael Krohn-Dehli,6356.0,Center Attacking Midfield,6,Sevilla,213,['f817e9d0-7278-4285-b66d-bba830e8ba19'],31,,,,,,,,,,,,,,,,,Sevilla,213,00:01:31.619,Pass,
,,,,,,,,,,,,,,,,0.799993,,,,,,,,,,,,,c8d51115-d973-4079-9843-4e07de5d6794,92,,"[43.5, 38.2]",3825765,1,,True,,,2.7948472,,Right Foot,,,"[31.6, 42.5]",,Ground Pass,12.653063,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,,1,Regular Play,Yevhen Konoplyanka,8523.0,Left Wing,6,Sevilla,213,['7b46d515-bfc4-4e7a-ad02-adc187298e76'],35,,,,,,,,,,,,,,,,,Sevilla,213,00:01:35.336,Pass,
,,,,,,,,,,,,,,,,0.79317,,,,,,,,,,,,,e2b255ef-94ed-4b10-98f4-7e6582639a92,94,,"[31.6, 42.5]",3825765,1,,,,,-1.7570192,,Right Foot,,,"[30.3, 35.6]",,Ground Pass,7.0213957,,,,Federico Julián Fazio,6349.0,,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,6,Sevilla,213,['7f8511f4-308a-4728-9bc1-6603d53d2c55'],36,,,,,,,,,,,,,,,,,Sevilla,213,00:01:36.136,Pass,
,,,,,,,,,,,,,,,,3.473164,,,,,,,,,,,,,d3b56411-2aa7-462f-8da8-3f9a9cf45bf4,97,,"[30.3, 35.2]",3825765,1,,,,,-0.5244699,,Right Foot,,,"[78.7, 7.2]",,High Pass,55.91565,,,,Sergio Escudero Palomo,6718.0,,,,,,,1,Regular Play,Federico Julián Fazio,6349.0,Left Center Back,6,Sevilla,213,['28b4f416-5dd5-4c97-81f2-5d2749f0a765'],37,,,,,,,,,,,,,,,,,Sevilla,213,00:01:37.040,Pass,
,,,,,,,,,,,,,,,,2.933776,,,,,,,,,,,,,ee4b96ce-f56b-4a6d-8315-45ba530e4f67,101,,"[41.4, 80.0]",3825765,1,,True,,,-2.7233684,,,,,"[27.0, 73.6]",,Low Pass,15.758172,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,7,Celta Vigo,209,['26314d45-e728-4b48-bf5f-d76692cfdc62'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:54.250,Pass,
,,,,,,,,,,,,,,,,1.171799,,,,,,,,,,,,,4659427a-cc6b-4efc-876d-e5fe5aaf209b,103,,"[27.0, 73.6]",3825765,1,,,,,-0.65355104,,Right Foot,,,"[42.8, 61.5]",,Ground Pass,19.901005,,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,7,Celta Vigo,209,['4d2cf647-4430-4f0d-9dae-84d8aaa4235d'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:57.408,Pass,
,,,,,,,,,,,,,,,,0.772402,,,,,,,,,,,,,f038877d-c445-4494-9e98-37c80dd5a829,106,,"[38.1, 62.2]",3825765,1,,,,,2.1353657,,Left Foot,,,"[32.4, 71.2]",,Ground Pass,10.653169,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,7,Celta Vigo,209,['602a38ed-6091-4c9f-b0da-2d5326867661'],59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:59.577,Pass,
,,,,,,,,,,,,,,,,2.853438,,,,,,,,,,,,,2db732c1-bb2b-48c9-bdf5-95ee4c544bf6,109,,"[32.1, 71.0]",3825765,2,,,,,-2.4463449,,Right Foot,,,"[12.8, 54.9]",,Ground Pass,25.133642,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,7,Celta Vigo,209,['e4298b9a-1367-4caf-801a-ac1d0bdca8f8'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:00.430,Pass,
,,,,,,,,,,,,,,,,3.483539,,,,,,,,,,,,,1f88306a-b7d4-49ff-b666-d92f1686822a,112,,"[13.4, 55.3]",3825765,2,,,,,-0.18317224,,Right Foot,,,"[71.7, 44.5]",,High Pass,59.291904,,Incomplete,,Daniel Wass,6797.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,7,Celta Vigo,209,"['380a8266-69d5-4e98-9276-e32ff0a58f9d', 'b500398a-2731-4af8-a7c7-28431b6ab5c9']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:03.603,Pass,
,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,29a10f4f-7a45-424f-9328-5c34e599009a,116,,"[69.7, 45.2]",3825765,2,,,,True,0.22923194,,,,,"[75.7, 46.6]",,High Pass,6.1611686,,Unknown,,,,,,,,,Recovery,1,From Throw In,Daniel Wass,6797.0,Right Defensive Midfield,7,Celta Vigo,209,['37952657-a367-4247-b586-83f4d3f0f073'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:08.370,Pass,True
,,,,,,,,,,,,,,,,1.140859,,,,,,,,,,,,,858e1375-7309-4745-af18-f41ffc675533,119,,"[78.6, 44.1]",3825765,3,,,,,-0.2927576,409715f5-a1bb-483c-8036-e0bcd9736322,Right Foot,,,"[106.8, 35.6]",,High Pass,29.453184,,,,Claudio Beauvue,6600.0,True,,,,,Free Kick,1,From Free Kick,Daniel Wass,6797.0,Right Defensive Midfield,8,Celta Vigo,209,['4540c3d4-c42e-4c87-a74a-56dabd82bae1'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:33.649,Pass,
