bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ba0a5f3-906f-4659-81f7-be9a1be0ba9d,1,,,3825714,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b4228937-70a6-420a-a880-26134cda8b0f,2,,,3825714,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fea60a62-3a7f-4da2-b6d2-cbcef3e8b4f6,3,,,3825714,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['77273168-9453-4135-af67-9f06a141401d'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77273168-9453-4135-af67-9f06a141401d,4,,,3825714,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['fea60a62-3a7f-4da2-b6d2-cbcef3e8b4f6'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,603cfb5c-eae8-4821-b923-40bcba7a1c16,1764,,,3825714,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Levante UD,221,['497b1eed-6aba-4981-b5be-bfd7172df21b'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,497b1eed-6aba-4981-b5be-bfd7172df21b,1765,,,3825714,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,Levante UD,221,['603cfb5c-eae8-4821-b923-40bcba7a1c16'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.113598,,,,,,,,,,,,,da694605-515e-4799-8953-a5eb529544fc,5,,"[61.0, 40.1]",3825714,0,,,,,1.6680496,,Right Foot,,,"[60.6, 44.2]",,Ground Pass,,4.119466,,,Jordi Xumetra Feliu,27123.0,,,,,Kick Off,1,From Kick Off,Nabil Ghilas,27250.0,Center Forward,2,Levante UD,221,['21ef17ed-47ce-4bda-890b-efc37235946e'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.717,Pass,
,,,,,,,,,,,,,,,,1.22711,,,,,,,,,,,,,7047d70a-6cfa-4af0-a836-d12427eda26c,8,,"[60.2, 44.6]",3825714,0,,,,,-2.613132,,Right Foot,,,"[44.1, 35.2]",,Ground Pass,,18.643229,,,José María Martín-Bejarano Serrano,23970.0,,,,,,1,From Kick Off,Jordi Xumetra Feliu,27123.0,Right Midfield,2,Levante UD,221,['eb0972c0-6d51-47b1-822c-2dbc71399eb4'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.911,Pass,
,,,,,,,,,,,,,,,,2.179899,,,,,,,,,,,,,516fea62-9c34-46c0-9990-6308ef900f59,11,,"[44.1, 35.2]",3825714,0,,,,,-1.8370484,,Right Foot,,,"[37.5, 11.0]",,Ground Pass,,25.083858,,,Antonio García Aranda,6784.0,,,,,,1,From Kick Off,José María Martín-Bejarano Serrano,23970.0,Center Defensive Midfield,2,Levante UD,221,['dbfaddee-ca45-4518-a0d0-50eba3af2bef'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.166,Pass,
,,,,,,,,,,,,,,,,1.553799,,,,,,,,,,,,,49e93bca-a7a1-4aec-8d3c-2595d2e2c602,14,,"[37.5, 11.0]",3825714,0,,,,,2.3276308,,Left Foot,,,"[23.9, 25.4]",,Low Pass,,19.80707,,,Zouhair Feddal,6647.0,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Back,2,Levante UD,221,['1c1d6ca8-4f67-4c8a-8233-b403674c14be'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.506,Pass,
,,,,,,,,,,,,,,,,1.878534,,,,,,,,,,,,,1529b6a7-e557-4427-8dd9-309bac93ac6c,17,,"[23.9, 25.4]",3825714,0,,,,,1.6593797,,Left Foot,,,"[21.2, 55.8]",,Ground Pass,,30.519667,,,Ángel Trujillo Canorea,25824.0,,,,,,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Levante UD,221,['af708c6d-f027-44a9-ad50-63621312c315'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.164,Pass,
,,,,,,,,,,,,,,,,2.419047,,,,,,,,,,,,,221fa291-bd92-46aa-a82a-65b1fd7ee402,20,,"[24.6, 70.4]",3825714,0,,,,,-0.23004614,,Right Foot,,,"[67.3, 60.4]",,High Pass,,43.85533,Incomplete,,Jordi Xumetra Feliu,27123.0,,,,,,1,From Kick Off,Ángel Trujillo Canorea,25824.0,Right Center Back,2,Levante UD,221,"['5df05110-42d5-41af-85a5-8c675cd0add4', 'df860abd-c730-4733-b72c-abcb47563dbf']",13,,,,,,,,,,,,,,,,,Levante UD,221,00:00:13.934,Pass,
,,,,,,,,,,,,,,,,0.939369,,,,,,,,,,,,,5df05110-42d5-41af-85a5-8c675cd0add4,23,,"[52.8, 19.7]",3825714,0,,,,True,0.022218565,,,,,"[61.8, 19.9]",,High Pass,,9.002222,,,Saúl Ñíguez Esclapez,6381.0,,,,,Recovery,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,3,Atlético Madrid,212,"['221fa291-bd92-46aa-a82a-65b1fd7ee402', '706a665c-5899-4842-8dcf-32e8fb1830dc', 'a0d3b958-ea41-4338-a4e6-0f6a865575ca']",16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:16.353,Pass,True
,,,,,,,,,,,,,,,,1.196488,,,,,,,,,,,,,4bddcf87-d7b5-4300-8b81-ee492d580d4f,26,,"[61.8, 19.1]",3825714,0,,,,,2.8712673,,Head,,,"[53.5, 21.4]",,Low Pass,,8.612782,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,3,Atlético Madrid,212,"['72821395-2b15-40a6-89f0-b3e22bdd08e1', 'ceac1ff8-77ac-4568-84ac-b7cbbb319bf7']",17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:17.292,Pass,True
,,,,,,,,,,,,,,,,0.845471,,,,,,,,,,,,,25ea5658-3ed5-4ba3-9206-64621c093338,29,,"[53.9, 21.8]",3825714,0,,,,,-1.3990362,,Right Foot,,,"[55.6, 12.0]",,Ground Pass,,9.946356,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Center Defensive Midfield,3,Atlético Madrid,212,"['932dfbb8-4a26-4b1f-97d9-02f7662fb1fc', '9f565df4-f45d-4abb-851d-9d8e3cf5fa0e']",18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:18.489,Pass,True
,,,,,,,,,,,,,,,,1.580255,,,,,,,,,,,,,19d9bb08-6f07-40ab-9437-1f3005a1ed31,35,,"[62.6, 1.2]",3825714,0,,,,,2.6029685,,Left Foot,,,"[46.2, 11.0]",,Ground Pass,,19.104973,,,Diego Roberto Godín Leal,5249.0,,,,,Free Kick,1,From Free Kick,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['6f112b41-11fd-4162-b960-02468c7b81b1'],29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.925,Pass,
,,,,,,,,,,,,,,,,1.875996,,,,,,,,,,,,,d2aecf77-5053-466a-b4bf-40d71ed60731,38,,"[46.2, 11.0]",3825714,0,,,,,1.5707964,,Right Foot,,,"[46.2, 34.1]",,Ground Pass,,23.1,,,Stefan Savić,6376.0,,,,,,1,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,['55550ef3-d33c-479b-b229-87a83ae43fbf'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:32.616,Pass,
