bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.686089,,,,,,,,,,,,,,5baa3829-1607-4904-b084-bd4a937ae690,19,,"[37.1, 69.4]",3825692,0,,,,-2.5227056,,Right Foot,,,"[23.2, 59.5]",,Ground Pass,17.065168,,,Adil Rami,3253.0,,,,,,1,From Kick Off,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,2,Sevilla,213,['5a68ba56-cccb-4365-93f2-f22f9fffdd0d'],15,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:15.777,Pass,
,,,,,,,,,,,,,,,,1.681265,,,,,,,,,,,,,,9f8725d0-3087-4094-857c-395ce8eda5c6,22,,"[34.7, 41.7]",3825692,0,,,,-1.5208379,,Right Foot,,,"[36.0, 15.7]",,Ground Pass,26.03248,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Sevilla,213,['67283a10-4436-4382-a2f5-e0f55779fda5'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:21.099,Pass,
,,,,,,,,,,,,,,,,1.699511,,,,,,,,,,,,,,336e5c3c-9030-45df-8e46-0d89bad2cd35,25,,"[36.0, 15.6]",3825692,0,,,,1.8772359,,Right Foot,,,"[27.9, 41.2]",,Ground Pass,26.850885,,,Adil Rami,3253.0,,,,,,1,From Kick Off,Timothée Kolodziejczak,10476.0,Left Center Back,2,Sevilla,213,['a9866a11-5948-4aa2-9dae-7972af3d8e53'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:24.788,Pass,
,,,,,,,,,,,,,,,,2.103847,,,,,,,,,,,,,,a524c5ea-8fb6-4659-83fa-297af04ed331,28,,"[27.9, 41.2]",3825692,0,,,,-1.2173822,,Right Foot,,,"[40.0, 8.4]",,Ground Pass,34.960693,,,Sergio Escudero Palomo,6718.0,,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Sevilla,213,['0a0fbd94-c3d2-4d5e-9443-920167020d69'],27,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:27.624,Pass,
,,,,,,,,,,,,,,,,1.654616,,,,,,,,,,,,,,267b1673-61fa-4d1f-8717-a082f4246474,31,,"[46.1, 9.0]",3825692,0,,,,1.9445231,,Left Foot,,,"[40.1, 24.3]",,Ground Pass,16.434416,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Kick Off,Sergio Escudero Palomo,6718.0,Left Back,2,Sevilla,213,['1c0cc3f1-a031-4f6a-939e-760d900b0865'],32,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:32.102,Pass,
,,,,,,,,,,,,,,,,2.528122,,,,,,,,,,,,,,5c189b67-6457-485e-860a-88e0b919747b,34,,"[45.7, 37.2]",3825692,0,,,,1.3057927,,Right Foot,,,"[54.9, 71.1]",,Ground Pass,35.1262,,,Mariano Ferreira Filho,21210.0,,,,,,1,From Kick Off,Timothée Kolodziejczak,10476.0,Left Center Back,2,Sevilla,213,['10bac743-bf62-40f7-950a-e53960b8b2b4'],36,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:36.672,Pass,
,,,,,,,,,,,,,,,,1.144292,,,,,,,,,,,,,,04621eb1-cad8-4854-900b-0d77f5e75a74,37,,"[54.9, 71.1]",3825692,0,,,,0.4988975,,Right Foot,,,"[70.5, 79.6]",,Ground Pass,17.765415,,Out,Víctor Machín Pérez,6841.0,,,,,,1,From Kick Off,Mariano Ferreira Filho,21210.0,Right Back,2,Sevilla,213,['40b4cf5a-28b0-4bc2-9299-f1e97af6cb32'],39,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:39.726,Pass,
,,,,,,,,,,,,,,,,0.915941,,,,,,,,,,,,,,103d07a9-0ca6-4a0c-b045-8f6775efccf0,39,,"[55.5, 0.1]",3825692,0,True,,,0.16317044,,,,,"[71.9, 2.8]",,Low Pass,16.62077,,Incomplete,,,,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,3,Sporting Gijón,1041,['32e86e5b-9ff0-4f09-9e2c-73527ff36d8b'],49,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:49.182,Pass,
,,,,,,,,,,,,,,,,0.372951,,,,,,,,,,,,,,ab75aecd-b5e5-4c40-93fe-def97291edf8,42,,"[47.9, 76.1]",3825692,0,,,,-1.4080689,,Right Foot,,,"[49.0, 69.4]",,Ground Pass,6.789698,,Incomplete,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,4,Sevilla,213,"['5617f5b2-5fc9-4c21-b12d-c4a03ff5ba4a', 'd9d87cb3-9927-4759-abf1-0313827b25b6', 'dbe9fe9e-ff11-4fde-97f7-ae03621c7255']",50,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:50.611,Pass,True
,,,,,,,,,,,,,,,,0.714901,,,,,,,,,,,,,,1f29da50-52b3-486f-a124-54e2e0d6105e,50,,"[20.7, 72.9]",3825692,0,,,,-2.484891,,Left Foot,,,"[15.9, 69.2]",,Ground Pass,6.060528,,,Adil Rami,3253.0,,,,,Recovery,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,4,Sevilla,213,"['56dee59f-89a6-4d46-b48b-a8768c8dea48', 'ee4c691f-f2c7-498b-a759-0493f2c6550f']",56,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:56.634,Pass,True
,,,,,,,,,,,,,,,,0.872585,,,,,,,,,,,,,,03c6c5f3-3d27-439d-8201-ad3fd333baa4,57,,"[28.5, 70.4]",3825692,0,,,,-0.89770555,,Left Foot,,,"[34.4, 63.0]",,Ground Pass,9.464143,,,Mariano Ferreira Filho,21210.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,4,Sevilla,213,"['91cee506-adda-4947-8224-d09ff093c970', 'eb7515bb-a080-45dd-9b51-7f5b4f59b578']",59,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:59.423,Pass,True
,,,,,,,,,,,,,,,,1.000879,,,,,,,,,,,,,,1da0f3dd-25f6-4ec8-97bb-3ca7ba1c3704,60,,"[32.8, 62.4]",3825692,1,,,,-1.3052866,,Right Foot,,,"[35.9, 51.0]",,Ground Pass,11.813974,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Mariano Ferreira Filho,21210.0,Right Back,4,Sevilla,213,"['6f6aaa7b-0c19-4dcb-8037-50cb5f3eb723', 'd7032c7b-34ac-41cc-a89c-b8973433a21d']",0,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:00.295,Pass,True
,,,,,,,,,,,,,,,,0.960724,,,,,,,,,,,,,,200a2bbb-332c-4bd0-9e65-3898c73f21df,63,,"[62.6, 25.3]",3825692,1,,,,0.04844691,,Right Foot,,,"[79.1, 26.1]",,Ground Pass,16.519382,,,Michael Krohn-Dehli,6356.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,4,Sevilla,213,['1c888e88-c256-42b3-b073-223d64dff95d'],9,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:09.437,Pass,
,,,,,,,,,,,,,,,,1.577639,,,,,,,,,,,,,,22b6c785-e734-4a14-9e69-e1efa98bc483,67,,"[75.3, 38.9]",3825692,1,,,,2.7261004,,Right Foot,,,"[65.1, 43.4]",,Ground Pass,11.148542,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,Regular Play,Michael Krohn-Dehli,6356.0,Left Wing,4,Sevilla,213,['297e8d13-8de7-4179-9a27-02eac337ca89'],12,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:12.938,Pass,
,,,,,,,,,,,,,,,,1.065323,,,,,,,,,,,,,,3ee2f469-3549-4eb6-9c44-594e6132ffba,69,,"[64.6, 43.7]",3825692,1,,,,-1.5762907,,Right Foot,,,"[64.5, 25.5]",,Ground Pass,18.200275,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,4,Sevilla,213,['a61c6a00-4a9d-4955-b68f-fb1b4ced1c34'],14,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:14.515,Pass,
,,,,,,,,,,,,,,,,0.137607,,,,,,,,,,,,,,0872f3f3-3203-4e44-8b40-2e8f66884402,73,,"[77.5, 26.8]",3825692,1,,,,0.2914568,,Right Foot,,,"[80.5, 27.7]",,Low Pass,3.132092,,Incomplete,Michael Krohn-Dehli,6356.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,4,Sevilla,213,"['0e94d922-583f-486a-9dd4-b474c3077def', '2761b291-1124-49bf-9b5b-9239eb719e2b', '66df98e6-5998-4c37-a9de-6f14f241026f']",18,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:18.974,Pass,True
,,,,,,,,,,,,,,,,4.075983,,,,,,,,,,,,,,1d08bdbc-8fb5-4f1c-ba7b-d4df2f175cba,76,,"[72.4, 23.6]",3825692,1,,,,-0.3694003,,Head,,,"[114.5, 7.3]",,High Pass,45.14532,,Incomplete,Sergio Escudero Palomo,6718.0,,,,,Recovery,1,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,4,Sevilla,213,"['6d268f72-cecb-4222-9c7f-27cc9b32649b', 'b4803979-b621-44ac-bcc5-d3c3373d44de']",20,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:20.877,Pass,
,,,,,,,,,,,,,,,,0.278929,,,,,,,,,,,,,,540bf205-13be-41da-a49d-917ca993a056,82,,"[4.6, 78.0]",3825692,1,,,,-0.20401798,,Right Foot,,,"[7.5, 77.4]",,High Pass,2.9614186,,Incomplete,,,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Back,4,Sevilla,213,"['2523826f-e1b7-47c8-b7c7-fc671136d718', '5978aeff-3a06-47a5-b098-987c40c5b4ea']",29,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:29.834,Pass,True
,,,,,,,,,,,,,,,,2.344109,,,,,,,,,,,,,,58cf75b9-e103-4edd-b59e-fe0bbd1ae043,84,,"[22.2, 80.0]",3825692,1,,,,-0.09065989,,,,,"[57.4, 76.8]",,High Pass,35.345154,,,Daniel Arnaud N''Di	,40822.0,,,,,Throw-in,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Back,5,Sporting Gijón,1041,['a62b01e7-9ffa-42cb-b160-9b8e457b5a32'],55,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:55.471,Pass,
,,,,,,,,,,,,,,,,1.41584,,,,,,,,,,,,,,b15ec7a1-4f9f-4a8c-a4b4-ab982ec56dc5,86,,"[57.4, 76.8]",3825692,1,,,,-0.5191461,,Head,,,"[71.4, 68.8]",,High Pass,16.124516,,Incomplete,Carlos Castro García,24173.0,,,,,,1,From Throw In,Daniel Arnaud N''Di	,40822.0,Center Attacking Midfield,5,Sporting Gijón,1041,"['24a98a3d-1e1a-4dcf-b772-127382798e9e', '3039587e-f32d-4acb-ad34-e97098b34670']",57,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:57.815,Pass,
,,,,,,,,,,,,,,,,2.081686,,,,,,,,,,,,,,ebee825e-7c56-4b1b-ace3-d32d3cc30f7a,90,,"[46.7, 15.0]",3825692,2,,,,1.9599898,,Left Foot,,,"[39.4, 32.8]",,Ground Pass,19.238764,,,Adil Rami,3253.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,6,Sevilla,213,['256fe3fd-516e-4e2f-92c8-5faa8527cefa'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:00.124,Pass,
,,,,,,,,,,,,,,,,1.618959,,,,,,,,,,,,,,aefc7bca-8562-4f41-9b62-3bf059413c5a,93,,"[29.6, 42.4]",3825692,2,,,,-1.6458762,,Left Foot,,,"[27.9, 19.8]",,Ground Pass,22.663847,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,6,Sevilla,213,['14c0c367-9573-495d-a838-d434945b53ef'],5,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:05.310,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,7668e9d1-6783-4fdc-b112-67040718a800,96,,"[33.4, 21.7]",3825692,2,,,,1.314088,,Left Foot,,,"[35.5, 29.7]",,Ground Pass,8.271034,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,6,Sevilla,213,['3eb0527a-3971-45c4-a7d3-e9025948d0be'],8,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:08.984,Pass,
,,,,,,,,,,,,,,,,1.302331,,,,,,,,,,,,,,146cca09-c1ba-4a53-9bb8-7ae84754c988,99,,"[36.5, 36.1]",3825692,2,,,,1.6438369,,Right Foot,,,"[35.0, 56.6]",,Ground Pass,20.554804,,,Adil Rami,3253.0,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,6,Sevilla,213,['fe633d03-2fe3-434f-954e-86ea20e98ca8'],12,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:12.982,Pass,
,,,,,,,,,,,,,,,,1.682209,,,,,,,,,,,,,,340e5dc6-efc6-4cec-8f60-1344cebc45a3,102,,"[40.7, 65.5]",3825692,2,,,,0.43240777,,Right Foot,,,"[49.8, 69.7]",,Ground Pass,10.022474,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,6,Sevilla,213,['d00d5be0-28fe-4bfa-858f-9116ba3da140'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:16.091,Pass,
,,,,,,,,,,,,,,,,2.447004,,,,,,,,,,,,,,4098ca68-c6c6-4c6c-a156-26018717cef0,105,,"[43.9, 52.2]",3825692,2,,,,-1.557866,,Right Foot,,,"[44.2, 29.0]",,Ground Pass,23.201939,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,6,Sevilla,213,['8276ae68-ca57-401d-a64d-aedd4137c490'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:21.387,Pass,
,,,,,,,,,,,,,,,,1.224555,,,,,,,,,,,,,,c609afb0-aafa-4182-b37d-b1ed807dc48b,108,,"[47.3, 21.8]",3825692,2,,,,-1.4002829,,Left Foot,,,"[49.9, 6.7]",,Ground Pass,15.3222065,,,Sergio Escudero Palomo,6718.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,6,Sevilla,213,['cc077a46-f5ac-4671-97b6-185392e9abdc'],25,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:25.507,Pass,
,,,,,,,,,,,,,,,,2.411572,,,,,,,,,,,,,,01ac5301-938a-4a43-b1d9-07d0c837bf32,111,,"[49.9, 6.7]",3825692,2,,,,2.8537612,,Right Foot,,,"[34.7, 11.2]",,Ground Pass,15.852129,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,6,Sevilla,213,['c8f2e118-7715-4e96-a3c0-a0603a508b0c'],27,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:27.787,Pass,
,,,,,,,,,,,,,,,,1.126593,,,,,,,,,,,,,,e54b5f23-356b-4246-badb-fc1010e52346,114,,"[40.7, 10.0]",3825692,2,,,,0.02040533,,Left Foot,,,"[55.4, 10.3]",,Ground Pass,14.703061,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,6,Sevilla,213,['b3dbaf87-b71b-4405-956d-8f9fb31bd5d7'],31,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:31.056,Pass,
,,,,,,,,,,,,,,,,1.765157,,,,,,,,,,,,,,0bd7d429-b049-4687-8681-de342403d989,116,,"[55.4, 10.3]",3825692,2,,,,-2.4725497,,Right Foot,,,"[46.8, 3.5]",,Ground Pass,10.963576,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,6,Sevilla,213,['2ed9eeaa-54f2-4e24-b8e0-6df3a1b2da9e'],32,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:32.182,Pass,
,,,,,,,,,,,,,,,,1.702137,,,,,,,,,,,,,,befcb0cb-00f7-4a4f-913e-2243cb6de42f,119,,"[49.8, 3.5]",3825692,2,,,,2.1569939,,Left Foot,,,"[41.3, 16.3]",,Ground Pass,15.36522,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,6,Sevilla,213,['b6c66642-528e-43d3-a5b8-5feed9a48e84'],36,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:36.598,Pass,
,,,,,,,,,,,,,,,,3.03628,,,,,,,,,,,,,,1dc4781c-89f2-43cd-b7ca-a02ef70a1c96,122,,"[48.0, 37.4]",3825692,2,,,,0.55972815,,Right Foot,,,"[103.7, 72.3]",,High Pass,65.73051,,,Mariano Ferreira Filho,21210.0,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,6,Sevilla,213,['3b817ef2-8f41-4a1a-8108-d867d227e934'],43,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:43.390,Pass,
