50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,b47ec0e7-4bff-4a19-a54e-6d04827ab077,1,,,3825633,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10727, 'name': 'Răzvan Dincă Raț'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 9246, 'name': 'Patrick Ebert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,dc2f9a50-c1a3-4684-82c2-9cb172d65b35,2,,,3825633,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,b64b7e63-9641-45a8-a647-93291616e738,3,,,3825633,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['bf383d88-35fb-4a42-b513-59e4ed4b79b7'],0,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,bf383d88-35fb-4a42-b513-59e4ed4b79b7,4,,,3825633,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['b64b7e63-9641-45a8-a647-93291616e738'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5f682f84-5d44-4082-b835-df151614a492,1389,,,3825633,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Espanyol,214,['d8ab2635-a036-494e-ae33-59ff0b1aa9d7'],0,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,d8ab2635-a036-494e-ae33-59ff0b1aa9d7,1390,,,3825633,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Espanyol,214,['5f682f84-5d44-4082-b835-df151614a492'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.55788,,,,,,,,,,,,,,,,,af4d92e6-2ed4-4a22-beea-6d5a7c29e37d,5,,"[61.0, 40.1]",3825633,0,,True,,,3.1030266,,Right Foot,,,"[29.9, 41.3]",,Ground Pass,,31.123142,,,Enzo Pablo Roco Roco,16456.0,,,,Kick Off,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['829682cb-d061-4221-8cc8-c9499763f0c1'],2,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:02.486,Pass,
,,,,,,,,,,,,,,,2.366951,,,,,,,,,,,,,,,,,0689e23f-b229-45aa-b156-67b3dda34c20,7,,"[29.7, 41.5]",3825633,0,,,,,0.39060703,,Right Foot,,,"[79.0, 61.8]",,High Pass,,53.315853,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,1,From Kick Off,Enzo Pablo Roco Roco,16456.0,Left Center Back,2,Espanyol,214,"['2415d188-341d-4613-a63c-930326f0b09e', '5c3b65bd-0a97-4298-86fd-8d35489911d1']",5,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:05.149,Pass,
,,,,,,,,,,,,,,,3.150906,,,,,,,,,,,,,,,,,2415d188-341d-4613-a63c-930326f0b09e,10,,"[41.1, 18.3]",3825633,0,,,,True,-0.11149497,,,,,"[80.4, 13.9]",,High Pass,,39.545544,Incomplete,,,,,,,Recovery,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,2,Espanyol,214,"['0689e23f-b229-45aa-b156-67b3dda34c20', '65714af1-9c51-444e-bcff-8db2e658342e', '998bbdc6-eb22-485e-b4eb-50b3377b85ee']",7,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.516,Pass,True
,,,,,,,,,,,,,,,2.322038,,,,,,,,,,,,,,,,,4f0556eb-f29e-415a-be38-6efe9fa64b0d,12,,"[80.4, 0.1]",3825633,0,,True,,,3.0486214,,,,,"[37.5, 4.1]",,Low Pass,,43.086075,,,José Eduardo Rosa Vale de Castro,26222.0,,,,Throw-in,1,From Throw In,Răzvan Dincă Raț,10727.0,Left Back,3,Rayo Vallecano,360,['ae32ee72-21ce-4004-b15c-98b061c1e313'],16,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:16.210,Pass,
