bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4dab1c87-7ac9-4356-9041-1c6f9a54faad,1,,,3825641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4c84034d-86ad-4cbd-a36c-787aa0e4d885,2,,,3825641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 11537, 'name': 'Alberto García Cabrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f3b3d358-3d05-4f4d-803b-5278aab540e4,3,,,3825641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['8e876555-7579-416f-8839-d070ba76fac6'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8e876555-7579-416f-8839-d070ba76fac6,4,,,3825641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['f3b3d358-3d05-4f4d-803b-5278aab540e4'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,816b568f-0c89-49f9-bcfd-e04f42e78941,1599,,,3825641,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Athletic Club,215,['ea635851-6224-407a-8361-8b95ba3c1744'],0,,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ea635851-6224-407a-8361-8b95ba3c1744,1600,,,3825641,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Athletic Club,215,['816b568f-0c89-49f9-bcfd-e04f42e78941'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.644615,,,,,,,,,,,,,,,,0b5cc528-dd30-4947-8964-43b4fb736e84,5,,"[61.0, 40.1]",3825641,0,,True,,,-1.9138203,,Right Foot,,,,"[60.5, 38.7]",,Ground Pass,,1.4866068,,,,Ignacio Cases Mora,18925.0,,,,,,Kick Off,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Center Forward,2,Sporting Gijón,1041,['91e4827a-0b7a-4870-a13b-4a3fd373748d'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.481,Pass,
,,,,,,,,,,,,,,,,,,1.21301,,,,,,,,,,,,,,,,aa81dbea-3833-46d1-bd94-624c4414ce8b,7,,"[60.5, 38.7]",3825641,0,,,,,2.9964664,,Left Foot,,,,"[47.5, 40.6]",,Ground Pass,,13.138112,,,,Omar Mascarell González,18398.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Center Midfield,2,Sporting Gijón,1041,['814da01f-dd5b-4ca4-b360-d829b5341229'],1,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.251,Pass,
,,,,,,,,,,,,,,,,,,1.500871,,,,,,,,,,,,,,,,d9c15ea1-c115-4031-8253-ca67fe4b8d12,10,,"[45.9, 42.5]",3825641,0,,,,,1.6784862,,Right Foot,,,,"[42.3, 75.8]",,Ground Pass,,33.49403,,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Kick Off,Omar Mascarell González,18398.0,Center Defensive Midfield,2,Sporting Gijón,1041,['671ac3e2-afbe-4441-9571-7ce906e32484'],3,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:03.308,Pass,
,,,,,,,,,,,,,,,,,,1.107036,,,,,,,,,,,,,,,,d7d6db97-e6b9-47d3-88c2-4bddd0ffebdf,13,,"[42.3, 70.7]",3825641,0,,,,,-2.4162316,,Right Foot,,,,"[32.6, 62.1]",,Ground Pass,,12.96341,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Kick Off,Alberto Lora Ramos,26633.0,Right Back,2,Sporting Gijón,1041,['ae32ae1a-d3a8-47b2-8aab-59e3171a6f1e'],7,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:07.118,Pass,
