50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.322738,,,,,,,,,,,,,,,,fb2eddd0-2651-4bcd-9dd4-7097250192f7,2205,,,"[60.3, 43.7]",3825870,60,,,,,-0.86498433,,Right Foot,,,,"[67.8, 34.9]",,Ground Pass,,11.562439,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,123,Athletic Club,215,['f2d200c3-1728-4015-a2f8-de82a7a13942'],53,,,,,,,,,,,,,,,,,Athletic Club,215,00:15:53.170,Pass,
,,,,,,,,,,,,,,,,,,1.864288,,,,,,,,,,,,,,,,5c6e4139-0b4a-41a2-8405-35653f8e6950,2208,,,"[70.5, 31.5]",3825870,60,,,,,-1.016232,,Right Foot,,,,"[87.1, 4.7]",,Ground Pass,,31.524593,,,,Markel Susaeta Laskurain,6390.0,,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,123,Athletic Club,215,['cfdc6f1e-3785-4cf6-a5b9-cd915f374b22'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:15:55.583,Pass,
,,,,,,,,,,,,,,,,,,3.330659,,,,,,,,,,,,,,,,b2213be0-0d38-4e97-86bd-253a2f621634,2211,,,"[85.8, 8.6]",3825870,60,,,,,0.9556468,,Right Foot,True,,,"[120.0, 57.0]",,High Pass,,59.263817,,Out,,Raúl García Escudero,6391.0,,True,,,,2,From Throw In,Markel Susaeta Laskurain,6390.0,Left Wing,123,Athletic Club,215,['abed3d4d-00dc-4ab4-a302-c3752b2ffd52'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:15:59.965,Pass,
,,,,,,,,,,,,,,,,,,2.607215,,,,,,,,,,,,,,,,bc9b3392-c6cc-4c27-8b07-ca2596a18c75,2213,,,"[6.0, 44.0]",3825870,61,,,,,0.12758754,,Right Foot,,,,"[70.7, 52.3]",,High Pass,,65.23021,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Goal Kick,2,From Goal Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,124,Celta Vigo,209,['d796c00f-9f46-4ab1-9032-1582ee718ab6'],43,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:43.516,Pass,
,,,,,,,,,,,,,,,,,,4.033545,,,,,,,,,,,,,,,,8b20c3cd-c506-43d4-9fb8-b42361b85493,2220,,,"[48.6, 38.5]",3825870,61,,,,,0.26716003,,Right Foot,,,,"[104.5, 53.8]",,High Pass,,57.956017,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,2,From Goal Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,124,Celta Vigo,209,"['6173fb9e-cb8e-4bcf-8574-7430dcbfd209', '9d48a056-be48-42bc-ab84-e5fae028c8f9', 'ee6183ff-884d-4fa1-ac9d-4d8d8dd5ec86']",51,,,,,,,,,,,,,,,,,Athletic Club,215,00:16:51.491,Pass,True
,,,,,,,,,,,,,,,,,,1.623751,,,,,,,,,,,,,,,,5da09b33-5aca-448e-8989-409a255cb3f9,2225,,,"[15.8, 22.6]",3825870,61,,,,,2.282045,,Right Foot,,,,"[7.7, 32.0]",,Ground Pass,,12.408464,,,,Sergio Álvarez Conde,6884.0,,,,,,2,From Goal Kick,Jonathan Castro Otto,6802.0,Left Back,124,Celta Vigo,209,"['1c56703d-8124-4ff7-afab-3aabd30695fa', 'a518d78a-e9c7-45f5-8c44-6f626c0bb60e']",55,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:55.781,Pass,True
,,,,,,,,,,,,,,,,,,1.451376,,,,,,,,,,,,,,,,ebe745c3-c1b8-4c6f-908c-4cb2c89a06a6,2228,,,"[8.3, 32.0]",3825870,61,,,,,-0.4069708,,Right Foot,,,,"[19.9, 27.0]",,Ground Pass,,12.631706,,,,Sergi Gómez Solà,6804.0,,,,,,2,From Goal Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,124,Celta Vigo,209,"['6b7ee3ad-0d1c-47a7-9ebb-14e05d5a5795', 'f9167e22-096c-48c5-bf9a-8ca8ce2dca99']",57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:57.405,Pass,True
,,,,,,,,,,,,,,,,,,1.356986,,,,,,,,,,,,,,,,aac62f2d-24e0-4263-a5b2-44df25933d84,2230,,,"[19.9, 27.0]",3825870,61,,,,,-1.7806771,,Right Foot,,,,"[16.3, 10.1]",,Ground Pass,,17.279179,,,,Jonathan Castro Otto,6802.0,,,,,,2,From Goal Kick,Sergi Gómez Solà,6804.0,Left Center Back,124,Celta Vigo,209,['014821f9-73af-476a-b1c3-51cd0ea7e9e6'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:16:58.857,Pass,
,,,,,,,,,,,,,,,,,,0.235388,,,,,,,,,,,,,,,,40bd6497-139a-4093-95ca-3e678bc4eeaf,2233,,,"[19.4, 12.0]",3825870,62,,,,,0.6202495,,Other,,,,"[21.5, 13.5]",,Low Pass,,2.5806975,,Incomplete,,,,,,,,,2,From Goal Kick,Jonathan Castro Otto,6802.0,Left Back,124,Celta Vigo,209,['cf419036-02d8-4e6a-810d-c17424187df4'],2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:17:02.820,Pass,
,,,,,,,,,,,,,,,,,,1.181495,,,,,,,,,,,,,,,,971286ec-aaca-4df9-a45a-f67f3c587f2b,2238,,,"[37.4, 5.7]",3825870,62,,,,,0.45289534,,Left Foot,,,,"[56.1, 14.8]",,Ground Pass,,20.796635,,,,Manuel Agudo Durán,6724.0,,,,,,2,From Goal Kick,Jonathan Castro Otto,6802.0,Left Back,124,Celta Vigo,209,['3c7bbbfb-41f1-4070-9114-7ed8410a7d83'],6,,,,,,,,,,,,,,,,,Celta Vigo,209,00:17:06.049,Pass,
,,,,,,,,,,,,,,,,,,0.327066,,,,,,,,,,,,,,,,295ce89c-67e7-4282-8fb2-86fba799858e,2241,,,"[56.1, 14.8]",3825870,62,,,,,0.5247958,,No Touch,,,,"[63.7, 19.2]",,Ground Pass,,8.781799,True,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Goal Kick,Manuel Agudo Durán,6724.0,Left Wing,124,Celta Vigo,209,"['9918945a-243b-4da7-8594-a5623c73f277', 'cab05265-9b02-44ad-8d2e-b8a8114c7731']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:17:07.270,Pass,
,,,,,,,,,,,,True,,,,,,1.445049,,,,,,,,,,,,,,,,9918945a-243b-4da7-8594-a5623c73f277,2243,,,"[56.4, 60.9]",3825870,62,,,,,0.40401688,,Left Foot,,,,"[70.2, 66.8]",,Ground Pass,,15.008331,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Interception,2,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,125,Athletic Club,215,"['19bc40ea-2681-4a39-993f-ffe8373f9aac', '295ce89c-67e7-4282-8fb2-86fba799858e']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:07.597,Pass,
,,,,,,,,,,,,,,,,,,3.110923,,,,,,,,,,,,,,,,8a495317-9270-4444-aacc-3180cd1db051,2247,,,"[83.0, 72.3]",3825870,62,,,,,-0.3949981,,Right Foot,,,,"[117.3, 58.0]",,Ground Pass,,37.16154,,,,Óscar de Marcos Arana,6649.0,,,,,,2,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,125,Athletic Club,215,"['b9d633b1-1457-4f03-a4ac-e73930f8158d', 'db396c26-b7f2-4f2d-9e3a-a344d4746896']",13,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:13.354,Pass,True
,,,,,,,,,,,,,,,,,,0.059683,,,,,,,,,,,,,,,,b6b40fa7-be3a-4f65-ac20-91097c5f0dfe,2251,,,"[117.9, 59.3]",3825870,62,,,,,-1.4382448,,Right Foot,,,,"[118.1, 57.8]",,Ground Pass,,1.5132746,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,125,Athletic Club,215,"['4b4db880-b64d-4769-b048-b1a58ebd4197', '91c0183e-693e-4aa9-ac89-a9dec892abf9', 'fb2d0b51-f2fd-445a-86de-080e41b10e8c']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:16.559,Pass,True
,,,,,,,,,,,,,,,,,,0.944587,,,,,,,,,,,,,,,,6bbd7b22-6f3f-47c7-afdb-5f612aec6830,2254,,,"[120.0, 80.0]",3825870,62,,,,,-1.8167121,6cb66a93-6561-42e2-87d7-4a9b920172ec,Right Foot,,,,"[113.7, 54.9]",,High Pass,,25.878563,,,True,Ander Iturraspe Derteano,6388.0,True,,Outswinging,,Corner,2,From Corner,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,126,Athletic Club,215,['2247f257-4a77-413a-b6e8-6e8d57fefd45'],43,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:43.697,Pass,
,,,,,,,,,,,,,,,,,,0.623053,,,,,,,,,,,,,,,,9c84f67d-e694-4ffd-8ea3-b76dfb2f0074,2261,,,"[120.0, 80.0]",3825870,62,,True,,,-2.4937813,,Right Foot,,,,"[112.6, 74.4]",,Ground Pass,,9.2800865,,,,Iñaki Williams Arthuer,6393.0,,,,,Corner,2,From Corner,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,127,Athletic Club,215,['c4a48118-6b3c-4b29-9ac3-38fd78e8533a'],58,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:58.064,Pass,
,,,,,,,,,,,,,,,,,,1.117589,,,,,,,,,,,,,,,,9463a152-d80d-4b6d-acde-b4c00c73711c,2263,,,"[112.4, 74.4]",3825870,62,,,,,-1.6282551,,Right Foot,,,,"[111.1, 51.8]",,High Pass,,22.637358,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,From Corner,Iñaki Williams Arthuer,6393.0,Right Wing,127,Athletic Club,215,"['29394961-f2ee-47f9-acbb-b507e6aa9444', '5ab76e2d-0ad0-4c29-be90-91f00af1f1d4']",59,,,,,,,,,,,,,,,,,Athletic Club,215,00:17:59.801,Pass,
,,,,,,,,,,,,,,,,,,1.802272,,,,,,,,,,,,,,,,0e95ad2b-cb7c-48cd-a41b-51073a3af0ca,2266,,,"[98.3, 80.0]",3825870,63,,,,,-2.2664888,,,,,,"[89.7, 69.7]",,Low Pass,,13.418271,,,,Óscar de Marcos Arana,6649.0,,,,,Throw-in,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,128,Athletic Club,215,['3c6b274a-9fda-4699-bea8-0c12267cb736'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:06.251,Pass,
,,,,,,,,,,,,,,,,,,0.761066,,,,,,,,,,,,,,,,db3db3d1-013e-4919-9058-e9c0e2e5463e,2269,,,"[91.3, 71.5]",3825870,63,,,,,0.9910808,,Right Foot,,,,"[96.8, 79.9]",,Ground Pass,,10.040419,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,128,Athletic Club,215,['0c9724dc-7f1a-4b57-b2e7-a317b26c774a'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:08.943,Pass,
,,,,,,,,,,,,,,,,,,1.314474,,,,,,,,,,,,,,,,090be943-a39d-479a-906f-ab190d34ec50,2272,,,"[99.6, 79.1]",3825870,63,,,,,-1.1682013,,Right Foot,,,,"[110.8, 52.8]",,High Pass,,28.585485,,Incomplete,,,,,,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,128,Athletic Club,215,['d11ca3bb-0512-4a19-ad35-76385a649693'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:10.979,Pass,
,,,,,,,,,,,,,,,,,,0.08806,,,,,,,,,,,,,,,,e42edecf-87de-4b15-bbb2-d0867e7c5f62,2278,,,"[106.1, 56.7]",3825870,63,,,,,0.5543075,,Right Foot,,,,"[108.2, 58.0]",,Ground Pass,,2.4698179,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,128,Athletic Club,215,"['34255528-3352-46a3-b4a4-29ada62557f9', '3e83007d-af22-4a44-ad71-6c44d090762f', '64dcae25-8a05-4fb3-a3e1-387b54403c5b', '7ad7f402-4d86-48ba-984e-1019cc3627b7']",14,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:14.364,Pass,True
,,,,,,,,,,,,,,,,,,2.784265,,,,,,,,,,,,,,,,2295fbbf-709b-490e-a8fb-97e829b5d380,2284,,,"[6.2, 21.8]",3825870,63,,,,,-0.44638935,,Left Foot,,,,"[43.6, 3.9]",,High Pass,,41.462875,,Incomplete,,,,,,,,,2,From Throw In,Jonathan Castro Otto,6802.0,Left Back,128,Athletic Club,215,"['12780efb-b5e5-4bab-9f79-e9eb37dae308', 'a0c656a4-5f83-412f-badb-c0302c9a58f5']",16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:18:16.903,Pass,True
,,,,,,,,,,,,,,,,,,1.644452,,,,,,,,,,,,,,,,9501a21b-84f7-494b-8839-287edb75c1af,2287,,,"[71.0, 76.2]",3825870,63,,,,,-2.3779302,,Left Foot,,,,"[56.9, 62.7]",,Ground Pass,,19.520758,,,,Eneko Bóveda Altube,6386.0,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,128,Athletic Club,215,['2b17a528-869f-4858-8443-6882b1376c35'],21,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:21.494,Pass,
,,,,,,,,,,,,,,,,,,1.31025,,,,,,,,,,,,,,,,7a1cb6c7-a96c-4e0c-85f1-1e89f2a3894c,2290,,,"[58.3, 62.7]",3825870,63,,,,,-1.3021479,,Right Foot,,,,"[65.1, 38.0]",,Ground Pass,,25.618938,,,,Mikel San José Domínguez,6389.0,,,,,,2,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,128,Athletic Club,215,['fff9af00-497d-4258-bbc6-ceb8c3675da6'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:24.408,Pass,
,,,,,,,,,,,,,,,,,,1.005287,,,,,,,,,,,,,,,,5a0549c9-e788-473d-b579-8c1e9bdcb423,2293,,,"[65.1, 38.0]",3825870,63,,,,,-1.3561454,,Right Foot,,,,"[69.7, 16.9]",,Ground Pass,,21.595602,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,128,Athletic Club,215,['e0bb13a6-a7a9-4b1e-a8e6-e086c45b2ac1'],26,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:26.607,Pass,
,,,,,,,,,,,,,,,,,,1.072167,,,,,,,,,,,,,,,,3eb983ce-5967-48f6-a19b-219a28e43412,2296,,,"[69.9, 16.9]",3825870,63,,,,,-0.9961517,,Right Foot,,,,"[77.8, 4.7]",,Ground Pass,,14.534442,,,,Markel Susaeta Laskurain,6390.0,,,,,,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,128,Athletic Club,215,['6a30e34b-efb5-4ec9-a23a-701593ad903d'],28,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:28.796,Pass,
,,,,,,,,,,,,,,,,,,1.065568,,,,,,,,,,,,,,,,e478c710-cc83-4813-adbd-577bd20d4f1b,2300,,,"[74.9, 6.0]",3825870,63,,,,,2.7155986,,Right Foot,,,,"[63.0, 11.4]",,Ground Pass,,13.0679,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,From Throw In,Markel Susaeta Laskurain,6390.0,Left Wing,128,Athletic Club,215,"['b63519f8-9bc3-4387-82d3-a26378a23904', 'd7cf36fb-c7cd-4d0b-b92b-0162540e74ef']",30,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:30.886,Pass,True
,,,,,,,,,,,,,,,,,,1.161763,,,,,,,,,,,,,,,,0fdd1f0c-33fe-4db4-8c01-fb7df3e8c40a,2303,,,"[63.0, 11.7]",3825870,63,,,,,2.0837865,,Left Foot,,,,"[54.1, 27.5]",,Ground Pass,,18.134222,,,,Mikel San José Domínguez,6389.0,,,,,,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,128,Athletic Club,215,['1f912418-02c6-4845-b5e9-2d01a60e4a3b'],32,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:32.933,Pass,
,,,,,,,,,,,,,,,,,,1.2321,,,,,,,,,,,,,,,,58792556-5aca-4f14-b583-a23d0244028e,2306,,,"[56.7, 38.0]",3825870,63,,,,,0.98393136,,Right Foot,,,,"[70.2, 58.3]",,Ground Pass,,24.37909,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,128,Athletic Club,215,['679fba30-c4f1-47f8-8f77-e90df0afb3d3'],35,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:35.363,Pass,
,,,,,,,,,,,,,,,,,,1.609246,,,,,,,,,,,,,,,,b1c0dbcb-9a94-4854-8715-e6dc1c8d3536,2309,,,"[76.7, 59.1]",3825870,63,,,,,0.09733455,,Right Foot,,,,"[106.4, 62.0]",,Ground Pass,,29.841248,,,,Iñaki Williams Arthuer,6393.0,,,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,128,Athletic Club,215,['3bbce3ca-14c6-4aa2-bc3f-38538e98e29e'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:38.888,Pass,
,,,,,,,,,,,,,,,,,,1.082603,,,,,,,,,,,,,,,,a1581643-501d-4313-be5f-b4287c33ee30,2312,,,"[107.7, 61.2]",3825870,63,,,,,-1.2151605,,Right Foot,True,,,"[114.2, 43.7]",,Low Pass,,18.668154,,Incomplete,,Raúl García Escudero,6391.0,,,,,,2,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,128,Athletic Club,215,"['0bcd2008-a7d8-42bb-8de2-0128168526f0', 'fda4f89a-b951-4567-8d41-23a8ba7cdbeb']",41,,,,,,,,,,,,,,,,,Athletic Club,215,00:18:41.164,Pass,
,,,,,,,,,,,,,,,,,,0.80179,,,,,,,,,,,,,,,,8a4df177-c4da-4a94-958a-38460b287344,2315,,,"[7.7, 35.1]",3825870,64,,True,,,0.025598958,,Drop Kick,,,,"[78.0, 36.9]",,High Pass,,70.323044,,Incomplete,,,,,,,,,2,From Keeper,Sergio Álvarez Conde,6884.0,Goalkeeper,129,Celta Vigo,209,['7338b376-162f-4a1f-98d7-329768d1b1de'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:00.471,Pass,
,,,,,,,,,,,,,,,,,,0.817922,,,,,,,,,,,,,,,,c66590ae-63a7-4d04-a758-c647ce609edb,2325,,,"[77.8, 57.0]",3825870,64,,,,,-2.7163877,,Right Foot,,,,"[72.5, 54.6]",,Ground Pass,,5.818075,,,,Iñaki Williams Arthuer,6393.0,,,,,,2,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,130,Athletic Club,215,['7b7dd1fb-2549-4c4c-bb0c-86b784c99284'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:08.287,Pass,
,,,,,,,,,,,,,,,,,,1.230198,,,,,,,,,,,,,,,,442407f7-3189-4d70-bf8c-b14531305a2c,2331,,,"[69.9, 53.3]",3825870,64,,True,,,1.244885,,Right Foot,,,,"[77.2, 74.9]",,Ground Pass,,22.800219,,,,Óscar de Marcos Arana,6649.0,,,,,Free Kick,2,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,131,Athletic Club,215,['b64a1e28-8589-44ff-a389-ba87f9676fa4'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:16.266,Pass,
,,,,,,,,,,,,,,,,,,1.760044,,,,,,,,,,,,,,,,89673bb4-8151-49ec-b459-4ea9009e7595,2333,,,"[77.2, 74.9]",3825870,64,,,,,-2.2311025,,Right Foot,,,,"[69.9, 65.5]",,Ground Pass,,11.901681,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,131,Athletic Club,215,['6dcb02e4-6b2f-44fe-a0f8-e2d432ab6447'],17,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:17.496,Pass,
,,,,,,,,,,,,,,,,,,1.845525,,,,,,,,,,,,,,,,2f8c6034-4514-4669-99af-183b6e21d41d,2336,,,"[70.2, 62.0]",3825870,64,,,,,-1.5625774,,Right Foot,,,,"[70.5, 25.5]",,Ground Pass,,36.501232,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,131,Athletic Club,215,['9305b65e-693c-4fb9-9797-26974ed3b831'],20,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:20.149,Pass,
,,,,,,,,,,,,,,,,,,1.312877,,,,,,,,,,,,,,,,c0e06762-e9de-4015-9e3e-bde560b9fcdf,2339,,,"[73.6, 9.6]",3825870,64,,,,,1.7521161,,Right Foot,,,,"[68.1, 39.6]",,Ground Pass,,30.5,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Free Kick,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,131,Athletic Club,215,['c91cf5aa-56fd-496b-bd6b-be7311966341'],25,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:25.069,Pass,
,,,,,,,,,,,,,,,,,,1.630846,,,,,,,,,,,,,,,,05157c04-fb27-4745-9eb8-aac8955229e4,2342,,,"[68.1, 40.6]",3825870,64,,,,,1.3101939,,Right Foot,,,,"[73.3, 60.1]",,Ground Pass,,20.181427,,,,Eneko Bóveda Altube,6386.0,,,,,,2,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,131,Athletic Club,215,['fbba62a0-2f70-4571-b560-273c884957c7'],27,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:27.895,Pass,
,,,,,,,,,,,,,,,,,,0.903699,,,,,,,,,,,,,,,,59c2aa6c-7448-4efa-a0ab-36578f522303,2345,,,"[75.9, 62.7]",3825870,64,,,,,0.9446596,,Right Foot,,,,"[84.0, 73.9]",,Ground Pass,,13.822083,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,131,Athletic Club,215,['4ffb89b0-d078-48e7-b99a-babcdf323d61'],30,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:30.966,Pass,
,,,,,,,,,,,,,,,,,,1.86789,,,,,,,,,,,,,,,,bc3bb043-4b1e-4dd9-a020-4a086dafc043,2348,,,"[86.3, 74.4]",3825870,64,,,,,-0.8611152,,Right Foot,,,,"[106.4, 51.0]",,High Pass,,30.847528,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,2,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,131,Athletic Club,215,"['06786ebc-a588-425c-aa7d-ef1b786c2eb0', '5fcfed63-e6d8-46f5-b9dc-55959b27b370']",33,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:33.497,Pass,
,,,,,,,,,,,,,,,,,,1.911811,,,,,,,,,,,,,,,,de32e3fe-338b-4c2a-90cc-2a0107699ffe,2352,,,"[97.0, 52.0]",3825870,64,,,,,-0.5439344,,Head,,,,"[113.7, 41.9]",,High Pass,,19.516659,,Incomplete,,Raúl García Escudero,6391.0,,,,,Recovery,2,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,131,Athletic Club,215,"['71447d55-b968-4163-b544-8a40f497f691', '73616e05-5728-45f5-a863-c0ca9fcadbec']",36,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:36.933,Pass,
,,,,,,,,,,,,,,,,,,2.229274,,,,,,,,,,,,,,,,7f45f9c8-426a-40f7-8556-19af8d9ac989,2356,,,"[9.6, 42.4]",3825870,64,,,,,0.27191064,,Drop Kick,,,,"[73.8, 60.3]",,High Pass,,66.648705,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,131,Athletic Club,215,"['185d0efc-10ab-453e-a3d2-a1cbe79d16bb', 'b4d72bae-e3e3-4ecf-9168-cbd9763e9a2f']",47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:19:47.178,Pass,
,,,,,,,,,,,,,,,,,,3.413483,,,,,,,,,,,,,,,,185d0efc-10ab-453e-a3d2-a1cbe79d16bb,2358,,,"[46.3, 19.8]",3825870,64,,,,,-3.080831,,Head,,,,"[20.0, 18.2]",,Low Pass,,26.348625,,,,Mikel San José Domínguez,6389.0,,,,,Interception,2,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,131,Athletic Club,215,"['7f45f9c8-426a-40f7-8556-19af8d9ac989', 'b38a4f7a-5de5-40ba-8ae8-895497b91b11']",49,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:49.407,Pass,
,,,,,,,,,,,,,,,,,,2.167502,,,,,,,,,,,,,,,,332c3abf-9c66-4b7b-8144-9ef0f908c8a7,2361,,,"[14.8, 14.5]",3825870,64,,,,,1.8742563,,Right Foot,,,,"[8.6, 34.3]",,Ground Pass,,20.748013,,,,Gorka Iraizoz Moreno,6576.0,,,,,,2,From Free Kick,Mikel San José Domínguez,6389.0,Left Center Back,131,Athletic Club,215,['69b6264e-3479-4cff-b4d7-34700b773e0f'],53,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:53.081,Pass,
,,,,,,,,,,,,,,,,,,2.549874,,,,,,,,,,,,,,,,59e72e89-346b-4e73-907d-9b1e6afb60e4,2365,,,"[22.4, 48.9]",3825870,64,,,,,0.045155924,,Right Foot,,,,"[73.3, 51.2]",,High Pass,,50.95194,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,2,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,131,Athletic Club,215,"['7a3c0a90-1521-4382-895d-2430fdc6af4a', '950afadc-e59e-4354-aa97-ed98d4a7e8c8', 'fe5b1614-3888-48f5-a793-4169c8246acd']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:19:58.639,Pass,True
