50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.74789,,,,,,,,,,,,,,,,352bf05c-fbda-40ec-b99b-1cb3aa16ac7c,16,,,"[35.6, 73.8]",3825896,0,,,,,-0.5232207,,Right Foot,,,,"[85.7, 44.9]",,High Pass,,57.837875,,Incomplete,,,,,,,,,1,From Kick Off,Jefferson Andrés Lerma Solís,5678.0,Right Back,2,Levante UD,221,['168bb74d-52a2-4bf3-83cf-931882cfa703'],8,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:08.522,Pass,
,,,,,,,,,,,,,,,,,,1.260361,,,,,,,,,,,,,,,,b9ff1454-804d-430c-a03a-da2923616de8,19,,,"[39.8, 27.3]",3825896,0,,,,,-0.45114827,,Head,,,,"[55.9, 19.5]",,Low Pass,,17.889942,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,Recovery,1,From Kick Off,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,2,Levante UD,221,"['0b1a4ef2-2a9a-4ff0-9621-6cbb63ad4c78', '862da5eb-2fa6-4f97-a5ca-b9141c2b9f90']",12,,,,,,,,,,,,,,,,,,Granada,1049,00:00:12.995,Pass,
,,,,,,,,,,,,,,,,,,1.627885,,,,,,,,,,,,,,,,862da5eb-2fa6-4f97-a5ca-b9141c2b9f90,21,,,"[64.2, 60.6]",3825896,0,,,,,1.5093354,,Right Foot,,,,"[65.0, 73.6]",,Ground Pass,,13.024592,,Incomplete,,,,,,,,Recovery,1,From Kick Off,José Antonio García Rabasco,24149.0,Right Defensive Midfield,2,Levante UD,221,"['5b1015bc-5135-4b7f-9f81-ad945f237fe1', 'b9ff1454-804d-430c-a03a-da2923616de8']",14,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:14.255,Pass,
,,,,,,,,,,,,,,,,,,1.776531,,,,,,,,,,,,,,,,5b1015bc-5135-4b7f-9f81-ad945f237fe1,22,,,"[55.1, 6.5]",3825896,0,,,,,2.683365,,Right Foot,,,,"[40.3, 13.8]",,High Pass,,16.502424,,,,Cristiano Biraghi,7158.0,,,,,Interception,1,From Kick Off,Juan Isaac Cuenca López,26776.0,Left Wing,2,Levante UD,221,"['862da5eb-2fa6-4f97-a5ca-b9141c2b9f90', '9b20f240-9e40-4910-afa5-c4ec270b44fd']",15,,,,,,,,,,,,,,,,,,Granada,1049,00:00:15.883,Pass,
,,,,,,,,,,,,,,,,,,4.454188,,,,,,,,,,,,,,,,05bbeb13-0970-4b5b-9ac8-e16f6ddec29e,25,,,"[44.0, 11.8]",3825896,0,,,,,0.29621583,,Left Foot,,,,"[105.6, 30.6]",,High Pass,,64.40497,,Incomplete,,,,,,,,,1,From Kick Off,Cristiano Biraghi,7158.0,Left Back,2,Levante UD,221,['7f0fc2d2-d7bc-4abb-8fc3-2d495554201d'],19,,,,,,,,,,,,,,,,,,Granada,1049,00:00:19.397,Pass,
,,,,,,,,,,,,,,,,,,4.211285,,,,,,,,,,,,,,,,c32bbc86-1551-4937-b02f-b974ca307da6,28,,,"[14.5, 48.0]",3825896,0,,,,,0.4567598,,Right Foot,,,,"[78.6, 79.5]",,High Pass,,71.42171,,Out,,,,,,,,,1,From Kick Off,Diego Mariño Villar,23843.0,Goalkeeper,2,Levante UD,221,,41,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:41.151,Pass,
,,,,,,,,,,,,,,,,,,1.812235,,,,,,,,,,,,,,,,f48525c7-475c-4681-a9f0-50adcd81510b,29,,,"[42.9, 0.1]",3825896,0,,,,,2.7943518,,,,,,"[21.9, 7.7]",,Low Pass,,22.332935,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,3,Granada,1049,['1843e70a-ee25-4a11-9152-43c02d7f9372'],54,,,,,,,,,,,,,,,,,,Granada,1049,00:00:54.932,Pass,
,,,,,,,,,,,,,,,,,,3.313317,,,,,,,,,,,,,,,,f646320e-abb2-4658-bda3-6da7b0ffda44,32,,,"[22.2, 14.1]",3825896,0,,,,,1.1836416,,Right Foot,,,,"[45.4, 71.0]",,High Pass,,61.447945,,,,David Rodríguez Lombán,6702.0,,,True,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,3,Granada,1049,['dfb7f6af-2e00-4ce4-9a61-878986a647d1'],58,,,,,,,,,,,,,,,,,,Granada,1049,00:00:58.251,Pass,
,,,,,,,,,,,,,,,,,,1.424173,,,,,,,,,,,,,,,,9043cd28-1b8c-481b-8b24-6259c5c2d647,35,,,"[45.3, 69.9]",3825896,1,,,,,-0.04298426,,Right Foot,,,,"[63.9, 69.1]",,Low Pass,,18.617197,,,,Isaac Ajayi Success,6918.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Back,3,Granada,1049,['15fb6512-7e12-450e-b344-2871641ad0ba'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:01:01.613,Pass,
,,,,,,,,,,,,,,,,,,0.65789,,,,,,,,,,,,,,,,33688848-9d4b-4956-9c57-5b7c731641bf,41,,,"[50.3, 16.1]",3825896,1,,,,,2.8172581,,Right Foot,,,,"[38.7, 20.0]",,Ground Pass,,12.238055,,,,Simão Mate,27122.0,,,,,Recovery,1,From Throw In,José Luis Morales Nogales,6668.0,Left Midfield,3,Granada,1049,['2858f57a-838f-494b-aff7-3ca1374caaef'],6,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:06.113,Pass,
,,,,,,,,,,,,,,,,,,1.629925,,,,,,,,,,,,,,,,4e3ba04a-becb-4bd3-bf4b-d0859378c364,45,,,"[40.7, 16.1]",3825896,1,,,,,-0.11555434,,Left Foot,,,,"[63.1, 13.5]",,High Pass,,22.550388,,Incomplete,,,,,,,,,1,From Throw In,Simão Mate,27122.0,Left Defensive Midfield,3,Granada,1049,['3346d310-ec7b-4b3d-b516-f75f0eaba6a2'],7,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:07.629,Pass,
,,,,,,,,,,,,,,,,,,1.989415,,,,,,,,,,,,,,,,8682457d-71e4-46b9-8a13-06ef054ff1c8,48,,,"[57.0, 67.3]",3825896,1,,,,,-2.8717434,,Right Foot,,,,"[42.9, 63.4]",,Ground Pass,,14.629422,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Back,3,Granada,1049,['650c21ea-e296-4032-8214-29bfda7e7bb8'],11,,,,,,,,,,,,,,,,,,Granada,1049,00:01:11.186,Pass,
,,,,,,,,,,,,,,,,,,0.63657,,,,,,,,,,,,,,,,7d75ebfd-be3a-4a9e-83c8-12bfe8b84281,51,,,"[42.3, 62.6]",3825896,1,,,,,-0.64136434,,Right Foot,,,,"[49.8, 57.0]",,Ground Pass,,9.360022,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Right Center Back,3,Granada,1049,['a5865bc2-f8ce-448e-b4d9-10074ffadba6'],13,,,,,,,,,,,,,,,,,,Granada,1049,00:01:13.605,Pass,
,,,,,,,,,,,,,,,,,,1.235723,,,,,,,,,,,,,,,,9cadee88-1347-4b8d-9db3-791c11fc35c5,53,,,"[50.0, 57.9]",3825896,1,,,,,1.5291537,,Right Foot,,,,"[50.6, 72.3]",,Ground Pass,,14.412495,,,,David Rodríguez Lombán,6702.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,3,Granada,1049,['3cf9ef23-ad29-427a-bd46-2bdc517e46a5'],14,,,,,,,,,,,,,,,,,,Granada,1049,00:01:14.242,Pass,
,,,,,,,,,,,,,,,,,,1.641487,,,,,,,,,,,,,,,,06dc13cf-4045-491d-89ea-c62ce294b25b,55,,,"[49.4, 72.9]",3825896,1,,,,,-2.667912,,Right Foot,,,,"[37.5, 66.8]",,Ground Pass,,13.372359,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Back,3,Granada,1049,['a7e31594-8d15-4e1e-9909-6cf622c1e9bf'],15,,,,,,,,,,,,,,,,,,Granada,1049,00:01:15.477,Pass,
,,,,,,,,,,,,,,,,,,2.091556,,,,,,,,,,,,,,,,595373aa-fd8e-4f85-b8e8-fb67769c2e0e,58,,,"[37.5, 65.7]",3825896,1,,,,,-2.0586329,,Right Foot,,,,"[29.7, 51.0]",,Ground Pass,,16.641214,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Right Center Back,3,Granada,1049,['ef3c532f-1861-47ca-8eaa-2b5174246eed'],18,,,,,,,,,,,,,,,,,,Granada,1049,00:01:18.125,Pass,
,,,,,,,,,,,,,,,,,,3.492453,,,,,,,,,,,,,,,,6f53136b-0b72-4ee7-8abe-302423c15406,61,,,"[29.7, 48.8]",3825896,1,,,,,-2.9781697,,Right Foot,,,,"[10.9, 45.7]",,Ground Pass,,19.053871,,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,3,Granada,1049,['8d5fb377-801e-411f-a32a-29d1ff232732'],21,,,,,,,,,,,,,,,,,,Granada,1049,00:01:21.228,Pass,
,,,,,,,,,,,,,,,,,,3.336644,,,,,,,,,,,,,,,,006f0960-da70-4a58-87a4-75a8977be67b,65,,,"[8.4, 49.6]",3825896,1,,,,,0.28933978,,Right Foot,,,,"[56.1, 63.8]",,High Pass,,49.768764,,Incomplete,,,,,,,,,1,From Throw In,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,3,Granada,1049,"['373d9d12-1e05-49aa-8a56-54a33f1270ea', 'd7e0abcb-75af-49ce-8ef2-6577137ed259']",26,,,,,,,,,,,,,,,,,,Granada,1049,00:01:26.051,Pass,True
,,,,,,,,,,,,,,,,,,2.73441,,,,,,,,,,,,,,,,373d9d12-1e05-49aa-8a56-54a33f1270ea,67,,,"[64.0, 16.3]",3825896,1,,,,True,-0.9700825,,,,,,"[75.1, 0.1]",,Low Pass,,19.637974,,Out,,,,,,,,Recovery,1,From Throw In,Simão Mate,27122.0,Left Defensive Midfield,3,Granada,1049,"['006f0960-da70-4a58-87a4-75a8977be67b', 'afa12775-2e84-4624-8e70-31b0abc5e0f1']",29,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:29.388,Pass,True
,,,,,,,,,,,,,,,,,,1.156025,,,,,,,,,,,,,,,,acb0d306-2fec-44fe-8a6d-e005e32072f2,68,,,"[37.6, 80.0]",3825896,1,,,,,-1.7196863,,,,,,"[36.4, 72.0]",,Low Pass,,8.089499,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Throw-in,1,From Throw In,David Rodríguez Lombán,6702.0,Right Back,4,Granada,1049,['a12f6ffd-a913-465b-b65e-40e86fa27475'],41,,,,,,,,,,,,,,,,,,Granada,1049,00:01:41.887,Pass,
,,,,,,,,,,,,,,,,,,0.224043,,,,,,,,,,,,,,,,d57d5cb3-c86a-40e0-abd2-20e6b6acedbf,70,,,"[36.2, 71.3]",3825896,1,,,,,-0.2148154,,Right Foot,,,,"[41.7, 70.1]",,Low Pass,,5.6293874,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,4,Granada,1049,"['7d2b62e8-96d8-4fbb-bddc-e082d5f3efbb', 'c84500f2-b5e3-4b63-8c7e-0a69cf112342']",43,,,,,,,,,,,,,,,,,,Granada,1049,00:01:43.043,Pass,
,,,,,,,,,,,,,,,,,,0.84126,,,,,,,,,,,,,,,,55e26677-38d2-4d20-a800-64c44f2e047d,73,,,"[44.0, 80.0]",3825896,1,,,,,-1.6247978,,,,,,"[43.6, 72.6]",,Low Pass,,7.410803,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Throw-in,1,From Throw In,David Rodríguez Lombán,6702.0,Right Back,5,Granada,1049,['a287d89b-a456-4172-ae81-b08919fadc31'],49,,,,,,,,,,,,,,,,,,Granada,1049,00:01:49.557,Pass,
,,,,,,,,,,,,,,,,,,2.699193,,,,,,,,,,,,,,,,6012a1f0-fb72-4106-ac31-aaa9130a1be9,75,,,"[44.0, 71.3]",3825896,1,,,,,-0.25407758,,Right Foot,,,,"[69.8, 64.6]",,High Pass,,26.65577,,Incomplete,,,,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,5,Granada,1049,['c6b8cccb-b7d6-49ec-99ba-76dcb552dbe3'],50,,,,,,,,,,,,,,,,,,Granada,1049,00:01:50.398,Pass,
,,,,,,,,,,,,,,,,,,2.337628,,,,,,,,,,,,,,,,c6b8cccb-b7d6-49ec-99ba-76dcb552dbe3,76,,,"[50.3, 15.5]",3825896,1,,,,,-0.06137533,,Head,,,,"[68.2, 14.4]",,High Pass,,17.933767,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,From Throw In,Simão Mate,27122.0,Left Defensive Midfield,5,Granada,1049,"['6012a1f0-fb72-4106-ac31-aaa9130a1be9', 'a95abbfd-99dc-489e-9dba-d85391fc5841']",53,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:53.097,Pass,
,,,,,,,,,,,,,,,,,,1.165165,,,,,,,,,,,,,,,,ca27841b-6443-461b-a4b1-7d4d4c174b46,78,,,"[68.6, 14.4]",3825896,1,,,,,2.1238277,,Head,,,,"[63.6, 22.5]",,High Pass,,9.518929,,Incomplete,,,,,,,,,1,From Throw In,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,5,Granada,1049,['f73a2a39-5b88-4ad1-a735-bf01c2051fc6'],55,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:55.475,Pass,
,,,,,,,,,,,,,,,,,,0.948667,,,,,,,,,,,,,,,,f73a2a39-5b88-4ad1-a735-bf01c2051fc6,79,,,"[56.5, 57.6]",3825896,1,,,,,-2.852412,,Right Foot,,,,"[44.4, 54.0]",,Ground Pass,,12.624183,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,Recovery,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,5,Granada,1049,"['ca27841b-6443-461b-a4b1-7d4d4c174b46', 'dd8711de-6094-4eb4-8b59-2a00bb6454c8']",56,,,,,,,,,,,,,,,,,,Granada,1049,00:01:56.640,Pass,
,,,,,,,,,,,,,,,,,,3.02039,,,,,,,,,,,,,,,,eec6555c-8def-4e14-bec9-5f85e2aab0a4,82,,,"[44.4, 54.0]",3825896,1,,,,,-0.3067141,,Right Foot,,,,"[84.5, 41.3]",,High Pass,,42.06305,,Incomplete,,,,,,,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,5,Granada,1049,['f45431e8-17e3-48ad-b15d-8f9cfa1d53ad'],57,,,,,,,,,,,,,,,,,,Granada,1049,00:01:57.673,Pass,
,,,,,,,,,,,,,,,,,,2.160305,,,,,,,,,,,,,,,,f45431e8-17e3-48ad-b15d-8f9cfa1d53ad,83,,,"[35.6, 38.8]",3825896,2,,,,,0.14444157,,Head,,,,"[57.6, 42.0]",,High Pass,,22.231508,,Incomplete,,,,,,,,Recovery,1,From Throw In,Carl Medjani,27656.0,Right Center Back,5,Granada,1049,"['eec6555c-8def-4e14-bec9-5f85e2aab0a4', 'f7cad953-4711-42fd-b446-a8569518c8af']",0,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:00.693,Pass,
,,,,,,,,,,,,,,,,,,1.099615,,,,,,,,,,,,,,,,f7cad953-4711-42fd-b446-a8569518c8af,84,,,"[62.5, 38.1]",3825896,2,,,,,2.1112158,,Right Foot,,,,"[61.9, 39.1]",,Ground Pass,,1.1661904,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Recovery,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,5,Granada,1049,"['d64d1fe4-46ea-4fa0-8374-8b468c4cede9', 'f45431e8-17e3-48ad-b15d-8f9cfa1d53ad']",2,,,,,,,,,,,,,,,,,,Granada,1049,00:02:02.854,Pass,
,,,,,,,,,,,,,,,,,,2.426304,,,,,,,,,,,,,,,,07761c68-d570-4a67-84d1-4439caaada6b,87,,,"[70.8, 51.0]",3825896,2,,,,,0.49032667,,Right Foot,,,,"[98.9, 66.0]",,Ground Pass,,31.852943,,,,Isaac Ajayi Success,6918.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,5,Granada,1049,['f74d75e8-67b9-4f8c-89f9-f1537aa5a413'],6,,,,,,,,,,,,,,,,,,Granada,1049,00:02:06.094,Pass,
,,,,,,,,,,,,,,,,,,2.004245,,,,,,,,,,,,,,,,de7e6048-f8f0-4488-bc12-e7a1fcdcdfc6,93,,,"[120.0, 80.0]",3825896,2,,,,,-1.6792797,,Left Foot,,,,"[115.6, 39.6]",,High Pass,True,40.638897,,Incomplete,,,,,,True,Inswinging,Corner,1,From Corner,Rubén Rochina Naixes,6680.0,Center Attacking Midfield,6,Granada,1049,['631d8dad-adc6-4242-a638-7dcb2cf55b4e'],33,,,,,,,,,,,,,,,,,,Granada,1049,00:02:33.972,Pass,
