50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,def206ae-af1f-4233-8ec0-196f5bad9332,1,,,3825839,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c86b34fe-7eab-4ac4-ac7d-e1cd1dcdc586,2,,,3825839,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d28059d5-b838-4175-9e9c-75f4b042d8cd,3,,,3825839,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['22f3a859-3c9a-42cd-8f4a-93a46787368d'],0,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,22f3a859-3c9a-42cd-8f4a-93a46787368d,4,,,3825839,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['d28059d5-b838-4175-9e9c-75f4b042d8cd'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7dfa2add-b181-4826-8f0e-e606f0483635,1704,,,3825839,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Sevilla,213,['4ff44619-813a-43fc-858e-639f1e1de25f'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4ff44619-813a-43fc-858e-639f1e1de25f,1705,,,3825839,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,Sevilla,213,['7dfa2add-b181-4826-8f0e-e606f0483635'],0,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.589666,,,,,,,,,,,,5a5b927c-b853-4377-8c78-cacbf5390344,5,,"[60.0, 40.0]",3825839,0,True,,,-1.4000611,,Right Foot,,,"[60.5, 37.1]",Ground Pass,,2.942788,,,Alen Halilović,6926.0,,,,,,Kick Off,1,From Kick Off,Carlos Carmona Bonet,23848.0,Right Wing,2,Sporting Gijón,1041,['ef47fe66-efca-4199-8ae3-943a0d2e9c14'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.957,Pass,
,,,,,,,,,,,,,,,,,,1.400789,,,,,,,,,,,,5151e6ed-4d08-4864-8075-21be49e51672,7,,"[60.1, 37.7]",3825839,0,,,,2.6694708,,Left Foot,,,"[46.0, 44.9]",Ground Pass,,15.83193,,,Sergio Álvarez Díaz,13107.0,,,,,,,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['72b258ec-44ae-47b4-bb0b-6923ff570c42'],1,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.617,Pass,
,,,,,,,,,,,,,,,,,,2.524496,,,,,,,,,,,,125f2028-e288-4c16-b49f-6e0ac8ae1c46,10,,"[51.6, 41.7]",3825839,0,,,,-0.8012698,,Right Foot,,,"[82.6, 9.7]",High Pass,,44.553337,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,['daeae0d4-191e-4df1-95ea-743a5c7da07a'],3,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:03.127,Pass,
,,,,,,,,,,,,,,,,,,2.141427,,,,,,,,,,,,8719601c-6a10-4c86-a01c-b2b9ee7e22a7,12,,"[82.5, 11.1]",3825839,0,,,,-0.04542328,,Head,,,"[95.7, 10.5]",High Pass,,13.21363,Incomplete,,,,,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,2,Sporting Gijón,1041,['ed682adf-e61a-4f3f-90f8-07b8356ebe0f'],5,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:05.656,Pass,
