bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,74ab7320-4b30-4686-8463-02f697da262e,1,,,3825679,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8803, 'name': 'Daniel Giménez Hernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5fa2ff84-4096-4306-b906-9984f5982fa4,2,,,3825679,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,461a37e6-5ef8-4456-ba00-aa6eff720019,3,,,3825679,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['1c92b8e9-c3a3-49b2-8436-ddc9e7220e8d'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1c92b8e9-c3a3-49b2-8436-ddc9e7220e8d,4,,,3825679,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['461a37e6-5ef8-4456-ba00-aa6eff720019'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4368536c-81bf-4aae-9570-ed5862357326,1410,,,3825679,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Real Betis,218,['968d20dc-7e00-4763-996b-983cc2b83179'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,968d20dc-7e00-4763-996b-983cc2b83179,1411,,,3825679,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Real Betis,218,['4368536c-81bf-4aae-9570-ed5862357326'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.340967,,,,,,,,,,,,b2d1b416-c0be-4973-983e-b1561fb0dd58,5,,"[60.0, 40.0]",3825679,0,,,,,-1.4801364,,Right Foot,,,,"[60.2, 37.8]",,Ground Pass,,2.209072,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['5775ac39-341d-4a93-b05e-7e2b7b062d23'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.793,Pass,
,,,,,,,,,,,,,,,,,,,2.383653,,,,,,,,,,,,51669650-a091-4d43-9847-01d5f36b3d84,8,,"[58.9, 37.8]",3825679,0,,,,,-3.0786507,,Right Foot,,,,"[35.1, 36.3]",,Ground Pass,,23.847221,,,,Heiko Westermann,27349.0,,,,,,1,From Kick Off,Joaquín Sánchez Rodríguez,6651.0,Right Wing,2,Real Betis,218,['1c4c8486-335a-43bc-91b1-e61f56c41d6d'],1,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.485,Pass,
,,,,,,,,,,,,,,,,,,,3.00416,,,,,,,,,,,,f9e8fba3-9793-4dcc-904a-7adb01e8863c,11,,"[36.9, 39.5]",3825679,0,,,,,0.5217957,,Right Foot,,,,"[85.6, 67.5]",,High Pass,,56.17553,,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,From Kick Off,Heiko Westermann,27349.0,Left Center Back,2,Real Betis,218,['d43221d9-df8f-4900-9c3b-962fa8120c72'],5,,,,,,,,,,,,,,,,,Real Betis,218,00:00:05.516,Pass,
,,,,,,,,,,,,,,,,,,,2.308199,,,,,,,,,,,,628a7b23-7870-4393-9ed0-7a02fb11cad8,13,,"[85.6, 67.5]",3825679,0,,,,,0.19156133,,Head,,,,"[102.1, 70.7]",,Low Pass,,16.807438,,Incomplete,,,,,,,,,1,From Kick Off,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,2,Real Betis,218,['1167a1da-34c7-444a-b519-6f8e904cf5dd'],8,,,,,,,,,,,,,,,,,Real Betis,218,00:00:08.609,Pass,
