50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13ebc07e-1765-44b6-acf9-01f53639b3cf,1,,,3825590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6b635085-8f9b-4f36-8349-544ef185e157,2,,,3825590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4418, 'name': 'Matheus Dória Macedo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,98ed3d27-4b19-4107-8e7d-0c9078b6b47a,3,,,3825590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['c80e6fb0-1f25-4951-b78b-576c23eddaa7'],0,,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c80e6fb0-1f25-4951-b78b-576c23eddaa7,4,,,3825590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['98ed3d27-4b19-4107-8e7d-0c9078b6b47a'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,504f8a0a-12f7-46f7-a4bf-ab81b8ce20e2,1898,,,3825590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Real Madrid,220,['79b4dd69-b51d-4e34-9fbe-29923918a679'],0,,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,79b4dd69-b51d-4e34-9fbe-29923918a679,1899,,,3825590,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Real Madrid,220,['504f8a0a-12f7-46f7-a4bf-ab81b8ce20e2'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.655512,,,,,,,,,,,,50611f77-e43b-4bbc-bd9d-0c112f6c0234,5,,"[60.0, 40.0]",3825590,0,,True,,,-2.4149504,,Right Foot,,,,"[58.2, 38.4]",,Ground Pass,,2.408319,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,Kick Off,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,['bf5ecae7-35cf-4a42-a1c7-ab4f4ea96c75'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.509,Pass,
,,,,,,,,,,,,,,,,,2.06387,,,,,,,,,,,,84f3d57d-d4c6-4e0b-832f-bf716e165677,7,,"[58.0, 37.4]",3825590,0,,,,,3.0429554,,Left Foot,,,,"[38.8, 39.3]",,Ground Pass,,19.293781,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,2,Real Madrid,220,['97458cc3-cb66-4b25-b986-3616fb36f0ee'],1,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:01.393,Pass,
,,,,,,,,,,,,,,,,,1.655174,,,,,,,,,,,,2a901dba-7e52-4f48-a5df-193bda8119fb,10,,"[38.8, 39.3]",3825590,0,,,,,-1.8052905,,Right Foot,,,,"[34.5, 21.3]",,Ground Pass,,18.506485,,,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['80e4d320-e031-43fa-902e-b0b2e77e538e'],4,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:04.151,Pass,
,,,,,,,,,,,,,,,,,1.552296,,,,,,,,,,,,2a11b458-90c3-4738-b2af-784213d666f0,13,,"[33.4, 20.7]",3825590,0,,,,,1.4997863,,Right Foot,,,,"[35.1, 44.6]",,Ground Pass,,23.960384,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Left Center Back,2,Real Madrid,220,['fbc31fdd-7df2-4dea-bf9c-084b3958079c'],7,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:07.762,Pass,
