ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.399996,,,,,,,,,,,,,,,,68e21752-77dc-4e57-b074-1c9a2a147e72,16,,"[50.1, 55.1]",3825820,0,,,,-1.5707964,,Right Foot,,,"[50.1, 31.5]",,Ground Pass,,23.6,,,Toni Kroos,5574.0,,,,,,1,From Kick Off,Luka Modrić,5463.0,Left Center Midfield,2,Real Madrid,220,['4fb54d31-99e6-427a-929e-c17cbb65a100'],6,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:06.913,Pass,
,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,f3f9de81-97a3-4ae9-bb7d-7b453c6de662,19,,"[49.8, 29.1]",3825820,0,,,,-1.3055439,,Right Foot,,,"[56.7, 3.7]",,Ground Pass,,26.320524,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Toni Kroos,5574.0,Right Center Midfield,2,Real Madrid,220,['e8a4c314-fa93-4cf1-9b57-56ceb612286a'],9,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.385,Pass,
,,,,,,,,,,,,,,1.319998,,,,,,,,,,,,,,,,dc9b6398-df44-48a1-b1b9-7132f821dd34,22,,"[56.5, 4.0]",3825820,0,,,,2.858497,,Left Foot,,,"[40.0, 8.8]",,Ground Pass,,17.184004,,,José Ignacio Fernández Iglesias,5202.0,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,['e25eaa5a-4311-4b8e-88a4-353caad2aab2'],12,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.555,Pass,
,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,,,,aa6b5f0d-8fc6-4390-b03c-2eaa72240c87,25,,"[38.8, 9.6]",3825820,0,,,,1.6334593,,Right Foot,,,"[37.2, 35.1]",,Ground Pass,,25.550146,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,José Ignacio Fernández Iglesias,5202.0,Left Center Back,2,Real Madrid,220,['76f57424-9cdc-49b7-8823-9e5593b84a95'],15,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:15.075,Pass,
,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,,,,86bbbb4d-0c7e-4fb4-a96c-e3a4f3ac527b,28,,"[38.1, 36.5]",3825820,0,,,,1.252947,,Right Foot,,,"[45.7, 59.6]",,Ground Pass,,24.3181,,,Luka Modrić,5463.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,['6426c2c6-9ea4-46dd-815b-f5bbea85fb09'],17,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:17.475,Pass,
,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,,,,a2bad025-a33b-4733-86bd-feeaf0269bc6,31,,"[48.7, 62.8]",3825820,0,,,,0.6378832,,Right Foot,,,"[63.0, 73.4]",,Ground Pass,,17.800282,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Kick Off,Luka Modrić,5463.0,Left Center Midfield,2,Real Madrid,220,['89f023d8-92b1-4a3f-b9df-71757a22e8ae'],20,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:20.715,Pass,
,,,,,,,,,,,,,,0.639787,,,,,,,,,,,,,,,,869a4850-3f58-45b2-ba77-e083a30f2fc5,34,,"[63.8, 73.5]",3825820,0,,,,-0.38050637,,Right Foot,,,"[73.3, 69.7]",,Ground Pass,,10.231813,,,Karim Benzema,19677.0,,,,,,1,From Kick Off,Danilo Luiz da Silva,3063.0,Right Back,2,Real Madrid,220,['3f01f81e-fd99-4de3-a875-23a37d51edc0'],22,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:22.635,Pass,
,,,,,,,,,,,,,,0.61918,,,,,,,,,,,,,,,,52afac8a-70c2-4387-b76d-44326375deba,41,,"[69.5, 65.2]",3825820,0,,,,-0.7980557,,Left Foot,,,"[73.4, 61.2]",,Ground Pass,,5.5865912,,,Karim Benzema,19677.0,,,,,Recovery,1,From Kick Off,Gareth Frank Bale,6399.0,Right Wing,2,Real Madrid,220,['96a55466-17eb-4174-ab91-275357516f67'],25,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.832,Pass,
,,,,,,,,,,,,,,0.621726,,,,,,,,,,,,,,,,c15ea7dd-d8c8-4708-9348-1aec3a5d5fe4,45,,"[74.5, 62.0]",3825820,0,,,,1.6539376,,Right Foot,,,"[74.2, 65.6]",,Ground Pass,,3.6124783,Incomplete,,Luka Modrić,5463.0,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,"['55a17bbd-3cfc-4305-893a-df95b805fe53', '6cec8263-8797-41a5-be2f-5328e44a0c5b', 'fdccae08-da28-4cdb-84de-c73dbfd68125']",26,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:26.462,Pass,True
,,,,,,,,,,,,,,1.229429,,,,,,,,,,,,,,,,fcb415f8-92f7-4a27-b682-1db5b04caf18,49,,"[50.3, 12.6]",3825820,0,,,,-2.9492629,,Right Foot,,,"[31.3, 8.9]",,Ground Pass,,19.35691,,,Benoît Trémoulinas,27483.0,,,,,Recovery,1,Regular Play,Vicente Iborra De La Fuente,3497.0,Center Attacking Midfield,3,Sevilla,213,"['3dbce726-1fcf-4b38-acc3-64156a5d5c30', '7c2634a4-d043-46be-a34b-1b3a08faa4f3']",28,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:28.633,Pass,True
,,,,,,,,,,,,,,2.04445,,,,,,,,,,,,,,,,6de9c508-cd71-4568-b310-dddc621924f8,52,,"[31.7, 9.1]",3825820,0,,,,2.4576151,,Left Foot,,,"[6.8, 29.4]",,Ground Pass,,32.126312,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Benoît Trémoulinas,27483.0,Left Back,3,Sevilla,213,['3a78e909-25bb-42e7-98d2-9bc2d82188a8'],30,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:30.721,Pass,
,,,,,,,,,,,,,,3.902602,,,,,,,,,,,,,,,,11bef30d-9e04-4a80-b51b-cca793392341,56,,"[6.2, 31.0]",3825820,0,,,,-0.022263527,,Right Foot,,,"[55.6, 29.9]",,High Pass,,49.412247,,,Vicente Iborra De La Fuente,3497.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,3,Sevilla,213,"['407886fa-bf42-4b57-9e01-90968290e63e', '814ee4ac-2517-415f-9bf1-4dcded4fc3d1']",34,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.028,Pass,True
,,,,,,,,,,,,,,2.639651,,,,,,,,,,,,,,,,9b945c53-8cbc-4f85-a0b8-bc2275645a2c,59,,"[55.6, 29.9]",3825820,0,,,True,0.89854914,,,,,"[67.3, 44.6]",,High Pass,,18.787762,,,Kevin Gameiro,6401.0,,,,,,1,Regular Play,Vicente Iborra De La Fuente,3497.0,Center Attacking Midfield,3,Sevilla,213,"['681b5ddf-c733-400d-9ed3-e866f7f4681e', '96239eb8-6ca0-490a-8cc7-2fa64b0e3298']",37,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:37.931,Pass,True
,,,,,,,,,,,,,,1.775535,,,,,,,,,,,,,,,,74444409-d6f1-4058-bdd6-818a948f4c21,63,,"[78.3, 58.1]",3825820,0,,,,-0.04783582,,Right Foot,,,"[97.1, 57.2]",,Ground Pass,,18.82153,,,Diogo José Rosário Gomes Figueiras,10881.0,,,Through Ball,True,,1,Regular Play,Kevin Gameiro,6401.0,Center Forward,3,Sevilla,213,['4d2a2b83-aaed-4158-ae98-c429209b3c3a'],42,,,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:42.980,Pass,
,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,,,,b3f77637-2af0-4009-988d-164d78e34697,71,,"[14.0, 39.7]",3825820,0,True,,,1.091455,,Keeper Arm,,,"[23.2, 57.4]",,Ground Pass,,19.948183,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Keeper,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Real Madrid,220,['3927b602-1d1c-40e0-aebc-de62c50f696b'],57,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.718,Pass,
,,,,,,,,,,,,,,1.639997,,,,,,,,,,,,,,,,c1793bbf-f6c1-465f-bec5-e842de7a2ba0,73,,"[34.4, 52.1]",3825820,1,,,,-1.5044731,,Right Foot,,,"[36.2, 25.0]",,Ground Pass,,27.159714,,,José Ignacio Fernández Iglesias,5202.0,,,,,,1,From Keeper,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,4,Real Madrid,220,['2ff60557-b8a6-44b4-9287-84f548644bab'],0,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:00.931,Pass,
,,,,,,,,,,,,,,0.973859,,,,,,,,,,,,,,,,79100d76-c3e6-430f-937b-9d90bfdb1b17,76,,"[38.3, 21.1]",3825820,1,,,,-1.1784562,,Right Foot,,,"[44.3, 6.6]",,Ground Pass,,15.692355,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,José Ignacio Fernández Iglesias,5202.0,Left Center Back,4,Real Madrid,220,['75a0df5a-f655-479f-a6cb-bf0510b8a80b'],3,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:03.615,Pass,
,,,,,,,,,,,,,,0.803908,,,,,,,,,,,,,,,,500896f8-35bb-40ec-88be-37b05499ef7e,79,,"[48.2, 6.4]",3825820,1,,,,-0.27944776,,Left Foot,,,"[59.7, 3.1]",,Ground Pass,,11.964113,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['564e8466-7513-4317-8cba-992e841aab08'],5,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:05.988,Pass,
,,,,,,,,,,,,,,1.107207,,,,,,,,,,,,,,,,4341b29f-aad5-4a76-a936-38d66c32ddfe,82,,"[59.7, 3.1]",3825820,1,,,,2.741352,,Right Foot,,,"[49.3, 7.5]",,Ground Pass,,11.292476,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,['e63b4802-b321-4ff3-af6b-f314e75b1933'],6,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.832,Pass,
,,,,,,,,,,,,,,0.899905,,,,,,,,,,,,,,,,2b39f0b8-2ba6-4020-95ef-ee5ee776fd61,85,,"[49.3, 7.5]",3825820,1,,,,-0.50806284,,Right Foot,,,"[58.1, 2.6]",,Ground Pass,,10.072239,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['54c64dd6-4a07-40d8-9a45-02df1383c333'],9,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:09.335,Pass,
,,,,,,,,,,,,,,0.725831,,,,,,,,,,,,,,,,b629dafa-da32-442c-aa19-b4a4d8f281f7,87,,"[58.1, 2.6]",3825820,1,,,,2.6701326,,Right Foot,,,"[47.9, 7.8]",,Ground Pass,,11.449018,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,['cdd92db8-ca2b-4afc-9272-e6183b42dba2'],10,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:10.235,Pass,
,,,,,,,,,,,,,,0.97503,,,,,,,,,,,,,,,,72d2ef9f-3075-4894-adaf-37a966ec1466,90,,"[48.5, 8.0]",3825820,1,,,,1.1714989,,Left Foot,,,"[55.8, 25.3]",,Ground Pass,,18.777113,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['aacc7144-a7db-48af-92ff-58d0ea32ace0'],11,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:11.942,Pass,
,,,,,,,,,,,,,,1.245105,,,,,,,,,,,,,,,,2e199113-c8be-48e2-ae92-63e65c3ccfd3,92,,"[55.8, 25.3]",3825820,1,,,,-3.020824,,Right Foot,,,"[35.2, 22.8]",,Ground Pass,,20.751144,,,José Ignacio Fernández Iglesias,5202.0,,,,,,1,From Keeper,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,4,Real Madrid,220,['7ef64aa5-7846-403b-b225-9cc088f11737'],12,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:12.917,Pass,
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,63d0d2ab-eb88-4d66-9bf5-d6b65b2152d0,95,,"[36.2, 23.1]",3825820,1,,,,1.0982337,,Right Foot,,,"[49.9, 49.9]",,Ground Pass,,30.098671,,,Luka Modrić,5463.0,,,,,,1,From Keeper,José Ignacio Fernández Iglesias,5202.0,Left Center Back,4,Real Madrid,220,['da0f8939-e430-4174-9bac-3cef6203cc68'],15,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.402,Pass,
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,92976436-7d06-4326-9919-c2693c5e177c,98,,"[56.7, 52.9]",3825820,1,,,,0.75549257,,Right Foot,,,"[80.8, 75.6]",,Ground Pass,,33.107403,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Keeper,Luka Modrić,5463.0,Left Center Midfield,4,Real Madrid,220,['44e90786-153d-4105-b911-9a43f46c6479'],18,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:18.682,Pass,
,,,,,,,,,,,,,,2.077009,,,,,,,,,,,,,,,,8bbb9b9d-d304-4e12-9e8a-da1e5e812b2d,101,,"[86.8, 74.6]",3825820,1,,,,-0.7804231,,Right Foot,,,"[107.0, 54.6]",,Ground Pass,,28.426044,,,Gareth Frank Bale,6399.0,,,,,,1,From Keeper,Danilo Luiz da Silva,3063.0,Right Back,4,Real Madrid,220,['86418675-db55-41aa-888c-e9bc132332fa'],21,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.122,Pass,
,,,,,,,,,,,,,,4.911344,,,,,,,,,,,,,,,,90f34a87-2db4-4d22-ba5e-09d3c3b49218,105,,"[108.5, 53.6]",3825820,1,,,,-1.5907936,,Left Foot,,,"[107.6, 8.6]",,Ground Pass,,45.009,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,True,,,,1,From Keeper,Gareth Frank Bale,6399.0,Right Wing,4,Real Madrid,220,"['286c4146-a07a-4eb3-9fc7-62f1cc468630', 'a382833a-6dfa-4447-80e1-285abb68fcda']",23,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:23.574,Pass,True
,,,,,,,,,,,,,,1.46744,,,,,,,,,,,,,,,,e2824440-38f6-4440-9f80-b28095807dc2,108,,"[107.0, 10.2]",3825820,1,,,,2.4336255,,Right Foot,,,"[94.5, 20.9]",,Ground Pass,,16.454178,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,['6ba0c4af-5ef9-4293-bef3-736f3a5a5a51'],31,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:31.127,Pass,
,,,,,,,,,,,,,,0.665508,,,,,,,,,,,,,,,,fbd89fa7-b5bf-492e-9242-d838f31031dc,111,,"[94.5, 20.9]",3825820,1,,,,-0.58350825,,Left Foot,,,"[104.8, 14.1]",,Ground Pass,,12.342204,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['608d8f56-73aa-48bd-8a13-da56be06b2d8'],33,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:33.489,Pass,
,,,,,,,,,,,,,,0.37186,,,,,,,,,,,,,,,,2c8a07b7-492a-42ba-b35d-bd8e1c2544c0,114,,"[103.5, 20.1]",3825820,1,,,,2.5195606,,Right Foot,,,"[98.2, 23.9]",,Ground Pass,,6.521503,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,['d1934415-85b0-430d-a321-8b4b63c77cf5'],37,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:37.804,Pass,
,,,,,,,,,,,,,,0.885035,,,,,,,,,,,,,,,,56a4a648-2a51-4f53-9e99-c26db2bb5608,116,,"[98.2, 23.9]",3825820,1,,,,0.7853982,,Left Foot,,,"[101.0, 26.7]",,Ground Pass,,3.9597979,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['b2d279d7-d8a2-418c-90e4-51449439c3e5'],38,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:38.176,Pass,
,,,,,,,,,,,,,,1.194766,,,,,,,,,,,,,,,,6b720d67-f03e-4c1c-a0d7-47c851e1c3be,119,,"[101.2, 26.3]",3825820,1,,,,-1.0899091,,Right Foot,,,"[106.0, 17.1]",,Ground Pass,,10.376898,Incomplete,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Keeper,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,"['749632af-c1a3-4017-a0f8-b78f493724d1', 'd5ae4bea-8e23-4363-bfa2-299173f0c402']",39,,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:39.149,Pass,
