bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9acb220-5523-4eef-bb35-7d5c450ffd5c,102,,"[34.7, 54.6]",3825630,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['6b2b346f-abff-4a2e-aa00-e20ab5385513'],6,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:06.764,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,75c300b8-51db-44b6-9153-7249c658f882,105,,"[94.9, 24.4]",3825630,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,6,Athletic Club,215,['775f1aa0-c1e6-4388-9174-44cead5b0ee3'],12,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:12.524,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,68731755-a984-4e7a-8cd1-768a2e7887c0,110,,"[103.0, 5.7]",3825630,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,['8375288e-bc17-4da8-8c9f-209c33294780'],32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:32.535,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e044e5ec-3174-42c6-88d8-61e9f8d8e26e,114,,"[109.8, 7.0]",3825630,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,7,Athletic Club,215,"['90464892-261f-4f76-be6c-0e470787e43a', 'ab0d7b81-3890-4aba-a50a-4243e11c8932']",33,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:33.775,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35b0b108-1985-4039-a94c-01e991a65155,119,,"[117.1, 33.0]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,8,Athletic Club,215,['06a684ac-f79f-410b-8d54-98c695515a28'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:00.319,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b50946fb-cc43-4749-8e66-0c81f228932d,124,,"[66.2, 68.2]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Gracia Calmache,25921.0,Right Wing,9,RC Deportivo La Coruña,219,['3346841c-df67-4009-804f-2a4713e259da'],23,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:23.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,60796e14-c0d2-4cef-bdf5-3c92c8b2c2f4,127,,"[63.4, 16.0]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Markel Susaeta Laskurain,6390.0,Left Wing,9,RC Deportivo La Coruña,219,['09b290fc-6906-4340-94ec-f2c0e8a61d5b'],26,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:26.076,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c06ff49f-84a0-43c7-af9b-77d3a71662a2,135,,"[62.0, 71.3]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lucas Pérez Martínez,6732.0,Center Forward,9,RC Deportivo La Coruña,219,['ce9dc71d-a025-4753-a6c8-ddea009eee7b'],29,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:29.496,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8daf0b92-6e1b-4f69-9b16-c8d8187952c6,138,,"[53.6, 61.4]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,9,RC Deportivo La Coruña,219,['7a9470a5-246d-4988-a20b-f2d5fbc908bb'],31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:31.259,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2c563ea-73e0-4da8-bee3-283be9b481c8,140,,"[52.5, 70.4]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juan Francisco Moreno Fuertes,6738.0,Right Back,9,RC Deportivo La Coruña,219,['f88ef638-e4bc-41d8-9d0f-2e3f79ddb169'],31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:31.943,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8eef9f-ea45-4e01-bc14-7264cb5e2a30,142,,"[33.4, 46.2]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,9,RC Deportivo La Coruña,219,['2b426937-108f-45bc-97c0-a3f621a580ad'],35,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:35.233,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4760cd3-bbac-4155-b2d6-a08fb4f7fa4c,145,,"[33.4, 57.9]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alejandro Arribas Garrido,6869.0,Right Center Back,9,RC Deportivo La Coruña,219,['b636df91-a377-4673-b595-700bfbfc162f'],44,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:44.799,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30e7320d-25fa-4d50-824d-628e5cfc77de,148,,"[69.3, 74.4]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juan Francisco Moreno Fuertes,6738.0,Right Back,9,RC Deportivo La Coruña,219,['67be121f-9a81-4330-a207-3161f3aa069f'],48,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:48.253,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,06e563e7-0dbf-4abc-b5aa-4a2b90e33793,156,,"[115.3, 61.6]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Gracia Calmache,25921.0,Right Wing,9,RC Deportivo La Coruña,219,['089978cf-6031-4d1f-8455-316e77ba6025'],55,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:55.224,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c80c338-31f9-4505-a106-00ea99b6b27c,159,,"[111.8, 70.9]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juan Francisco Moreno Fuertes,6738.0,Right Back,9,RC Deportivo La Coruña,219,['b9264d97-7f6e-48a9-b39a-52f44d8ecddf'],56,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:56.373,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6dc0d58-834e-419e-b72f-802125f66547,161,,"[110.2, 14.1]",3825630,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fernando Navarro i Corbacho,6913.0,Left Back,9,RC Deportivo La Coruña,219,['0d4e1198-60c0-42e6-bb9a-8e15dee8f8b8'],59,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:59.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,03e59435-9af8-4343-8db8-ea33538320c4,164,,"[99.9, 22.7]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fayçal Fajr,5724.0,Left Wing,9,RC Deportivo La Coruña,219,['e733ca6f-b676-4a8c-a8e1-ef9186a45be2'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:00.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708d818-938c-4aef-ba42-9eb84a39e943,172,,"[105.2, 3.5]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fayçal Fajr,5724.0,Left Wing,9,RC Deportivo La Coruña,219,['13a97ce0-dd74-4cff-b0a3-39225e9efef6'],8,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:08.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1a43c9f-82f2-4671-86b6-812e1702d198,175,,"[103.8, 9.9]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,9,RC Deportivo La Coruña,219,['7ba438b5-b8ff-46ef-9b3f-ab8bf65f5ffe'],10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:10.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ab5ed7f-2aea-49c0-9b4e-138fac8dfc48,182,,"[19.4, 58.3]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,10,Athletic Club,215,['00ce5e06-4639-4101-9fb0-5b4b20184573'],32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:32.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,796c535d-eb44-40e3-ace7-0dfc559a28d7,184,,"[29.3, 50.2]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,10,Athletic Club,215,['103327b8-6d0f-4455-863b-bcea5ca2ae27'],34,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:34.256,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,260d33f3-e33d-4c3c-b81b-9d483c645eae,187,,"[38.7, 64.9]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,10,Athletic Club,215,['4d196290-fab0-46a4-b87a-8f2ca4039b3d'],37,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:37.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba652f77-1b0c-40ef-9509-b41ddf21df38,191,,"[63.2, 75.2]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Óscar de Marcos Arana,6649.0,Right Back,10,Athletic Club,215,['c14d54cc-1acd-4741-92f0-6a4602c7c18e'],40,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:40.856,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33a37040-c24a-49a4-a1a7-71617d344a24,197,,"[45.5, 70.2]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,10,Athletic Club,215,['6f088599-9ecf-4281-a511-643ff445b690'],42,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:42.699,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d96da6d9-7ad3-412b-88ab-419628e70e72,201,,"[40.5, 56.1]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,10,Athletic Club,215,['ee63961b-eef5-4b1a-b75e-ecca6be5384c'],46,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:46.016,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d4dd87c-33b3-45cf-ac76-a9a65d897e89,208,,"[47.5, 68.2]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,10,Athletic Club,215,['c74438b5-ac84-43da-8ba1-5af0ff754c47'],53,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:53.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcba1a80-7c98-46d5-babf-00eab14f26be,211,,"[66.5, 64.0]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iñaki Williams Arthuer,6393.0,Right Wing,10,Athletic Club,215,['6c328922-b510-465a-aad8-150ebbff0549'],55,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:55.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70b011fc-9562-48e5-80b0-fce794d3d77d,214,,"[53.7, 8.8]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,11,RC Deportivo La Coruña,219,['630f873d-9451-4c96-be14-af2ef118d0ed'],57,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:57.336,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,77c242bd-e393-4540-8e48-86f6915808a0,217,,"[47.2, 13.6]",3825630,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Left Wing,11,RC Deportivo La Coruña,219,['5b3ca1e8-804d-46ed-ad36-746baf4c4dec'],58,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:58.871,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e55d213d-5c44-4b1d-a4d9-d3647a17bf68,220,,"[39.8, 7.1]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,11,RC Deportivo La Coruña,219,['17a3a88f-bcd9-4fb2-b7fa-89caa1f1516d'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:00.016,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9dc0cd05-beb4-4fb8-907c-17afdf93fc56,223,,"[55.6, 5.5]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,11,RC Deportivo La Coruña,219,['368ba031-dee0-409d-a149-1c5be30fbee6'],1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:01.836,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e26fbc6b-154d-4d7e-89aa-b29bac7c6c83,228,,"[64.7, 8.6]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fayçal Fajr,5724.0,Left Wing,12,RC Deportivo La Coruña,219,['cacae7d6-7335-4f9c-b09a-d6560ad9bd76'],16,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:16.723,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981eaf0-11ad-42c0-8e8a-c4d54713abbe,231,,"[55.2, 5.1]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,12,RC Deportivo La Coruña,219,['6f5b0578-e0fc-4f79-a667-e1a2a0c88565'],19,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:19.400,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,bd1b6968-42c1-4832-8ac6-92c6f886d53f,233,,"[73.2, 13.4]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Pérez Martínez,6732.0,Center Forward,12,RC Deportivo La Coruña,219,['6a36dd3b-1698-4c6f-851f-81f36f0300df'],24,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:24.420,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,94d1bf8a-5cd7-47da-8c15-0c40527ec786,235,,"[6.4, 51.0]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,13,Athletic Club,215,['85d35cb1-2f81-46d4-b47b-49548d4ae322'],26,,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:26.180,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,96c10b89-b056-4c12-8f8b-1678f7955714,238,,"[78.3, 66.2]",3825630,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,13,Athletic Club,215,['9b5d8030-e031-420a-b8c9-fe6494d645ce'],42,,,,,,,,,,,,,,,,,,Athletic Club,215,00:05:42.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800ecb7-29b6-4ba1-8d01-0cb0a3eb7edf,247,,"[105.2, 42.5]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aritz Aduriz Zubeldia,6394.0,Center Forward,14,Athletic Club,215,['d1c61e58-7d31-4d13-9df2-2ec4b636b236'],19,,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:19.218,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,89d3d28f-0279-4671-a767-ebd3c299bf91,251,,"[20.0, 64.1]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alejandro Arribas Garrido,6869.0,Right Center Back,15,RC Deportivo La Coruña,219,['6ead71a3-35aa-4bf2-86da-024638ddbe55'],42,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:06:42.606,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9510d233-0bbd-46d8-81f4-1475aebb0c98,254,,"[7.8, 40.5]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Germán Darío Lux,27305.0,Goalkeeper,15,RC Deportivo La Coruña,219,['5cb0b685-f490-4c5e-98b8-f022bbb6666c'],45,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:06:45.372,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3921e05e-ff1b-4099-b4e1-b9548ca4bdc1,257,,"[64.0, 71.3]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Gracia Calmache,25921.0,Right Wing,15,RC Deportivo La Coruña,219,['8119903f-6892-41f5-b8bb-cf8216f61d5a'],49,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:06:49.738,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c9f83b2-826b-48ee-b8de-04474206375a,261,,"[66.2, 33.5]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,15,RC Deportivo La Coruña,219,['1b699e56-b501-4a08-b966-6a851dfe7d89'],53,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:06:53.642,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fd3b3f9-7959-447b-97f4-00f6c0c7aed1,264,,"[82.0, 32.4]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lucas Pérez Martínez,6732.0,Center Forward,15,RC Deportivo La Coruña,219,['95d7186d-230b-43fc-a7e5-e9a475ad901c'],56,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:06:56.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19d37d43-6d24-495a-8212-4639ec2ed717,268,,"[24.8, 25.0]",3825630,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,16,Athletic Club,215,['a9ced596-c8df-4ce1-a5f8-79b32963b47b'],59,,,,,,,,,,,,,,,,,,Athletic Club,215,00:06:59.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,678828f2-0d36-42a0-bbe3-14c330a1a07d,272,,"[9.6, 35.4]",3825630,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,16,Athletic Club,215,"['bcb695d7-2b72-4047-b567-fd34e06f5e08', 'd5b53ced-c3d6-4979-b8d5-4e3b733d71fe']",1,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:01.280,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,990347d5-aaf2-48c9-8ece-ecf96f02ee78,275,,"[67.6, 33.4]",3825630,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,16,Athletic Club,215,['7075edba-8ea6-4c36-848a-5dcd077e5516'],5,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:05.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,94b43799-b1a9-48d4-ba6f-8efad957eba2,282,,"[67.3, 7.5]",3825630,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,16,Athletic Club,215,['57a128d5-8d51-45fd-a91d-b871ed817e30'],13,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:13.499,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d380cefc-9e73-451f-95fc-e1ff5cdaf95c,289,,"[99.9, 67.1]",3825630,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,16,Athletic Club,215,['8d2e7ce5-08c7-47f4-913b-288518f41acd'],23,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:23.539,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a2ff5139-3cc7-43ca-b758-724560debd39,300,,"[105.4, 49.3]",3825630,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,17,Athletic Club,215,['5d3d0f8b-4e2d-4fb0-aad3-6363bec59fa1'],46,,,,,,,,,,,,,,,,,,Athletic Club,215,00:07:46.418,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e640a156-ec8f-41a1-ab53-ee97badc31fc,302,,"[73.2, 69.3]",3825630,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rubén Gracia Calmache,25921.0,Right Wing,18,RC Deportivo La Coruña,219,['d84e4dbc-6193-4ac9-9a17-1b46cd374735'],15,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:08:15.374,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,311f23ab-96be-4363-9bfc-0938989d54a2,309,,"[78.6, 20.2]",3825630,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,19,Athletic Club,215,['7840f5f9-f91c-40fe-a082-0716adc17cef'],20,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:20.414,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,80fa109d-b026-40ff-a782-38d99fbde4f0,312,,"[85.4, 10.8]",3825630,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,19,Athletic Club,215,['3fedeac4-ca20-4e2c-a835-3583f6d70a09'],23,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:23.611,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56749fc0-1752-4c26-a63c-833ac9f06fea,315,,"[113.8, 4.2]",3825630,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Markel Susaeta Laskurain,6390.0,Left Wing,20,Athletic Club,215,['b6c8d211-818d-4be9-a719-505a3957acfd'],44,,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:44.226,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,47f426e2-5423-4eff-8262-0cffe2b3ee05,328,,"[35.8, 66.7]",3825630,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,21,RC Deportivo La Coruña,219,['f80ceb78-55cf-44bb-ba8b-76b37b8003ef'],58,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:08:58.229,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,c8cb1579-990a-450b-88b7-07ceca785572,331,,"[70.8, 73.1]",3825630,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lucas Pérez Martínez,6732.0,Center Forward,22,RC Deportivo La Coruña,219,['a0739fe8-6792-43f7-a782-404b229b4813'],17,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:17.935,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12d95a84-ea02-41fb-9035-6a9defdd26d4,335,,"[50.8, 70.4]",3825630,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alejandro Arribas Garrido,6869.0,Right Center Back,23,RC Deportivo La Coruña,219,['299eb661-680c-4c02-8cfc-aa0733f1bea2'],40,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:40.130,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf8627f9-b2ea-4a36-b7fc-f42ca2cd71b5,338,,"[39.5, 40.3]",3825630,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,23,RC Deportivo La Coruña,219,['cdcb012a-a42b-49c4-994b-06a9e5826d5b'],42,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:42.699,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,123ca3fc-dea7-4d4b-948c-3b7488a8ddcc,341,,"[46.8, 19.4]",3825630,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,23,RC Deportivo La Coruña,219,['d4317fdd-5b75-45e7-a87b-a8a4f7fefcf2'],45,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:45.539,Ball Receipt*,
