bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.828649,,,,,,,,,,,,,,,087abdc0-3167-425d-a673-9adbdc940304,1033,,"[93.1, 49.6]",3825834,24,,,,,-1.3880748,,Left Foot,,,,"[96.5, 31.2]",,Ground Pass,,18.711494,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Goal Kick,Abdoulaye Doucouré,3292.0,Left Center Midfield,51,Granada,1049,['94082974-ce05-4d3e-acbf-ad3d7823b285'],32,,,,,,,,,,,,,,,,,,Granada,1049,00:24:32.619,Pass,
,,,,,,,,,,,,,,,,1.374361,,,,,,,,,,,,,,,63d9cddc-cb0d-4376-bd7e-dc00a85d9e54,1036,,"[96.4, 30.9]",3825834,24,,,,,-0.6689067,,Right Foot,,,,"[106.9, 22.6]",,Ground Pass,,13.384319,,Incomplete,,Cristiano Biraghi,7158.0,,,,,,1,From Goal Kick,Juan Isaac Cuenca López,26776.0,Left Wing,51,Granada,1049,"['7720c202-a078-4aef-80d2-c1615a856d71', '77bba4ed-6781-4627-b4fd-e75e81c7e589']",35,,,,,,,,,,,,,,,,,,Granada,1049,00:24:35.345,Pass,
,,,,,,,,,,,,,,,,1.799086,,,,,,,,,,,,,,,250f50c9-d489-4fc2-9147-1fb0693fb3bb,1042,,"[81.5, 0.1]",3825834,24,,,,,2.6965044,,,,,,"[64.1, 8.4]",,Low Pass,,19.278227,,,,Rene Krhin,3160.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,52,Granada,1049,['0435a8b0-098f-447a-be76-1589b7027c8e'],49,,,,,,,,,,,,,,,,,,Granada,1049,00:24:49.936,Pass,
,,,,,,,,,,,,,,,,1.312323,,,,,,,,,,,,,,,b5f78111-ad1c-458f-a095-23bc64cd3e26,1045,,"[63.6, 12.2]",3825834,24,,,,,1.6387188,,Right Foot,,,,"[62.6, 26.9]",,Ground Pass,,14.733974,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,From Throw In,Rene Krhin,3160.0,Center Defensive Midfield,52,Granada,1049,['e393f4ca-d396-40d9-a02e-b14e4d982e08'],52,,,,,,,,,,,,,,,,,,Granada,1049,00:24:52.759,Pass,
,,,,,,,,,,,,,,,,1.919348,,,,,,,,,,,,,,,10f0355a-ab86-41dc-979d-8cf3f9894c65,1048,,"[54.6, 26.6]",3825834,24,,,,,1.8620098,,Right Foot,,,,"[43.3, 64.3]",,Ground Pass,,39.357082,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,52,Granada,1049,['52bb1ce1-a694-4472-9034-7645af18401b'],55,,,,,,,,,,,,,,,,,,Granada,1049,00:24:55.369,Pass,
,,,,,,,,,,,,,,,,1.52612,,,,,,,,,,,,,,,2b34c43e-cfc3-4783-ac6c-05a8854f5928,1051,,"[64.1, 63.3]",3825834,25,,,,,0.56503576,,Right Foot,,,,"[79.4, 73.0]",,Ground Pass,,18.11574,,,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Right Center Back,52,Granada,1049,['04d12da4-7059-4782-a1f4-32d838e0ae46'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:25:00.703,Pass,
,,,,,,,,,,,,,,,,0.333222,,,,,,,,,,,,,,,7cf563d5-c09b-4f85-8c94-71bb85796f25,1054,,"[81.5, 73.5]",3825834,25,,,,,-1.5707964,,Right Foot,,,,"[81.5, 64.2]",,Ground Pass,,9.3,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,52,Granada,1049,"['26cec3fd-d894-4725-9983-bec2822689db', 'bca855fa-c7e4-4aef-a2e7-7cb44d775480']",2,,,,,,,,,,,,,,,,,,Granada,1049,00:25:02.329,Pass,
,,,,,,,,,,,,,,,,2.680139,,,,,,,,,,,,,,,62af34c3-40f5-4e8f-b009-92cefe6046bb,1057,,"[82.8, 80.0]",3825834,25,,,,,-2.819842,,,,,,"[68.1, 75.1]",,Low Pass,,15.49516,,,,Jean-Sylvain Claude Babin,4498.0,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,53,Granada,1049,['9bb343f6-5f55-4b1e-afae-1b620194ccc6'],16,,,,,,,,,,,,,,,,,,Granada,1049,00:25:16.958,Pass,
,,,,,,,,,,,,,,,,2.938053,,,,,,,,,,,,,,,a061fa0e-feae-45d3-b88d-bb85ce252905,1059,,"[67.1, 74.4]",3825834,25,,,,,-2.4980915,,Right Foot,,,,"[55.5, 65.7]",,Ground Pass,,14.5,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Right Center Back,53,Granada,1049,['b4c31f3f-03fe-4ce5-b1c8-6dabc1810a10'],19,,,,,,,,,,,,,,,,,,Granada,1049,00:25:19.638,Pass,
,,,,,,,,,,,,,,,,2.748535,,,,,,,,,,,,,,,8c36705e-878a-4877-906a-aeaa007678b1,1062,,"[50.1, 54.1]",3825834,25,,,,,-1.5321059,,Left Foot,,,,"[51.3, 23.1]",,Ground Pass,,31.023216,,,,Cristiano Biraghi,7158.0,,,,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,53,Granada,1049,['3951d610-887e-4928-9785-9534a754bb1f'],23,,,,,,,,,,,,,,,,,,Granada,1049,00:25:23.152,Pass,
,,,,,,,,,,,,,,,,1.560235,,,,,,,,,,,,,,,96d10add-0f77-4504-ad8f-463f1090720e,1064,,"[52.2, 12.7]",3825834,25,,,,,0.23659116,,Left Foot,,,,"[77.5, 18.8]",,Ground Pass,,26.024988,,,,Abdoulaye Doucouré,3292.0,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,53,Granada,1049,['7424de81-74e5-4ef3-8799-3bcd541e691e'],25,,,,,,,,,,,,,,,,,,Granada,1049,00:25:25.901,Pass,
,,,,,,,,,,,,,,,,0.659478,,,,,,,,,,,,,,,05c1e165-3047-4a35-bba2-ac4d7fe2296d,1067,,"[73.7, 15.1]",3825834,25,,,,,-1.8370484,,Right Foot,,,,"[71.9, 8.5]",,Ground Pass,,6.8410525,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Center Midfield,53,Granada,1049,"['3adb151c-e3ce-47dd-bea4-dd6b36521e86', 'c33a6f28-f165-4615-ab3f-845cb2fe3956']",27,,,,,,,,,,,,,,,,,,Granada,1049,00:25:27.461,Pass,True
,,,,,,,,,,,,,,,,1.311751,,,,,,,,,,,,,,,78f486b7-04b0-4cab-81f4-95679e0813d5,1071,,"[76.3, 12.5]",3825834,25,,,,,-2.9267774,,Left Foot,,,,"[65.3, 10.1]",,Ground Pass,,11.258775,,,,Cristiano Biraghi,7158.0,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Left Wing,53,Granada,1049,"['a5bfce4b-a464-4226-8b9f-2133871498fa', 'e1a09ca0-adba-49e7-9e90-2f12f02fcf28']",32,,,,,,,,,,,,,,,,,,Granada,1049,00:25:32.655,Pass,True
,,,,,,,,,,,,,,,,1.298345,,,,,,,,,,,,,,,1fad4ed6-07ee-4ca3-8305-309eecbaea56,1074,,"[64.1, 11.0]",3825834,25,,,,,2.442593,,Left Foot,,,,"[50.3, 22.6]",,Ground Pass,,18.027756,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,53,Granada,1049,['25ee0d90-f4bf-4493-b227-592b6817d9e3'],34,,,,,,,,,,,,,,,,,,Granada,1049,00:25:34.387,Pass,
,,,,,,,,,,,,,,,,1.655934,,,,,,,,,,,,,,,29fe4af0-dec5-41e2-8c7c-34a2c60c2a2d,1077,,"[51.7, 25.2]",3825834,25,,,,,1.5866053,,Left Foot,,,,"[51.3, 50.5]",,Ground Pass,,25.303162,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,53,Granada,1049,['3eb53152-dac4-4335-a15f-3809eceda626'],36,,,,,,,,,,,,,,,,,,Granada,1049,00:25:36.777,Pass,
,,,,,,,,,,,,,,,,1.619253,,,,,,,,,,,,,,,fef47c39-52b3-4793-8a98-448dd738e6ae,1080,,"[52.5, 54.1]",3825834,25,,,,,0.8316866,,Right Foot,,,,"[70.0, 73.3]",,Ground Pass,,25.978645,,,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Right Center Back,53,Granada,1049,['83e474aa-cacb-41cd-9f84-574cbb076933'],40,,,,,,,,,,,,,,,,,,Granada,1049,00:25:40.709,Pass,
,,,,,,,,,,,,,,,,0.926459,,,,,,,,,,,,,,,07f5190f-56f4-4d21-9f07-da5fdcb96eb4,1082,,"[69.2, 73.5]",3825834,25,,,,,-0.10711532,,Right Foot,,,,"[78.5, 72.5]",,Ground Pass,,9.353609,,,,Rubén Rochina Naixes,6680.0,,,,,,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,53,Granada,1049,['7bc1fa4d-62d4-4ef6-a92d-0f4cc733da06'],42,,,,,,,,,,,,,,,,,,Granada,1049,00:25:42.329,Pass,
,,,,,,,,,,,,,,,,0.60255,,,,,,,,,,,,,,,ca27b2b7-b7fe-4c57-b9ad-9dc00bbce6bb,1084,,"[79.5, 70.6]",3825834,25,,,,,-2.4526682,,Left Foot,,,,"[76.1, 67.8]",,Ground Pass,,4.404543,,,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,1,From Throw In,Rubén Rochina Naixes,6680.0,Right Wing,53,Granada,1049,['1bf95ca6-ab1d-42ab-afc1-4fb9eff87960'],43,,,,,,,,,,,,,,,,,,Granada,1049,00:25:43.255,Pass,
,,,,,,,,,,,,,,,,1.661812,,,,,,,,,,,,,,,1d2551e9-21a2-4c2c-b3b9-d52d9a4aa3bc,1091,,"[38.6, 10.6]",3825834,25,,,,,2.36377,,Right Foot,,,,"[25.3, 23.7]",,Ground Pass,,18.668154,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,54,Atlético Madrid,212,['469cd4d5-c49e-44c8-b525-1596ab1779cb'],45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:45.166,Pass,
,,,,,,,,,,,,,,,,1.71727,,,,,,,,,,,,,,,5e5e7bea-e481-442d-839b-1f58372c7a9e,1094,,"[25.3, 25.1]",3825834,25,,,,,1.9384228,,Right Foot,,,,"[19.6, 39.9]",,Ground Pass,,15.859697,,,,Stefan Savić,6376.0,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,54,Atlético Madrid,212,['8993837c-5296-4349-9fbd-e548cb5ab505'],47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:47.671,Pass,
,,,,,,,,,,,,,,,,2.703577,,,,,,,,,,,,,,,cfdee489-39ba-4d01-8fc6-47a1bfc2cf6a,1096,,"[20.1, 41.1]",3825834,25,,,,,-0.43593398,,Right Foot,,,,"[59.6, 22.7]",,High Pass,,43.575336,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,1,Regular Play,Stefan Savić,6376.0,Right Center Back,54,Atlético Madrid,212,"['e2eb067e-d63f-470c-a1d6-bd05519958ba', 'f188f5a0-68ac-4d27-8add-ea084ecbd06a']",49,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:25:49.388,Pass,
,,,,,,,,,,,,,,,,1.135659,,,,,,,,,,,,,,,f188f5a0-68ac-4d27-8add-ea084ecbd06a,1098,,"[60.5, 57.4]",3825834,25,,,,,0.071307465,,Right Foot,,,,"[74.5, 58.4]",,Low Pass,,14.035668,,,,Rubén Rochina Naixes,6680.0,,,,,Recovery,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,55,Granada,1049,"['cfdee489-39ba-4d01-8fc6-47a1bfc2cf6a', 'f73beef9-d61c-4392-b7bf-2a5346e1b284']",52,,,,,,,,,,,,,,,,,,Granada,1049,00:25:52.092,Pass,
,,,,,,,,,,,,,,,,1.487863,,,,,,,,,,,,,,,5414f2f6-c42d-47f7-95c3-69a8bb76b316,1104,,"[70.5, 61.9]",3825834,26,,,,,-0.4176894,,Left Foot,,,,"[105.2, 46.5]",,High Pass,,37.9638,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Rubén Rochina Naixes,6680.0,Right Wing,56,Granada,1049,['bc065fcd-0fd2-4769-b959-4b246affe312'],30,,,,,,,,,,,,,,,,,,Granada,1049,00:26:30.195,Pass,
,,,,,,,,,,,,,,,,2.530536,,,,,,,,,,,,,,,546f81f1-c33f-40f9-a8b9-0836f75936e4,1106,,"[80.9, 43.7]",3825834,26,,,,,0.036569055,,Head,,,,"[105.5, 44.6]",,High Pass,,24.616457,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,56,Granada,1049,['d1dfaa2f-79ee-4045-9547-3727211a3760'],34,,,,,,,,,,,,,,,,,,Granada,1049,00:26:34.808,Pass,
,,,,,,,,,,,,,,,,2.114811,,,,,,,,,,,,,,,eed81629-ea6f-4fdb-8837-62ad8253be26,1110,,"[74.5, 45.4]",3825834,26,,,,,-1.6096117,,Head,,,,"[73.7, 24.8]",,Low Pass,,20.615528,,,,Juan Isaac Cuenca López,26776.0,,,,,Recovery,1,From Free Kick,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,56,Granada,1049,['b81b8bcd-59c7-4a74-a753-f3bbd3ed5347'],41,,,,,,,,,,,,,,,,,,Granada,1049,00:26:41.090,Pass,
,,,,,,,,,,,,,,,,1.546167,,,,,,,,,,,,,,,1625d0dc-9496-47ac-a446-8713add318a7,1113,,"[74.7, 22.9]",3825834,26,,,,,2.5658343,,Right Foot,,,,"[69.0, 26.6]",,Ground Pass,,6.7955866,,,,Rubén Rochina Naixes,6680.0,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Left Wing,56,Granada,1049,['f53e5898-1749-4d28-95ae-c2c16cd3396a'],45,,,,,,,,,,,,,,,,,,Granada,1049,00:26:45.661,Pass,
,,,,,,,,,,,,,,,,1.051764,,,,,,,,,,,,,,,3df20b81-a6bf-427a-957c-f7cde51e4684,1116,,"[67.4, 26.7]",3825834,26,,,,,0.17849234,,Left Foot,,,,"[86.8, 30.2]",,High Pass,,19.713194,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,From Free Kick,Rubén Rochina Naixes,6680.0,Right Wing,56,Granada,1049,['35b7e9f3-1c3b-4621-b2de-1b9e0f6bf1e7'],51,,,,,,,,,,,,,,,,,,Granada,1049,00:26:51.025,Pass,
,,,,,,,,,,,,,,,,1.211794,,,,,,,,,,,,,,,1f45a070-461d-44ee-8380-e2c5be839703,1120,,"[85.1, 29.9]",3825834,26,,,,,-2.2125747,,Right Foot,,,,"[71.2, 11.3]",,Ground Pass,,23.220034,,,,Rubén Rochina Naixes,6680.0,,,,,,1,From Free Kick,Adalberto Peñaranda Maestre,6847.0,Center Forward,56,Granada,1049,['f094bdc1-0dc6-4577-b9e6-9a0d243785aa'],53,,,,,,,,,,,,,,,,,,Granada,1049,00:26:53.463,Pass,
,,,,,,,,,,,,,,,,0.970263,,,,,,,,,,,,,,,743cd331-2095-4aaf-904e-b9c6ee18c20a,1123,,"[69.5, 12.7]",3825834,26,,,,,0.23528591,,Left Foot,,,,"[84.1, 16.2]",,Ground Pass,,15.01366,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,From Free Kick,Rubén Rochina Naixes,6680.0,Right Wing,56,Granada,1049,['5f7f9e84-5af8-47bb-a03f-34ab618acbc5'],56,,,,,,,,,,,,,,,,,,Granada,1049,00:26:56.508,Pass,
,,,,,,,,,,,,,,,,2.789575,,,,,,,,,,,,,,,26e0d8e9-9583-4091-ad3c-b7571fcf2743,1134,,"[43.7, 60.8]",3825834,27,,,,,-0.119499594,,Right Foot,,,,"[99.5, 54.1]",,High Pass,,56.2008,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Stefan Savić,6376.0,Right Center Back,57,Atlético Madrid,212,['e8bd85d9-1bda-4ae0-b6cf-5f7c5e9a8711'],35,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:27:35.600,Pass,
,,,,,,,,,,,,,,,,1.664112,,,,,,,,,,,,,,,e8bd85d9-1bda-4ae0-b6cf-5f7c5e9a8711,1136,,"[20.6, 26.0]",3825834,27,,,,True,-0.4428173,,,,,,"[30.3, 21.4]",,Low Pass,,10.7354555,,,,Abdoulaye Doucouré,3292.0,,,,,Recovery,1,Regular Play,Rene Krhin,3160.0,Center Defensive Midfield,58,Granada,1049,"['26e0d8e9-9583-4091-ad3c-b7571fcf2743', '2bc61cb5-c9d4-4031-aefb-5befe10ba242', 'd0437644-91ee-44dc-8d08-6de9d4308b3a']",38,,,,,,,,,,,,,,,,,,Granada,1049,00:27:38.389,Pass,True
,,,,,,,,,,,,,,,,0.78422,,,,,,,,,,,,,,,fe18989c-1a03-4c12-a957-98b26ec65af5,1140,,"[50.8, 13.7]",3825834,27,,,,,-0.8288491,,Right Foot,,,,"[57.4, 6.5]",,Ground Pass,,9.767292,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Abdoulaye Doucouré,3292.0,Left Center Midfield,58,Granada,1049,"['b958b8b9-0fdf-45d0-a6a8-04b8f52c52c3', 'e6c2294e-da6d-4d16-bf41-27100b0a141f']",45,,,,,,,,,,,,,,,,,,Granada,1049,00:27:45.032,Pass,True
,,,,,,,,,,,,,,,,1.075658,,,,,,,,,,,,,,,43be761e-2c7d-42ec-83cb-40d36c15c18d,1147,,"[83.5, 16.9]",3825834,27,,,,,1.2832205,,Right Foot,,,,"[87.7, 31.1]",,Ground Pass,,14.808105,,,,Abdoulaye Doucouré,3292.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,58,Granada,1049,['4cc6a64a-c79f-44f5-825d-270cca114010'],48,,,,,,,,,,,,,,,,,,Granada,1049,00:27:48.722,Pass,
,,,,,,,,,,,,,,,,1.623738,,,,,,,,,,,,,,,aad5c0e7-a615-4966-ba17-d575bfec487b,1150,,"[91.3, 37.0]",3825834,27,,,,,1.0628229,fd4f3782-958f-4022-bffd-7b3f577f7dbc,Right Foot,,,,"[102.1, 56.4]",,Low Pass,,22.203604,,,,Rubén Rochina Naixes,6680.0,True,,,,,1,Regular Play,Abdoulaye Doucouré,3292.0,Left Center Midfield,58,Granada,1049,['d3cf22ea-fa53-4e54-86ca-1b92c09a762b'],51,,,,,,,,,,,,,,,,,,Granada,1049,00:27:51.487,Pass,
,,,,,,,,,,,,,,,,2.255317,,,,,,,,,,,,,,,f9e430c6-b84d-434c-a42e-ab89be138dff,1155,,"[6.0, 44.0]",3825834,28,,,,,-1.2973951,,Right Foot,,,,"[11.3, 25.1]",,Ground Pass,,19.62906,,,,Diego Roberto Godín Leal,5249.0,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,59,Atlético Madrid,212,['4d540441-1323-49f5-b608-469d73893d20'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:23.742,Pass,
,,,,,,,,,,,,,,,,1.740857,,,,,,,,,,,,,,,43e146ed-c816-4ee2-a506-4301a54da676,1158,,"[22.9, 17.9]",3825834,28,,,,,-0.64477986,,Right Foot,,,,"[35.4, 8.5]",,Ground Pass,,15.640013,,,,Lucas Hernández Pi,5484.0,,,,,,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,59,Atlético Madrid,212,['c786a58e-d100-487f-9d0e-1f9e839a07dc'],27,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:27.164,Pass,
,,,,,,,,,,,,,,,,1.576061,,,,,,,,,,,,,,,821fb700-8c13-45e8-b825-b9862419f9e2,1161,,"[41.4, 8.1]",3825834,28,,,,,2.7219417,,Left Foot,,,,"[28.4, 13.9]",,Ground Pass,,14.2351675,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Goal Kick,Lucas Hernández Pi,5484.0,Left Back,59,Atlético Madrid,212,['6a37f1f0-ddda-4ae6-b9dc-144feda0a6d1'],30,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:30.458,Pass,
,,,,,,,,,,,,,,,,1.61934,,,,,,,,,,,,,,,ae23b7d5-84f6-48e7-af11-6fc696facbe0,1164,,"[28.1, 15.4]",3825834,28,,,,,0.37703013,,Right Foot,,,,"[43.0, 21.3]",,Ground Pass,,16.025604,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,59,Atlético Madrid,212,['2ed91041-12db-48a3-bd94-682c0563bd57'],32,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:32.920,Pass,
,,,,,,,,,,,,,,,,1.570985,,,,,,,,,,,,,,,1f64183a-804d-4caf-935e-682eddf56da2,1167,,"[44.0, 20.3]",3825834,28,,,,,-1.0982994,,Right Foot,,,,"[50.9, 6.8]",,Ground Pass,,15.161135,,,,Lucas Hernández Pi,5484.0,,,,,,1,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,59,Atlético Madrid,212,['f804a57a-6551-4b94-9cda-4c677362563e'],35,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:35.182,Pass,
,,,,,,,,,,,,,,,,0.602449,,,,,,,,,,,,,,,6f94283c-6ffa-49be-adb0-f6ed5101a1d3,1171,,"[65.5, 9.2]",3825834,28,,,,,0.22222947,,Left Foot,,,,"[86.3, 13.9]",,Ground Pass,,21.3244,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Goal Kick,Lucas Hernández Pi,5484.0,Left Back,59,Atlético Madrid,212,['029017c6-e23a-4479-8c10-fc77eb6d03e3'],39,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:39.551,Pass,
,,,,,,,,,,,,,,,,2.304302,,,,,,,,,,,,,,,469a8c80-3672-4252-b029-083016ef9486,1173,,"[87.7, 14.0]",3825834,28,,,,,-2.4816582,,Left Foot,,,,"[75.2, 4.3]",,High Pass,,15.822136,,,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Saúl Ñíguez Esclapez,6381.0,Right Midfield,59,Atlético Madrid,212,['87044f4e-d45e-4144-baa5-e339105afcbc'],40,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:40.154,Pass,
,,,,,,,,,,,,,,,,0.405823,,,,,,,,,,,,,,,72df6ff5-d554-4051-b99a-48bdfc09a19d,1175,,"[74.5, 5.4]",3825834,28,,,,,0.5224034,,Left Foot,,,,"[81.1, 9.2]",,Low Pass,,7.615773,,,,Lucas Hernández Pi,5484.0,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Right Center Forward,59,Atlético Madrid,212,['9056e729-f690-4be3-be91-30e495cd162c'],42,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:42.458,Pass,
,,,,,,,,,,,,,,,,0.516481,,,,,,,,,,,,,,,ef2d2f6d-393d-4970-965e-e9c2180608ac,1178,,"[79.4, 4.2]",3825834,28,,,,,1.5108682,,Left Foot,,,,"[79.7, 9.2]",,Ground Pass,,5.0089917,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Goal Kick,Lucas Hernández Pi,5484.0,Left Back,59,Atlético Madrid,212,['36f2c785-3428-42b1-a4bb-efdaaf550792'],45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:45.185,Pass,
,,,,,,,,,,,,,,,,0.678389,,,,,,,,,,,,,,,1b0e2fb6-b1db-4c76-ad60-b6da818e14da,1181,,"[80.9, 11.3]",3825834,28,,,,,-0.13706617,,Left Foot,,,,"[92.5, 9.7]",,Ground Pass,,11.709825,,,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Saúl Ñíguez Esclapez,6381.0,Right Midfield,59,Atlético Madrid,212,['a4662643-1fcf-4f1a-9a96-0d4e960a1134'],45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:45.717,Pass,
,,,,,,,,,,,,,,,,0.862584,,,,,,,,,,,,,,,e3442728-d5cb-4bb5-bc13-ab695fc51570,1184,,"[97.7, 5.0]",3825834,28,,,,,2.1216538,,Left Foot,,,,"[93.4, 12.0]",,Ground Pass,,8.21523,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Right Center Forward,59,Atlético Madrid,212,['8a116a27-8450-4d32-9559-ccf93d8b5969'],50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:50.089,Pass,
,,,,,,,,,,,,,,,,1.573256,,,,,,,,,,,,,,,275c8556-ec5d-4c2a-a887-b0f02edda9d7,1192,,"[27.2, 76.6]",3825834,28,,,,,-1.0829599,,Left Foot,,,,"[32.4, 66.8]",,Ground Pass,,11.094143,,,,Rene Krhin,3160.0,,,,,,1,Regular Play,Rubén Rochina Naixes,6680.0,Right Wing,60,Granada,1049,"['b8deb979-3fc3-4151-8da7-d059f0edfaa5', 'ed46e4bf-e76c-45d7-88e8-5f2228ee7685']",56,,,,,,,,,,,,,,,,,,Granada,1049,00:28:56.523,Pass,True
,,,,,,,,,,,,,,,,1.330582,,,,,,,,,,,,,,,170d0e4c-4182-4bee-824e-1b20f146cd42,1195,,"[33.5, 65.5]",3825834,28,,,,,0.4048918,,Right Foot,,,,"[51.7, 73.3]",,High Pass,,19.80101,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,Regular Play,Rene Krhin,3160.0,Center Defensive Midfield,60,Granada,1049,['3ccaafb8-cfbf-4918-96be-699ea5f17594'],59,,,,,,,,,,,,,,,,,,Granada,1049,00:28:59.153,Pass,
