50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffea7788-fdfc-48ef-bc3a-a84a73d49c6f,1,,,3825750,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d2169fe-642e-4915-82e0-54d6a3feb9dd,2,,,3825750,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 52}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,83884cb3-d292-4578-986b-204308a3fbcd,3,,,3825750,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['20100597-4673-4400-b86e-f11a70665f13'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20100597-4673-4400-b86e-f11a70665f13,4,,,3825750,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['83884cb3-d292-4578-986b-204308a3fbcd'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26dba49b-25ff-4767-8b4b-a338d89fd234,1888,,,3825750,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Real Betis,218,['018cbbfc-f249-4077-b25a-c5c3310926c5'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,018cbbfc-f249-4077-b25a-c5c3310926c5,1889,,,3825750,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Real Betis,218,['26dba49b-25ff-4767-8b4b-a338d89fd234'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.458522,,,,,,,,,,,,,1d7c0d64-1b57-47a4-aed6-572359e816b2,5,,"[60.0, 40.0]",3825750,0,True,,,1.5291537,,Left Foot,,,"[60.1, 42.4]",,Ground Pass,,2.4020824,,,,Antonio Adán Garrido,6654.0,,,,,,Kick Off,1,From Kick Off,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,2,Real Betis,218,['09243d0e-151c-46e2-a5ed-17d27efb7ef2'],1,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.098,Pass,
,,,,,,,,,,,,,,,,,,1.22801,,,,,,,,,,,,,a0d2a5d1-225c-4e78-aec7-6c3f45e96bf3,7,,"[60.1, 42.8]",3825750,0,,,,-2.921896,,Right Foot,,,"[39.5, 38.2]",,Ground Pass,,21.107346,,,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Kick Off,Antonio Adán Garrido,6654.0,Goalkeeper,2,Real Betis,218,['34e6ed93-5b9a-4567-8f56-bcae71df462d'],1,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.824,Pass,
,,,,,,,,,,,,,,,,,,2.793036,,,,,,,,,,,,,e6c53df1-5fce-460a-a16e-ac1907f4b1c4,11,,"[37.9, 38.9]",3825750,0,,,,0.45963156,,Right Foot,,,"[87.8, 63.6]",,High Pass,,55.678543,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,,1,From Kick Off,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,2,Real Betis,218,"['196d8a1a-8daa-40ed-b3cd-63dcd6fc3334', '1982805a-ca16-485c-ae2f-cf1d2305d20b', '95d15604-642c-49e6-91ad-06aefabaf005']",5,,,,,,,,,,,,,,,,,Real Betis,218,00:00:05.049,Pass,True
,,,,,,,,,,,,,,,,,,2.172618,,,,,,,,,,,,,95d15604-642c-49e6-91ad-06aefabaf005,13,,"[32.3, 16.5]",3825750,0,,,,-0.24300043,,Head,,,"[56.1, 10.6]",,High Pass,,24.5204,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Betis,218,"['75081215-fa3d-4f12-ac2e-5ce20d946cad', 'e6c53df1-5fce-460a-a16e-ac1907f4b1c4']",7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.842,Pass,
