bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.031653,,,,,,,,,,,,,4cec9594-a6e1-4e8d-9303-e4b204ab15b7,21,,"[26.5, 25.3]",3825674,0,,,,,-0.38588268,,Right Foot,,,"[45.7, 17.5]",,High Pass,,20.7239,,Incomplete,,,,,,,,,,1,From Kick Off,Óliver Torres Muñoz,12021.0,Right Midfield,2,Espanyol,214,['c9a65049-7c7c-48bc-b04a-cbfe9a5e8729'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:13.378,Pass,
,,,,,,,,,,,True,,,,,,0.704066,,,,,,,,,,,,,c9a65049-7c7c-48bc-b04a-cbfe9a5e8729,22,,"[74.4, 62.6]",3825674,0,,,,,0.07187597,,Head,,,"[86.9, 63.5]",,Low Pass,,12.532358,,,,Abraham González Casanova,27148.0,,,,,,Interception,1,From Kick Off,Javier López Rodríguez,6791.0,Right Back,2,Espanyol,214,"['4cec9594-a6e1-4e8d-9303-e4b204ab15b7', '5def6bfd-a942-430e-8ed8-b955c0392501']",15,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:15.410,Pass,
,,,,,,,,,,,,,,,,,1.466986,,,,,,,,,,,,,d89239b7-e9df-47b6-a405-7b9ed367570d,25,,"[87.3, 62.6]",3825674,0,,,,,-2.1334343,,Right Foot,,,"[80.3, 51.5]",,Ground Pass,,13.122881,,,,Marco Asensio Willemsen,5719.0,,,,,,,1,From Kick Off,Abraham González Casanova,27148.0,Right Defensive Midfield,2,Espanyol,214,['a89e7771-b5f8-49b5-ae3d-cc5550ed26c7'],17,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.469,Pass,
,,,,,,,,,,,,,,,,,1.632066,,,,,,,,,,,,,00e2d40d-c79c-478d-a635-25ee783ce2cc,28,,"[80.1, 55.2]",3825674,0,,,,,2.428532,,Left Foot,,,"[69.0, 64.8]",,Ground Pass,,14.675489,,,,Abraham González Casanova,27148.0,,,,,,,1,From Kick Off,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,2,Espanyol,214,['52e69cf5-9ad0-4f35-9b6d-1b164191f303'],20,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:20.001,Pass,
,,,,,,,,,,,,,,,,,0.733332,,,,,,,,,,,,,89573a2f-4237-406b-bf15-bf208bce7874,31,,"[68.4, 64.5]",3825674,0,,,,,-2.1284285,,Right Foot,,,"[62.6, 55.2]",,Ground Pass,,10.960383,,,,Papa Kouly Diop,6867.0,,,,,,,1,From Kick Off,Abraham González Casanova,27148.0,Right Defensive Midfield,2,Espanyol,214,['5a0c1c54-62e7-4e36-b1b1-66390519a16e'],21,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:21.972,Pass,
,,,,,,,,,,,,,,,,,1.2807,,,,,,,,,,,,,ab87403f-930b-4f13-b701-4c4fd190de40,34,,"[62.3, 55.2]",3825674,0,,,,,2.4961193,,Right Foot,,,"[46.1, 67.4]",,Ground Pass,,20.280039,,,,Álvaro González Soberón,6762.0,,,,,,,1,From Kick Off,Papa Kouly Diop,6867.0,Left Defensive Midfield,2,Espanyol,214,['93ddd06b-0e72-49fc-868c-c9dddfee7f4c'],23,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:23.467,Pass,
,,,,,,,,,,,,,,,,,0.551286,,,,,,,,,,,,,49f73e85-5ab7-4ea1-8862-7addd398a890,37,,"[46.9, 67.9]",3825674,0,,,,,0.6569231,,Right Foot,,,"[58.7, 77.0]",,Ground Pass,,14.901342,,,,Abraham González Casanova,27148.0,,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Espanyol,214,['beaeaf2c-c726-47b5-beb4-d2177add57dd'],25,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:25.766,Pass,
,,,,,,,,,,,,,,,,,1.186026,,,,,,,,,,,,,94b83986-40a5-4904-946b-4d5c633119c8,39,,"[58.7, 77.0]",3825674,0,,,,,0.1448125,,No Touch,,,"[73.1, 79.1]",,Ground Pass,,14.55232,True,,,Javier López Rodríguez,6791.0,,,,,,,1,From Kick Off,Abraham González Casanova,27148.0,Right Defensive Midfield,2,Espanyol,214,['eefe1c2b-7316-438d-9413-8617e1791c2c'],26,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:26.317,Pass,
,,,,,,,,,,,,,,,,,0.733733,,,,,,,,,,,,,9d936658-ad72-47b3-b303-db64a62dcd08,42,,"[73.6, 79.0]",3825674,0,,,,,-2.4521947,,Right Foot,,,"[66.2, 72.9]",,Ground Pass,,9.590099,,,,Abraham González Casanova,27148.0,,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Right Back,2,Espanyol,214,['5bc762fd-6992-459a-b570-b908d96cb513'],29,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:29.738,Pass,
,,,,,,,,,,,,,,,,,1.288107,,,,,,,,,,,,,1128a5d3-abcb-407c-b0e0-a0912d61e017,45,,"[66.9, 73.1]",3825674,0,,,,,-0.31845024,,Right Foot,,,"[85.1, 67.1]",,High Pass,,19.163507,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,From Kick Off,Abraham González Casanova,27148.0,Right Defensive Midfield,2,Espanyol,214,['06929adf-7453-4e14-a0b6-28080b02e905'],30,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:30.494,Pass,
,,,,,,,,,,,,,,,,,3.526618,,,,,,,,,,,,,8f649e54-7ce8-481d-a6ec-1cc3eee373d2,49,,"[40.6, 13.0]",3825674,0,,,,,2.751884,,Right Foot,,,"[12.6, 24.5]",,Ground Pass,,30.26962,,,,Diego Roberto Godín Leal,5249.0,,,,,,Recovery,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,3,Atlético Madrid,212,['46be2d46-0d45-4bf7-a443-ebd36b9558e7'],33,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:33.064,Pass,
,,,,,,,,,,,,,,,,,1.733891,,,,,,,,,,,,,a53a84ec-b13a-46d4-a273-6ef578279c0d,51,,"[11.7, 25.3]",3825674,0,,,,,1.9334751,,Right Foot,,,"[3.2, 47.7]",,Ground Pass,,23.958506,,,,Jan Oblak,6378.0,,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Atlético Madrid,212,['d9484f15-1607-493c-a621-f4dbcb781082'],36,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.591,Pass,
,,,,,,,,,,,,,,,,,3.726515,,,,,,,,,,,,,38635a0f-8e81-4961-80e2-f4b592150228,54,,"[3.9, 48.1]",3825674,0,,,,,-0.22387554,,Right Foot,,,"[68.9, 33.3]",,High Pass,,66.663635,,,,Luciano Vietto,6744.0,,,,,,,1,Regular Play,Jan Oblak,6378.0,Goalkeeper,3,Atlético Madrid,212,"['4edd3cc9-e9de-40d5-8c8d-4b634e34a0f0', '989bbaba-36b0-4e23-8d98-d0c0b3ed4bed']",40,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:40.794,Pass,True
,,,,,,,,,,,,,,,,,3.617367,,,,,,,,,,,,,896b00c7-2628-411f-bb07-8606efd0daf2,56,,"[69.8, 33.0]",3825674,0,,,,,-0.69511795,,Head,,,"[95.7, 11.4]",,High Pass,,33.72492,,Incomplete,,Antoine Griezmann,5487.0,,,,,,,1,Regular Play,Luciano Vietto,6744.0,Left Center Forward,3,Atlético Madrid,212,"['871de16e-1265-4b18-9b3d-dc5395942dd4', 'fa51f091-b17b-42d9-9251-b21a29e2d195']",44,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:44.521,Pass,
,,,,,,,,,,,,,,,,,4.350743,,,,,,,,,,,,,6f15ea76-9dae-4ae8-94a0-ddcf43600e3d,61,,"[24.8, 76.2]",3825674,0,,,,,0.056740228,,Right Foot,,,"[91.7, 80.0]",,High Pass,,67.007835,,Out,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,3,Atlético Madrid,212,"['bb800096-c85a-4669-8356-5d3453edccde', 'fc786c20-d169-452a-b387-0e7917e2bff0']",49,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:49.675,Pass,True
,,,,,,,,,,,,,,,,,3.731842,,,,,,,,,,,,,bac64f60-d89b-425c-92fa-c80e22f411f4,63,,"[28.2, 0.1]",3825674,1,,True,,,0.41424605,,,,,"[53.9, 11.4]",,High Pass,,28.074543,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['df300671-7a5c-427d-ab4b-6344a8464bed'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:05.877,Pass,
,,,,,,,,,,,,,,,,,2.798498,,,,,,,,,,,,,df300671-7a5c-427d-ab4b-6344a8464bed,65,,"[66.2, 68.7]",3825674,1,,,,,-0.33485025,,Right Foot,,,"[100.4, 56.8]",,High Pass,,36.211185,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,Recovery,1,From Throw In,Papa Kouly Diop,6867.0,Left Defensive Midfield,4,Atlético Madrid,212,"['3ce7cd0a-fa39-4379-99c8-dd8aec495536', 'bac64f60-d89b-425c-92fa-c80e22f411f4', 'f6d86c0b-1ce2-4f92-846d-4cc553782897']",9,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:09.609,Pass,
,,,,,,,,,,,,,,,,,0.899857,,,,,,,,,,,,,78dcc9e0-1b8e-4841-9291-68b55e61a997,71,,"[38.7, 5.6]",3825674,1,,,,,-2.992033,,Right Foot,,,"[31.4, 4.5]",,Low Pass,,7.3824115,,,,Filipe Luís Kasmirski,6320.0,,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,4,Atlético Madrid,212,['7a832eec-9d0a-4413-945d-a5ced3844dd9'],16,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:16.327,Pass,
,,,,,,,,,,,,,,,,,0.834107,,,,,,,,,,,,,fb5ce7db-4c53-4e11-944c-c0770a7db88a,75,,"[33.2, 7.8]",3825674,1,,,,,2.416031,,Left Foot,,,"[21.7, 18.0]",,Ground Pass,,15.371727,,,,Diego Roberto Godín Leal,5249.0,,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,"['89c962fb-4b0c-4f31-9287-a89cd7056bf0', 'e5870f4f-4f7f-4da8-8bb4-e132f05a6735']",19,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:19.280,Pass,True
,,,,,,,,,,,,,,,,,1.662056,,,,,,,,,,,,,563ca31b-31ff-473d-89c1-eb686a0c2ab6,78,,"[21.7, 18.0]",3825674,1,,,,,-0.4164386,,Left Foot,,,"[52.9, 4.2]",,High Pass,,34.115685,,,,Luciano Vietto,6744.0,,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,['9fe21069-236f-475c-84b6-bdef8150dca7'],21,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:21.123,Pass,
,,,,,,,,,,,,,,,,,1.021973,,,,,,,,,,,,,b2c79773-2811-432a-864d-eef9652ec317,81,,"[52.5, 5.0]",3825674,1,,,,,2.6356423,,Right Foot,,,"[45.1, 9.1]",,Ground Pass,,8.459906,,,,Filipe Luís Kasmirski,6320.0,,,,,,,1,From Throw In,Luciano Vietto,6744.0,Left Center Forward,4,Atlético Madrid,212,"['e93f89e3-c5d6-4614-b46f-1ad3e840e38a', 'ed8938bf-b6f2-4b71-be75-7e36e48b2626']",22,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:22.785,Pass,True
,,,,,,,,,,,,,,,,,0.157508,,,,,,,,,,,,,c78ce6d4-476a-46fb-b0e0-ee4019ba3a43,88,,"[57.0, 10.8]",3825674,1,,,,,0.21109334,,Left Foot,,,"[62.6, 12.0]",,Low Pass,,5.7271285,,Incomplete,,,,,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['7de7e5d9-265a-4d78-916e-54e7128fe990'],25,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:25.822,Pass,
,,,,,,,,,,,,,,,,,1.258356,,,,,,,,,,,,,014c5082-df81-404e-b52b-552bdebf7618,93,,"[65.3, 0.5]",3825674,1,,,,,0.04474623,,Right Foot,,,"[78.7, 1.1]",,Ground Pass,,13.413426,,,,Luciano Vietto,6744.0,,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,4,Atlético Madrid,212,['c81d7001-b7fd-401e-bb02-e0dc5f398f46'],29,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:29.456,Pass,
,,,,,,,,,,,,,,,,,1.056855,,,,,,,,,,,,,25921a5e-28ed-4743-8c0b-fdb7dfc4b69f,96,,"[78.7, 1.1]",3825674,1,,,,,1.5291537,,Right Foot,,,"[79.0, 8.3]",,Ground Pass,,7.2062473,,,,Jorge Resurrección Merodio,5199.0,,,,,,,1,From Throw In,Luciano Vietto,6744.0,Left Center Forward,4,Atlético Madrid,212,['d4249991-9f69-4114-b6cf-bf93eaf88b2e'],31,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:31.240,Pass,
,,,,,,,,,,,,,,,,,0.346589,,,,,,,,,,,,,a2214bca-d3e0-446e-86fd-e910b1309bdc,99,,"[84.7, 10.2]",3825674,1,,,,,1.7607846,,Left Foot,,,"[83.2, 18.0]",,Ground Pass,,7.942921,,Incomplete,,,,,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,4,Atlético Madrid,212,['1293e2af-93df-4951-91bb-4c86dc13a8ac'],33,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:33.387,Pass,
,,,,,,,,,,,,,,,,,1.548518,,,,,,,,,,,,,9449a2f1-ee95-4561-8443-9fabaeffe28e,103,,"[37.2, 62.0]",3825674,1,,,,,-0.09691763,,Left Foot,,,"[44.4, 61.3]",,Ground Pass,,7.2339478,,,,Abraham González Casanova,27148.0,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,5,Espanyol,214,"['1d29acbd-be74-43ba-8678-f66ba5004e7b', '9d9d5673-ad2f-4ba0-beac-2e32b7ae6e1c']",34,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:34.783,Pass,True
,,,,,,,,,,,,,,,,,2.238769,,,,,,,,,,,,,583c36f4-c7b8-4e41-be57-f2b6b8178619,105,,"[44.4, 61.3]",3825674,1,,,,,-2.0531626,,Right Foot,,,"[31.1, 35.9]",,Ground Pass,,28.671413,,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,,1,Regular Play,Abraham González Casanova,27148.0,Right Defensive Midfield,5,Espanyol,214,['2dac8527-90e8-4bec-88ca-8cc87a258ada'],36,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:36.332,Pass,
,,,,,,,,,,,,,,,,,2.803513,,,,,,,,,,,,,a8377c7f-7757-452b-b775-af24e7b04455,108,,"[31.1, 33.8]",3825674,1,,,,,-0.6474982,,Left Foot,,,"[75.0, 0.6]",,High Pass,,55.04044,,Out,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,,1,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,5,Espanyol,214,['917d386b-bad9-403e-898e-1d2800ebd6b5'],39,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:39.896,Pass,
,,,,,,,,,,,,,,,,,1.080086,,,,,,,,,,,,,027f096a-9ccd-4dc0-84e4-5b7517e90832,110,,"[38.7, 80.0]",3825674,1,,,,,-1.5441359,,,,,"[38.9, 72.5]",,Low Pass,,7.502666,,,,Tiago Cardoso Mendes,20669.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,6,Atlético Madrid,212,['d1b5f5e7-bfba-45ac-a723-e06cd291fee4'],45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:45.492,Pass,
,,,,,,,,,,,,,,,,,0.852145,,,,,,,,,,,,,4f69d705-9a12-4b6e-9c57-85a2af369612,113,,"[38.9, 72.5]",3825674,1,,,,,1.833791,,Right Foot,,,"[37.5, 77.7]",,Low Pass,,5.3851647,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,Right Defensive Midfield,6,Atlético Madrid,212,['920abae0-4877-4610-8622-fea075485696'],46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:46.692,Pass,
,,,,,,,,,,,,,,,,,0.952221,,,,,,,,,,,,,704a986b-18f2-4720-ac64-aa30fe7e1c27,116,,"[38.6, 76.4]",3825674,1,,,,,-2.3921502,,Right Foot,,,"[31.4, 69.7]",,Ground Pass,,9.835141,,,,Tiago Cardoso Mendes,20669.0,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,6,Atlético Madrid,212,['67641548-69f1-4b02-8ab9-3daba55893d1'],48,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:48.191,Pass,
,,,,,,,,,,,,,,,,,1.39076,,,,,,,,,,,,,689c7414-face-4ab7-85ac-0624167a50d3,121,,"[34.0, 62.0]",3825674,1,,,,,-0.49161234,,Right Foot,,,"[62.2, 46.9]",,Ground Pass,,31.98828,,,,Jorge Resurrección Merodio,5199.0,,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,Right Defensive Midfield,6,Atlético Madrid,212,['cbcf8f27-a066-4887-810b-5c27f9d31b22'],50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:50.235,Pass,
